"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2021-04-22","Turkey","TR","İstanbul","TR34","en",1000,3,100,,,3,,,,,0,,,,,,1,,0,2,,,,,"limesurvey-11776","7rp091zefswne8gnmx",
"2021-06-07","Turkey","TR","Eskişehir","TR26","en",40,11,20,,0,0,,,,,0,,,1,,,4,,0,2,,,,,"limesurvey-15017","ecliy0i3ah9nzfido8",
