"Timestamp","Country","ISO.3166.1.a2","Region","ISO.3166.2","Language","Reach","Cases","Visibility","Recovered","Fatalities","RecentCases","RecentCases14","PositiveTest14Days","PositiveTest07Days","LongCovid","StillSick","Tested","Positive","Hospital","Severe","ICU","Vaccinated","RecentVaccinated","VaccineSideEffects","RefuseVaccine","ContactsDoctors","Surveyfirst","Surveyknown","Surveyforward","Dataset","Cookie","Campaign"
"2020-03-31","Cyprus","CY","","","",10,1,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",20,1,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",40,0,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",100,2,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",50,0,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",15,0,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",23,0,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",100,0,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",15,0,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",20,0,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",7,0,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",100,6,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",60,0,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",80000,5,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
"2020-03-31","Cyprus","CY","","","",30,0,,,,,,,,,,,,,,,,,,,,"","","","CY-g-sheet","",
