Unnamed: 0,state,α1,α2,α3,β11,β12,β13,β21,β22,β23,β31,β32,β33,γ1,γ2,γ3,A_b1,A_b2,A_b3,R_b1,R_b2,R_b3,initial-A1,initial-R1,initial-V1,initial-A2,initial-R2,initial-V2,initial-A3,initial-R3,initial-V3,Finalm-V1,Finalm-V2,Finalm-V3,Finals-V1,Finals-V2,Finals-V3,politic
16,Kentucky,0.0029938622240923,0.0027489674523409,0.0063010172524629,0.0641496296290009,0.0,0.0,0.0614251650911849,0.0089873505795946,0.0,0.035360440592275,0.0364557786517533,0.0143789426673633,0.1860642480012541,0.183114258138049,0.1664750942345155,0.0194541772166612,0.0101809141577307,0.0066712131241632,0.0925150368979947,0.0648692936541346,0.0252559634587647,0.1911142996552296,0.1422190336781037,0.0,0.2279861401128469,0.1053471932204864,0.0,0.2798981909982524,0.0534351423350809,0.0,0.2213393351357925,0.258275202052688,0.3014058421919195,0.2236408263698902,0.2540082991602407,0.3059985781177815,R
17,Louisiana,0.0019985366466896,0.0024357717990348,0.0221195321751442,0.0395114058628874,0.0003719521545286,0.0042070211246376,0.0008298414723054,0.0148400910734626,0.0423920589124532,0.0366952289051691,0.0290190604393518,0.1127868542526302,0.2731803898273268,0.2318263700768648,0.0862181326126426,0.0233804677242163,0.0139826745478603,0.0071750922883379,0.0899329837591658,0.0701320800028098,0.0297781500947862,0.1658497557236512,0.1674835776096821,0.0,0.2013308875073507,0.1320024458259826,0.0,0.2557491632527681,0.0775841700805651,0.0,0.2196525249770901,0.2492076416365034,0.2963800909521304,0.2317521241724086,0.242516015969171,0.299703151343326,R
18,Maine,0.0012312141886295,0.0015700141893281,0.0014984053645007,0.000646009294228,0.017344175966856,0.0137606250658105,0.0322049537634833,0.0276863101406713,0.0090859268476777,0.0136628168029795,0.0688570596036811,0.0,0.1682227650114844,0.1650932563036386,0.2684371426550266,0.0088250238143112,0.0040416761054428,0.0058438478725693,0.0621785934724082,0.0469624953026959,0.0171867185715287,0.2281166893422938,0.1052166439910395,0.0,0.2448974040900518,0.0884359292432814,0.0,0.289384598365423,0.0439487349679103,0.0,0.2619693587742653,0.2823266311606475,0.3103025994552735,0.3065758346028644,0.289859463688541,0.3127703871523936,D
19,Maryland,0.0013631694952626,0.0015023183221758,0.004343825535567,0.0195858525693717,0.0145362870401109,0.0062891088432918,0.0176653580686115,0.033682327131063,0.0153094027300286,0.0317858978912952,0.0534044169469592,0.0271841304880578,0.1627437394601386,0.1631949728451532,0.1736978674991112,0.0105503766406512,0.0054760633795412,0.005368881613623,0.0430118429231557,0.0250288467194887,0.0131996684852938,0.2467255006181518,0.0866078327151814,0.0,0.2522728735800257,0.0810604597533075,0.0,0.2949361009712957,0.0383972323620377,0.0,0.279672626631808,0.302826399739326,0.3147647823528625,0.2758007142664913,0.3016101989618245,0.3166832571417042,D
20,Massachusetts,0.0007857885842009,0.0014588425673687,0.0016163286112319,0.0445955936522122,0.0053438233515139,0.0,0.0297774791331835,0.0036527065202753,0.026728472862319,0.0122581288926466,0.0287032348076715,0.0181995623124484,0.1748905296704003,0.1569186591892601,0.2494297948443062,0.0077049127179331,0.0040544000011952,0.0061642623785625,0.0320542291716766,0.0264476456013131,0.0125627498397199,0.2587938810985424,0.0745394522347908,0.0,0.2669136946866122,0.0664196386467211,0.0,0.3006555448286328,0.0326777885047005,0.0,0.2935524332832085,0.3028279042032671,0.314604703451671,0.2940054826259605,0.2992963726320531,0.3152482044605013,D
21,Michigan,0.0013903988850045,0.0027998659502516,0.0062604567463193,0.0095181900295195,0.0361677055262798,0.0270419076211833,0.0253559090779307,0.0279065433505608,0.0385151782936314,0.0760012818877068,0.0668963687336386,0.0073019061994322,0.1906430381848233,0.1553805510631428,0.1751677970116543,0.0129177824692727,0.0057561652343742,0.0060576728910992,0.0841875030624008,0.0602492549094907,0.0237536733712914,0.2061215156154204,0.1272118177179129,0.0,0.233838981742508,0.0994943515908252,0.0,0.2817874536840273,0.051545879649306,0.0,0.2362266612255178,0.2673278079196405,0.3035219870124261,0.2352929596374699,0.2618597829610433,0.2961746809970353,D
22,Minnesota,0.0018708773922686,0.0016303260026914,0.0023276248791576,0.0274293868553907,0.0365750577032307,0.0,0.0706570843820149,0.0051204084436605,0.0112579656094677,0.2316321341935193,0.157417984032529,0.0875374813437899,0.1613179879549824,0.1727470256944385,0.2439468831119075,0.0100904782498665,0.0050314696166956,0.0052296343320425,0.063284998081015,0.049488483037579,0.0197963188548621,0.2431886064887535,0.0901447268445796,0.0,0.2588207896531945,0.0745125436801388,0.0,0.2976322792311941,0.0357010541021392,0.0,0.2599542428319043,0.2788132422505088,0.3083073858080256,0.281082557233989,0.2785690830416557,0.3106770039900063,D
23,Mississippi,0.0019767219573062,0.0046832513847796,0.0142177064906604,0.0,0.0281712289327244,0.0,4.026206571200291e-05,0.0642827352376891,0.0143016958300553,0.0405879029411112,5.563165031388712e-05,0.0640110185490543,0.3096569052859786,0.1913168298420026,0.1229363682060657,0.0248860453823918,0.0154854049683251,0.0084107522602956,0.0971398567764112,0.0780818187372917,0.0311061950697345,0.1573397317884644,0.1759936015448688,0.0,0.1954979914902286,0.1378353418431046,0.0,0.2708656020502651,0.0624677312830682,0.0,0.2092418674122493,0.2397641837945913,0.2938163618504725,0.2127935448973344,0.241906172546014,0.2974129418502433,R
24,Missouri,0.0016223495878595,0.0030672287086099,0.0034915083922926,0.0246832279461032,0.0095231160219725,0.0209187200492865,0.0114247922507263,0.0328608258904186,0.0167830310644675,0.0351871953587483,0.0356657883237809,0.0152333053111023,0.2174159305716266,0.1687941238472343,0.2257020246887314,0.016467193467085,0.0080027460736386,0.0058143635414817,0.0885591783690467,0.0669972049405235,0.0287117087545041,0.1962342834244171,0.1370990499089162,0.0,0.2265753456230612,0.106757987710272,0.0,0.2694300171476643,0.063903316185669,0.0,0.2282803041102117,0.2583236870179264,0.2988069200131835,0.2286034231529427,0.2529870484520197,0.2943757074087775,R
25,Montana,0.0021424353801786,0.0037277240474367,0.0043953220887405,0.3981693594656278,0.4443684774739183,0.6327081380987339,0.0319802085365554,0.1173738400679547,0.0,0.587766657107601,0.3176393193408656,0.7823487709813152,0.1813052459167903,0.1696949780798476,0.2158705727560018,0.0138080279206145,0.0069933946071006,0.0046138237687847,0.1056792250579015,0.0834059063296119,0.0376734564237595,0.2221211654933877,0.1112121678399455,0.0,0.2183722826281291,0.1149610507052042,0.0,0.2661375779985668,0.0671957553347664,0.0,0.2138460808868532,0.242934032385389,0.2910460531493499,0.2482102189417943,0.2249020142364608,0.2906716122306571,R
26,Nebraska,0.0019770953766939,0.001988596322337,0.0030411106379644,0.0114658252751467,0.0216448004998812,0.0203679071803015,0.0561564556211227,0.0398728994161129,0.0041043140615757,0.0993577172254747,0.1954015832851897,0.0478473111404972,0.1803268144052204,0.1722091216686815,0.2324883562413093,0.0126228415690678,0.0062865514923383,0.0045466876580054,0.0784169636672992,0.06407374180329,0.0251836801627802,0.2167425009405011,0.1165908323928321,0.0,0.2492243752977191,0.0841089580356141,0.0,0.2902794912410166,0.0430538420923166,0.0,0.2422742079251611,0.2629729978564765,0.3036029676167306,0.2818954343739319,0.2512567380543385,0.2979254278940927,R
27,Nevada,0.002324766072723,0.0021082248972713,0.0067989490833034,0.0265073754238724,0.0241157183366091,0.0211262758383369,0.0096152417068675,0.041682839893066,0.0175255024100826,0.000856210336092,0.0611965801597591,0.0413744595251083,0.1783135862489565,0.1710795838632403,0.1957614802696241,0.0210326084797218,0.0089123601317501,0.0072015100672317,0.0725879996972858,0.0515358763364858,0.0282058114441666,0.1932914735123093,0.140041859821024,0.0,0.2368555831859973,0.096477750147336,0.0,0.2631907958967571,0.0701425374365761,0.0,0.2397096607083123,0.2728826213676387,0.2979260017825317,0.2335691179622602,0.2701753453083836,0.2963560040359451,D
28,New Hampshire,0.0016652775515585,0.0018960173441013,0.0016950826697547,0.2881785865013681,0.6769008964924816,0.5002345529207152,0.0603734930971762,0.0086565003796233,0.0214594960071079,0.168320262793496,0.610415369980175,0.2606118362759461,0.1310936096424484,0.1509198632393321,0.2276175119572971,0.0084170016627193,0.0043980403813199,0.005446759130323,0.0685773292241577,0.0456901717402312,0.0195413125859226,0.2572919824503512,0.0760413508829821,0.0,0.2547490089643915,0.0785843243689418,0.0,0.2939909185382642,0.0393424147950691,0.0,0.2563389697816707,0.2832450153070878,0.3083452616170856,0.2709977851433304,0.2758760807407578,0.3168296349954599,D
29,New Jersey,0.0017391185598618,0.0029552256861634,0.0045088499161198,0.0053472802813201,0.0267850956004299,0.0103415941999732,0.0299898486279838,0.0173952879474323,0.0232955512526928,0.0582371467483742,0.0418595906539143,0.0154243400827421,0.1579515211983083,0.1375913041822688,0.1528418780713737,0.0130446331850119,0.0062296495055705,0.0061289019525007,0.0452108729885345,0.0318991030821061,0.0152997529404201,0.2313582270319811,0.1019751063013521,0.0,0.2472071432719286,0.0861261900614046,0.0,0.2841526664417607,0.0491806668915726,0.0,0.2749886053267469,0.2952030958424,0.3119046767561881,0.2706000908686868,0.2942069220944541,0.3079137902874851,D
30,New Mexico,0.0035634255482259,0.005876126127764,0.0072783415397208,0.0492726426017169,0.0044443655843488,0.0009320755204394,0.0550309813854134,0.0203134707983118,0.0049205419882229,0.0057308434396945,0.0488520403540259,0.0140248388904592,0.1517858070184001,0.1172869674358195,0.1347945296286131,0.0140801817300696,0.0078572761256406,0.0048774726239674,0.0563516906805967,0.043275352330676,0.0199133033929939,0.22481531297308,0.1085180203602533,0.0,0.2586733253241735,0.0746600080091598,0.0,0.2930584015406585,0.0402749317926748,0.0,0.2628732576326618,0.282200186701694,0.308541752944378,0.2583545870775971,0.2797805903140767,0.3112052648558595,D
31,New York,0.0017431872219798,0.0025975196837444,0.0048873125335194,0.0392721918294054,0.0091750379015113,1.8888661026999805e-06,0.0264133307030187,0.006096712244308,0.0255139467551438,0.0446236721755587,0.000550666681961,0.0257902048214812,0.1721943089693707,0.1548550026811384,0.1754583793582989,0.0111148383408494,0.0068807110263128,0.006310209627882,0.0458268296335509,0.0340680992323657,0.0151669913206938,0.2176365579612565,0.1156967753720767,0.0,0.2465517714036527,0.0867815619296806,0.0,0.290582702748128,0.0427506305852054,0.0,0.2763228836264554,0.2923759106625837,0.3118554525300652,0.2825750871676588,0.2903992552928811,0.3065942101154267,D
32,North Carolina,0.0014130805902431,0.0011118676497554,0.0108131055817749,0.0067258361969816,0.0380027321873005,0.0,0.045109777945318,0.0314723371449466,0.0042497628593813,0.0074594230370269,0.0,0.090112103114142,0.236522127121362,0.235659806203922,0.1934522188715723,0.019123079691485,0.0094151679268626,0.0068246228702025,0.0827964075592002,0.0570831133314689,0.0227622645773838,0.2006904194295503,0.132642913903783,0.0,0.2237945473881699,0.1095387859451633,0.0,0.2776829803241725,0.0556503530091608,0.0,0.2313062538216021,0.2668338775074766,0.3037464385032225,0.2265060464664616,0.2660169715009578,0.3030608097471436,R
33,North Dakota,0.004091758911068,0.0052965065261903,0.0069978867170612,0.0248252063718629,0.0051789683016607,0.0256439127317406,0.572456260785376,0.9103562877868704,0.3749737058307102,0.5172710958193427,0.2296319060560557,0.5780064621119297,0.1831517661681505,0.1462009587373061,0.2340687035451727,0.0146542276584493,0.0067890872478985,0.0055089896322808,0.0990226665551775,0.0827482644390583,0.0351562825066327,0.1889298309899128,0.1444035023434204,0.0,0.2307418481133877,0.1025914852199456,0.0,0.269276678654995,0.0640566546783382,0.0,0.219628978773199,0.2437959811016899,0.2926680611944193,0.182616528644245,0.2333276363554001,0.2841719539653306,R
34,Ohio,0.0010085836632205,0.001271534900549,0.0047966629996014,0.0079915360170644,0.0675435110620068,0.0033025379327624,0.0195434883901252,0.0293968468107515,0.0286147171505852,0.0465780967453164,0.0520518460181526,0.0592472699250888,0.2363004572647541,0.2285651576194822,0.2147047318183761,0.0147321015131921,0.0073772739780491,0.0061074373933476,0.0933751084779204,0.0681811834824052,0.02820130812469,0.1940375724501964,0.1392957608831368,0.0,0.2228256059512828,0.1105077273820504,0.0,0.2720447346054006,0.0612885987279327,0.0,0.2252248522920536,0.257773996177876,0.2990245879122743,0.2284923046309582,0.2608662719241609,0.2925577855935606,R
35,Oklahoma,0.001611137823377,0.0027320646323783,0.0196598750705285,0.009830050753254,0.0078147436039923,0.0434788023668244,0.0535233762182686,0.0308020547952721,0.0183095752941618,0.4509774079807106,0.0869324788910178,0.268760952761156,0.276048128823029,0.2179489443458046,0.0908524900962548,0.0237047051797906,0.0106455081929495,0.0059381753017579,0.1006924904015555,0.0777763951148552,0.0335038818321723,0.1895541273242479,0.1437792060090854,0.0,0.2144787421701071,0.1188545911632262,0.0,0.2689419510728162,0.064391382260517,0.0,0.2089301078838676,0.2449113370173502,0.2938912761649803,0.2167471454456798,0.2380185011378789,0.2979494290013743,R
36,Oregon,0.002244977407554,0.0032816676689336,0.001752127451593,0.0007220832272508,0.0157907622081376,0.0195219336118179,0.0456240439545653,0.017539314680776,0.0095146122450159,0.0032043524134759,0.0399843645267549,0.0244185217209874,0.1338947866024993,0.1229340080294176,0.2190999974804333,0.0093239187008269,0.0034218469023746,0.0032640936509437,0.0666742961199567,0.0510237284136547,0.0247426320336607,0.2388220920270665,0.0945112413062668,0.0,0.2423504550996655,0.0909828782336678,0.0,0.2784591286121351,0.0548742047211982,0.0,0.2571960617092655,0.278885511323776,0.3053253146084886,0.2330606376142797,0.2814462560225961,0.3017914715010176,R
37,Pennsylvania,0.0019469342890097,0.0029766182195913,0.0034735513027167,0.0438184040181881,0.0181508066865404,1.4372275598805735e-05,0.0549840592517155,0.0099499861188321,0.0162901680575697,0.0274634033020658,0.0400559169689353,0.0465572012024796,0.166931732361383,0.1478131554234531,0.1803860966692132,0.0127866333907485,0.006670883347316,0.0058587890498748,0.078071320653513,0.0563324219241944,0.0229694985518088,0.2153003847398918,0.1180329485934414,0.0,0.2375360090989139,0.0957973242344194,0.0,0.2797526073897833,0.0535807259435499,0.0,0.242462529867882,0.2703292183830781,0.3045050433685203,0.2523264971748125,0.2730300000647308,0.3038367094488338,D
38,Rhode Island,0.0012603184558801,0.0015381532104571,0.0006073459281372,0.0024260424868244,0.0038591672106493,0.0213250151236759,0.0079063881006122,0.0077353317928595,0.0460554000514331,0.0093360838461053,0.0864670372998659,0.0613141139483546,0.157044589303139,0.1622660604449531,0.315774412243993,0.0089574018892664,0.0066825216768499,0.0050244234163697,0.0358948216798697,0.0341355768959155,0.0141624322344037,0.2577709619862667,0.0755623713470666,0.0,0.2603508342829082,0.0729824990504251,0.0,0.3018046720371616,0.0315286612961716,0.0,0.2879993996577698,0.2925130532616841,0.3141464803706541,0.277211298869069,0.2829223078916997,0.3159661622435487,D
39,South Carolina,0.0011685362427019,0.0009168136391331,0.0067209815966107,0.0049231926746744,0.0083331720833444,0.0304854179043715,0.0194920024780286,0.0459505469134727,0.0043787917694864,0.0483578213894145,0.1005529593566693,0.0002205128877433,0.2598989975754337,0.2536756123736822,0.1906226669044717,0.0218092101396307,0.0097188535178359,0.0071557011603659,0.0971984338768685,0.0681217298059909,0.0254845860726709,0.170194872690487,0.1631384606428462,0.0,0.2089369389525692,0.1243963943807641,0.0,0.2798601243509301,0.0534732089824032,0.0,0.2142253830874254,0.2554865244776612,0.3006930458998977,0.2205183382152313,0.2504365019816824,0.3017156125834743,R
40,South Dakota,0.0037395605374733,0.0053380287402714,0.0033530605069571,0.0589779899015832,0.0161772764472674,0.0095762579925203,0.0176770264616546,0.0039069096776409,0.4359432249345343,0.5074815915234124,0.054544465075325,0.0829198672280483,0.1555267115063547,0.1262699744338467,0.2452499219170564,0.0125187599050438,0.0072868485283095,0.0048920197419674,0.0923900163442251,0.0769326189265216,0.0327437402979225,0.1987820332543934,0.1345513000789399,0.0,0.2326145606989602,0.100718772634373,0.0,0.2878696568278779,0.0454636765054553,0.0,0.2284233524644301,0.2491138625256473,0.2956975733347258,0.2350614667610164,0.2523454991879587,0.2924535554594614,R
41,Tennessee,0.0012523101552992,0.0015285274354693,0.0098209605950331,0.0108473719046668,0.0410379406167395,0.0052560895640992,0.0374947402157037,0.0177254703162814,0.0078579120221254,0.0544692844497572,0.0463432404035648,0.0037763424484339,0.2510138682140605,0.2227662386936001,0.1356498251020776,0.021206492044026,0.0102100349221448,0.0061220643117305,0.0976125070781349,0.0723409748030476,0.0301905976954894,0.187082898699074,0.1462504346342593,0.0,0.2177720061209333,0.1155613272123999,0.0,0.2705458128311562,0.0627875205021771,0.0,0.2144865315340113,0.2507671879608104,0.2970205877631699,0.2238343111041858,0.2467647091813837,0.2970860039008131,R
42,Texas,0.0013610977084149,0.0036775553601364,0.012390605586748,0.0287749031406113,0.0233452351092539,0.0,0.0511655306006261,0.0300249688770568,0.0074825077047074,0.0159177379718659,0.0307565780464665,0.0375530914537165,0.2086870206018264,0.1491094267380074,0.1046160487137824,0.0213348771012051,0.0106018500563746,0.0068148195585979,0.0710799617620337,0.0547075032965764,0.0285124849581476,0.2134033593672597,0.1199299739660735,0.0,0.2315303880981929,0.1018029452351404,0.0,0.276221905428877,0.0571114279044563,0.0,0.2408756939064131,0.2680236267493317,0.2980058446744978,0.2461712063687281,0.2715895902351631,0.2949736478132539,R
