ISO2,ISO_3,country,age,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
IE,IRL,Ireland,1,2020-04-24,2020-04-23,49,2,123,753484.891799406,0,0,1,3,8,6,2,15957.2490425122,1,7314.23970405348,143,5385.545451647,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,IRL,Ireland,1,2020-04-25,2020-04-24,70,2,119,762623.124843797,0,0,2,4,7,4,0,0,0,0,29,5210.40576216255,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,IRL,Ireland,1,2020-04-26,2020-04-25,67,2,137,725671.429631416,0,0,3,3,9,3,0,0,0,0,68,5998.5343648426,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,IRL,Ireland,1,2020-04-27,2020-04-26,72,2,139,726236.900863721,0,0,3,3,11,5,1,4871.46522324736,1,4871.46522324736,86,6042.31928721371,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,IRL,Ireland,1,2020-04-28,2020-04-27,67,2,139,749248.536456528,0,0,5,4,9,8,2,7593.30199386504,1,4871.46522324736,74,6042.31928721371,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,IRL,Ireland,1,2020-04-29,2020-04-28,69,2,136,741188.14382266,0,0,5,3,5,7,2,6062.22950416066,1,3340.39273354298,89,5954.74944247148,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,IRL,Ireland,1,2020-04-30,2020-04-29,63,2,132,721768.068582185,0,0,2,1,5,3,1,3340.39273354298,1,3340.39273354298,66,5779.60975298703,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,IRL,Ireland,1,2020-05-01,2020-04-30,46,2,109,646395.130665673,0,0,1,2,6,3,0,0,0,0,51,4772.55653845141,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,IRL,Ireland,1,2020-05-02,2020-04-30,44,3,153,962529.013549959,0,0,1,3,8,5,0,0,0,0,72,6699.09312278042,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IE,IRL,Ireland,1,2020-05-03,2020-05-03,117,1,117,323279.598117598,0,0,1,1,3,3,0,0,0,0,69,5122.83591742032,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
