ISO2,ISO_3,country_agg,age,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
GP,GLP,Guadeloupe,5,2021-08-29,2020-12-01,100,1,85,0.01,0.0195013954179879,0.0215554117139706,0.000279632866435249,0,0,0,0,0.00128040973111396,0.000835983271082306,27,1,7,37,0.01,0.0195013954179879,0.0215554117139706,0.000279632866435249,0,0,0,0,0.00128040973111396,0.000835983271082306,,,,,,0.159090909090909,0.159090909090909,0.01
