ISO2,ISO_3,country,age,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
LU,LUX,Luxembourg,2,2020-08-29,2020-06-10,1,56,100,949507.655252931,0,0,0,1,3180.72126434638,0,0,19,1272.89265536723,0,13,,,,,,,,,,,,,,,,,,,,,,,,
LU,LUX,Luxembourg,2,2020-08-30,2020-06-11,1,56,100,950263.083908151,0,0,0,1,3180.72126434638,0,0,19,1272.89265536723,0,14,,,,,,,,,,,,,,,,,,,,,,,,
LU,LUX,Luxembourg,2,2020-09-01,2020-06-12,1,56,100,953595.197409169,0,0,0,1,3180.72126434638,0,0,21,1272.89265536723,0,14,,,,,,,,,,,,,,,,,,,,,,,,
LU,LUX,Luxembourg,2,2020-09-04,2020-06-13,1,56,100,948141.604823612,0,0,0,1,3180.72126434638,0,0,21,1272.89265536723,0,15,,,,,,,,,,,,,,,,,,,,,,,,
LU,LUX,Luxembourg,2,2020-09-05,2020-06-14,2,56,101,957760.428763205,0,0,0,1,3180.72126434638,0,0,21,1285.7501569366,0,17,,,,,,,,,,,,,,,,,,,,,,,,
LU,LUX,Luxembourg,2,2020-09-07,2020-06-21,2,55,100,974203.552921897,0,0,0,1,3180.72126434638,0,0,21,1272.89265536723,0,17,,,,,,,,,,,,,,,,,,,,,,,,
LU,LUX,Luxembourg,2,2020-09-08,2020-06-21,1,56,101,989538.364643783,0,0,0,1,3180.72126434638,0,0,21,1285.7501569366,0,17,,,,,,,,,,,,,,,,,,,,,,,,
LU,LUX,Luxembourg,2,2020-09-09,2020-06-22,1,56,100,972390.443257628,0,0,0,1,3180.72126434638,0,0,22,1272.89265536723,0,18,,,,,,,,,,,,,,,,,,,,,,,,
LU,LUX,Luxembourg,2,2020-09-10,2020-06-25,1,56,100,970709.894440452,0,0,0,1,3180.72126434638,0,0,22,1272.89265536723,0,18,,,,,,,,,,,,,,,,,,,,,,,,
LU,LUX,Luxembourg,2,2020-09-12,2020-06-25,1,57,101,976958.262565608,0,0,0,1,3180.72126434638,0,0,26,1285.7501569366,0,18,,,,,,,,,,,,,,,,,,,,,,,,
LU,LUX,Luxembourg,2,2020-09-15,2020-06-25,1,58,102,978848.53371754,0,0,0,1,3180.72126434638,0,0,28,1298.60765850596,0,18,,,,,,,,,,,,,,,,,,,,,,,,
LU,LUX,Luxembourg,2,2020-09-16,2020-06-28,2,57,100,959552.895712177,0,0,0,1,3180.72126434638,0,0,28,1272.89265536723,0,19,,,,,,,,,,,,,,,,,,,,,,,,
LU,LUX,Luxembourg,2,2020-09-18,2020-06-29,2,57,100,960688.353063107,0,0,0,1,3180.72126434638,0,0,28,1272.89265536723,0,19,,,,,,,,,,,,,,,,,,,,,,,,
LU,LUX,Luxembourg,2,2020-09-22,2020-07-02,2,57,100,957800.115874117,0,0,0,1,3180.72126434638,0,0,28,1272.89265536723,0,19,,,,0,0,0,0.0099644128113879,0.00477090023659563,0.0151579253861802,0.00329853592333019,0.00326794975788694,0.00332912208877344,0,0,0,0,0,0,0.0181718709931766,0.0162142717399441,0.0201294702464091,0,0,0
LU,LUX,Luxembourg,2,2020-09-25,2020-07-02,2,58,102,969042.344503553,0,0,0,1,3180.72126434638,0,0,28,1298.60765850596,0,20,,,,0,0,0,0.0099502487562189,0.00476408147530243,0.0151364160371354,0.00329376977759648,0.00326322773392461,0.00332431182126835,0,0,0,0,0,0,0.0186482792693222,0.0166670900041031,0.0206294685345413,0,0,0
LU,LUX,Luxembourg,2,2020-09-27,2020-07-03,1,58,100,951793.825998742,0,0,0,1,3180.72126434638,0,0,28,1272.89265536723,0,20,,,,0,0,0,0.0099502487562189,0.00476408147530243,0.0151364160371354,0.00329339688334651,0.00326285829168771,0.00332393547500531,0,0,0,0,0,0,0.0191507778125075,0.0171435873965112,0.0211579682285038,0,0,0
