ISO2,ISO_3,country,age,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
AS,ASM,American Samoa,1,2020-05-31,2020-04-24,6,32,101,3284702.58253314,0,0,1,0,9,0,4,119556.480788253,2,106700.717171029,26,2378.23068404464,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,1,2020-06-01,2020-05-02,4,30,100,3239648.99279144,0,0,1,0,9,0,4,119556.480788253,2,106700.717171029,26,2354.44837720419,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,1,2020-06-02,2020-05-02,5,31,105,3408983.35065464,0,0,2,1,10,0,5,121717.725402233,3,108861.961785009,29,2473.35991140642,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,1,2020-06-03,2020-05-04,5,30,100,2575530.53275978,0,0,2,1,8,0,5,121717.725402233,3,108861.961785009,29,2354.44837720419,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,1,2020-06-04,2020-05-04,3,31,103,2605992.58685485,0,0,2,1,8,0,5,121717.725402233,3,108861.961785009,29,2425.79529772553,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,1,2020-06-05,2020-05-04,1,32,104,2616620.45645251,0,0,2,1,8,0,5,121717.725402233,3,108861.961785009,29,2449.57760456598,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,1,2020-06-06,2020-05-04,4,33,108,2688707.14877975,0,0,2,1,9,0,5,121717.725402233,3,108861.961785009,30,2520.92452508732,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,1,2020-06-07,2020-05-05,2,33,100,2439551.900177,0,0,2,1,8,0,5,121717.725402233,3,108861.961785009,42,2330.66607036374,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,1,2020-06-08,2020-05-05,2,34,102,2480006.27987443,0,0,2,1,8,0,5,121717.725402233,3,108861.961785009,42,2378.23068404464,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,1,2020-06-09,2020-05-05,5,35,107,2550638.08979934,0,0,2,1,10,0,6,128495.70043095,3,108861.961785009,42,2473.35991140642,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,1,2020-06-10,2020-05-06,2,35,101,2159236.92210047,0,0,2,1,10,0,5,95960.7336175388,2,76326.9949715976,42,2330.66607036374,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,1,2020-06-11,2020-05-06,3,36,104,2228131.33837089,0,0,2,1,10,0,5,95960.7336175388,2,76326.9949715976,42,2402.01299088508,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,1,2020-06-12,2020-05-07,4,36,102,1793631.01934777,0,0,2,1,10,0,5,95960.7336175388,2,76326.9949715976,48,2354.44837720419,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AS,ASM,American Samoa,1,2020-06-13,2020-05-09,4,35,101,1900421.63632461,0,0,2,1,11,0,5,95960.7336175388,2,76326.9949715976,46,2330.66607036374,1,5,,,,0.0180806675938804,0.0111939260521188,0.024967409135642,0.00834492350486787,0.00364316685216596,0.0130466801575698,0.0890125173852573,0.0742944632972058,0.103730571473309,0,0,0,0.0479833101529903,0.0369365218506733,0.0590300984553072,0.0445759052324153,0.0445084656039046,0.044643344860926,0.0250347705146036,0.0169599101841175,0.0331096308450897,0.0386303993383986,0.0385674230907438,0.0386933755860534,0.0149596945218467,0.0136608835213126,0.0162585055223808,0.184615384615385,0.0902947717768751,0.278935997453894
AS,ASM,American Samoa,1,2020-06-14,2020-05-10,2,35,101,1972300.72570169,0,0,2,1,11,0,4,21794.983259921,1,2161.24461397979,46,2354.44837720419,1,5,,,,0.0187760778859527,0.0117606340695262,0.0257915217023793,0.0090403337969402,0.00414830651585906,0.0139323610780213,0.0904033379694019,0.0755820716831247,0.105224604255679,0,0,0,0.0479833101529903,0.0369365218506733,0.0590300984553072,0.0434431679195565,0.043375301693839,0.043511034145274,0.0243393602225313,0.0163746015835954,0.0323041188614672,0.0370769718926594,0.0370140668472671,0.0371398769380518,0.0155667306977904,0.0142417687889365,0.0168916926066443,0.194029850746269,0.0993397795628339,0.288719921929703
AS,ASM,American Samoa,1,2020-06-15,2020-05-11,3,35,100,1905364.8853679,0,0,2,1,11,0,4,21794.983259921,1,2161.24461397979,44,2330.66607036374,1,4,,,,0.019471488178025,0.0123298419339423,0.0266131344221078,0.00973574408901252,0.00466082906782954,0.0148106591101955,0.0917941585535466,0.0768707401267332,0.10671757698036,0,0,0,0.0479833101529903,0.0369365218506733,0.0590300984553072,0.0422489944932692,0.0421806982606821,0.0423172907258563,0.023643949930459,0.015791000977873,0.031496898883045,0.0354245168264142,0.0353617569141615,0.035487276738667,0.0161149435529364,0.014766750198919,0.0174631369069538,0.205882352941176,0.109777433343779,0.301987272538574
AS,ASM,American Samoa,1,2020-06-16,2020-05-12,3,35,100,1924677.78796633,0,0,3,1,12,0,4,21794.983259921,1,2161.24461397979,48,2330.66607036374,1,5,,,,0.0202372644801117,0.0129466965936434,0.0275278323665799,0.00976971388695045,0.00467717890467745,0.0148622488692235,0.0935101186322401,0.0784358663219945,0.108584370942486,0,0,0,0.0474528960223308,0.036445119919632,0.0584606721250296,0.0410802954850746,0.041011356651771,0.0411492343183782,0.0223307745987439,0.014680573310759,0.0299809758867288,0.0337248142257695,0.0336621122501387,0.0337875162014003,0.0167532920270622,0.0153761662853695,0.0181304177687549,0.202898550724638,0.108008688185667,0.297788413263608
AS,ASM,American Samoa,1,2020-06-17,2020-05-13,3,35,102,1924953.09788611,0,0,3,1,12,0,4,21794.983259921,1,2161.24461397979,48,2378.23068404464,1,5,,,,0.0209059233449477,0.0135035833463915,0.028308263343504,0.00975609756097561,0.00467062522447868,0.0148415698974725,0.0961672473867596,0.0809133868759394,0.11142110789758,0,0,0,0.0466898954703833,0.0357742181374315,0.0576055728033351,0.0387335086935706,0.038665790697645,0.0388012266894963,0.0209059233449477,0.0135035833463915,0.028308263343504,0.0310072932741756,0.030946461433462,0.0310681251148891,0.017310386012713,0.0159114459509117,0.0187093260745143,0.202898550724638,0.108008688185667,0.297788413263608
AS,ASM,American Samoa,1,2020-06-18,2020-05-18,5,32,100,1887766.98419042,0,0,3,1,12,0,4,21794.983259921,1,2161.24461397979,43,2330.66607036374,1,5,,,,0.0216480446927374,0.0141104378939125,0.0291856514915624,0.00977653631284916,0.00468046264645688,0.0148726099792414,0.0991620111731844,0.0836819528930869,0.114642069453282,0,0,0,0.0460893854748603,0.0352293590620813,0.0569494118876394,0.0363672929892051,0.0363008255715789,0.0364337604068314,0.0195530726256983,0.0123818016426854,0.0267243436087113,0.0282365377493803,0.0281777233647695,0.028295352133991,0.017780324915243,0.0163608384847206,0.0191998113457654,0.202898550724638,0.108008688185667,0.297788413263608
