"date","age","ISO2","country","ISO3","population","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,-99,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005
2020-05-06,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-06,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,-99,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-07,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-07,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,-99,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-08,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-08,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,-99,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-09,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-09,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,-99,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-10,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-10,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,-99,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-11,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-11,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,-99,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-12,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-12,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,-99,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-13,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-13,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,-99,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-14,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-14,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,-99,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-15,1,"WS","Samoa","WSM",199853,0.2,0,0.550609016230633,0,0,0,0,0,0,0,0,0
2020-05-15,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-15,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,-99,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,1,"WS","Samoa","WSM",199853,0.166666666666667,0,0.464865690619526,0,0,0,0,0,0,0,0,0
2020-05-16,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-16,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,-99,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,1,"WS","Samoa","WSM",199853,0.2,0,0.550609016230633,0,0,0,0,0,0,0,0,0
2020-05-17,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-17,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,-99,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,1,"WS","Samoa","WSM",199853,0.25,0,0.674344650278564,0,0,0,0,0,0,0,0,0
2020-05-18,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-18,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,-99,"WS","Samoa","WSM",199853,0.5,0,1,0.5,0,1,0.5,0,1,0.00943396226415094,0,0.0278367638059564
2020-05-19,1,"WS","Samoa","WSM",199853,0.333333333333333,0,0.866767964039479,0,0,0,0,0,0,0,0,0
2020-05-19,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-19,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,-99,"WS","Samoa","WSM",199853,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.00628930817610063,0,0.0185773009704059
2020-05-20,1,"WS","Samoa","WSM",199853,0.25,0,0.674344650278564,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-05-20,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-20,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,-99,"WS","Samoa","WSM",199853,0.5,0,1,0.5,0,1,0.5,0,1,0.00943396226415094,0,0.0278367638059564
2020-05-21,1,"WS","Samoa","WSM",199853,0.333333333333333,0,0.866767964039479,0,0,0,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-21,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-21,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,-99,"WS","Samoa","WSM",199853,0.5,0,1,0.5,0,1,0.5,0,1,0.00943396226415094,0,0.0278367638059564
2020-05-22,1,"WS","Samoa","WSM",199853,0.333333333333333,0,0.866767964039479,0,0,0,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-22,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-22,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,-99,"WS","Samoa","WSM",199853,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.00628930817610063,0,0.0185773009704059
2020-05-23,1,"WS","Samoa","WSM",199853,0.333333333333333,0,0.866767964039479,0,0,0,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-23,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-23,7,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,-99,"WS","Samoa","WSM",199853,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.00628930817610063,0,0.0185773009704059
2020-05-24,1,"WS","Samoa","WSM",199853,0.25,0,0.674344650278564,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-05-24,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-24,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-25,-99,"WS","Samoa","WSM",199853,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.00628930817610063,0,0.0185773009704059
2020-05-25,1,"WS","Samoa","WSM",199853,0.25,0,0.674344650278564,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-05-25,3,"WS","Samoa","WSM",199853,1,1,1,1,1,1,1,1,1,0.113207547169811,0.0279056204373457,0.198509473902277
2020-05-25,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-26,-99,"WS","Samoa","WSM",199853,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.00628930817610063,0,0.0185773009704059
2020-05-26,1,"WS","Samoa","WSM",199853,0.25,0,0.674344650278564,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-05-26,3,"WS","Samoa","WSM",199853,1,1,1,1,1,1,1,1,1,0.113207547169811,0.0279056204373457,0.198509473902277
2020-05-26,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-27,-99,"WS","Samoa","WSM",199853,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974
2020-05-27,1,"WS","Samoa","WSM",199853,0.25,0,0.674344650278564,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-05-27,3,"WS","Samoa","WSM",199853,1,1,1,1,1,1,1,1,1,0.113207547169811,0.0279056204373457,0.198509473902277
2020-05-27,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-28,-99,"WS","Samoa","WSM",199853,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974
2020-05-28,1,"WS","Samoa","WSM",199853,0.25,0,0.674344650278564,0,0,0,0,0,0,0.471698113207547,0.404500583035962,0.538895643379132
2020-05-28,3,"WS","Samoa","WSM",199853,1,1,1,1,1,1,1,1,1,0.113207547169811,0.0279056204373457,0.198509473902277
2020-05-28,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-29,-99,"WS","Samoa","WSM",199853,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.00471698113207547,0,0.0139402639808974
2020-05-29,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-29,3,"WS","Samoa","WSM",199853,0.5,0,1,0.5,0,1,0.5,0,1,0.0566037735849057,0.0126126637955677,0.100594883374244
2020-05-29,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-30,-99,"WS","Samoa","WSM",199853,0.4,0,0.829406594492118,0.4,0,0.829406594492118,0.4,0,0.829406594492118,0.00754716981132075,0,0.0179672761780292
2020-05-30,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-30,3,"WS","Samoa","WSM",199853,0.5,0,1,0.5,0,1,0.5,0,1,0.0566037735849057,0.0126126637955677,0.100594883374244
2020-05-30,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-05-31,-99,"WS","Samoa","WSM",199853,0.333333333333333,0,0.71052857802539,0.333333333333333,0,0.71052857802539,0.333333333333333,0,0.71052857802539,0.00943396226415094,0,0.0200588246881556
2020-05-31,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-31,3,"WS","Samoa","WSM",199853,0.5,0,1,0.5,0,1,0.5,0,1,0.0566037735849057,0.0126126637955677,0.100594883374244
2020-05-31,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,-99,"WS","Samoa","WSM",199853,0.333333333333333,0,0.71052857802539,0.333333333333333,0,0.71052857802539,0.333333333333333,0,0.71052857802539,0.00943396226415094,0,0.0200588246881556
2020-06-01,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-06-01,3,"WS","Samoa","WSM",199853,0.5,0,1,0.5,0,1,0.5,0,1,0.0566037735849057,0.0126126637955677,0.100594883374244
2020-06-01,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-01,5,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,-99,"WS","Samoa","WSM",199853,0.333333333333333,0,0.71052857802539,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0125786163522013,0.000329571335091925,0.0248276613693106
2020-06-02,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0.628930817610063,0.55384145629842,0.704020178921706
2020-06-02,3,"WS","Samoa","WSM",199853,0.5,0,1,0.5,0,1,0.5,0,1,0.0566037735849057,0.0126126637955677,0.100594883374244
2020-06-02,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-02,5,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,-99,"WS","Samoa","WSM",199853,0.4,0,0.829406594492118,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.0150943396226415,0.000414222198662526,0.0297744570466205
2020-06-03,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,3,"WS","Samoa","WSM",199853,0.5,0,1,0.5,0,1,0.5,0,1,0.0566037735849057,0.0126126637955677,0.100594883374244
2020-06-03,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-03,5,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,-99,"WS","Samoa","WSM",199853,0.4,0,0.829406594492118,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.0150943396226415,0.000414222198662526,0.0297744570466205
2020-06-04,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,3,"WS","Samoa","WSM",199853,0.5,0,1,0.5,0,1,0.5,0,1,0.0566037735849057,0.0126126637955677,0.100594883374244
2020-06-04,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-04,5,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,-99,"WS","Samoa","WSM",199853,0.333333333333333,0,0.71052857802539,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.0125786163522013,0.000329571335091925,0.0248276613693106
2020-06-05,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,3,"WS","Samoa","WSM",199853,0.5,0,1,0.5,0,1,0.5,0,1,0.0566037735849057,0.0126126637955677,0.100594883374244
2020-06-05,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-05,5,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-06,-99,"WS","Samoa","WSM",199853,0.4,0,0.829406594492118,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.0150943396226415,0.000414222198662526,0.0297744570466205
2020-06-06,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-06,3,"WS","Samoa","WSM",199853,0.5,0,1,0.5,0,1,0.5,0,1,0.0566037735849057,0.0126126637955677,0.100594883374244
2020-06-06,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-06,5,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,-99,"WS","Samoa","WSM",199853,0.4,0,0.829406594492118,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.0150943396226415,0.000414222198662526,0.0297744570466205
2020-06-07,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,3,"WS","Samoa","WSM",199853,0.5,0,1,0.5,0,1,0.5,0,1,0.0566037735849057,0.0126126637955677,0.100594883374244
2020-06-07,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-07,5,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,-99,"WS","Samoa","WSM",199853,0.4,0,0.829406594492118,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.0150943396226415,0.000414222198662526,0.0297744570466205
2020-06-08,1,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,3,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,4,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
2020-06-08,5,"WS","Samoa","WSM",199853,0,0,0,0,0,0,0,0,0,0,0,0
