ISO2,ISO_3,country_agg,age,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
AI,AIA,Anguilla,1,2020-11-16,2020-04-29,100,1,79,0.03,0.0334344809563718,0.025316417926361,0.000175603011034215,0.01,0.0195013954179879,0.0185390665414743,0.000150792397116396,0.0795494441524641,0.0134875453157567,7,1,,,0.039134021271186,,,0.039134021271186
AI,AIA,Anguilla,1,2020-11-18,2020-05-04,100,1,79,0.04,0.0384072934108425,0.0317197806190968,0.00019630481110272,0.02,0.0274394957835608,0.024915336596878,0.000174590202347962,0.0795494441524641,0.0134875453157567,7,1,,,0.0397511805904494,,,0.0397511805904494
AI,AIA,Anguilla,1,2020-11-20,2020-05-04,101,1,80,0.0396039603960396,0.0380348662281565,0.0316149530583099,0.000195666653510646,0.0198019801980198,0.0271705622473482,0.0248329963690877,0.000174020563530087,0.0793694227802307,0.0134039613813573,7,1,,,0.040459563575162,,,0.040459563575162
AI,AIA,Anguilla,1,2020-11-22,2020-05-04,102,1,81,0.0392156862745098,0.0376695877073438,0.0314704121495232,0.000194786617286259,0.0196078431372549,0.0269068483623884,0.0247194619963981,0.000173235039750029,0.0785595307110447,0.0132730206504297,7,1,,,0.0412598077063172,,,0.0412598077063172
AI,AIA,Anguilla,1,2020-12-03,2020-05-09,100,1,81,0.05,0.042716424707947,0.0339008090659007,0.000202196457116594,0.03,0.0334344809563718,0.027130986359496,0.000181517134904697,0.0827831613944342,0.0137347615282692,7,1,,,0.0464435083865252,,,0.0464435083865252
AI,AIA,Anguilla,1,2020-12-06,2020-05-11,100,1,81,0.05,0.042716424707947,0.0329422706952649,0.000196576840771245,0.03,0.0334344809563718,0.0263638633268799,0.000176454302854548,0.0827831613944342,0.0137347615282692,8,1,,,0.0476078707024266,,,0.0476078707024266
AI,AIA,Anguilla,1,2020-12-08,2020-05-13,100,1,81,0.05,0.042716424707947,0.0334644297771934,0.00019963880852108,0.03,0.0334344809563718,0.0267817498410852,0.000179212760983272,0.0819297267408833,0.0135994885348297,8,1,,,0.0482299780880582,,,0.0482299780880582
AI,AIA,Anguilla,1,2020-12-14,2020-05-15,100,1,81,0.05,0.042716424707947,0.0332623436007013,0.000198453966081431,0.03,0.0334344809563718,0.0266200192674228,0.000178145325010963,0.0832098787212096,0.0136957640811847,8,1,,,0.0493776318311452,,,0.0493776318311452
AI,AIA,Anguilla,1,2020-12-19,2020-05-17,100,1,81,0.05,0.042716424707947,0.0327096736211201,0.000195212333259078,0.03,0.0334344809563718,0.0261777147298475,0.000175225151642935,0.0832098787212096,0.0136957640811847,8,1,,,0.0497485940540273,,,0.0497485940540273
AI,AIA,Anguilla,1,2020-12-21,2020-05-19,100,1,81,0.05,0.042716424707947,0.0327694827849041,0.00019556322989934,0.03,0.0334344809563718,0.0262255803015406,0.00017554123400746,0.0844900307015359,0.0137910753798593,8,1,,,0.0498149249018077,,,0.0498149249018077
AI,AIA,Anguilla,1,2020-12-25,2020-05-20,100,1,81,0.05,0.042716424707947,0.0327126239862193,0.000195229643389321,0.03,0.0334344809563718,0.0261800759217325,0.000175240744247011,0.0832098787212096,0.0136957640811847,8,1,,,0.0498753178647119,,,0.0498753178647119
AI,AIA,Anguilla,1,2020-12-28,2020-05-22,100,2,80,0.05,0.042716424707947,0.0321358816435254,0.000191844800580649,0.03,0.0334344809563718,0.0257185061520508,0.000172191942456309,0.0864102586720254,0.0139322775980564,8,1,,,0.0498863511653091,,,0.0498863511653091
AI,AIA,Anguilla,1,2020-12-29,2020-05-22,101,1,81,0.0495049504950495,0.042304508043671,0.0314699644731285,0.000187934026510124,0.0297029702970297,0.0331085145091172,0.0251855693235677,0.000168669907512759,0.0855285213386373,0.0137967645540951,8,1,,,0.0498865938125851,,,0.0498865938125851
AI,AIA,Anguilla,2,2020-09-13,2020-04-25,101,2,71,0.0495049504950495,0.042304508043671,0.015143891918768,0.000159666223601315,0.0297029702970297,0.0331085145091172,0.0112375663117245,0.000137812948365119,0.0217625836655471,0.00723504474359771,3,1,,,0.0520789027289269,,,0.0520789027289269
AI,AIA,Anguilla,2,2020-09-17,2020-04-27,100,1,71,0.05,0.042716424707947,0.0149970734498098,0.000158130061430334,0.03,0.0334344809563718,0.011128619266305,0.000136484384718503,0.0219892772453966,0.00730956269855261,4,1,,,0.0528264758549764,,,0.0528264758549764
AI,AIA,Anguilla,2,2020-09-21,2020-04-30,100,1,71,0.05,0.042716424707947,0.0150066040357573,0.000158229787015592,0.03,0.0334344809563718,0.0111356914636073,0.000136570631686819,0.0219892772453966,0.00730956269855261,4,1,,,0.0537076389122893,,,0.0537076389122893
AI,AIA,Anguilla,2,2020-09-23,2020-05-10,100,1,71,0.05,0.042716424707947,0.0146305415946999,0.000154294026445118,0.03,0.0334344809563718,0.0108566333033008,0.000133166985398821,0.0219892772453966,0.00730956269855261,4,1,,,0.0541946928931612,,,0.0541946928931612
AI,AIA,Anguilla,2,2020-09-24,2020-05-11,100,1,71,0.05,0.042716424707947,0.0143968921248824,0.000151847953579297,0.03,0.0334344809563718,0.0106832530768136,0.000131051795265657,0.0219892772453966,0.00730956269855261,5,1,,,0.0544489474719163,,,0.0544489474719163
AI,AIA,Anguilla,2,2020-09-28,2020-05-11,101,1,72,0.0594059405940594,0.0461002688546413,0.0340754069991609,0.000228947683332504,0.0396039603960396,0.0380348662281565,0.0304359143297522,0.000216783164794834,0.0219892772453966,0.00730956269855261,6,1,,,0.0555311363979607,,,0.0555311363979607
