"date","age","ISO2","country","ISO3","population","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,-99,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059
2020-05-06,1,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005
2020-05-06,2,"TJ","Tajikistan","TJK",9313800,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.235849056603774,0.178702928676418,0.292995184531129
2020-05-06,3,"TJ","Tajikistan","TJK",9313800,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.0314465408805031,0.00431979074470644,0.0585732910162998
2020-05-06,4,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-07,-99,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059
2020-05-07,1,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005
2020-05-07,2,"TJ","Tajikistan","TJK",9313800,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.235849056603774,0.178702928676418,0.292995184531129
2020-05-07,3,"TJ","Tajikistan","TJK",9313800,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.0314465408805031,0.00431979074470644,0.0585732910162998
2020-05-07,4,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-08,-99,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059
2020-05-08,1,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005
2020-05-08,2,"TJ","Tajikistan","TJK",9313800,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.188679245283019,0.141572455159189,0.235786035406849
2020-05-08,3,"TJ","Tajikistan","TJK",9313800,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.0314465408805031,0.00431979074470644,0.0585732910162998
2020-05-08,4,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-09,-99,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059
2020-05-09,1,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005
2020-05-09,2,"TJ","Tajikistan","TJK",9313800,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.188679245283019,0.141572455159189,0.235786035406849
2020-05-09,3,"TJ","Tajikistan","TJK",9313800,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.333333333333333,0,0.866767964039479,0.0314465408805031,0.00431979074470644,0.0585732910162998
2020-05-09,4,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-10,-99,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059
2020-05-10,1,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005
2020-05-10,2,"TJ","Tajikistan","TJK",9313800,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.188679245283019,0.141572455159189,0.235786035406849
2020-05-10,3,"TJ","Tajikistan","TJK",9313800,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.0235849056603774,0.00315744068562359,0.0440123706351311
2020-05-10,4,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-11,-99,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059
2020-05-11,1,"TJ","Tajikistan","TJK",9313800,0,0,0,0,0,0,0,0,0,0.0188679245283019,0,0.0554978435392005
2020-05-11,2,"TJ","Tajikistan","TJK",9313800,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.188679245283019,0.141572455159189,0.235786035406849
