ISO2,ISO_3,country_agg,age,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cases_active
AQ,ATA,Antarctica,1,2020-08-28,2020-04-25,100,2,71,0.09,0.0560905943465434,0.05913982482979,0.000283393003632134,0.08,0.0531724899927667,0.0456337151223214,0.000250718870149091,0.0283427779584352,0.00725286542224962,8,1,0.0899667931886332,0.0560719581336655,0.0553476335955513,0.000265728805375615,0.0799700946335476,0.0531545810092331,0.042707351382525,0.000234983831924024,0.0299748108417313,0.00744539410535695,0.0899667931886332
AQ,ATA,Antarctica,1,2020-08-29,2020-04-26,100,1,71,0.09,0.0560905943465434,0.0586126715838098,0.00028094560242879,0.08,0.0531724899927667,0.0452269509642925,0.000248536991369422,0.0283427779584352,0.00725286542224962,8,1,0.0899597586804887,0.0560681245900657,0.0551999816952535,0.000265040772384442,0.0799637173072354,0.0531508817655259,0.0425933498913973,0.000234370965430291,0.0300839200998782,0.00745810295995258,0.0899597586804887
AQ,ATA,Antarctica,1,2020-08-31,2020-04-29,100,1,71,0.09,0.0560905943465434,0.0526592675112566,0.000253206276398146,0.08,0.0531724899927667,0.0406331608028088,0.000223829131284358,0.0283427779584352,0.00725286542224962,8,1,0.0899413322267524,0.0560582072899801,0.0548736033178899,0.000263520177566593,0.0799469663843214,0.0531412947566238,0.0423413000979289,0.000233016403350486,0.0303184518978188,0.00748532404424862,0.0899413322267524
AQ,ATA,Antarctica,1,2020-09-06,2020-05-02,100,2,71,0.09,0.0560905943465434,0.0531456794685476,0.000255479521385876,0.08,0.0531724899927667,0.0410084879999216,0.000225852441359024,0.0333151951441256,0.00784323986889637,8,1,0.0898290575580909,0.0560011423720468,0.0536146447460334,0.000257663401645822,0.0798436598079133,0.0530856612803721,0.0413678948729542,0.00022779657710603,0.0311195409676348,0.00757711885197264,0.0898290575580909
AQ,ATA,Antarctica,1,2020-09-11,2020-05-04,100,1,71,0.09,0.0560905943465434,0.0530702847442739,0.00025512724409848,0.08,0.0531724899927667,0.0409503116123666,0.000225538878215946,0.0333151951441256,0.00784323986889637,8,1,0.0896301144688426,0.0559089698515943,0.0522878326784537,0.000251519827675009,0.0796573069953693,0.052994479880752,0.0403387796123704,0.000222313008679149,0.0317712115165188,0.00764988893069676,0.0896301144688426
AQ,ATA,Antarctica,1,2020-09-18,2020-05-05,100,1,71,0.09,0.0560905943465434,0.0491562806299015,0.000236799146869151,0.08,0.0531724899927667,0.0379301716431171,0.000209233758429166,0.0333151951441256,0.00784323986889637,8,1,0.089120322606317,0.055707440136954,0.0504288495984398,0.000243041370040125,0.0791669823398926,0.052789499670469,0.0388836331416393,0.000214709489449646,0.0322920502005887,0.00770474355050004,0.089120322606317
AQ,ATA,Antarctica,1,2020-09-24,2020-05-06,101,2,71,0.0891089108910891,0.0555624258506535,0.0497976998230405,0.000239808111528679,0.0792079207920792,0.0526686877686011,0.038425106161742,0.00021190943068654,0.0329752441732672,0.00776457172014586,8,1,0.0884022832571333,0.0554735458374199,0.0491690621940122,0.000237548798708246,0.0784579163115399,0.0525421105523952,0.037872311100021,0.000209712744479629,0.0322364794843362,0.00769488973824888,0.0884022832571333
AQ,ATA,Antarctica,1,2020-09-25,2020-05-06,102,1,72,0.0882352941176471,0.055044073028925,0.0495228680710649,0.000238519105559249,0.0784313725490196,0.0521743147331624,0.0382130393537608,0.000210763147126993,0.0326421608987897,0.00768746530116654,8,1,0.0882474801547158,0.0554271053332791,0.0489851596601951,0.000236782508121403,0.0783035760000131,0.0524920718124828,0.0377211694963624,0.000209005220453338,0.0321854451992254,0.00768861230266025,0.0882474801547158
AQ,ATA,Antarctica,1,2020-09-28,2020-05-07,100,1,72,0.09,0.0560905943465434,0.0491327453411673,0.000236688700200453,0.08,0.0531724899927667,0.0379120112467259,0.000209135554281996,0.0323207117069875,0.00772926239348729,8,1,0.0877042138249796,0.0552693183491388,0.0484507932037201,0.00023462212271588,0.0777600158617477,0.0523207596205673,0.0372754629516035,0.00020699020032793,0.0319634032451261,0.00766202432768213,0.0877042138249796
AQ,ATA,Antarctica,1,2020-09-30,2020-05-08,101,2,72,0.0891089108910891,0.0555624258506535,0.047775980337815,0.000230316854605366,0.0792079207920792,0.0526686877686011,0.0368650986488426,0.000203471043151855,0.031990908526304,0.00765169595632784,8,1,0.0872653516129364,0.0551451525621494,0.0480922540765718,0.000233224411125459,0.0773196977045533,0.0521850976531172,0.0369712933879264,0.000205670142181289,0.0317558950365628,0.00763748448136971,0.0872653516129364
