"date","age","ISO2","country","ISO3","population","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,-99,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-06,3,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-06,5,"WF","Wallis and Futuna","WLF",11369,0.5,0,1,0.5,0,1,0.10377358490566,0.0457175410224726,0.161829628788848
2020-05-07,-99,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-07,3,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-07,5,"WF","Wallis and Futuna","WLF",11369,0.5,0,1,0.5,0,1,0.10377358490566,0.0457175410224726,0.161829628788848
2020-05-07,7,"WF","Wallis and Futuna","WLF",11369,1,1,1,1,1,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-08,-99,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-08,5,"WF","Wallis and Futuna","WLF",11369,0.5,0,1,0.5,0,1,0.10377358490566,0.0457175410224726,0.161829628788848
2020-05-08,6,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-08,7,"WF","Wallis and Futuna","WLF",11369,1,1,1,1,1,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-09,-99,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-09,5,"WF","Wallis and Futuna","WLF",11369,1,1,1,1,1,1,0.207547169811321,0.0983641066491932,0.316730232973448
2020-05-09,6,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-09,7,"WF","Wallis and Futuna","WLF",11369,1,1,1,1,1,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-10,-99,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-10,3,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-10,5,"WF","Wallis and Futuna","WLF",11369,1,1,1,1,1,1,0.207547169811321,0.0983641066491932,0.316730232973448
2020-05-10,6,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-10,7,"WF","Wallis and Futuna","WLF",11369,1,1,1,1,1,1,0.943396226415094,0.899405116625756,0.987387336204432
2020-05-11,-99,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-11,1,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-11,3,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-11,5,"WF","Wallis and Futuna","WLF",11369,1,1,1,1,1,1,0.207547169811321,0.0983641066491932,0.316730232973448
2020-05-11,6,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-11,7,"WF","Wallis and Futuna","WLF",11369,0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-12,-99,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-12,1,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-12,3,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-12,6,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-12,7,"WF","Wallis and Futuna","WLF",11369,0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-13,-99,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-13,1,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-13,3,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-13,6,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-13,7,"WF","Wallis and Futuna","WLF",11369,0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-14,-99,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974
2020-05-14,1,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-14,2,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-14,3,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-14,5,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-14,6,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-14,7,"WF","Wallis and Futuna","WLF",11369,0.666666666666667,0.133232035960521,1,0.666666666666667,0.133232035960521,1,0.628930817610063,0.55384145629842,0.704020178921706
2020-05-15,-99,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059
2020-05-15,1,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-15,2,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-15,3,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
2020-05-15,5,"WF","Wallis and Futuna","WLF",11369,0,0,0,0,0,0,0,0,0
