ISO2,ISO_3,country,age,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
AW,ABW,Aruba,1,2020-06-10,2020-05-14,1,26,100,2007338.54666131,0,0,3,5,17814.9902291037,2,3809.26810007879,31,2088.77466063348,0,1,,,,,,,,,,,,,,,,,,,,,,,,
AW,ABW,Aruba,1,2020-06-11,2020-05-14,5,27,105,2128718.18667462,0,0,4,6,38447.7658319792,2,3809.26810007879,31,2174.03076923077,0,1,,,,,,,,,,,,,,,,,,,,,,,,
AW,ABW,Aruba,1,2020-06-12,2020-05-15,2,27,101,2015054.69009195,0,0,4,7,50068.4413683884,3,15429.9436364881,30,2088.77466063348,0,1,,,,,,,,,,,,,,,,,,,,,,,,
AW,ABW,Aruba,1,2020-06-13,2020-05-16,4,27,103,2057355.98150413,0,0,4,7,50068.4413683884,3,15429.9436364881,30,2110.08868778281,0,1,,,,0.0303244005641749,0.0213991725148881,0.0392496286134617,0.0486600846262341,0.0374614708956495,0.0598586983568188,0.0119463931058649,0.0119065723281901,0.0119862138835398,0.0183356840620592,0.0113527163110361,0.0253186518130824,0.00246537866093288,0.00244720230210476,0.00248355501976099,0.0141158589485695,0.0127706172711181,0.015461100626021,0.176470588235294,0,0.357687762509181
AW,ABW,Aruba,1,2020-06-14,2020-05-16,3,28,106,2170234.00881235,0,0,4,7,50068.4413683884,3,15429.9436364881,30,2174.03076923077,0,1,,,,0.0316011235955056,0.0225151494423423,0.0406870977486689,0.0512640449438202,0.0398096484630959,0.0627184414245446,0.0129316229480285,0.01289031812826,0.012972927767797,0.0196629213483146,0.0124517663268971,0.0268740763697321,0.00291007206503601,0.0028903787135508,0.00292976541652121,0.0142777591785267,0.0129268839509604,0.0156286344060931,0.125,0,0.287049290054257
AW,ABW,Aruba,1,2020-06-15,2020-05-17,4,28,100,2150268.58917707,0,0,4,7,50068.4413683884,3,15429.9436364881,34,2024.83257918552,0,1,,,,0.0330056179775281,0.0237266643101364,0.0422845716449198,0.0540730337078652,0.0423264313470292,0.0658196360687011,0.0139361208622981,0.0138933267260307,0.0139789149985655,0.0210674157303371,0.0136085099489846,0.0285263215116896,0.00335732155268418,0.00333620480661092,0.00337843829875744,0.0147145600353437,0.0133419986508846,0.0160871214198029,0.0666666666666667,0,0.1929003400397
AW,ABW,Aruba,1,2020-06-16,2020-05-17,3,29,103,2326762.01007851,0,0,4,7,50068.4413683884,3,15429.9436364881,36,2088.77466063348,0,1,,,,0.0337078651685393,0.0243341243179681,0.0430816060191106,0.0561797752808989,0.0442198701446211,0.0681396804171766,0.0147937621050987,0.0147498624296273,0.0148376617805701,0.0224719101123596,0.0147739135314357,0.0301699066932834,0.00378335576536974,0.00376103166813038,0.0038056798626091,0.0149159552494345,0.0135326772586564,0.0162992332402127,0,0,0
AW,ABW,Aruba,1,2020-06-17,2020-05-18,3,29,101,2244806.58067692,0,0,4,7,50068.4413683884,3,15429.9436364881,36,2046.14660633484,0,1,,,,0.0343859649122807,0.0249250518551921,0.0438468779693693,0.0582456140350877,0.0460854033747237,0.0704058246954517,0.0158612728769673,0.015815976888172,0.0159065688657625,0.023859649122807,0.0159359346415667,0.0317833636040474,0.00421040624474378,0.00418693109574686,0.00423388139374069,0.0150842519204735,0.0136918009132963,0.0164767029276507,0,0,0
AW,ABW,Aruba,1,2020-06-18,2020-05-18,3,30,104,2275597.82593005,0,0,4,7,50068.4413683884,3,15429.9436364881,36,2110.08868778281,0,1,,,,0.0350140056022409,0.0254802197888673,0.0445477914156145,0.0595238095238095,0.0472521513635404,0.0717954676840787,0.0168373012894744,0.0167908312915379,0.0168837712874108,0.0245098039215686,0.0164899702688552,0.0325296375742821,0.00457337235601114,0.00454900285575863,0.00459774185626365,0.0152991714910208,0.0138964808525274,0.0167018621295142,0,0,0
AW,ABW,Aruba,1,2020-06-19,2020-05-20,4,29,101,2264463.87775888,0,0,5,8,148585.288335629,4,113946.790603729,36,2024.83257918552,0,1,,,,0.0363890832750175,0.0266802198972275,0.0460979466528075,0.0615815255423373,0.0491175820081451,0.0740454690765295,0.0211115071557339,0.0210597889775043,0.0211632253339635,0.0258922323303009,0.0176580547757804,0.0341264098848214,0.0082484149934068,0.00821587603171954,0.00828095395509405,0.0155256614027892,0.0141117637279705,0.0169395590776079,0,0,0
AW,ABW,Aruba,1,2020-06-20,2020-05-21,3,29,100,2373465.43059542,0,0,5,8,229704.832418871,3,111655.764002781,34,2003.5185520362,0,1,,,,0.0378416257883672,0.0279414186818501,0.0477418328948843,0.0637701471618781,0.0510925760126897,0.0764477183110665,0.0279287923584832,0.0278698532276191,0.0279877314893474,0.0266292922214436,0.0182760504314013,0.0349825340114859,0.0117466868795944,0.0117081461044994,0.0117852276546895,0.0156847150697457,0.0142611232084656,0.0171083069310259,0,0,0
AW,ABW,Aruba,1,2020-06-21,2020-05-21,2,30,102,2435373.7199555,0,0,5,8,229704.832418871,3,111655.764002781,49,2046.14660633484,0,1,,,,0.0391882435269419,0.0291275242765586,0.0492489627773252,0.0657802659202239,0.0529272718409512,0.0786332599994966,0.0344309325581998,0.0343662305053377,0.034495634611062,0.0272918124562631,0.018844093608716,0.0357395313038102,0.0150953141216062,0.0150520457875223,0.0151385824556901,0.016323579910332,0.0148706975813535,0.0177764622393106,0,0,0
AW,ABW,Aruba,1,2020-06-22,2020-05-22,5,30,102,2396662.50265905,0,0,5,9,242235.98695426,4,124186.91853817,62,2024.83257918552,0,1,,,,0.0405594405594406,0.0303351051686952,0.050783775950186,0.0685314685314685,0.0554363575002486,0.0816265795626885,0.0412879542349814,0.0412177769434791,0.0413581315264837,0.0286713286713287,0.0200219066819888,0.0373207506606686,0.0188136853779305,0.0187657613284649,0.0188616094273962,0.0174009889058077,0.0158995550558731,0.0189024227557424,0,0,0
AW,ABW,Aruba,1,2020-06-23,2020-05-23,1,30,100,2229450.01592686,0,0,5,9,242235.98695426,4,124186.91853817,61,1982.20452488688,0,1,,,,0.0420168067226891,0.0316110311797074,0.0524225822656707,0.0714285714285714,0.0580709962304832,0.0847861466266597,0.0482439949687053,0.048168655403429,0.0483193345339817,0.0301120448179272,0.0212483479648731,0.0389757416709813,0.0225663022203795,0.022514085147958,0.022618519292801,0.0184909986413043,0.0169401364574867,0.020041860825122,0,0,0
AW,ABW,Aruba,1,2020-06-24,2020-05-24,1,30,100,2263122.17651031,0,0,5,9,242235.98695426,4,124186.91853817,61,1982.20452488688,0,1,,,,0.0434173669467787,0.0328473185870415,0.053987415306516,0.0742296918767507,0.0606332759973052,0.0878261077561962,0.0550129682198277,0.0549331312399048,0.0550928051997507,0.0315126050420168,0.0224516677081347,0.0405735423758989,0.0262241596836035,0.026168204680412,0.026280114686795,0.0195979940437991,0.0179993433063288,0.0211966447812695,0,0,0
AW,ABW,Aruba,1,2020-06-25,2020-05-25,4,30,100,2418765.64636884,0,0,5,10,258039.544551685,5,139990.476135595,65,1982.20452488688,0,1,,,,0.0442726633872101,0.0335850565332195,0.0549602702412007,0.0773014757554462,0.0634253110376568,0.0911776404732357,0.0614527689925005,0.0613690630183392,0.0615364749666618,0.033731553056922,0.024351339873622,0.043111766240222,0.0302902360126744,0.0302305008744021,0.0303499711509468,0.0209141720233865,0.0192583123716351,0.022570031675138,0,0,0
AW,ABW,Aruba,1,2020-06-27,2020-05-26,2,30,100,2429442.21733517,0,0,5,10,258039.544551685,5,139990.476135595,65,1982.20452488688,0,1,,,,0.0450070323488045,0.0342315041343066,0.0557825605633024,0.079465541490858,0.0654080528436455,0.0935230301380704,0.0671497083473305,0.0670630403932086,0.0672363763014525,0.0351617440225035,0.0255884641788589,0.0447350238661482,0.033786597562867,0.0337240314373382,0.0338491636883958,0.0222166939722952,0.0205080091165235,0.0239253788280668,0,0,0
AW,ABW,Aruba,1,2020-06-28,2020-05-26,2,31,102,2468791.13424239,0,0,5,10,258039.544551685,5,139990.476135595,65,2003.5185520362,0,1,,,,0.0457424349049965,0.034879592043436,0.056605277766557,0.0816326530612245,0.0673965466829,0.095868759439549,0.072707763304058,0.0726184207951609,0.0727971058129551,0.0365939479239972,0.0268314631393829,0.0463564327086115,0.0371970465078574,0.0371319313083476,0.0372621617073673,0.0235289653369891,0.0217684362603787,0.0252894944135994,0,0,0
AW,ABW,Aruba,1,2020-06-29,2020-05-27,4,31,102,2326598.16961036,0,0,5,10,258039.544551685,5,139990.476135595,68,2003.5185520362,0,1,,,,0.0465772759350741,0.035605095068908,0.0575494568012402,0.0839802399435427,0.069539011350402,0.0984214685366834,0.0787378457586146,0.0786453974664074,0.0788302940508219,0.0381086803105152,0.0281399895602992,0.0480773710607312,0.040839109260909,0.0407711733543579,0.0409070451674602,0.0250132237509822,0.0231939397809726,0.0268325077209918,0,0,0
AW,ABW,Aruba,1,2020-06-30,2020-05-29,5,30,101,2290968.27453092,0,0,5,10,258039.544551685,5,139990.476135595,74,1982.20452488688,0,1,,,,0.0472496473906911,0.0362063486536943,0.058292946127688,0.0860366713681241,0.0714412660199444,0.100632076716304,0.084750889126874,0.0846554948705201,0.084846283383228,0.0394922425952045,0.0293550823431226,0.0496294028472864,0.0444676673015083,0.0443970639520338,0.0445382706509827,0.026466259057971,0.0245948645300319,0.0283376535859102,0,0,0
AW,ABW,Aruba,1,2020-07-18,2020-06-11,4,35,102,2659523.15219173,0,0,2,7,357498.554315722,5,253455.208028657,91,3724.70987965295,0,6,,,,0.0458715596330275,0.0349787894790679,0.0567643297869872,0.0860973888496824,0.0714921684457346,0.10070260925363,0.093192647778484,0.0930935798288853,0.0932917157280827,0.0409315455187015,0.0306154099489131,0.0512476810884899,0.0512164034409304,0.0511412804353146,0.0512915264465462,0.0268576826809133,0.0250251698002398,0.0286901955615869,0,0,0
AW,ABW,Aruba,1,2020-07-19,2020-06-11,2,36,104,2778357.14396173,0,0,2,7,357498.554315722,5,253455.208028657,91,3764.33445284075,0,6,,,,0.0443661971830986,0.033656534975652,0.0550758593905452,0.0859154929577465,0.0713396783427477,0.100491307572745,0.100860088011848,0.100758279664257,0.100961896359439,0.0422535211267606,0.0317904144349502,0.052716627818571,0.0574852246101946,0.0574065323029146,0.0575639169174745,0.0271377089195352,0.0253466770569644,0.0289287407821061,0,0,0
AW,ABW,Aruba,1,2020-07-20,2020-06-12,2,36,101,2709349.96082894,0,0,2,6,336865.778712847,5,253455.208028657,91,3685.08530646516,0,6,,,,0.0430486944248412,0.0324808094420806,0.0536165794076019,0.0853916725476359,0.0708408179294226,0.0999425271658491,0.107999280776385,0.107895020539502,0.108103541013268,0.0437544107268878,0.0331041851116065,0.054404636342169,0.0637444432251689,0.0636623808574037,0.0638265055929341,0.0275070261526591,0.02574748439204,0.0292665679132781,0,0,0
AW,ABW,Aruba,1,2020-07-21,2020-06-13,1,36,100,2769943.76135199,0,0,2,5,325245.103176438,4,241834.532492248,91,3645.46073327736,0,6,,,,0.0409604519774011,0.0306371865769925,0.0512837173778098,0.0833333333333333,0.0689376739949706,0.0977289926716961,0.111532392515208,0.111427427022895,0.111637358007521,0.0437853107344633,0.0331277359713909,0.0544428854975356,0.0665133788283765,0.0664302916917122,0.0665964659650409,0.0278063854174211,0.0260792303441108,0.0295335404907314,0,0,0
AW,ABW,Aruba,1,2020-07-22,2020-06-13,3,37,103,2919952.83766141,0,0,2,5,325245.103176438,4,241834.532492248,98,3724.70987965295,0,6,,,,0.0387596899224806,0.0287166999806632,0.0488026798642981,0.0810429880197322,0.0668438423810676,0.0952421336583969,0.112517944327372,0.112413398162821,0.112622490491923,0.0443974630021142,0.0336804287848639,0.0551144972193644,0.0691868812389378,0.0691029235366303,0.0692708389412453,0.0282481706726332,0.0265492376640693,0.0299471036811971,0,0,0
AW,ABW,Aruba,1,2020-07-23,2020-06-14,2,37,101,2883126.74613789,0,0,2,6,345248.691114613,5,261838.120430423,140,3685.08530646516,0,6,,,,0.0366713681241185,0.0268886223803607,0.0464541138678762,0.0796897038081805,0.0655942772750257,0.0937851303413353,0.114351263877844,0.114246643604419,0.114455884151269,0.0458392101551481,0.0349539372590119,0.0567244830512843,0.0725405707717928,0.0724552995359539,0.0726258420076317,0.0294192556163614,0.0277241150069104,0.0311143962258124,0,0,0
AW,ABW,Aruba,1,2020-07-24,2020-06-15,3,37,101,2806489.2233372,0,0,2,6,345248.691114613,5,261838.120430423,140,3645.46073327736,0,7,,,,0.0345800988002823,0.0250667284404981,0.0440934691600665,0.0776287932251235,0.0636963445449495,0.0915612419052975,0.115912945119522,0.115808307297379,0.116017582941665,0.0465772759350741,0.035605095068908,0.0575494568012402,0.0755422533795105,0.0754558732786761,0.0756286334803448,0.0301812589257039,0.028500291782478,0.0318622260689298,0,0,0
AW,ABW,Aruba,1,2020-07-26,2020-06-15,1,38,102,2828148.2873851,0,0,2,6,345248.691114613,5,261838.120430423,140,3685.08530646516,0,7,,,,0.0324171952078929,0.0232023364627366,0.0416320539530492,0.0754052149400987,0.0616669051821799,0.0891435246980174,0.11683260182896,0.11672846781261,0.116936735845311,0.0472163495419309,0.0361806404170076,0.0582520586668543,0.0780707804651343,0.0779838079297252,0.0781577530005434,0.0308465051190943,0.0291829187421203,0.0325100914960682,0,0,0
AW,ABW,Aruba,1,2020-07-27,2020-06-15,1,39,103,2832806.59657545,0,0,2,6,345248.691114613,5,261838.120430423,140,3685.08530646516,0,7,,,,0.030239099859353,0.0213385864811405,0.0391396132375655,0.0731364275668073,0.0596040822601364,0.0866687728734782,0.117814626847045,0.117710919290748,0.117918334403342,0.0478199718706048,0.0367291817993117,0.0589107619418979,0.080580743131436,0.0804931836258868,0.0806683026369852,0.0314593036319835,0.0298132408155493,0.0331053664484176,0,0,0
AW,ABW,Aruba,1,2020-07-28,2020-06-16,2,39,101,2688581.91190532,0,0,2,6,345248.691114613,5,261838.120430423,136,3645.46073327736,0,7,,,,0.028109627547435,0.0195218294269646,0.0366974256679054,0.0702740688685875,0.0569933781486683,0.0835547595885067,0.119296781484752,0.119192888209541,0.119400674759963,0.0477863668306395,0.0367031751358873,0.0588695585253917,0.0832579317411523,0.0831693804960905,0.0833464829862142,0.0318755835492064,0.0302500205583971,0.0335011465400156,0,0,0
AW,ABW,Aruba,1,2020-07-29,2020-06-16,1,40,102,2699778.56898157,0,0,2,6,345248.691114613,5,261838.120430423,136,3685.08530646516,0,7,,,,0.0259649122807018,0.017707929296816,0.0342218952645875,0.0673684210526316,0.0543540285212459,0.0803828135840173,0.120756031741844,0.120651967117793,0.120860096365895,0.047719298245614,0.0366512721433903,0.0587873243478377,0.0858955745145841,0.0858060839383588,0.0859850650908095,0.0322346461830065,0.0306304196773716,0.0338388726886413,0,0,0
AW,ABW,Aruba,1,2020-07-30,2020-06-18,6,39,102,2609348.43695761,0,0,2,6,345248.691114613,5,261838.120430423,136,3605.83616008956,0,9,,,,0.023859649122807,0.0159359346415667,0.0317833636040474,0.0645614035087719,0.0518018704082267,0.0773209366093171,0.122613980965097,0.122509424603035,0.122718537327159,0.047719298245614,0.0366512721433903,0.0587873243478377,0.0887994306165499,0.0887087536058942,0.0888901076272056,0.0326363695568622,0.031049582899327,0.0342231562143973,0,0,0
AW,ABW,Aruba,1,2020-07-31,2020-06-19,1,39,100,2589979.83542689,0,0,2,7,356671.334837027,6,273260.764152837,141,3526.58701371397,0,9,,,,0.0217849613492621,0.0142002124876739,0.0293697102108504,0.0625439212930429,0.049962964843091,0.0751248777429948,0.124356662033045,0.124251834443909,0.124461489622181,0.0484891075193254,0.0373288396563814,0.0596493753822693,0.091686025532622,0.0915943513561552,0.0917776997090888,0.0331051255532243,0.0315320484557,0.0346782026507486,0,0,0
AW,ABW,Aruba,1,2020-08-01,2020-06-19,1,40,101,2689856.2155531,0,0,2,7,356671.334837027,6,273260.764152837,141,3566.21158690176,0,9,,,,0.0196767392832045,0.0124605675465573,0.0268929110198517,0.0604356992269852,0.048054700750771,0.0728166977031995,0.125631252130517,0.125526512747812,0.125735991513223,0.0491918482080112,0.0379551514920025,0.06042854492402,0.0941999272095427,0.0941076158150023,0.094292238604083,0.0333891133674965,0.0318341257371392,0.0349441009978537,0,0,0
AW,ABW,Aruba,1,2020-08-02,2020-06-19,1,41,102,2697438.56983753,0,0,2,7,356671.334837027,6,273260.764152837,142,3605.83616008956,0,9,,,,0.0196767392832045,0.0124605675465573,0.0268929110198517,0.0604356992269852,0.048054700750771,0.0728166977031995,0.125486054148091,0.125381418175319,0.125590690120862,0.0498945888966971,0.0385820975226746,0.0612070802707196,0.0946215530538797,0.0945291023916124,0.094714003716147,0.0344636660008559,0.032882899520488,0.0360444324812239,0,0,0
AW,ABW,Aruba,1,2020-08-04,2020-06-20,3,41,101,2586027.15624603,0,0,2,7,262487.521462071,5,174743.917185596,149,3605.83616008956,0,9,,,,0.0197183098591549,0.0124870460148915,0.0269495737034183,0.0605633802816901,0.0481570678234436,0.0729696927399367,0.123636021008616,0.12353178876399,0.123740253253242,0.05,0.0386642378816019,0.0613357621183981,0.0930420328060874,0.092950047068193,0.0931340185439818,0.0357081048725125,0.0340975920831087,0.0373186176619162,0,0,0
AW,ABW,Aruba,1,2020-08-05,2020-06-21,2,41,100,2553527.33640224,0,0,2,6,179076.950777881,5,174743.917185596,146,3566.21158690176,0,9,,,,0.0197322057787174,0.0124958971958318,0.026968514361603,0.0606060606060606,0.0481912871735596,0.0730208340385617,0.120005474061724,0.119902361198938,0.12010858692451,0.0500352360817477,0.0386916957818164,0.061378776381679,0.0913590757131693,0.0912676550587078,0.0914504963676308,0.0368725533801105,0.0352350705055453,0.0385100362546757,0,0,0
AW,ABW,Aruba,1,2020-08-06,2020-06-21,1,42,101,2582650.11248274,0,0,2,6,179076.950777881,5,174743.917185596,151,3605.83616008956,0,9,,,,0.0197183098591549,0.0124870460148915,0.0269495737034183,0.0612676056338028,0.0487940497970829,0.0737411614705227,0.116747656213359,0.1166455135064,0.116849798920318,0.0507042253521127,0.0392931448618331,0.0621153058423923,0.0900427035052165,0.0899516544072435,0.0901337526031896,0.0380815046248381,0.0364177907003385,0.0397452185493376,0,0,0
AW,ABW,Aruba,1,2020-08-07,2020-06-22,3,42,102,2597575.745157,0,0,2,6,179076.950777881,5,174743.917185596,136,3645.46073327736,0,9,,,,0.0197322057787174,0.0124958971958318,0.026968514361603,0.062015503875969,0.0494666269008742,0.0745643808510638,0.113864659338063,0.113763189489166,0.11396612918696,0.0514446793516561,0.0399510163890467,0.0629383423142655,0.0890316111451704,0.0889406373570093,0.0891225849333315,0.0388895950816685,0.0372077167414806,0.0405714734218563,0,0,0
AW,ABW,Aruba,1,2020-08-08,2020-06-22,1,43,103,2624022.46085037,0,0,3,6,179076.950777881,5,174743.917185596,146,3685.08530646516,0,9,,,,0.0204081632653061,0.0130566695428944,0.0277596569877179,0.0619282195636875,0.0493964215915097,0.0744600175358654,0.110209064283721,0.110108684813827,0.110309443753616,0.0513722730471499,0.0398943489015628,0.062850197192737,0.0873190626884724,0.0872285715037427,0.0874095538732021,0.0390078005378437,0.0373234716769172,0.0406921293987703,0,0,0
AW,ABW,Aruba,1,2020-08-09,2020-06-22,1,44,104,2629738.5546335,0,0,3,6,179076.950777881,5,174743.917185596,146,3724.70987965295,0,9,,,,0.0210674157303371,0.0136085099489846,0.0285263215116896,0.0617977528089888,0.0492914865033209,0.0743040191146567,0.106266729820526,0.106167709594677,0.106365750046374,0.0512640449438202,0.0398096484630959,0.0627184414245446,0.0853931959219499,0.0853034013385944,0.0854829905053054,0.0390650145583308,0.0373808153374798,0.0407492137791818,0,0,0
AW,ABW,Aruba,1,2020-08-12,2020-06-25,5,42,102,2737843.59965841,0,0,2,6,246909.882036044,4,162212.762650207,137,3645.46073327736,0,9,,,,0.0210674157303371,0.0136085099489846,0.0285263215116896,0.0617977528089888,0.0492914865033209,0.0743040191146567,0.103875986357458,0.10377783629713,0.103974136417786,0.050561797752809,0.0391819172652318,0.0619416782403862,0.0829170107255055,0.082828300216696,0.083005721234315,0.0390364298624478,0.0373521653906693,0.0407206943342263,0,0,0
AW,ABW,Aruba,1,2020-08-13,2020-06-27,2,42,100,2513092.42115016,0,0,2,6,247817.778909027,4,163120.65952319,152,3526.58701371397,0,9,,,,0.0211118930330753,0.0136374098950739,0.0285863761710767,0.0619282195636875,0.0493964215915097,0.0744600175358654,0.102130844301946,0.102033005224257,0.102228683379634,0.0499648135116116,0.0386368189268366,0.0612928080963865,0.0809548157536529,0.0808666870993047,0.0810429444080011,0.03939557547917,0.0377012517967099,0.04108989916163,0,0,0
AW,ABW,Aruba,1,2020-08-14,2020-06-27,1,43,101,2563225.2707292,0,0,2,6,247817.778909027,4,163120.65952319,152,3566.21158690176,0,9,,,,0.0211118930330753,0.0136374098950739,0.0285863761710767,0.0619282195636875,0.0493964215915097,0.0744600175358654,0.0998232723992234,0.0997262553357836,0.0999202894626632,0.0492610837438424,0.0380089815296184,0.0605131859580663,0.0785397809805799,0.0784527144033994,0.0786268475577605,0.0397737737466097,0.0380703384717996,0.0414772090214198,0,0,0
AW,ABW,Aruba,1,2020-08-15,2020-06-28,2,43,101,2539598.46959107,0,0,2,6,247817.778909027,4,163120.65952319,152,3526.58701371397,0,9,,,,0.0211267605633803,0.0136470705069516,0.028606450619809,0.0619718309859155,0.0494314993171814,0.0745121626546496,0.0975928572266638,0.0974966009375027,0.0976891135158248,0.0485915492957747,0.0374083054571862,0.0597747931343631,0.076180764443546,0.0760947175888871,0.0762668112982049,0.0402162933482459,0.0385011124028785,0.0419314742936132,0,0,0
AW,ABW,Aruba,1,2020-08-16,2020-06-29,2,43,101,2596580.61065123,0,0,2,6,247817.778909027,4,163120.65952319,163,3566.21158690176,0,9,,,,0.0211416490486258,0.0136567448154619,0.0286265532817897,0.062015503875969,0.0494666269008742,0.0745643808510638,0.0949577389687262,0.0948626359304713,0.0950528420069812,0.0479210711768851,0.0368074233985098,0.0590347189552604,0.073502909605763,0.0734182513970838,0.0735875678144423,0.0407840444461772,0.039056630745129,0.0425114581472253,0,0,0
AW,ABW,Aruba,1,2020-08-17,2020-06-29,1,44,102,2620087.45036065,0,0,2,6,247817.778909027,4,163120.65952319,163,3566.21158690176,0,9,,,,0.0211118930330753,0.0136374098950739,0.0285863761710767,0.0612244897959184,0.0487594257223508,0.073689553869486,0.0918997416585458,0.0918060631891077,0.0919934201279839,0.0464461646727657,0.0355041173298692,0.0573882120156621,0.0704273767687204,0.0703444054180038,0.0705103481194369,0.0411884681751152,0.0394535592493978,0.0429233771008325,0,0,0
AW,ABW,Aruba,1,2020-08-18,2020-06-30,3,44,101,2705439.35882265,0,0,2,6,247817.778909027,4,163120.65952319,160,3486.96244052617,0,9,,,,0.0211118930330753,0.0136374098950739,0.0285863761710767,0.0605207600281492,0.0481228970384387,0.0729186230178597,0.0888820903022763,0.0887898294304058,0.0889743511741468,0.0450387051372273,0.0342557726777084,0.0558216375967462,0.0673836782472824,0.0673024041797176,0.0674649523148472,0.0416308913005681,0.0398857194883287,0.0433760631128075,0,0,0
AW,ABW,Aruba,1,2020-08-19,2020-06-30,1,45,102,2715449.24563441,0,0,2,6,247817.778909027,4,163120.65952319,160,3526.58701371397,0,9,,,,0.0211118930330753,0.0136374098950739,0.0285863761710767,0.05981703026038,0.0474868431784277,0.0721472173423323,0.0858613105397024,0.0857705032009389,0.0859521178784659,0.043631245601689,0.033010315583927,0.054252175619451,0.0643383025249188,0.0642587762991801,0.0644178287506575,0.0420548071922738,0.0402997781002221,0.0438098362843254,0,0,0
AW,ABW,Aruba,1,2020-08-20,2020-06-30,2,46,104,2766248.59978252,0,0,2,6,247817.778909027,4,163120.65952319,160,3605.83616008956,0,9,,,,0.0210674157303371,0.0136085099489846,0.0285263215116896,0.0589887640449438,0.0467517587126235,0.0712257693772641,0.085040961461424,0.0849507704196071,0.0851311525032409,0.0428370786516854,0.0323199798833379,0.0533541774200329,0.0637064247360842,0.0636274576459501,0.0637853918262183,0.0422737389855132,0.0405143486809079,0.0440331292901186,0,0,0
AW,ABW,Aruba,1,2020-08-21,2020-07-02,3,45,101,2876246.9834799,0,0,2,6,247817.778909027,4,163120.65952319,155,3486.96244052617,0,9,,,,0.0210526315789474,0.0135989038337948,0.0285063593240999,0.0589473684210526,0.0467186814962941,0.0711760553458112,0.0861550399960447,0.0860647111844112,0.0862453688076782,0.0421052631578947,0.0316780621559289,0.0525324641598605,0.0628382163843715,0.0627600951850748,0.0629163375836682,0.0425199311356016,0.0407542589041997,0.0442856033670034,0,0,0
