ISO2,ISO_3,country,age,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
GN,GIN,Guinea,1,2020-05-11,2020-04-24,10,18,101,6291432.00131727,0,0,0,0,5,5,2,77321.6114071701,1,64501.2340086941,18,1573.53175566343,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GIN,Guinea,1,2020-05-12,2020-04-25,9,18,104,5988151.70034106,0,0,0,0,5,5,2,77321.6114071701,1,64501.2340086941,17,1621.21453613808,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GIN,Guinea,1,2020-05-13,2020-04-27,6,17,100,6088723.56023657,0,0,0,0,5,5,2,77321.6114071701,1,64501.2340086941,16,1557.63749550521,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GIN,Guinea,1,2020-05-14,2020-04-28,7,17,102,6473462.7452262,0,0,0,0,5,5,2,77321.6114071701,1,64501.2340086941,18,1589.42601582165,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GIN,Guinea,1,2020-05-15,2020-05-01,15,15,100,6318570.55008641,0,0,0,0,5,5,2,77321.6114071701,1,64501.2340086941,17,1557.63749550521,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GIN,Guinea,1,2020-05-16,2020-05-03,8,14,104,6432205.28023245,0,0,0,0,6,6,2,77321.6114071701,1,64501.2340086941,20,1637.1087962963,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GIN,Guinea,1,2020-05-17,2020-05-05,7,13,100,6144047.58121939,0,0,0,0,5,5,1,12820.377398476,0,0,14,1573.53175566343,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GIN,Guinea,1,2020-05-18,2020-05-07,11,12,103,6260824.93417322,0,0,0,0,5,5,2,111313.755515396,1,40340.171826304,8,1621.21453613808,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GIN,Guinea,1,2020-05-19,2020-05-08,5,12,102,6398074.81503555,0,0,0,0,4,4,3,178156.105788995,2,107182.522099903,8,1621.21453613808,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN,GIN,Guinea,1,2020-05-20,2020-05-08,7,13,109,7063834.38420284,0,0,0,0,4,4,3,178156.105788995,2,107182.522099903,8,1732.4743572456,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
