ISO2,ISO_3,country,age,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
LT,LTU,Lithuania,2,2022-03-28,2021-12-12,1,60,100,2714910.1703934,31,68,5,4,7,7,1,14483.6838246,1,14483.6838246,73,9122.64114832536,4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,LTU,Lithuania,2,2022-03-31,2021-12-15,2,59,100,2765056.04873585,31,68,5,4,7,7,1,14483.6838246,1,14483.6838246,73,9122.64114832536,4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,LTU,Lithuania,2,2022-04-01,2021-12-21,2,58,100,2823254.99417088,31,68,5,3,7,6,1,14483.6838246,1,14483.6838246,78,9122.64114832536,4,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,LTU,Lithuania,2,2022-04-03,2021-12-24,2,57,100,2812213.40839114,33,66,5,3,7,6,1,14483.6838246,1,14483.6838246,78,9122.64114832536,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,LTU,Lithuania,2,2022-04-05,2021-12-26,2,56,100,2738409.95785503,35,64,5,3,7,6,1,14483.6838246,1,14483.6838246,75,9122.64114832536,4,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,LTU,Lithuania,2,2022-04-06,2021-12-28,1,56,100,2731369.94164656,36,63,5,3,7,6,1,14483.6838246,1,14483.6838246,75,9122.64114832536,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,LTU,Lithuania,2,2022-04-07,2021-12-28,1,57,101,2753847.94804679,36,64,5,3,7,6,1,14483.6838246,1,14483.6838246,75,9216.68899521531,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,LTU,Lithuania,2,2022-04-09,2021-12-28,1,58,102,2878932.61388783,36,65,5,3,7,6,1,14483.6838246,1,14483.6838246,76,9310.73684210526,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,LTU,Lithuania,2,2022-04-10,2021-12-31,2,57,100,2814893.10991809,36,63,5,3,8,6,1,14483.6838246,1,14483.6838246,72,9122.64114832536,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,LTU,Lithuania,2,2022-04-12,2022-01-01,1,57,100,2827743.43239585,37,62,5,3,8,6,1,14483.6838246,1,14483.6838246,72,9122.64114832536,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LT,LTU,Lithuania,2,2022-04-13,2022-01-09,2,56,100,2774965.27162685,38,61,6,4,9,7,1,14483.6838246,1,14483.6838246,75,9122.64114832536,4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
