"date","age","ISO2","country","ISO3","population","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,-99,"EE","Estonia","EST",1329460,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.320754716981132,0.269452707984634,0.37205672597763
2020-05-06,2,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0.00628930817610063,0,0.0149782312081253
2020-05-06,3,"EE","Estonia","EST",1329460,0,0,0,0.166666666666667,0,0.464865690619526,0,0,0
2020-05-06,4,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0,0,0
2020-05-06,5,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0,0,0
2020-05-07,-99,"EE","Estonia","EST",1329460,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.320754716981132,0.269452707984634,0.37205672597763
2020-05-07,2,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0.00539083557951483,0,0.0128418500615798
2020-05-07,3,"EE","Estonia","EST",1329460,0,0,0,0.142857142857143,0,0.402082007388211,0,0,0
2020-05-07,4,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0,0,0
2020-05-07,5,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0,0,0
2020-05-07,6,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0,0,0
2020-05-08,-99,"EE","Estonia","EST",1329460,0.166666666666667,0,0.464865690619526,0.166666666666667,0,0.464865690619526,0.320754716981132,0.269452707984634,0.37205672597763
2020-05-08,2,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0.00471698113207547,0,0.011238826979279
2020-05-08,3,"EE","Estonia","EST",1329460,0,0,0,0.125,0,0.354172303767662,0,0,0
2020-05-08,4,"EE","Estonia","EST",1329460,0.2,0,0.550609016230633,0,0,0,0,0,0
2020-05-08,5,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0,0,0
2020-05-08,6,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0,0,0
2020-05-09,-99,"EE","Estonia","EST",1329460,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.384905660377359,0.326322449901079,0.443488870853638
2020-05-09,2,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0.00539083557951483,0,0.0128418500615798
2020-05-09,3,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0,0,0
2020-05-09,4,"EE","Estonia","EST",1329460,0.166666666666667,0,0.464865690619526,0,0,0,0,0,0
2020-05-09,5,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0,0,0
2020-05-09,6,"EE","Estonia","EST",1329460,0,0,0,0,0,0,0,0,0
2020-05-10,-99,"EE","Estonia","EST",1329460,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.381132075471698,0.322658198315163,0.439605952628233
