"date","age","ISO2","country","ISO3","population","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,-99,"IO","British Indian Ocean Territory","IOT",3500,0.2,0,0.447918012921825,0.2,0,0.447918012921825,0.20377358490566,0.169480828869646,0.238066340941674
2020-05-06,1,"IO","British Indian Ocean Territory","IOT",3500,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.337526205450734,0.295090932323232,0.379961478578236
2020-05-06,2,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.0117924528301887,0.00151722832135996,0.0220676773390174
2020-05-06,3,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-06,4,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-06,5,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-06,6,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-07,-99,"IO","British Indian Ocean Territory","IOT",3500,0.2,0,0.447918012921825,0.2,0,0.447918012921825,0.20377358490566,0.169480828869646,0.238066340941674
2020-05-07,1,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.143867924528302,0.110462458397867,0.177273390658737
2020-05-07,2,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.010482180293501,0.00134259428926934,0.0196217662977328
2020-05-07,3,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-07,4,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-07,5,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-07,6,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-08,-99,"IO","British Indian Ocean Territory","IOT",3500,0.181818181818182,0,0.409744941200983,0.181818181818182,0,0.409744941200983,0.1852487135506,0.153712907103329,0.216784519997872
2020-05-08,1,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.143867924528302,0.110462458397867,0.177273390658737
2020-05-08,2,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.0102915951972556,0.00209923968241314,0.018483950712098
2020-05-08,3,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-08,4,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-08,5,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00539083557951483,0,0.0128418500615798
2020-05-08,6,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-09,-99,"IO","British Indian Ocean Territory","IOT",3500,0.181818181818182,0,0.409744941200983,0.181818181818182,0,0.409744941200983,0.1852487135506,0.153712907103329,0.216784519997872
2020-05-09,1,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00269541778975741,0,0.00797121493606835
2020-05-09,2,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00808625336927224,0.00164223506355804,0.0145302716749864
2020-05-09,3,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-09,4,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-09,5,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00471698113207547,0,0.011238826979279
2020-05-09,6,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-10,-99,"IO","British Indian Ocean Territory","IOT",3500,0.166666666666667,0,0.377525218646943,0.166666666666667,0,0.377525218646943,0.171383647798742,0.142096237319884,0.2006710582776
2020-05-10,1,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974
2020-05-10,2,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.0101596516690856,0.00267174426081797,0.0176475590773533
2020-05-10,3,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-10,4,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-10,5,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00539083557951483,0,0.0128418500615798
2020-05-10,6,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-11,-99,"IO","British Indian Ocean Territory","IOT",3500,0.1,0,0.285938509691368,0.1,0,0.285938509691368,0.192452830188679,0.158890179185088,0.22601548119227
2020-05-11,1,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974
2020-05-11,2,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0.0769230769230769,0,0.221774806631782,0.0101596516690856,0.00267174426081797,0.0176475590773533
2020-05-11,3,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-11,4,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-11,5,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00628930817610063,0,0.0149782312081253
2020-05-11,6,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-12,-99,"IO","British Indian Ocean Territory","IOT",3500,0.1,0,0.285938509691368,0.1,0,0.285938509691368,0.192452830188679,0.158890179185088,0.22601548119227
2020-05-12,1,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974
2020-05-12,2,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0.0769230769230769,0,0.221774806631782,0.0101596516690856,0.00267174426081797,0.0176475590773533
2020-05-12,3,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-12,4,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-12,5,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00539083557951483,0,0.0128418500615798
2020-05-12,6,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-13,-99,"IO","British Indian Ocean Territory","IOT",3500,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.211740041928721,0.175077283959444,0.248402799897998
2020-05-13,1,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00314465408805031,0,0.00929836431956434
2020-05-13,2,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0.0769230769230769,0,0.221774806631782,0.0101596516690856,0.00267174426081797,0.0176475590773533
2020-05-13,3,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-13,4,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-13,5,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00628930817610063,0,0.0149782312081253
2020-05-13,6,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-14,-99,"IO","British Indian Ocean Territory","IOT",3500,0.111111111111111,0,0.316430196199952,0.111111111111111,0,0.316430196199952,0.211740041928721,0.175077283959444,0.248402799897998
2020-05-14,1,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00235849056603774,0,0.00697559278741737
2020-05-14,2,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0.0769230769230769,0,0.221774806631782,0.00290275761973875,0,0.00691985744870987
2020-05-14,3,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-14,4,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-14,5,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00628930817610063,0,0.0149782312081253
2020-05-14,6,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-15,-99,"IO","British Indian Ocean Territory","IOT",3500,0.0909090909090909,0,0.260795666866152,0.0909090909090909,0,0.260795666866152,0.174957118353345,0.144116868847631,0.205797367859059
2020-05-15,1,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00235849056603774,0,0.00697559278741737
2020-05-15,2,"IO","British Indian Ocean Territory","IOT",3500,0.0714285714285714,0,0.206333468106206,0.0714285714285714,0,0.206333468106206,0.00404312668463612,0,0.00860901285006148
2020-05-15,3,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-15,4,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-15,5,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00628930817610063,0,0.0149782312081253
2020-05-15,6,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-16,-99,"IO","British Indian Ocean Territory","IOT",3500,0.0909090909090909,0,0.260795666866152,0.0909090909090909,0,0.260795666866152,0.174957118353345,0.144116868847631,0.205797367859059
2020-05-16,1,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00235849056603774,0,0.00697559278741737
2020-05-16,2,"IO","British Indian Ocean Territory","IOT",3500,0.0714285714285714,0,0.206333468106206,0.0714285714285714,0,0.206333468106206,0.00404312668463612,0,0.00860901285006148
2020-05-16,3,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-16,4,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-16,5,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00628930817610063,0,0.0149782312081253
2020-05-16,6,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-17,-99,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00686106346483705,0.000160450452154619,0.0135616764775195
2020-05-17,1,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00188679245283019,0,0.00558134733756389
2020-05-17,2,"IO","British Indian Ocean Territory","IOT",3500,0.0666666666666667,0,0.1929003400397,0.0666666666666667,0,0.1929003400397,0.00377358490566038,0,0.00803565527784696
2020-05-17,3,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-17,4,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-17,5,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00943396226415094,0,0.0224467080271918
2020-05-17,6,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0,0,0
2020-05-18,-99,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00754716981132075,0.000179041938736092,0.0149152976839054
2020-05-18,1,"IO","British Indian Ocean Territory","IOT",3500,0,0,0,0,0,0,0.00209643605870021,0,0.00620106590578278
