ISO2,ISO_3,country_agg,age,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cases_infected,p_cases_infected_smooth,p_cases_active
MV,MDV,Maldives,2,2020-12-12,2020-04-26,100,1,82,0.02,0.0274394957835608,0.0189572457314629,0.000166579852253675,0.01,0.0195013954179879,0.0109242328780625,0.000126970006285042,0.0255952380952381,0.00519106261681892,14,0,,,0.0211973393728269,,,0.0211973393728269
MV,MDV,Maldives,2,2020-12-15,2020-05-03,100,1,82,0.02,0.0274394957835608,0.0199073920582575,0.000174844184613217,0.01,0.0195013954179879,0.0114717607146044,0.000133296894168907,0.0255952380952381,0.00519106261681892,14,0,,,0.0215357946776011,,,0.0215357946776011
MV,MDV,Maldives,2,2020-12-24,2020-05-07,100,2,81,0.02,0.0274394957835608,0.0196973798435912,0.000173018207083799,0.01,0.0195013954179879,0.0113507398462382,0.000131898757191429,0.0255952380952381,0.00519106261681892,15,0,,,0.0228275056461022,,,0.0228275056461022
MV,MDV,Maldives,2,2020-12-28,2020-05-09,101,2,81,0.0297029702970297,0.0331085145091172,0.0433231045919256,0.000258045751633395,0.0198019801980198,0.0271705622473482,0.0346733206215192,0.000231893810732982,0.0253367003367003,0.00513930930892694,17,0,,,0.023468592143254,,,0.023468592143254
