"date","age","ISO2","country","ISO3","population","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,-99,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0.0125786163522013,0,0.0299013819415159
2020-05-06,1,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-06,2,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0.00188679245283019,0,0.00558134733756389
2020-05-06,3,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-06,4,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-06,5,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-07,-99,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0.0125786163522013,0,0.0299013819415159
2020-05-07,1,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-07,2,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0.00188679245283019,0,0.00558134733756389
2020-05-07,3,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-07,4,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-07,5,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-08,-99,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0.0188679245283019,0,0.0447691886552224
2020-05-08,1,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-08,2,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0.00171526586620926,0,0.00507424070917674
2020-05-08,3,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-08,4,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-09,-99,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0.0188679245283019,0,0.0447691886552224
2020-05-09,1,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-09,2,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0.00171526586620926,0,0.00507424070917674
2020-05-09,3,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-09,4,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-10,-99,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-10,1,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-10,2,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0.00188679245283019,0,0.00558134733756389
2020-05-10,3,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-10,4,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-11,-99,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-11,1,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-11,2,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-11,3,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-11,4,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-12,-99,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-12,1,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-12,2,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-12,3,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-12,4,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-13,-99,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-13,1,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-13,2,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-13,3,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-13,4,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-13,5,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-14,-99,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-14,1,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-14,2,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-14,3,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-14,4,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-14,5,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-15,-99,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-15,1,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
2020-05-15,2,"LV","Latvia","LVA",1891300,0,0,0,0,0,0,0,0,0
