ISO2,ISO_3,country_agg,age,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,B0.1,B0.2,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
CG,COG,Republic of the Congo,2,2020-12-30,2020-04-23,100,1,81,0.02,0.0274394957835608,0.0341044146694801,0.000129501896113397,0.01,0.0195013954179879,0.0303524829346874,0.000122407997491175,0.00398349694124342,0.00147253908374592,9,0,,,0.02,0.0274394957835608,0.0344876313337837,0.000130930776245444,0.01,0.0195013954179879,0.0306935407530458,0.000123761424444875,0.00398349694124342,0.00147253908374592,,,,,,,,0.02
CG,COG,Republic of the Congo,2,2020-12-31,2020-04-30,100,1,81,0.02,0.0274394957835608,0.0348770971295393,0.000132382957190337,0.01,0.0195013954179879,0.0310401602166514,0.000125136921793034,0.00398349694124342,0.00147253908374592,9,0,,,0.02,0.0274394957835608,0.0344938804652357,0.00013095407705829,0.01,0.0195013954179879,0.030699102398293,0.000123783494839334,0.00398349694124342,0.00147253908374592,,,,,,,,0.02
