ISO2,ISO_3,country,age,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_rf_symp,p_rf_symp_low,p_rf_symp_high,p_xgb,p_xgb_low,p_xgb_high,p_xgb_symp,p_xgb_symp_low,p_xgb_symp_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
AX,ALA,Aland Islands,1,2020-06-23,2020-04-27,4,48,100,1834858.53191533,0,0,1,1,2,0,4,31502.2691656757,1,9875.88921904167,60,1540.45138888889,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,ALA,Aland Islands,1,2020-06-25,2020-05-05,5,45,100,1883191.96305387,0,0,1,1,2,0,3,21626.3799466341,0,0,60,1540.45138888889,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,ALA,Aland Islands,1,2020-06-26,2020-05-10,3,43,100,1921106.24659972,0,0,1,1,2,0,3,21626.3799466341,0,0,64,1540.45138888889,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,ALA,Aland Islands,1,2020-06-27,2020-05-11,1,43,100,1940573.1414158,0,0,1,1,2,0,3,21626.3799466341,0,0,64,1540.45138888889,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,ALA,Aland Islands,1,2020-06-28,2020-05-12,2,43,101,1963400.91100335,0,0,1,1,2,0,3,21626.3799466341,0,0,66,1557.5675154321,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,ALA,Aland Islands,1,2020-08-14,2020-06-13,4,47,100,3128412.51581371,0,0,6,4,,,3,250361.151810705,1,226236.717958688,72,2460.26285468616,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,ALA,Aland Islands,1,2020-08-16,2020-06-13,1,48,101,3135256.48750649,0,0,6,4,,,3,250361.151810705,1,226236.717958688,72,2487.29871023216,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,ALA,Aland Islands,1,2020-08-18,2020-06-13,1,49,102,3146300.53188496,0,0,6,4,,,3,250361.151810705,1,226236.717958688,72,2514.33456577816,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,ALA,Aland Islands,1,2020-08-19,2020-06-15,3,48,100,3368139.2796999,0,0,6,4,,,3,250361.151810705,1,226236.717958688,48,2487.29871023216,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,ALA,Aland Islands,1,2020-08-20,2020-06-17,2,47,100,3302362.11323252,0,0,6,4,,,3,250361.151810705,1,226236.717958688,48,2487.29871023216,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,ALA,Aland Islands,1,2020-08-22,2020-06-18,2,47,101,3325370.10477555,0,0,6,4,,,3,250361.151810705,1,226236.717958688,48,2514.33456577816,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,ALA,Aland Islands,1,2020-08-23,2020-06-18,1,48,102,3332071.93769075,0,0,6,4,,,3,250361.151810705,1,226236.717958688,48,2541.37042132416,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,ALA,Aland Islands,1,2020-08-25,2020-06-19,4,48,102,3295050.62761801,0,0,5,3,,,3,279461.058611676,1,226236.717958688,38,2541.37042132416,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AX,ALA,Aland Islands,1,2020-08-26,2020-06-20,4,48,102,3332843.33223366,0,0,5,3,,,3,279461.058611676,1,226236.717958688,33,2541.37042132416,1,5,,,,0.040396881644224,0.0301237150614414,0.0506700482270065,0.0276399716513111,0.01908601727442,0.0361939260282022,,,,,,,0.0304748405386251,0.0215060300619607,0.0394436510152895,0.0624395861448628,0.0623635617375682,0.0625156105521574,0.0070871722182849,0.00271017129693236,0.0114641731396374,0.0525844823967496,0.0525143493909469,0.0526546154025524,0.0261765307022272,0.0243786382766292,0.0279744231278252,0.194444444444444,0.103027361109663,0.285861527779226
AX,ALA,Aland Islands,1,2020-08-27,2020-06-20,1,49,103,3398470.41616206,0,0,5,3,,,3,279461.058611676,1,226236.717958688,33,2568.40627687016,1,6,,,,0.0431400282885431,0.0325502274454401,0.0537298291316462,0.028995756718529,0.0202499238496537,0.0377415895874043,,,,,,,0.0297029702970297,0.0208543475914475,0.0385515930026119,0.0661538940388771,0.0660773197148448,0.0662304683629094,0.00707213578500707,0.00270438821542439,0.0114398833545898,0.0558988055227709,0.0558280307723735,0.0559695802731683,0.0244554454403979,0.0227449070001478,0.0261659838806479,0.189189189189189,0.099953176935025,0.278425201443353
AX,ALA,Aland Islands,1,2020-08-30,2020-06-20,1,50,104,3403101.08133827,0,0,5,3,,,3,279461.058611676,1,226236.717958688,33,2595.44213241617,1,7,,,,0.0458392101551481,0.0349539372590119,0.0567244830512843,0.0303244005641749,0.0213991725148881,0.0392496286134617,,,,,,,0.0296191819464034,0.0207951391267798,0.0384432247660269,0.0698994897166148,0.0698223701850428,0.0699766092481868,0.0077574047954866,0.00319097131068801,0.0123238382802852,0.0592631146874703,0.0591916997990858,0.0593345295758548,0.022824662857375,0.0211979290524384,0.0244513966623117,0.184210526315789,0.0970564779512526,0.271364574680326
AX,ALA,Aland Islands,1,2020-09-01,2020-06-21,1,50,100,3447039.91952792,0,0,5,3,,,3,279461.058611676,1,226236.717958688,30,2514.33456577816,1,8,,,,0.0486600846262341,0.0374614708956495,0.0598586983568188,0.0317348377997179,0.0226110480185447,0.0408586275808911,,,,,,,0.0296191819464034,0.0207951391267798,0.0384432247660269,0.073373255295931,0.0732957853989794,0.0734507251928826,0.00846262341325811,0.00369483440451336,0.0132304124220029,0.0623837523812187,0.0623118968874049,0.0624556078750325,0.0211387069035407,0.0195949016038564,0.0226825122032251,0.177215189873418,0.0930120763838022,0.261418303363033
AX,ALA,Aland Islands,1,2020-09-03,2020-06-21,2,51,102,3521734.72834437,0,0,5,3,,,3,279461.058611676,1,226236.717958688,30,2568.40627687016,1,8,,,,0.0514084507042254,0.0399226625355218,0.0628942388729289,0.0330985915492958,0.0237939473231432,0.0424032357754483,,,,,,,0.0295774647887324,0.0207656607926043,0.0383892687848605,0.0765178475002047,0.0764402661036583,0.0765954288967511,0.00915492957746479,0.00420117713678344,0.0141086820181461,0.0652130026456958,0.0651409441158073,0.0652850611755843,0.019517674260718,0.01805537998051,0.0209799685409261,0.170731707317073,0.0892902030641821,0.252173211569964
AX,ALA,Aland Islands,1,2020-09-06,2020-06-23,1,51,100,3489517.79231845,0,0,5,3,,,3,279461.058611676,1,226236.717958688,36,2514.33456577816,1,8,,,,0.0542635658914729,0.0424767603573437,0.0660503714256021,0.0345313601127555,0.0250311585116777,0.0440315617138332,,,,,,,0.0295983086680761,0.0207803895053867,0.0384162278307656,0.0795432087925278,0.0794655413864992,0.0796208761985563,0.0098661028893587,0.0047235747380663,0.0150086310406511,0.0679306912361331,0.0678584653855728,0.0680029170866933,0.0181402105955899,0.0167487012158199,0.01953171997536,0.164705882352941,0.0858538494156535,0.243557915290229
AX,ALA,Aland Islands,1,2020-09-08,2020-06-23,1,52,101,3494363.57802179,0,0,5,3,,,3,279461.058611676,1,226236.717958688,36,2541.37042132416,1,8,,,,0.0535211267605634,0.0418147632749133,0.0652274902462135,0.0338028169014084,0.0244031330063526,0.0432025007964643,,,,,,,0.0295774647887324,0.0207656607926043,0.0383892687848605,0.0795430169509245,0.0794656526418201,0.0796203812600288,0.00985915492957747,0.00472023024666716,0.0149980796124878,0.0674016754755953,0.0673299917555422,0.0674733591956484,0.0170822062680018,0.0157327060347703,0.0184317065012333,0.157303370786517,0.0816622891261485,0.232944452446885
AX,ALA,Aland Islands,1,2020-09-09,2020-06-25,4,52,101,3412997.92494232,0,0,6,4,,,3,279461.058611676,1,226236.717958688,36,2514.33456577816,2,9,,,,0.0535211267605634,0.0418147632749133,0.0652274902462135,0.0338028169014084,0.0244031330063526,0.0432025007964643,,,,,,,0.0295774647887324,0.0207656607926043,0.0383892687848605,0.0796912633929278,0.0796140610744595,0.0797684657113961,0.00985915492957747,0.00472023024666716,0.0149980796124878,0.0670056422545316,0.0669343645983708,0.0670769199106924,0.0160534898350333,0.0147450698768868,0.0173619097931799,0.159574468085106,0.0855431493217682,0.233605786848445
AX,ALA,Aland Islands,1,2020-09-10,2020-06-25,1,53,102,3531874.78070022,0,0,6,4,,,3,279461.058611676,1,226236.717958688,36,2541.37042132416,2,9,,,,0.0535211267605634,0.0418147632749133,0.0652274902462135,0.0338028169014084,0.0244031330063526,0.0432025007964643,,,,,,,0.0295774647887324,0.0207656607926043,0.0383892687848605,0.0796571222881385,0.0795802479707069,0.0797339966055702,0.00985915492957747,0.00472023024666716,0.0149980796124878,0.0664635022062846,0.0663927807165627,0.0665342236960064,0.015026341567359,0.0137602939179692,0.0162923892167489,0.163265306122449,0.0900880880821931,0.236442524162705
AX,ALA,Aland Islands,1,2020-09-12,2020-06-25,2,54,104,3572997.29259789,0,0,7,5,,,4,299638.361574427,2,246414.020921439,39,2568.40627687016,2,10,,,,0.0540730337078652,0.0423264313470292,0.0658196360687011,0.0344101123595506,0.0249426737828343,0.0438775509362669,,,,,,,0.0301966292134832,0.0213084219333312,0.0390848364936351,0.0803457756671405,0.0802687640079726,0.0804227873263084,0.0105337078651685,0.00523116444861428,0.0158362512817228,0.0666006052148583,0.0665299676829513,0.0666712427467653,0.014738911693564,0.0134862796131536,0.0159915437739743,0.166666666666667,0.0943427800070355,0.238990553326298
AX,ALA,Aland Islands,1,2020-09-13,2020-06-26,1,54,100,3427388.47061989,0,0,7,5,,,4,299638.361574427,2,246414.020921439,29,2487.29871023216,2,9,,,,0.0547752808988764,0.0429570372755417,0.0665935245222111,0.0351123595505618,0.0255522806715836,0.04467243842954,,,,,,,0.0308988764044944,0.0219111676956872,0.0398865851133016,0.0811633648229639,0.0810860975970774,0.0812406320488503,0.0112359550561798,0.00576145548860652,0.016710454623753,0.066847568137763,0.0667769013664365,0.0669182349090895,0.0142044855062019,0.0129744395748772,0.0154345314375267,0.171428571428571,0.0993410619909742,0.243516080866169
AX,ALA,Aland Islands,1,2020-09-14,2020-06-26,1,55,101,3435304.12059901,0,0,7,5,,,4,299638.361574427,2,246414.020921439,29,2514.33456577816,2,9,,,,0.0554775280898876,0.0435881867727437,0.0673668694070316,0.035814606741573,0.0261629145356004,0.0454662989475457,,,,,,,0.0316011235955056,0.0225151494423423,0.0406870977486689,0.0820024291718653,0.0819248878227285,0.082079970521002,0.011938202247191,0.00629722151291815,0.0175791829814639,0.0671143016117536,0.0670435850750294,0.0671850181484778,0.0136700593188399,0.0124630476635259,0.0148770709741539,0.175925925925926,0.1041160359056,0.247735815946252
AX,ALA,Aland Islands,1,2020-09-15,2020-06-27,2,55,100,3624146.01121133,0,0,7,5,,,4,299638.361574427,2,246414.020921439,25,2514.33456577816,2,9,,,,0.0562587904360056,0.0442825654017171,0.0682350154702942,0.0365682137834037,0.0268124640252584,0.0463239635415489,,,,,,,0.0323488045007032,0.0231530614161896,0.0415445475852169,0.082525844865702,0.0824483136820228,0.0826033760493811,0.0126582278481013,0.00684766098724334,0.0184687947089592,0.0671261840909036,0.0670556755160266,0.0671966926657806,0.0130330334072118,0.0118536516314754,0.0142124151829481,0.18018018018018,0.108681287335664,0.251679073024696
AX,ALA,Aland Islands,1,2020-09-17,2020-06-28,1,55,100,3623789.3709742,0,0,7,5,,,4,299638.361574427,2,246414.020921439,25,2514.33456577816,2,9,,,,0.0577464788732394,0.0456139716834318,0.0698789860630471,0.0380281690140845,0.0280801225733849,0.0479762154547841,,,,,,,0.0330985915492958,0.0237939473231432,0.0424032357754483,0.0823831360820161,0.0823059277704083,0.0824603443936239,0.0133802816901408,0.00740426994221378,0.0193562934380679,0.0670873941416661,0.0670171427156477,0.0671576455676845,0.0126767425490638,0.0115129403105515,0.0138405447875761,0.184210526315789,0.113049543812135,0.255371508819444
AX,ALA,Aland Islands,1,2020-09-18,2020-07-01,3,55,101,3688690.11257744,0,0,8,6,,,5,349179.544543386,3,295955.203890398,29,2487.29871023216,2,9,,,,0.0599013389711064,0.0475543268219199,0.072248351120293,0.040169133192389,0.0299526722399239,0.0503855941448542,,,,,,,0.0345313601127555,0.0250311585116777,0.0440315617138332,0.0832064812353676,0.0831292046109467,0.0832837578597884,0.0147991543340381,0.00851657862377758,0.0210817300442985,0.0680216580540527,0.0679512114090786,0.0680921046990268,0.0125832275332599,0.0114227868092356,0.0137436682572841,0.186440677966102,0.116170340856806,0.256711015075398
AX,ALA,Aland Islands,1,2020-09-20,2020-07-02,2,55,101,3695378.19522964,0,0,8,6,,,5,349179.544543386,3,295955.203890398,29,2487.29871023216,2,10,,,,0.0621030345800988,0.0495370320681549,0.0746690370920427,0.0423429781227946,0.031858209168132,0.0528277470774573,,,,,,,0.0359915314043754,0.0262930496439745,0.0456900131647764,0.084118277125994,0.0840408507766619,0.0841957034753261,0.0162314749470713,0.00965203964757046,0.0228109102465721,0.0690247775266384,0.0689540651439952,0.0690954899092816,0.0124989752486901,0.0113410510184937,0.0136568994788865,0.188524590163934,0.119119733712344,0.257929446615525
AX,ALA,Aland Islands,1,2020-09-24,2020-07-04,2,54,100,3707987.88082821,0,0,7,5,,,5,349179.544543386,3,295955.203890398,29,2460.26285468616,1,9,,,,0.0636942675159236,0.0509611125362184,0.0764274224956288,0.0438782731776362,0.0331985900403668,0.0545579563149057,,,,,,,0.0375088464260439,0.0276018447324966,0.0474158481195911,0.0850055146023276,0.0849279578230096,0.0850830713816457,0.0176928520877565,0.0108190094501406,0.0245666947253725,0.0700046566657399,0.0699337003873128,0.070075612944167,0.0124333906020488,0.0112762561826473,0.0135905250214503,0.185483870967742,0.117070629486563,0.253897112448921
