"date","age","ISO2","country","ISO3","population","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,-99,"TF","French Southern Territories","ATF",0,0.25,0,0.674344650278564,0.25,0,0.674344650278564,0.471698113207547,0.404500583035962,0.538895643379132
2020-05-06,1,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-06,2,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-06,3,"TF","French Southern Territories","ATF",0,1,1,1,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-06,4,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-06,5,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-07,-99,"TF","French Southern Territories","ATF",0,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.377358490566038,0.318997688453012,0.435719292679064
2020-05-07,1,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-07,2,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-07,3,"TF","French Southern Territories","ATF",0,1,1,1,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-07,4,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-07,5,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-08,-99,"TF","French Southern Territories","ATF",0,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.377358490566038,0.318997688453012,0.435719292679064
2020-05-08,1,"TF","French Southern Territories","ATF",0,0,0,0,0.333333333333333,0,0.866767964039479,0.169811320754717,0.111450518641691,0.228172122867743
2020-05-08,2,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-08,3,"TF","French Southern Territories","ATF",0,1,1,1,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-08,4,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0.00471698113207547,0,0.0139402639808974
2020-05-08,5,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-09,-99,"TF","French Southern Territories","ATF",0,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.377358490566038,0.318997688453012,0.435719292679064
2020-05-09,1,"TF","French Southern Territories","ATF",0,0,0,0,0.333333333333333,0,0.866767964039479,0.169811320754717,0.111450518641691,0.228172122867743
2020-05-09,2,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-09,3,"TF","French Southern Territories","ATF",0,1,1,1,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-09,4,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0.00628930817610063,0,0.0185773009704059
2020-05-09,5,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-10,-99,"TF","French Southern Territories","ATF",0,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.377358490566038,0.318997688453012,0.435719292679064
2020-05-10,1,"TF","French Southern Territories","ATF",0,0,0,0,0.333333333333333,0,0.866767964039479,0.169811320754717,0.111450518641691,0.228172122867743
2020-05-10,2,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-10,3,"TF","French Southern Territories","ATF",0,1,1,1,0,0,0,0.0377358490566038,0,0.0890378580531014
2020-05-10,4,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-10,5,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-11,-99,"TF","French Southern Territories","ATF",0,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.377358490566038,0.318997688453012,0.435719292679064
2020-05-11,1,"TF","French Southern Territories","ATF",0,0,0,0,0.333333333333333,0,0.866767964039479,0.169811320754717,0.111450518641691,0.228172122867743
2020-05-11,2,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-11,4,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0.00943396226415094,0,0.0278367638059564
2020-05-11,5,"TF","French Southern Territories","ATF",0,0,0,0,0,0,0,0,0,0
2020-05-12,-99,"TF","French Southern Territories","ATF",0,0.2,0,0.550609016230633,0.2,0,0.550609016230633,0.377358490566038,0.318997688453012,0.435719292679064
2020-05-12,1,"TF","French Southern Territories","ATF",0,0,0,0,0.25,0,0.674344650278564,0.127358490566038,0.082482706882571,0.172234274249504
