ISO2,ISO_3,country,age,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
CY,CYP,Cyprus,1,2020-09-03,2020-06-11,1,59,100,1958396.89886306,0,0,0,1,67634.5235578811,1,67634.5235578811,11,2083.19218241042,0,15,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,1,2020-09-04,2020-06-13,1,59,100,1966392.90202801,0,0,0,1,67634.5235578811,1,67634.5235578811,11,2083.19218241042,0,15,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,1,2020-09-06,2020-06-14,1,59,100,2095285.56746342,0,0,0,1,67634.5235578811,1,67634.5235578811,12,2083.19218241042,0,15,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,1,2020-09-07,2020-06-17,2,59,100,2108789.10303156,0,0,0,1,67634.5235578811,1,67634.5235578811,12,2083.19218241042,0,16,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,1,2020-09-08,2020-06-21,1,59,100,2121602.92632849,0,0,0,1,67634.5235578811,1,67634.5235578811,12,2083.19218241042,0,16,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,1,2020-09-09,2020-06-23,2,58,100,2117238.71557834,0,0,0,1,67634.5235578811,1,67634.5235578811,12,2083.19218241042,0,16,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,1,2020-09-10,2020-06-24,1,58,100,2119399.64860518,0,0,0,1,67634.5235578811,1,67634.5235578811,12,2083.19218241042,0,16,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,1,2020-09-12,2020-06-27,3,57,101,2149680.31487587,0,0,0,1,67634.5235578811,1,67634.5235578811,12,2104.02410423453,0,16,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,1,2020-09-15,2020-06-28,1,57,100,2114098.94064179,0,0,0,1,67634.5235578811,1,67634.5235578811,12,2083.19218241042,0,15,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,1,2020-09-16,2020-06-30,1,57,100,2112731.84497118,0,0,0,1,67634.5235578811,1,67634.5235578811,12,2083.19218241042,0,15,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,1,2020-09-18,2020-06-30,2,58,102,2206261.45830474,0,0,0,1,67634.5235578811,1,67634.5235578811,12,2124.85602605863,0,15,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,1,2020-09-19,2020-07-01,2,58,101,2178793.92415638,0,0,0,1,67634.5235578811,1,67634.5235578811,12,2104.02410423453,0,15,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,1,2020-09-20,2020-07-07,2,58,101,2130931.32463726,0,0,0,1,67634.5235578811,1,67634.5235578811,10,2104.02410423453,0,16,,,,,,,,,,,,,,,,,,,,,,,,
CY,CYP,Cyprus,1,2020-09-23,2020-07-08,2,58,100,1871455.11834247,0,0,0,1,67634.5235578811,1,67634.5235578811,10,2083.19218241042,0,16,,,,0,0,0,0.0099644128113879,0.00477090023659563,0.0151579253861802,0.0323709080042413,0.0323067709224669,0.0324350450860157,0.0099644128113879,0.00477090023659563,0.0151579253861802,0.0323709080042413,0.0323067709224669,0.0324350450860157,0.00553489457558297,0.0046849419665211,0.00638484718464483,0,0,0
CY,CYP,Cyprus,1,2020-09-24,2020-07-08,2,59,102,1882774.43079073,0,0,0,1,67634.5235578811,1,67634.5235578811,10,2104.02410423453,0,17,,,,0,0,0,0.0099502487562189,0.00476408147530243,0.0151364160371354,0.0324548131064164,0.0323905125699004,0.0325191136429325,0.0099502487562189,0.00476408147530243,0.0151364160371354,0.0324548131064164,0.0323905125699004,0.0325191136429325,0.00549681623496191,0.00465007743634825,0.00634355503357558,0,0,0
CY,CYP,Cyprus,1,2020-09-25,2020-07-09,1,59,100,1864168.21712453,0,0,0,1,67634.5235578811,1,67634.5235578811,10,2041.52833876222,0,16,,,,0,0,0,0.0099502487562189,0.00476408147530243,0.0151364160371354,0.0325689278831561,0.0325044050640451,0.0326334507022672,0.0099502487562189,0.00476408147530243,0.0151364160371354,0.0325689278831561,0.0325044050640451,0.0326334507022672,0.00547045610685102,0.00462513739623237,0.00631577481746967,0,0,0
CY,CYP,Cyprus,1,2020-09-27,2020-07-12,1,59,100,1862190.39911066,0,0,0,1,67634.5235578811,1,67634.5235578811,10,2041.52833876222,0,16,,,,0,0,0,0.0099502487562189,0.00476408147530243,0.0151364160371354,0.0328321605147974,0.0327671250510492,0.0328971959785455,0.0099502487562189,0.00476408147530243,0.0151364160371354,0.0328321605147974,0.0327671250510492,0.0328971959785455,0.00540978164717803,0.0045685388173947,0.00625102447696135,0,0,0
