ISO2,ISO_3,country,age,date,first_date,day_count,days_aggregated,count,weight,infected,not_infected,pos_RF,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,reach,positive_recent,test_recent,p_infected,p_infected_low,p_infected_high,p_rf,p_rf_low,p_rf_high,p_cli,p_cli_low,p_cli_high,p_cli_weight,p_cli_weight_low,p_cli_weight_high,p_cliWHO,p_cliWHO_low,p_cliWHO_high,p_cliWHO_weight,p_cliWHO_weight_low,p_cliWHO_weight_high,p_cli_local,p_cli_local_low,p_cli_local_high,TPR,TPR_low,TPR_high
CM,CMR,Cameroon,1,2020-04-27,2020-04-23,18,5,101,12010605.478269,0,0,0,1,87047.5429252367,1,87047.5429252367,26,822.557124100109,0,2,,,,,,,,,,,,,,,,,,,,,,,,
CM,CMR,Cameroon,1,2020-04-28,2020-04-23,15,6,116,13261087.862561,0,0,0,2,169742.708704212,2,169742.708704212,29,944.719073223888,0,3,,,,,,,,,,,,,,,,,,,,,,,,
CM,CMR,Cameroon,1,2020-04-29,2020-04-24,20,6,113,12629207.3803773,0,0,0,3,319019.450989371,2,169742.708704212,35,920.286683399132,0,3,,,,,,,,,,,,,,,,,,,,,,,,
CM,CMR,Cameroon,1,2020-04-30,2020-04-25,19,6,116,13831538.6620701,0,0,0,3,263646.796978174,2,114370.054693015,25,944.719073223888,0,6,,,,,,,,,,,,,,,,,,,,,,,,
CM,CMR,Cameroon,1,2020-05-01,2020-04-25,3,7,119,14350138.2621709,0,0,0,3,263646.796978174,2,114370.054693015,25,969.151463048643,0,6,,,,,,,,,,,,,,,,,,,,,,,,
CM,CMR,Cameroon,1,2020-05-02,2020-04-26,6,7,103,13666281.285485,0,0,0,3,263646.796978174,2,114370.054693015,20,838.84538398328,0,6,,,,,,,,,,,,,,,,,,,,,,,,
CM,CMR,Cameroon,1,2020-05-03,2020-04-26,6,8,109,14031721.7615364,0,0,0,3,263646.796978174,2,114370.054693015,21,887.710163632791,0,6,,,,,,,,,,,,,,,,,,,,,,,,
CM,CMR,Cameroon,1,2020-05-04,2020-04-26,10,9,119,14770022.1222184,0,0,0,3,263646.796978174,2,114370.054693015,21,961.007333107058,0,6,,,,,,,,,,,,,,,,,,,,,,,,
CM,CMR,Cameroon,1,2020-05-05,2020-04-27,13,9,110,13983738.7074525,0,0,0,5,413409.075809638,4,264132.333524479,117,887.710163632791,0,5,,,,,,,,,,,,,,,,,,,,,,,,
CM,CMR,Cameroon,1,2020-05-06,2020-04-28,17,9,109,12487622.9820085,0,0,0,6,519720.350580659,5,370443.6082955,121,879.566033691206,0,5,,,,,,,,,,,,,,,,,,,,,,,,
