ISO2,ISO_3,country_agg,age,date,first_date,day_count,count,cli,cli_weight,cliWHO,cliWHO_weight,cli_local,count_local,test_recent,positive_recent,weight,Finished,B2,B4,E5,B0.NA,B1_1.1,B1_1.2,B1_1.NA,B1_2.1,B1_2.2,B1_2.NA,B1_3.1,B1_3.2,B1_3.NA,B1_4.1,B1_4.2,B1_4.NA,B1_5.1,B1_5.2,B1_5.NA,B1_6.1,B1_6.2,B1_6.NA,B1_7.1,B1_7.2,B1_7.NA,B1_8.1,B1_8.2,B1_8.NA,B1_9.1,B1_9.2,B1_9.NA,B1_10.1,B1_10.2,B1_10.NA,B1_11.1,B1_11.2,B1_11.NA,B1_12.1,B1_12.2,B1_12.NA,B3.1,B3.2,B3.NA,B5.1,B5.2,B5.NA,B6.1,B6.2,B6.NA,B7.1,B7.2,B7.NA,B8.1,B8.2,B8.3,B8.NA,C0_1.1,C0_1.2,C0_1.NA,C0_2.1,C0_2.2,C0_2.NA,C0_3.1,C0_3.2,C0_3.NA,C0_4.1,C0_4.2,C0_4.NA,C0_5.1,C0_5.2,C0_5.NA,C0_6.1,C0_6.2,C0_6.NA,C1_m.1,C1_m.2,C1_m.NA,C2.1,C2.2,C2.3,C2.4,C2.NA,C3.1,C3.2,C3.NA,C5.1,C5.2,C5.3,C5.4,C5.5,C5.6,C5.NA,C6.1,C6.2,C6.3,C6.4,C6.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D3.1,D3.2,D3.3,D3.4,D3.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,E3.1,E3.2,E3.3,E3.4,E3.NA,E4.1,E4.2,E4.3,E4.4,E4.5,E4.6,E4.7,E4.NA,E2.1,E2.2,E2.3,E2.NA,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,B0.1,B0.2,D1.-88,D2.-88,D4.-88,p_cli_smooth,p_cli_CI_smooth,p_cli_weight_smooth,p_cli_weight_CI_smooth,p_cliWHO_smooth,p_cliWHO_CI_smooth,p_cliWHO_weight_smooth,p_cliWHO_weight_CI_smooth,p_cli_local_smooth,p_cli_local_CI_smooth,p_cli_smooth_slope,p_cli_weight_smooth_slope,p_cliWHO_smooth_slope,p_cliWHO_weight_smooth_slope,p_cli_local_smooth_slope,p_cases_infected,p_cases_infected_smooth,p_cases_active
ZM,ZMB,Zambia,1,2020-11-21,2020-05-17,4,100,6,382174.784727823,4,334383.932997,57,92,6,1,4545410.53520528,91,332,56,457,100,11,77,12,13,75,12,16,75,9,28,62,10,27,62,11,21,67,12,10,77,13,19,71,10,10,76,14,7,81,12,21,67,12,28,63,9,21,77,2,10,10,80,26,72,2,9,11,80,1,5,2,92,36,59,5,49,44,7,23,67,10,40,52,8,19,71,10,27,66,7,35,64,1,20,3,4,8,65,12,88,0,41,13,10,4,13,16,3,44,22,17,12,5,14,7,14,11,50,4,8,13,13,14,46,6,24,16,13,42,5,18,21,16,40,5,51,40,1,6,2,100,0,0,0,0,0,0,0,47,18,28,7,77,0.06,0.046546565661405,0.0840792667170081,0.000255114378548329,0.04,0.0384072934108425,0.0735651775361361,0.000239996613175565,0.00872627066748316,0.00225546525433607,,,,,,0.0599687821568385,0.0465336665258518,0.0841243463456126,0.000255268758500219,0.0399696317984462,0.0383914360940492,0.0736024521560221,0.000240139440371118,0.00872586806830761,0.00225536164825498,,,,,,,,0.0599687821568385
ZM,ZMB,Zambia,1,2020-11-24,2020-05-18,1,100,6,382174.784727823,4,334383.932997,57,92,6,1,4494470.76868826,91,341,56,456,100,11,77,12,13,75,12,16,75,9,27,63,10,26,63,11,20,68,12,10,77,13,18,72,10,10,76,14,7,81,12,20,68,12,28,63,9,21,77,2,10,10,80,26,72,2,9,11,80,1,5,2,92,36,59,5,50,43,7,23,67,10,41,51,8,19,71,10,28,65,7,36,63,1,20,4,4,8,64,12,88,0,42,13,9,4,13,16,3,44,22,16,13,5,14,7,13,11,51,4,8,13,12,14,47,6,25,15,13,42,5,18,21,16,40,5,50,41,1,6,2,100,0,0,0,0,0,0,0,47,18,28,7,77,0.06,0.046546565661405,0.0850322105530933,0.000257871560478175,0.04,0.0384072934108425,0.0743989560075818,0.000242607459193256,0.00872627066748316,0.00225546525433607,,,,,,0.0598621842285417,0.0464899975764505,0.083795379367998,0.000254403005661543,0.0398655928046325,0.0383374212091454,0.073307149103603,0.000239307581507573,0.0087247746949451,0.0022550661771218,,,,,,,,0.0598621842285417
ZM,ZMB,Zambia,1,2020-11-25,2020-05-19,1,100,6,382174.784727823,4,334383.932997,57,92,6,1,4544755.33909741,91,340,56,456,100,11,77,12,13,75,12,16,75,9,27,63,10,25,64,11,20,68,12,10,77,13,18,72,10,10,76,14,7,81,12,20,68,12,28,63,9,21,77,2,10,10,80,26,72,2,9,11,80,1,5,2,92,35,59,6,50,42,8,23,66,11,40,51,9,19,70,11,29,64,7,36,63,1,20,4,4,8,64,12,88,0,41,13,9,4,14,16,3,44,22,16,13,5,14,7,13,11,51,4,8,13,11,14,48,6,24,15,13,43,5,18,21,15,41,5,50,41,1,6,2,100,0,0,0,0,0,0,0,47,18,28,7,77,0.06,0.046546565661405,0.0840913880314013,0.000255149468850857,0.04,0.0384072934108425,0.0735757830834979,0.000240029838457592,0.00872627066748316,0.00225546525433607,,,,,,0.0597802983224334,0.0464565526911434,0.0836027459131189,0.000253912415036487,0.0397855812473199,0.0382959635177821,0.0731328440722678,0.000238833677978049,0.00872399735796135,0.00225485307840291,,,,,,,,0.0597802983224334
ZM,ZMB,Zambia,1,2020-12-01,2020-05-21,1,100,6,382174.784727823,4,334383.932997,57,92,6,1,4712297.84670094,91,340,56,465,100,11,77,12,13,75,12,16,75,9,27,63,10,25,64,11,20,68,12,10,77,13,18,72,10,10,76,14,7,81,12,20,68,12,28,63,9,21,77,2,10,10,80,26,71,3,9,11,80,1,5,2,92,35,59,6,51,41,8,24,65,11,40,51,9,19,70,11,29,64,7,36,63,1,20,4,4,8,64,12,88,0,40,13,9,4,15,16,3,44,22,17,12,5,14,7,13,11,52,3,8,13,12,14,48,5,24,15,13,44,4,18,21,16,41,4,51,40,1,6,2,100,0,0,0,0,0,0,0,47,18,28,7,77,0.06,0.046546565661405,0.0811015765897272,0.000246479115171824,0.04,0.0384072934108425,0.0709598467403966,0.000231822348609727,0.00872627066748316,0.00225546525433607,,,,,,0.0578202606746893,0.0456624682887135,0.0807375354599454,0.00024725401899433,0.0378155519291342,0.037281522149881,0.070464969644059,0.000232267032781092,0.00871642125966301,0.00225162951055616,,,,,,,,0.0578202606746893
ZM,ZMB,Zambia,1,2020-12-08,2020-05-21,1,101,6,382174.784727823,4,334383.932997,57,93,6,1,4749595.14163398,92,340,56,465,101,11,78,12,13,76,12,16,76,9,27,64,10,25,65,11,20,69,12,10,78,13,18,73,10,10,77,14,7,82,12,20,69,12,28,64,9,21,78,2,10,10,81,26,72,3,9,11,81,1,5,2,93,36,59,6,52,41,8,24,66,11,41,51,9,19,71,11,30,64,7,36,64,1,20,4,4,8,65,12,89,0,41,13,9,4,15,16,3,44,23,17,12,5,14,7,13,11,53,3,8,13,12,14,49,5,24,15,13,45,4,18,21,16,42,4,51,41,1,6,2,101,0,0,0,0,0,0,0,48,18,28,7,78,0.0594059405940594,0.0461002688546413,0.0804647076921899,0.000244628310174741,0.0396039603960396,0.0380348662281565,0.0704026181233552,0.000230070876008718,0.00863243980009087,0.0022313185370898,,,,,,0.0539799276171186,0.0441274374369242,0.0761035212937442,0.000237234286432975,0.0331335769835246,0.0349017527850047,0.0657366065303096,0.00022170233144076,0.00881735090581595,0.00226273033308576,,,,,,,,0.0539799276171186
ZM,ZMB,Zambia,1,2020-12-09,2020-05-25,1,100,5,353509.698692994,3,305718.846962171,57,92,7,1,4737621.05005653,91,338,56,458,100,9,78,13,12,76,12,17,75,8,25,64,11,26,64,10,19,68,13,10,77,13,17,72,11,10,77,13,7,80,13,20,68,12,27,63,10,21,77,2,10,10,80,26,71,3,10,10,80,1,6,2,91,36,58,6,51,41,8,23,67,10,42,50,8,19,71,10,31,63,6,36,63,1,20,4,4,8,64,12,88,0,41,12,9,4,15,16,3,43,23,17,12,5,14,7,13,11,52,3,7,13,12,14,49,5,24,15,13,44,4,18,20,15,43,4,50,41,1,6,2,100,0,0,0,0,0,0,0,47,18,28,7,78,0.05,0.042716424707947,0.074617554877838,0.000236618701236144,0.03,0.0334344809563718,0.0645300338992969,0.000221240077622406,0.00872627066748316,0.00225546525433607,,,,,,0.0537954063564079,0.0440551770692987,0.0756502403755514,0.000236139885351361,0.0326308306131115,0.0346504464892757,0.0651859380388729,0.000220423194516825,0.008854281133123,0.0022678785637745,,,,,,,,0.0537954063564079
ZM,ZMB,Zambia,1,2020-12-10,2020-05-25,1,101,5,353509.698692994,3,305718.846962171,57,93,7,1,4793295.61933861,92,338,56,459,101,9,79,13,12,77,12,17,76,8,25,65,11,26,65,10,19,69,13,10,78,13,17,73,11,10,78,13,7,81,13,20,69,12,27,64,10,21,78,2,10,10,81,26,72,3,10,10,81,1,6,2,92,36,59,6,51,42,8,23,68,10,42,51,8,19,72,10,31,64,6,36,64,1,20,4,4,8,65,12,89,0,41,13,9,4,15,16,3,44,23,17,12,5,14,7,13,11,53,3,7,13,12,14,50,5,25,15,13,44,4,19,20,15,43,4,51,41,1,6,2,101,0,0,0,0,0,0,0,48,18,28,7,79,0.0495049504950495,0.042304508043671,0.0737508651180943,0.000233979846161749,0.0297029702970297,0.0331085145091172,0.063780511623098,0.000218757938359575,0.00863243980009087,0.0022313185370898,,,,,,0.0537322754154798,0.0440310264658368,0.0752355473928071,0.000235067775855397,0.0321823974379775,0.0344274392582113,0.0646494348254385,0.000219134975776606,0.00889695443896272,0.00227392014558812,-0.00103941779022645,-0.00148146649213426,-0.00129787239341145,-0.00149216955509728,2.85143951091844e-05,,,0.0537322754154798
ZM,ZMB,Zambia,1,2020-12-15,2020-05-28,2,100,5,353509.698692994,3,305718.846962171,59,92,7,1,4823112.05018597,91,340,58,471,100,9,78,13,12,76,12,17,75,8,25,64,11,28,62,10,19,68,13,11,76,13,17,72,11,10,77,13,7,80,13,19,69,12,26,64,10,22,76,2,11,10,79,26,71,3,10,11,79,1,6,2,91,35,60,5,50,43,7,23,68,9,44,49,7,17,74,9,30,65,5,38,61,1,22,4,4,8,62,10,90,0,41,12,9,4,15,16,3,44,21,18,12,5,14,7,12,11,53,3,7,14,11,13,50,5,24,15,14,43,4,19,18,15,44,4,50,40,2,6,2,100,0,0,0,0,0,0,0,47,19,27,7,78,0.05,0.042716424707947,0.0732949380015675,0.000232590607925024,0.03,0.0334344809563718,0.063386221132968,0.00021745135450735,0.00903245560318432,0.0022943392576837,,,,,,0.0550178644308228,0.0445370011736505,0.0734891439259787,0.000229502433901149,0.0307554651170532,0.0337285137747334,0.0620489884459401,0.000212186680553427,0.00916083790047248,0.00231183931295332,-0.000807386632953145,-0.00171770590700323,-0.00151835461459656,-0.00187636010961049,7.26772009212298e-05,,,0.0550178644308228
ZM,ZMB,Zambia,1,2020-12-16,2020-05-28,1,101,5,353509.698692994,3,305718.846962171,59,92,7,1,4971266.59680821,92,340,58,471,101,9,78,14,12,76,13,17,75,9,25,64,12,28,62,11,19,68,14,11,76,14,18,72,11,10,77,14,7,80,14,19,69,13,26,64,11,23,76,2,11,11,79,26,72,3,10,11,80,1,6,2,92,35,60,6,50,43,8,23,68,10,44,49,8,17,74,10,30,65,6,38,61,2,22,4,4,8,63,10,91,0,42,12,9,4,15,16,3,44,21,18,12,6,14,7,12,11,53,4,8,14,11,13,50,5,24,15,14,43,5,19,18,15,44,5,51,40,2,6,2,101,0,0,0,0,0,0,0,48,19,27,7,79,0.0495049504950495,0.042304508043671,0.0711105895869603,0.000225924697628772,0.0297029702970297,0.0331085145091172,0.0614971740116405,0.000211183476975624,0.00903245560318432,0.0022943392576837,,,,,,0.0554919415222751,0.0447219774962885,0.0731675805755025,0.000228319465458702,0.0306446479177275,0.0336760844497745,0.0615571801563612,0.000210738063892035,0.00921385994971432,0.00231943277751371,-0.00071472613335971,-0.00173919422293608,-0.0015234888882654,-0.00192927731931777,8.16437652921611e-05,,,0.0554919415222751
ZM,ZMB,Zambia,1,2020-12-18,2020-05-30,1,100,6,375019.02858836,3,305718.846962171,62,91,7,1,4945929.18466341,91,345,61,464,100,10,76,14,13,74,13,18,73,9,25,63,12,27,62,11,18,68,14,12,74,14,18,71,11,10,76,14,7,79,14,20,67,13,26,63,11,24,74,2,11,12,77,26,71,3,10,11,79,1,6,2,91,35,59,6,49,43,8,23,67,10,44,48,8,18,72,10,31,63,6,38,60,2,22,4,4,8,62,10,90,0,42,11,9,4,15,16,3,44,21,17,12,6,14,7,12,10,53,4,8,14,11,13,49,5,24,14,13,44,5,18,18,15,44,5,52,38,2,6,2,100,0,0,0,0,0,0,0,47,18,28,7,79,0.06,0.046546565661405,0.0758237764000418,0.000233294362869478,0.03,0.0334344809563718,0.0618122167842918,0.00021222971473134,0.00959603776505185,0.0023771160222952,,,,,,0.0564884753770579,0.0451093326522689,0.0725091503480773,0.000225891238086506,0.0306024572407016,0.0336595657339826,0.0606293542376489,0.000207890710431542,0.00931193777608677,0.00233330933409869,-0.000221964216271897,-0.00137139751864467,-0.00120218244807211,-0.00163926923440169,9.92527527372937e-05,,,0.0564884753770579
