ISO2,ISO_3,country_agg,age,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cases_active
SO,SOM,Somalia,2,2020-10-01,2020-04-29,100,2,73,0.04,0.0384072934108425,0.00854143133595324,0.000103067003488614,0.02,0.0274394957835608,0.00299236783140569,6.11749703694899e-05,0.0294540194029127,0.0063585153460056,6,0,0.0407013627235745,0.0407013627235745
SO,SOM,Somalia,2,2020-10-13,2020-04-29,101,1,74,0.0396039603960396,0.0380348662281565,0.00818175346610009,9.87447800075156e-05,0.0198019801980198,0.0271705622473482,0.00286635985392694,5.86026082142666e-05,0.029147206700799,0.0062932753024828,6,0,0.041700257881603,0.041700257881603
SO,SOM,Somalia,2,2020-10-18,2020-05-04,100,1,74,0.04,0.0384072934108425,0.00815708729985949,9.84483106311048e-05,0.02,0.0274394957835608,0.00285771841673926,5.84261875568632e-05,0.0294540194029127,0.0063585153460056,6,0,0.0418885955397752,0.0418885955397752
SO,SOM,Somalia,2,2020-10-20,2020-05-07,100,1,74,0.04,0.0384072934108425,0.00812075938660737,9.80116620293231e-05,0.02,0.0274394957835608,0.00284499145392448,5.81663554007518e-05,0.0276131431902306,0.00616244199380827,6,0,0.0418722302104076,0.0418722302104076
SO,SOM,Somalia,2,2020-10-21,2020-05-07,101,1,75,0.0396039603960396,0.0380348662281565,0.00801596371435115,9.67519651459769e-05,0.0198019801980198,0.0271705622473482,0.00280827779479687,5.74167950896995e-05,0.0273255062819991,0.00609915176946427,6,0,0.0418394824345235,0.0418394824345235
SO,SOM,Somalia,2,2020-10-24,2020-05-10,100,2,74,0.05,0.042716424707947,0.00971625221558493,0.000106640642874049,0.03,0.0334344809563718,0.00448780536533496,7.26664322247713e-05,0.0386584004663229,0.00724996967428658,6,0,0.0416257193216704,0.0416257193216704
SO,SOM,Somalia,2,2020-10-25,2020-05-11,100,1,74,0.05,0.042716424707947,0.00963559706279873,0.000105759719553106,0.03,0.0334344809563718,0.00445055184212617,7.20645724518137e-05,0.0386584004663229,0.00724996967428658,7,0,0.0415116779561742,0.0415116779561742
SO,SOM,Somalia,2,2020-10-27,2020-05-13,100,1,74,0.04,0.0384072934108425,0.0088880952850536,0.000101585871481798,0.02,0.0274394957835608,0.00370581561493523,6.57662856564121e-05,0.0371856994961773,0.00711597847246415,7,0,0.0412154764341287,0.0412154764341287
SO,SOM,Somalia,2,2020-11-01,2020-05-13,101,1,75,0.0396039603960396,0.0380348662281565,0.00880809098221104,0.000100675530932777,0.0198019801980198,0.0271705622473482,0.00367245850239004,6.51753954451157e-05,0.0367983484597587,0.00704327006279281,8,0,0.0400819586429367,0.0400819586429367
SO,SOM,Somalia,2,2020-11-04,2020-05-13,102,1,76,0.0392156862745098,0.0376695877073438,0.00878429533293788,0.000100404754417449,0.0196078431372549,0.0269068483623884,0.00366253710913131,6.49996433672545e-05,0.0364189840426478,0.00697203162005506,8,0,0.0391807661748266,0.0391807661748266
SO,SOM,Somalia,2,2020-11-07,2020-05-14,100,1,76,0.04,0.0384072934108425,0.00931091189007485,0.000106395722765018,0.02,0.0274394957835608,0.00388210539659144,6.88887656221201e-05,0.0371856994961773,0.00711597847246415,8,0,0.0381885467764902,0.0381885467764902
SO,SOM,Somalia,2,2020-11-10,2020-05-18,100,2,75,0.04,0.0384072934108425,0.0091853090153473,0.000104967113032874,0.02,0.0274394957835608,0.00382973634793499,6.79612523874128e-05,0.036081173768568,0.00701351841638095,8,0,0.0371680882412505,0.0371680882412505
SO,SOM,Somalia,2,2020-11-11,2020-05-18,101,1,76,0.0396039603960396,0.0380348662281565,0.00892122969337995,0.000101962874483108,0.0198019801980198,0.0271705622473482,0.00371963072422799,6.60110016535621e-05,0.0357053282084788,0.00694181389286095,8,0,0.036829797792615,0.036829797792615
SO,SOM,Somalia,2,2020-11-14,2020-05-19,100,1,76,0.04,0.0384072934108425,0.00823976238095057,9.42065926837116e-05,0.02,0.0274394957835608,0.00343549873346102,6.09773026408602e-05,0.0364493490111044,0.00704786447738024,8,0,0.0358397053287762,0.0358397053287762
SO,SOM,Somalia,2,2020-11-16,2020-05-20,100,1,76,0.04,0.0384072934108425,0.00840772355941077,9.61187809478239e-05,0.02,0.0274394957835608,0.00350552871602517,6.22180915666099e-05,0.0364493490111044,0.00704786447738024,8,0,0.0352035408322793,0.0352035408322793
SO,SOM,Somalia,2,2020-11-17,2020-05-20,101,1,77,0.0396039603960396,0.0380348662281565,0.00839636085532425,9.59894302062498e-05,0.0198019801980198,0.0271705622473482,0.00350079113335067,6.21341539898324e-05,0.0360696682922388,0.00697582320470941,8,0,0.0348929725611327,0.0348929725611327
SO,SOM,Somalia,2,2020-11-18,2020-05-21,100,1,77,0.03,0.0334344809563718,0.00646556924025739,8.43662243210671e-05,0.01,0.0195013954179879,0.00156402239621427,4.15963633978559e-05,0.0301903698879855,0.00643506362074499,7,0,0.0345881680558188,0.0345881680558188
SO,SOM,Somalia,2,2020-11-19,2020-05-21,101,1,78,0.0297029702970297,0.0331085145091172,0.00641329936670898,8.36863801872843e-05,0.0099009900990099,0.0193092777830645,0.00155137830412599,4.12603454223607e-05,0.029875886868319,0.00636906411452121,8,0,0.0342884950274746,0.0342884950274746
SO,SOM,Somalia,2,2020-11-20,2020-05-22,100,1,78,0.03,0.0334344809563718,0.00645809945512012,8.42690713300341e-05,0.01,0.0195013954179879,0.00156221545380666,4.15483439887564e-05,0.0301903698879855,0.00643506362074499,8,0,0.0339937791420205,0.0339937791420205
SO,SOM,Somalia,2,2020-11-21,2020-05-23,100,2,78,0.03,0.0334344809563718,0.00639354066581771,8.3429380786703e-05,0.01,0.0195013954179879,0.00154659867072238,4.11333250907706e-05,0.0309689071195989,0.00648087080351845,8,0,0.0337038002601757,0.0337038002601757
SO,SOM,Somalia,2,2020-11-22,2020-05-24,100,1,78,0.03,0.0334344809563718,0.00637037456648041,8.31280551629977e-05,0.01,0.0195013954179879,0.00154099478700386,4.09843992603606e-05,0.029147206700799,0.0062932753024828,8,0,0.0334182936495751,0.0334182936495751
SO,SOM,Somalia,2,2020-11-28,2020-05-24,101,1,79,0.0297029702970297,0.0331085145091172,0.00632433633589008,8.25292066570758e-05,0.0099009900990099,0.0193092777830645,0.00152985813050082,4.06884349218846e-05,0.0288467200337805,0.00622935997017894,8,0,0.0317751100733523,0.0317751100733523
SO,SOM,Somalia,2,2020-12-01,2020-05-24,102,1,80,0.0294117647058824,0.032788840416564,0.00623528706614072,8.13708071335886e-05,0.00980392156862745,0.0191209083686488,0.00150831709566241,4.0115957664414e-05,0.0285523657477215,0.00616672942075708,8,0,0.0309626821961306,0.0309626821961306
SO,SOM,Somalia,2,2020-12-02,2020-05-25,100,1,80,0.03,0.0334344809563718,0.00625850244906096,8.16728150404258e-05,0.01,0.0195013954179879,0.00151393290108877,4.02652052089472e-05,0.0316975872871189,0.00655420737230755,8,0,0.030683899775266,0.030683899775266
SO,SOM,Somalia,2,2020-12-03,2020-05-26,100,1,80,0.03,0.0334344809563718,0.00624360317739073,8.14789918780275e-05,0.01,0.0195013954179879,0.00151032876451338,4.01694205528348e-05,0.0316975872871189,0.00655420737230755,8,0,0.030398159434846,0.030398159434846
SO,SOM,Somalia,2,2020-12-08,2020-05-27,100,1,80,0.03,0.0334344809563718,0.00619485535899043,8.08448158905052e-05,0.01,0.0195013954179879,0.00149853665821748,3.98560274444287e-05,0.0309689071195989,0.00648087080351845,8,0,0.0287739186816444,0.0287739186816444
SO,SOM,Somalia,2,2020-12-10,2020-05-29,100,1,80,0.03,0.0334344809563718,0.00619108890911006,8.07958156365966e-05,0.01,0.0195013954179879,0.00149762555329412,3.98318132951298e-05,0.0309689071195989,0.00648087080351845,7,0,0.0279890544364017,0.0279890544364017
SO,SOM,Somalia,2,2020-12-16,2020-05-31,100,2,80,0.03,0.0334344809563718,0.00614477499324183,8.01932718203619e-05,0.01,0.0195013954179879,0.00148642220847132,3.95340637113591e-05,0.0312948956155947,0.00654798882475573,7,0,0.0250511228917561,0.0250511228917561
SO,SOM,Somalia,2,2020-12-17,2020-05-31,102,2,81,0.0294117647058824,0.032788840416564,0.00609459332159506,7.95403766784866e-05,0.00980392156862745,0.0191209083686488,0.00147428325280964,3.9211444766132e-05,0.0317313920371585,0.00652369736180922,7,0,0.0244862691189659,0.0244862691189659
SO,SOM,Somalia,2,2020-12-22,2020-06-01,100,1,81,0.02,0.0274394957835608,0.00529096884616426,7.4768348476731e-05,0.01,0.0195013954179879,0.00149933866352519,3.98773420692141e-05,0.0323994213432039,0.00665874016573407,7,0,0.0215114310191499,0.0215114310191499
SO,SOM,Somalia,2,2020-12-25,2020-06-03,100,1,81,0.01,0.0195013954179879,0.00149685005608674,3.98112031320673e-05,0.01,0.0195013954179879,0.00149685005608674,3.98112031320673e-05,0.0312948956155947,0.00654798882475573,7,0,0.0197426148955413,0.0197426148955413
