"date","age","ISO2","country","ISO3","population","count_14days","count_local_14days","p_cli_14days","p_cli_14days_low","p_cli_14days_high","p_cliWHO_14days","p_cliWHO_14days_low","p_cliWHO_14days_high","p_anosmia_14days","p_anosmia_14days_low","p_anosmia_14days_high","p_cli_local_14days","p_cli_local_14days_low","p_cli_local_14days_high"
2020-05-06,-99,"AE","United Arab Emirates","ARE",9770526,652,631,0.0153374233128834,0.00590454544486626,0.0247703011809006,0.00460122699386503,0,0.00979591744377072,0.0322085889570552,0.0186566628673786,0.0457605150467318,0.00526773955938483,0.00459743914791387,0.0059380399708558
2020-05-06,1,"AE","United Arab Emirates","ARE",9770526,392,392,0.0204081632653061,0.00641133622053846,0.0344049903100738,0.0102040816326531,0.000255415675666632,0.0201527475896395,0.0408163265306122,0.0212291018845009,0.0604035511767236,0.00456309284277091,0.00377129848055408,0.00535488720498775
2020-05-06,2,"AE","United Arab Emirates","ARE",9770526,2176,2175,0.00735294117647059,0.00376333650770213,0.010942545845239,0.00275735294117647,0.000554095494749602,0.00496061038760334,0.0243566176470588,0.0178796357030687,0.0308335995910489,0.00551076574388862,0.00514153716896154,0.0058799943188157
2020-05-06,3,"AE","United Arab Emirates","ARE",9770526,1184,1182,0.00760135135135135,0.00265413702601312,0.0125485656766896,0.00422297297297297,0.000529265975476111,0.00791667997046984,0.0177364864864865,0.010218179718506,0.025254793254467,0.00457567741474226,0.00411907100674595,0.00503228382273857
2020-05-06,4,"AE","United Arab Emirates","ARE",9770526,393,392,0.00508905852417303,0,0.0121240348776325,0,0,0,0.0178117048346056,0.00473489109745239,0.0308885185717588,0.00262288013797068,0.00202199037406572,0.00322376990187564
2020-05-06,5,"AE","United Arab Emirates","ARE",9770526,105,105,0,0,0,0,0,0,0,0,0,0.00536552649228706,0.00370722995957667,0.00702382302499744
2020-05-07,-99,"AE","United Arab Emirates","ARE",9770526,711,690,0.0168776371308017,0.00740931770846476,0.0263459565531386,0.0070323488045007,0.000890048545115473,0.0131746490638859,0.0379746835443038,0.0239254179446034,0.0520239491440042,0.00538885486834048,0.00474056493830506,0.0060371447983759
2020-05-07,1,"AE","United Arab Emirates","ARE",9770526,429,429,0.020979020979021,0.00741751085030623,0.0345405311077357,0.00932400932400932,0.000229346274046818,0.0184186723739718,0.0372960372960373,0.0193653403718587,0.0552267342202159,0.00485899077448373,0.00407807243949996,0.0056399091094675
2020-05-07,2,"AE","United Arab Emirates","ARE",9770526,2406,2404,0.00623441396508728,0.00308927329820926,0.00937955463196531,0.00207813798836243,0.000258496883801775,0.00389777909292308,0.0270157938487116,0.0205374791400653,0.0334941085573578,0.00540179513018209,0.00505406319696257,0.00574952706340162
2020-05-07,3,"AE","United Arab Emirates","ARE",9770526,1306,1304,0.00765696784073507,0.00292942115422408,0.0123845145272461,0.00535987748851455,0.00139995284793172,0.00931980212909737,0.0176110260336907,0.0104773961688091,0.0247446558985722,0.00461202799619805,0.00417559027179157,0.00504846572060452
2020-05-07,4,"AE","United Arab Emirates","ARE",9770526,436,435,0.00688073394495413,0,0.0146400408987805,0,0,0,0.0160550458715596,0.00425738187135749,0.0278527098717618,0.00242836328314716,0.00187945072932255,0.00297727583697177
2020-05-07,5,"AE","United Arab Emirates","ARE",9770526,126,126,0,0,0,0,0,0,0,0,0,0.00458305387882853,0.00318342259667083,0.00598268516098622
2020-05-08,-99,"AE","United Arab Emirates","ARE",9770526,756,734,0.0171957671957672,0.00792893111793877,0.0264626032735956,0.00661375661375661,0.000835851992687036,0.0123916612348262,0.0423280423280423,0.0279761333936612,0.0566799512624234,0.00546877998234639,0.00483560270240654,0.00610195726228625
2020-05-08,1,"AE","United Arab Emirates","ARE",9770526,467,467,0.0171306209850107,0.0053620398328262,0.0288992021371952,0.00856531049250535,0.000207485725373439,0.0169231352596373,0.0321199143468951,0.016128472720426,0.0481113559733642,0.00458425068612963,0.00385714605698442,0.00531135531527483
2020-05-08,2,"AE","United Arab Emirates","ARE",9770526,2616,2614,0.00726299694189602,0.0040090965304309,0.0105168973533611,0.00267584097859327,0.000696240541188998,0.00465544141599755,0.0263761467889908,0.0202352683648703,0.0325170252131114,0.00545276248154574,0.00511772983884552,0.00578779512424596
2020-05-08,3,"AE","United Arab Emirates","ARE",9770526,1444,1442,0.00692520775623269,0.00264788643251097,0.0112025290799544,0.00484764542936288,0.0012652402408018,0.00843005061792396,0.0186980609418283,0.0117114894349768,0.0256846324486797,0.00438553652009142,0.0039807805614664,0.00479029247871644
2020-05-08,4,"AE","United Arab Emirates","ARE",9770526,473,472,0.00634249471458774,0,0.0134967747629157,0,0,0,0.0147991543340381,0.00391741400146879,0.0256808946666073,0.00262592504177608,0.00207800382533177,0.00317384625822039
2020-05-08,5,"AE","United Arab Emirates","ARE",9770526,139,139,0,0,0,0,0,0,0,0,0,0.0033438038301753,0.00220485399120103,0.00448275366914956
2020-05-09,-99,"AE","United Arab Emirates","ARE",9770526,787,763,0.0139771283354511,0.00577525240029501,0.0221790042706071,0.00508259212198221,0.000114417304330619,0.0100507669396338,0.0406607369758577,0.0268621550178208,0.0544593189338946,0.00515016705739021,0.00454740477087692,0.0057529293439035
2020-05-09,1,"AE","United Arab Emirates","ARE",9770526,502,502,0.0159362549800797,0.0049815425048524,0.026890967455307,0.00796812749003984,0.000190678303656062,0.0157455766764236,0.0338645418326693,0.0180415776393898,0.0496875060259488,0.00446102912294484,0.00376917629572019,0.00515288195016949
