ISO2,ISO_3,country_agg,age,date,first_date,count,day_count,days_aggregated,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI,test_recent,positive_recent,p_cli_smooth,p_cases_active
RK,RKS,Kosovo,1,2020-11-21,2020-04-24,100,1,86,0.04,0.0384072934108425,0.0299572550200247,0.000219769602291001,0.01,0.0195013954179879,0.0010680136154329,4.21092525405553e-05,0.00605785249129184,0.00187161855852784,6,0,0.0399307728461258,0.0399307728461258
RK,RKS,Kosovo,1,2020-11-24,2020-05-10,100,1,86,0.04,0.0384072934108425,0.0300446999835063,0.000220401173068087,0.01,0.0195013954179879,0.0010711311377672,4.22321031774419e-05,0.00605785249129184,0.00187161855852784,6,0,0.039912584147543,0.039912584147543
RK,RKS,Kosovo,1,2020-11-25,2020-05-14,100,1,86,0.04,0.0384072934108425,0.0296917894417074,0.000217851921608597,0.01,0.0195013954179879,0.00105854943549111,4.17363000043027e-05,0.00636074511585643,0.00191754608015736,6,0,0.039904352200561,0.039904352200561
RK,RKS,Kosovo,1,2020-11-27,2020-05-21,100,1,86,0.04,0.0384072934108425,0.029464089705501,0.000216206627487936,0.01,0.0195013954179879,0.00105043165506241,4.141640187442e-05,0.00636074511585643,0.00191754608015736,6,0,0.0398832352651417,0.0398832352651417
RK,RKS,Kosovo,1,2020-11-30,2020-05-23,101,2,86,0.0396039603960396,0.0380348662281565,0.0288101269960447,0.000211479081292553,0.0099009900990099,0.0193092777830645,0.00102711706641877,4.04976272409607e-05,0.00644291279592448,0.00191951950399768,6,0,0.0398352763010195,0.0398352763010195
RK,RKS,Kosovo,1,2020-12-05,2020-05-26,100,2,85,0.04,0.0384072934108425,0.0290535088093076,0.000213238887469349,0.01,0.0195013954179879,0.00103579393251146,4.08395652025746e-05,0.00651219142813873,0.001940091855878,6,0,0.0396864213552657,0.0396864213552657
RK,RKS,Kosovo,1,2020-12-10,2020-05-27,100,1,85,0.04,0.0384072934108425,0.0288364673296311,0.00021166956051829,0.01,0.0195013954179879,0.00102805613226063,4.05346340935403e-05,0.0072694229895502,0.00204900544179326,6,0,0.0394125080205343,0.0394125080205343
RK,RKS,Kosovo,1,2020-12-11,2020-05-28,100,1,85,0.04,0.0384072934108425,0.0289336019739865,0.00021237194072933,0.01,0.0195013954179879,0.00103151910383905,4.0671103114561e-05,0.00854060533413245,0.00220768335214781,6,0,0.0393408434650504,0.0393408434650504
RK,RKS,Kosovo,1,2020-12-18,2020-05-29,100,1,85,0.04,0.0384072934108425,0.028708247390525,0.00021074229266162,0.01,0.0195013954179879,0.0010234849310393,4.03544911579357e-05,0.00779142942762961,0.00210942965697611,6,0,0.0387120412535193,0.0387120412535193
RK,RKS,Kosovo,1,2020-12-21,2020-05-30,100,1,85,0.04,0.0384072934108425,0.0285561278078498,0.000209642023734829,0.01,0.0195013954179879,0.00101806167762831,4.01407692862561e-05,0.00779142942762961,0.00210942965697611,6,0,0.0384028578156291,0.0384028578156291
RK,RKS,Kosovo,1,2020-12-24,2020-06-02,100,1,85,0.04,0.0384072934108425,0.0285512797481963,0.000209606955205549,0.01,0.0195013954179879,0.00101788883823716,4.01339579390956e-05,0.00779142942762961,0.00210942965697611,7,0,0.0380905704399902,0.0380905704399902
RK,RKS,Kosovo,1,2020-12-25,2020-06-05,100,1,85,0.03,0.0334344809563718,0.0267138901736422,0.000202749753239955,0.01,0.0195013954179879,0.00101596194352803,4.00580217620384e-05,0.00779142942762961,0.00210942965697611,7,0,0.0379876985151711,0.0379876985151711
RK,RKS,Kosovo,2,2020-09-19,2020-05-04,100,1,73,0.04,0.0384072934108425,0.0644319816029957,0.000308965804138148,0.01,0.0195013954179879,0.00217423988532074,5.86142310873293e-05,0.0241033831857122,0.003622212777764,7,0,0.0399977951170764,0.0399977951170764
RK,RKS,Kosovo,2,2020-09-23,2020-05-05,100,1,73,0.04,0.0384072934108425,0.0584394667902208,0.000281126386832528,0.01,0.0195013954179879,0.00197202408510539,5.31681844377344e-05,0.0241033831857122,0.003622212777764,7,0,0.0399957379867258,0.0399957379867258
RK,RKS,Kosovo,2,2020-09-27,2020-05-06,100,1,73,0.04,0.0384072934108425,0.0583647891875592,0.00028077827993102,0.01,0.0195013954179879,0.00196950410949378,5.3100309846892e-05,0.0241033831857122,0.003622212777764,7,0,0.039992026404873,0.039992026404873
