"date","country","region","population","p_cases_infected","p_cases_recent","p_cases_active"
2020-03-26,"JP","JP01",5383579,0,0,0
2020-03-26,"JP","JP02",1308649,0,0,0
2020-03-26,"JP","JP03",1279814,0,0,0
2020-03-26,"JP","JP04",2334215,0,0,0
2020-03-26,"JP","JP05",1022839,0,0,0
2020-03-26,"JP","JP06",1122957,0,0,0
2020-03-26,"JP","JP07",1913606,0,0,0
2020-03-26,"JP","JP08",2917857,0,NA,NA
2020-03-26,"JP","JP09",1974671,0,0,0
2020-03-26,"JP","JP10",1973476,0,0,0
2020-03-26,"JP","JP11",7261271,0,NA,NA
2020-03-26,"JP","JP12",6224027,0,NA,NA
2020-03-26,"JP","JP13",13513734,0,NA,NA
2020-03-26,"JP","JP14",9127323,0,NA,NA
2020-03-26,"JP","JP15",2305098,0,NA,NA
2020-03-26,"JP","JP16",1066883,0,0,0
2020-03-26,"JP","JP17",1154343,0,0,0
2020-03-26,"JP","JP18",787099,0,0,0
2020-03-26,"JP","JP19",835165,0,0,0
2020-03-26,"JP","JP20",2099759,0,0,0
2020-03-26,"JP","JP21",2032533,0,0,0
2020-03-26,"JP","JP22",3701181,0,0,0
2020-03-26,"JP","JP23",7484094,0,0,0
2020-03-26,"JP","JP24",1815827,0,0,0
2020-03-26,"JP","JP25",1413184,0,0,0
2020-03-26,"JP","JP26",2610140,0,NA,NA
2020-03-26,"JP","JP27",8838908,0,NA,NA
2020-03-26,"JP","JP28",5536989,0,NA,NA
2020-03-26,"JP","JP29",1365008,0,NA,NA
2020-03-26,"JP","JP30",963850,0,0,0
2020-03-26,"JP","JP31",573648,0,0,0
2020-03-26,"JP","JP32",694188,0,0,0
2020-03-26,"JP","JP33",1922181,0,NA,NA
2020-03-26,"JP","JP34",2844963,0,0,0
2020-03-26,"JP","JP35",1405007,0,NA,NA
2020-03-26,"JP","JP36",756063,0,0,0
2020-03-26,"JP","JP37",976756,0,0,0
2020-03-26,"JP","JP38",1385840,0,0,0
2020-03-26,"JP","JP39",728461,0,0,0
2020-03-26,"JP","JP40",5102871,0,NA,NA
2020-03-26,"JP","JP41",833245,0,0,0
2020-03-26,"JP","JP42",1377780,0,0,0
2020-03-26,"JP","JP43",1786969,0,0,0
2020-03-26,"JP","JP44",1166729,0,0,0
2020-03-26,"JP","JP45",1104377,0,0,0
2020-03-26,"JP","JP46",1648752,0,0,0
2020-03-26,"JP","JP47",1434138,0,0,0
2020-03-27,"JP","JP01",5383579,0,NA,NA
2020-03-27,"JP","JP02",1308649,0,0,0
2020-03-27,"JP","JP03",1279814,0,0,0
2020-03-27,"JP","JP04",2334215,0,0,0
2020-03-27,"JP","JP05",1022839,0,0,0
2020-03-27,"JP","JP06",1122957,0,0,0
2020-03-27,"JP","JP07",1913606,0,0,0
2020-03-27,"JP","JP08",2917857,0,NA,NA
2020-03-27,"JP","JP09",1974671,0,0,0
2020-03-27,"JP","JP10",1973476,0,0,0
2020-03-27,"JP","JP11",7261271,0,NA,NA
2020-03-27,"JP","JP12",6224027,0,NA,NA
2020-03-27,"JP","JP13",13513734,0,NA,NA
2020-03-27,"JP","JP14",9127323,0,NA,NA
2020-03-27,"JP","JP15",2305098,0,NA,NA
2020-03-27,"JP","JP16",1066883,0,0,0
2020-03-27,"JP","JP17",1154343,0,0,0
2020-03-27,"JP","JP18",787099,0,0,0
2020-03-27,"JP","JP19",835165,0,0,0
2020-03-27,"JP","JP20",2099759,0,0,0
2020-03-27,"JP","JP21",2032533,0,0,0
2020-03-27,"JP","JP22",3701181,0,0,0
2020-03-27,"JP","JP23",7484094,0,0,0
2020-03-27,"JP","JP24",1815827,0,0,0
2020-03-27,"JP","JP25",1413184,0,0,0
2020-03-27,"JP","JP26",2610140,0,NA,NA
2020-03-27,"JP","JP27",8838908,0,NA,NA
2020-03-27,"JP","JP28",5536989,0,NA,NA
2020-03-27,"JP","JP29",1365008,0,NA,NA
2020-03-27,"JP","JP30",963850,0,0,0
2020-03-27,"JP","JP31",573648,0,0,0
2020-03-27,"JP","JP32",694188,0,0,0
2020-03-27,"JP","JP33",1922181,0,NA,NA
2020-03-27,"JP","JP34",2844963,0,0,0
2020-03-27,"JP","JP35",1405007,0,NA,NA
2020-03-27,"JP","JP36",756063,0,0,0
2020-03-27,"JP","JP37",976756,0,0,0
