ISO3,country,region,count,cli,count_local_com,cli_local_com,date
VNM,Vietnam,Kiên Giang,7,0,7,0,2020-10-03
VNM,Vietnam,Kon Tum,1,0,1,0,2020-10-03
VNM,Vietnam,Lai Châu,1,0,1,0,2020-10-03
VNM,Vietnam,Lâm Đồng,14,0,14,0,2020-10-03
VNM,Vietnam,Lạng Sơn,6,0,6,0,2020-10-03
VNM,Vietnam,Lào Cai,3,0,3,0,2020-10-03
VNM,Vietnam,Long An,11,0,11,0,2020-10-03
VNM,Vietnam,Nam Định,9,0,9,2,2020-10-03
VNM,Vietnam,Nghệ An,15,0,15,7,2020-10-03
VNM,Vietnam,Ninh Bình,12,0,12,1,2020-10-03
VNM,Vietnam,Ninh Thuận,2,0,2,0,2020-10-03
VNM,Vietnam,Phú Thọ,8,0,8,0,2020-10-03
VNM,Vietnam,Phú Yên,5,0,5,1,2020-10-03
VNM,Vietnam,Quảng Bình,5,0,5,1,2020-10-03
VNM,Vietnam,Quảng Nam,8,0,8,1,2020-10-03
VNM,Vietnam,Quảng Ngãi,4,0,4,0,2020-10-03
VNM,Vietnam,Quảng Ninh,18,0,18,2,2020-10-03
VNM,Vietnam,Quảng Trị,7,0,7,36,2020-10-03
VNM,Vietnam,Sóc Trăng,2,0,2,0,2020-10-03
VNM,Vietnam,Sơn La,1,0,1,0,2020-10-03
VNM,Vietnam,Tây Ninh,4,0,4,0,2020-10-03
VNM,Vietnam,Thái Bình,10,0,10,0,2020-10-03
VNM,Vietnam,Thái Nguyên,15,0,15,2,2020-10-03
VNM,Vietnam,Thanh Hóa,18,0,18,2,2020-10-03
VNM,Vietnam,Thành phố Hồ Chí Minh,215,4,215,16,2020-10-03
VNM,Vietnam,Thừa Thiên Huế,10,0,10,0,2020-10-03
VNM,Vietnam,Tiền Giang,12,1,12,0,2020-10-03
VNM,Vietnam,Trà Vinh,2,0,2,0,2020-10-03
VNM,Vietnam,Tuyên Quang,3,0,3,0,2020-10-03
VNM,Vietnam,Vĩnh Long,7,0,7,1,2020-10-03
VNM,Vietnam,Vĩnh Phúc,8,0,8,0,2020-10-03
VNM,Vietnam,Yên Bái,3,0,3,0,2020-10-03
WLF,Wallis and Futuna,-99,1,0,1,0,2020-10-03
YEM,Yemen,-99,1,0,1,0,2020-10-03
YEM,Yemen,Aden,5,0,5,6,2020-10-03
YEM,Yemen,Al-Baidha,1,0,1,0,2020-10-03
YEM,Yemen,Al-Hodeidah,1,0,1,2,2020-10-03
YEM,Yemen,Al-Mhrah,1,0,1,20,2020-10-03
YEM,Yemen,Al-Mhweit,1,0,1,8,2020-10-03
YEM,Yemen,Amran,1,0,1,4,2020-10-03
YEM,Yemen,Hadramout,2,0,2,2,2020-10-03
YEM,Yemen,Ibb,5,1,5,3,2020-10-03
YEM,Yemen,Sana'a,17,1,17,24,2020-10-03
YEM,Yemen,Sana'a City,5,1,5,8,2020-10-03
YEM,Yemen,Taiz,6,1,6,14,2020-10-03
ZMB,Zambia,-99,1,0,1,0,2020-10-03
ZMB,Zambia,Copperbelt,1,0,1,0,2020-10-03
ZWE,Zimbabwe,-99,2,0,2,0,2020-10-03
ZWE,Zimbabwe,Harare,1,0,1,2,2020-10-03
