date,ISO3,country,region,count,cli,count_local_com,cli_local_com,anosmia
2020-07-10,AFG,Afghanistan,-99,42,8,37,247,8
2020-07-10,AFG,Afghanistan,Badakhshan,27,0,27,105,2
2020-07-10,AFG,Afghanistan,Badghis,7,2,7,5,2
2020-07-10,AFG,Afghanistan,Baghlan,1,1,1,6,1
2020-07-10,AFG,Afghanistan,Balkh,9,1,9,56,2
2020-07-10,AFG,Afghanistan,Bamyan,4,1,4,24,0
2020-07-10,AFG,Afghanistan,Daykundi,1,0,1,10,1
2020-07-10,AFG,Afghanistan,Farah,1,1,1,100,1
2020-07-10,AFG,Afghanistan,Ghazni,3,0,3,0,1
2020-07-10,AFG,Afghanistan,Ghor,2,1,2,100,1
2020-07-10,AFG,Afghanistan,Hilmand,1,0,1,7,0
2020-07-10,AFG,Afghanistan,Hirat,7,0,7,36,1
2020-07-10,AFG,Afghanistan,Jawzjan,1,0,1,15,0
2020-07-10,AFG,Afghanistan,Kabul,53,5,53,331,7
2020-07-10,AFG,Afghanistan,Kandahar,9,2,9,158,2
2020-07-10,AFG,Afghanistan,Khost,1,0,1,12,0
2020-07-10,AFG,Afghanistan,Kunduz,2,0,2,2,0
2020-07-10,AFG,Afghanistan,Nangarhar,4,0,4,100,1
2020-07-10,AFG,Afghanistan,Nimroz,1,0,1,3,0
2020-07-10,AFG,Afghanistan,Paktya,1,0,1,12,1
2020-07-10,AFG,Afghanistan,Takhar,1,1,1,0,0
2020-07-10,AFG,Afghanistan,Wardak,1,0,1,0,1
2020-07-10,ALA,Aland Islands,-99,4,1,2,1,1
2020-07-10,ALA,Aland Islands,Brändö,1,0,1,0,0
2020-07-10,ALA,Aland Islands,Eckerö,1,0,1,0,0
2020-07-10,ALA,Aland Islands,Föglö,1,0,1,0,0
2020-07-10,ALA,Aland Islands,Finström,1,0,1,0,0
2020-07-10,ALA,Aland Islands,Geta,1,0,1,100,0
2020-07-10,ALA,Aland Islands,Hammarland,3,0,3,1,0
2020-07-10,ALA,Aland Islands,Mariehamn,1,0,1,0,0
2020-07-10,ALB,Albania,-99,12,1,9,3,1
2020-07-10,ALB,Albania,Berat,8,0,8,0,0
2020-07-10,ALB,Albania,Dibër,2,0,2,5,0
2020-07-10,ALB,Albania,Durrës,14,0,14,5,0
2020-07-10,ALB,Albania,Elbasan,9,0,9,2,0
2020-07-10,ALB,Albania,Fier,8,1,8,103,1
2020-07-10,ALB,Albania,Gjirokastër,2,1,2,2,1
2020-07-10,ALB,Albania,Korçë,9,0,9,3,1
2020-07-10,ALB,Albania,Kukës,2,0,2,0,0
2020-07-10,ALB,Albania,Lezhë,3,0,3,2,0
2020-07-10,ALB,Albania,Shkodër,9,0,8,2,1
2020-07-10,ALB,Albania,Tiranë,86,2,86,95,4
2020-07-10,ALB,Albania,Vlorë,11,0,11,1,0
2020-07-10,DZA,Algeria,-99,52,4,38,25,5
2020-07-10,DZA,Algeria,Aïn Defla,11,1,11,7,0
2020-07-10,DZA,Algeria,Aïn Témouchent,6,0,6,0,0
2020-07-10,DZA,Algeria,Adrar,10,2,10,16,2
2020-07-10,DZA,Algeria,Alger,217,5,217,253,14
2020-07-10,DZA,Algeria,Annaba,17,0,17,9,2
2020-07-10,DZA,Algeria,Béchar,7,0,7,11,2
2020-07-10,DZA,Algeria,Béjaïa,27,0,27,110,0
2020-07-10,DZA,Algeria,Batna,26,1,26,42,3
2020-07-10,DZA,Algeria,Biskra,20,0,20,27,1
2020-07-10,DZA,Algeria,Blida,32,1,32,23,1
2020-07-10,DZA,Algeria,Bordj Bou Arréridj,14,1,14,9,0
2020-07-10,DZA,Algeria,Bouira,17,0,17,16,0
2020-07-10,DZA,Algeria,Boumerdès,21,0,21,10,2
2020-07-10,DZA,Algeria,Chlef,15,1,15,12,3
2020-07-10,DZA,Algeria,Constantine,40,1,40,139,1
2020-07-10,DZA,Algeria,Djelfa,17,1,17,14,2
2020-07-10,DZA,Algeria,El Bayadh,6,0,6,2,0
2020-07-10,DZA,Algeria,El Oued,18,2,18,50,2
2020-07-10,DZA,Algeria,El Tarf,4,0,4,0,0
2020-07-10,DZA,Algeria,Ghardaïa,13,0,13,22,3
2020-07-10,DZA,Algeria,Guelma,7,0,7,1,1
2020-07-10,DZA,Algeria,Illizi,3,0,3,0,0
2020-07-10,DZA,Algeria,Jijel,10,0,10,0,1
2020-07-10,DZA,Algeria,Khenchela,6,0,6,10,0
2020-07-10,DZA,Algeria,Laghouat,8,0,8,16,2
2020-07-10,DZA,Algeria,M'Sila,13,0,13,13,0
2020-07-10,DZA,Algeria,Médéa,12,0,12,2,1
2020-07-10,DZA,Algeria,Mascara,15,0,15,6,0
2020-07-10,DZA,Algeria,Mila,11,1,11,13,3
2020-07-10,DZA,Algeria,Mostaganem,12,1,12,15,2
2020-07-10,DZA,Algeria,Naâma,4,0,4,0,1
2020-07-10,DZA,Algeria,Oran,51,1,51,15,2
2020-07-10,DZA,Algeria,Ouargla,19,0,19,74,1
2020-07-10,DZA,Algeria,Oum el Bouaghi,13,2,13,53,1
2020-07-10,DZA,Algeria,Relizane,7,1,7,1,0
2020-07-10,DZA,Algeria,Sétif,39,2,39,151,4
2020-07-10,DZA,Algeria,Saïda,4,1,4,3,0
2020-07-10,DZA,Algeria,Sidi Bel Abbès,8,1,8,24,0
2020-07-10,DZA,Algeria,Skikda,13,0,13,54,1
2020-07-10,DZA,Algeria,Souk Ahras,7,0,7,8,0
2020-07-10,DZA,Algeria,Tébessa,11,1,11,6,0
2020-07-10,DZA,Algeria,Tamanghasset,3,0,3,0,0
2020-07-10,DZA,Algeria,Tiaret,8,1,8,14,1
2020-07-10,DZA,Algeria,Tindouf,1,0,1,2,0
2020-07-10,DZA,Algeria,Tipaza,13,0,13,30,2
2020-07-10,DZA,Algeria,Tissemsilt,1,0,1,4,0
2020-07-10,DZA,Algeria,Tizi Ouzou,39,0,39,14,0
2020-07-10,DZA,Algeria,Tlemcen,20,1,20,5,2
2020-07-10,ASM,American Samoa,-99,7,0,7,0,0
2020-07-10,ASM,American Samoa,Eastern,4,1,4,8,1
2020-07-10,ASM,American Samoa,Manu'a,2,0,2,0,1
2020-07-10,ASM,American Samoa,Unorganized,1,0,1,0,0
2020-07-10,AND,Andorra,-99,8,0,8,10,1
2020-07-10,AND,Andorra,Andorra la Vella,8,1,8,100,1
2020-07-10,AND,Andorra,Canillo,3,0,3,0,0
2020-07-10,AND,Andorra,Escaldes-Engordany,3,0,3,0,0
2020-07-10,AND,Andorra,La Massana,3,2,3,2,2
2020-07-10,AND,Andorra,Ordino,4,0,4,100,0
2020-07-10,AND,Andorra,Sant Julià de Lòria,1,0,1,0,0
2020-07-10,AGO,Angola,-99,11,3,10,3,3
2020-07-10,AGO,Angola,Benguela,5,0,5,2,0
2020-07-10,AGO,Angola,Bié,1,0,1,0,0
2020-07-10,AGO,Angola,Cabinda,1,0,1,0,0
2020-07-10,AGO,Angola,Cuando Cubango,1,0,1,0,0
2020-07-10,AGO,Angola,Cuanza Norte,2,0,2,0,0
2020-07-10,AGO,Angola,Cuanza Sul,4,2,4,100,2
2020-07-10,AGO,Angola,Cunene,2,0,2,4,0
2020-07-10,AGO,Angola,Huíla,2,0,2,0,0
2020-07-10,AGO,Angola,Huambo,2,0,2,0,0
2020-07-10,AGO,Angola,Luanda,77,3,77,13,3
2020-07-10,AGO,Angola,Namibe,1,0,1,0,0
2020-07-10,AGO,Angola,Zaire,1,0,1,0,0
2020-07-10,AIA,Anguilla,-99,7,0,7,5,0
2020-07-10,ATA,Antarctica,-99,12,2,12,109,4
2020-07-10,ATG,Antigua,-99,5,0,5,1,1
2020-07-10,ATG,Antigua,Barbuda,2,0,2,2,0
2020-07-10,ATG,Antigua,Redonda,1,0,1,0,0
2020-07-10,ATG,Antigua,Saint Mary,1,1,1,17,1
2020-07-10,ATG,Antigua,Saint Peter,1,0,1,0,0
2020-07-10,ARG,Argentina,-99,127,1,99,34,6
2020-07-10,ARG,Argentina,Buenos Aires,802,5,802,296,14
2020-07-10,ARG,Argentina,Córdoba,317,0,316,28,1
2020-07-10,ARG,Argentina,Catamarca,51,0,51,7,1
2020-07-10,ARG,Argentina,Chaco,96,1,96,13,0
2020-07-10,ARG,Argentina,Chubut,72,1,72,4,1
2020-07-10,ARG,Argentina,Ciudad Autónoma de Buenos Aires,229,1,229,153,4
2020-07-10,ARG,Argentina,Corrientes,67,0,67,15,0
2020-07-10,ARG,Argentina,Entre Ríos,144,1,144,7,2
2020-07-10,ARG,Argentina,Formosa,35,0,35,2,0
2020-07-10,ARG,Argentina,Jujuy,71,0,71,15,1
2020-07-10,ARG,Argentina,La Pampa,51,2,51,1,1
2020-07-10,ARG,Argentina,La Rioja,32,0,32,6,0
2020-07-10,ARG,Argentina,Mendoza,242,0,242,15,2
2020-07-10,ARG,Argentina,Misiones,83,1,83,6,2
2020-07-10,ARG,Argentina,Neuquén,87,0,87,10,0
2020-07-10,ARG,Argentina,Río Negro,87,0,86,9,0
2020-07-10,ARG,Argentina,Salta,128,1,128,8,3
2020-07-10,ARG,Argentina,San Juan,46,0,46,2,1
2020-07-10,ARG,Argentina,San Luis,53,0,53,3,1
2020-07-10,ARG,Argentina,Santa Cruz,41,0,41,0,0
2020-07-10,ARG,Argentina,Santa Fe,374,1,374,62,1
2020-07-10,ARG,Argentina,Santiago del Estero,46,0,46,3,0
2020-07-10,ARG,Argentina,Tierra del Fuego,24,0,24,0,0
