date,ISO3,country,region,count,cli,count_local_com,cli_local_com,anosmia
2020-08-15,AFG,Afghanistan,-99,42,4,38,231,5
2020-08-15,AFG,Afghanistan,Badakhshan,22,5,22,345.3,6
2020-08-15,AFG,Afghanistan,Badghis,2,0,2,0,0
2020-08-15,AFG,Afghanistan,Baghlan,3,0,3,0,0
2020-08-15,AFG,Afghanistan,Balkh,5,0,5,103,1
2020-08-15,AFG,Afghanistan,Bamyan,4,1,4,48,2
2020-08-15,AFG,Afghanistan,Daykundi,2,1,2,107,2
2020-08-15,AFG,Afghanistan,Farah,2,0,2,0,0
2020-08-15,AFG,Afghanistan,Faryab,1,0,1,5,0
2020-08-15,AFG,Afghanistan,Ghazni,1,0,1,0,1
2020-08-15,AFG,Afghanistan,Hilmand,1,0,1,0,0
2020-08-15,AFG,Afghanistan,Hirat,7,2,7,109,2
2020-08-15,AFG,Afghanistan,Jawzjan,1,0,1,8,0
2020-08-15,AFG,Afghanistan,Kabul,41,2,41,155,3
2020-08-15,AFG,Afghanistan,Kandahar,3,0,2,3,0
2020-08-15,AFG,Afghanistan,Khost,1,0,1,2,0
2020-08-15,AFG,Afghanistan,Kunduz,2,0,2,2,0
2020-08-15,AFG,Afghanistan,Nangarhar,4,0,4,17,0
2020-08-15,AFG,Afghanistan,Paktya,3,1,3,100,2
2020-08-15,AFG,Afghanistan,Panjshir,2,0,2,0,1
2020-08-15,AFG,Afghanistan,Samangan,1,0,1,0,0
2020-08-15,AFG,Afghanistan,Sari Pul,1,0,1,0,0
2020-08-15,AFG,Afghanistan,Takhar,1,0,1,0,0
2020-08-15,AFG,Afghanistan,Uruzgan,2,0,2,5,0
2020-08-15,ALA,Aland Islands,-99,5,1,5,2,2
2020-08-15,ALA,Aland Islands,Brändö,2,1,2,2,0
2020-08-15,ALA,Aland Islands,Eckerö,1,0,1,0,0
2020-08-15,ALA,Aland Islands,Föglö,1,1,1,100,1
2020-08-15,ALA,Aland Islands,Jomala,3,0,3,0,0
2020-08-15,ALA,Aland Islands,Kökar,1,0,1,0,0
2020-08-15,ALA,Aland Islands,Mariehamn,1,0,1,0,0
2020-08-15,ALA,Aland Islands,Saltvik,1,0,1,0,0
2020-08-15,ALB,Albania,-99,13,2,13,213,2
2020-08-15,ALB,Albania,Berat,4,2,4,200,2
