date,ISO3,country,region,count,cli,count_local_com,cli_local_com,anosmia
2020-11-16,-99,-99,-99,12,1,11,3,1
2020-11-16,AFG,Afghanistan,-99,21,5,18,9,5
2020-11-16,AFG,Afghanistan,Badakhshan,9,3,9,211,3
2020-11-16,AFG,Afghanistan,Badghis,2,0,2,0,0
2020-11-16,AFG,Afghanistan,Balkh,6,2,6,9,1
2020-11-16,AFG,Afghanistan,Daykundi,2,1,2,1,1
2020-11-16,AFG,Afghanistan,Farah,2,1,2,103,1
2020-11-16,AFG,Afghanistan,Ghazni,2,0,2,1,0
2020-11-16,AFG,Afghanistan,Hilmand,1,0,1,0,0
2020-11-16,AFG,Afghanistan,Hirat,3,0,3,5,0
2020-11-16,AFG,Afghanistan,Kabul,27,1,27,144,2
2020-11-16,AFG,Afghanistan,Kandahar,1,0,1,2,0
2020-11-16,AFG,Afghanistan,Khost,1,0,1,55,0
2020-11-16,AFG,Afghanistan,Kunduz,1,0,1,0,0
2020-11-16,AFG,Afghanistan,Nangarhar,2,0,2,0,0
2020-11-16,AFG,Afghanistan,Nimroz,1,0,1,0,1
2020-11-16,AFG,Afghanistan,Parwan,1,0,1,3,0
2020-11-16,AFG,Afghanistan,Sari Pul,1,0,1,0,0
2020-11-16,AFG,Afghanistan,Takhar,1,0,1,100,0
2020-11-16,AFG,Afghanistan,Zabul,1,0,1,0,0
2020-11-16,ALA,Aland Islands,-99,4,1,4,1,1
2020-11-16,ALA,Aland Islands,Geta,1,1,1,1,1
2020-11-16,ALA,Aland Islands,Hammarland,1,1,1,100,1
2020-11-16,ALA,Aland Islands,Jomala,1,0,1,0,0
2020-11-16,ALA,Aland Islands,Lemland,1,0,1,0,0
2020-11-16,ALB,Albania,-99,8,0,7,13,1
2020-11-16,ALB,Albania,Berat,2,1,2,1,1
2020-11-16,ALB,Albania,Dibër,1,0,1,0,0
2020-11-16,ALB,Albania,Durrës,1,0,1,0,0
2020-11-16,ALB,Albania,Elbasan,4,0,4,25,1
2020-11-16,ALB,Albania,Fier,4,0,4,18,1
2020-11-16,ALB,Albania,Gjirokastër,2,0,2,7,0
2020-11-16,ALB,Albania,Lezhë,4,0,4,13,0
2020-11-16,ALB,Albania,Shkodër,2,0,2,4,0
2020-11-16,ALB,Albania,Tiranë,24,0,24,154,2
2020-11-16,ALB,Albania,Vlorë,1,0,1,1,0
2020-11-16,DZA,Algeria,-99,24,3,18,20,6
2020-11-16,DZA,Algeria,Aïn Defla,4,0,4,1,0
2020-11-16,DZA,Algeria,Aïn Témouchent,2,1,2,2,0
2020-11-16,DZA,Algeria,Adrar,3,0,3,2,0
2020-11-16,DZA,Algeria,Alger,51,4,50,240,6
2020-11-16,DZA,Algeria,Annaba,3,1,3,3,0
2020-11-16,DZA,Algeria,Béjaïa,6,0,6,16,0
2020-11-16,DZA,Algeria,Batna,5,0,5,4,0
2020-11-16,DZA,Algeria,Biskra,3,0,3,1,0
2020-11-16,DZA,Algeria,Blida,4,0,4,3,0
2020-11-16,DZA,Algeria,Bordj Bou Arréridj,3,0,3,7,1
2020-11-16,DZA,Algeria,Bouira,1,0,1,4,0
2020-11-16,DZA,Algeria,Constantine,7,0,7,9,0
2020-11-16,DZA,Algeria,Djelfa,3,1,3,14,0
2020-11-16,DZA,Algeria,El Bayadh,1,0,1,1,0
2020-11-16,DZA,Algeria,El Oued,2,0,2,0,0
2020-11-16,DZA,Algeria,Ghardaïa,1,0,1,0,0
2020-11-16,DZA,Algeria,Guelma,3,0,3,10,0
2020-11-16,DZA,Algeria,Jijel,3,0,3,18,0
2020-11-16,DZA,Algeria,Laghouat,3,1,3,30,2
2020-11-16,DZA,Algeria,M'Sila,3,0,3,0,0
2020-11-16,DZA,Algeria,Médéa,3,0,3,1,0
2020-11-16,DZA,Algeria,Mila,1,0,1,0,0
2020-11-16,DZA,Algeria,Mostaganem,4,0,4,13,1
2020-11-16,DZA,Algeria,Naâma,1,0,1,4,0
2020-11-16,DZA,Algeria,Oran,18,2,18,20,4
2020-11-16,DZA,Algeria,Ouargla,1,0,1,0,0
2020-11-16,DZA,Algeria,Oum el Bouaghi,3,0,3,0,0
2020-11-16,DZA,Algeria,Relizane,1,0,1,1,0
2020-11-16,DZA,Algeria,Sétif,5,0,5,15,0
2020-11-16,DZA,Algeria,Saïda,1,0,1,0,0
2020-11-16,DZA,Algeria,Sidi Bel Abbès,1,1,1,2,0
2020-11-16,DZA,Algeria,Skikda,2,0,2,0,0
2020-11-16,DZA,Algeria,Souk Ahras,2,0,2,0,0
2020-11-16,DZA,Algeria,Tébessa,2,0,2,0,0
2020-11-16,DZA,Algeria,Tamanghasset,2,1,2,1,0
2020-11-16,DZA,Algeria,Tiaret,2,0,2,0,0
2020-11-16,DZA,Algeria,Tipaza,1,0,1,1,0
2020-11-16,DZA,Algeria,Tissemsilt,1,0,1,0,0
2020-11-16,DZA,Algeria,Tizi Ouzou,5,0,5,5,1
2020-11-16,DZA,Algeria,Tlemcen,2,0,2,0,0
2020-11-16,ASM,American Samoa,-99,3,0,1,48,1
2020-11-16,ASM,American Samoa,Eastern,5,1,5,110,1
2020-11-16,AND,Andorra,-99,2,1,2,1,1
2020-11-16,AND,Andorra,Canillo,1,1,1,1,1
2020-11-16,AND,Andorra,La Massana,2,1,2,100,1
2020-11-16,AND,Andorra,Sant Julià de Lòria,1,0,1,0,0
2020-11-16,AGO,Angola,-99,4,1,4,4,1
2020-11-16,AGO,Angola,Benguela,4,0,4,0,0
2020-11-16,AGO,Angola,Bié,1,0,1,0,0
2020-11-16,AGO,Angola,Cabinda,1,0,1,0,1
2020-11-16,AGO,Angola,Cuanza Norte,1,1,1,20,1
2020-11-16,AGO,Angola,Cuanza Sul,1,0,1,0,0
2020-11-16,AGO,Angola,Cunene,1,0,1,0,0
2020-11-16,AGO,Angola,Huíla,3,1,3,3,1
2020-11-16,AGO,Angola,Huambo,3,0,3,0,0
2020-11-16,AGO,Angola,Luanda,11,1,11,100,1
2020-11-16,AGO,Angola,Malanje,1,0,1,0,0
2020-11-16,AGO,Angola,Moxico,1,0,1,0,0
2020-11-16,AGO,Angola,Uíge,1,0,1,0,0
2020-11-16,AIA,Anguilla,-99,6,0,6,5,1
2020-11-16,ATA,Antarctica,-99,8,3,8,214,3
2020-11-16,ATG,Antigua,-99,1,0,1,0,0
2020-11-16,ATG,Antigua,Redonda,1,1,1,20,1
2020-11-16,ARG,Argentina,-99,75,3,62,50,5
2020-11-16,ARG,Argentina,Buenos Aires,415,4,414,285,7
2020-11-16,ARG,Argentina,Córdoba,159,1,159,166,5
2020-11-16,ARG,Argentina,Catamarca,13,0,13,2,0
2020-11-16,ARG,Argentina,Chaco,30,0,30,25,1
2020-11-16,ARG,Argentina,Chubut,32,1,32,48,3
2020-11-16,ARG,Argentina,Ciudad Autónoma de Buenos Aires,117,0,117,19,4
2020-11-16,ARG,Argentina,Corrientes,47,0,47,41,3
2020-11-16,ARG,Argentina,Entre Ríos,52,2,52,39,4
2020-11-16,ARG,Argentina,Formosa,8,0,8,0,0
2020-11-16,ARG,Argentina,Jujuy,20,0,20,14,0
2020-11-16,ARG,Argentina,La Pampa,14,0,14,2,0
2020-11-16,ARG,Argentina,La Rioja,11,0,11,46,1
2020-11-16,ARG,Argentina,Mendoza,69,0,69,90,3
2020-11-16,ARG,Argentina,Misiones,24,0,24,2,0
2020-11-16,ARG,Argentina,Neuquén,17,0,17,18,0
2020-11-16,ARG,Argentina,Río Negro,25,0,25,25,3
2020-11-16,ARG,Argentina,Salta,43,0,43,62,0
2020-11-16,ARG,Argentina,San Juan,29,0,29,34,1
2020-11-16,ARG,Argentina,San Luis,22,0,22,10,2
