date,ISO3,country,region,count,cli,count_local_com,cli_local_com,anosmia
2020-04-30,AFG,Afghanistan,-99,81,4,80,309,8
2020-04-30,AFG,Afghanistan,Badakhshan,1,0,1,0,0
2020-04-30,AFG,Afghanistan,Baghlan,1,0,1,0,0
2020-04-30,AFG,Afghanistan,Hirat,1,0,1,0,0
2020-04-30,AFG,Afghanistan,Jawzjan,1,0,1,0,1
2020-04-30,AFG,Afghanistan,Kabul,6,0,6,17,0
2020-04-30,AFG,Afghanistan,Kandahar,1,0,1,24,0
2020-04-30,AFG,Afghanistan,Parwan,1,0,1,0,0
2020-04-30,ALA,Aland Islands,-99,2,0,2,0,0
2020-04-30,ALB,Albania,-99,69,1,69,53,3
2020-04-30,ALB,Albania,Berat,1,1,1,32,1
2020-04-30,ALB,Albania,Dibër,1,0,1,0,0
2020-04-30,ALB,Albania,Elbasan,1,0,1,0,0
2020-04-30,ALB,Albania,Fier,1,0,1,1,0
2020-04-30,ALB,Albania,Shkodër,1,0,1,0,0
2020-04-30,ALB,Albania,Tiranë,3,0,3,0,0
2020-04-30,DZA,Algeria,-99,487,4,485,288,11
2020-04-30,DZA,Algeria,Aïn Defla,1,0,1,1,0
2020-04-30,DZA,Algeria,Adrar,1,0,1,0,0
2020-04-30,DZA,Algeria,Alger,4,0,4,0,0
2020-04-30,DZA,Algeria,Annaba,1,0,1,0,0
2020-04-30,DZA,Algeria,Batna,3,0,3,0,0
2020-04-30,DZA,Algeria,Biskra,1,0,1,0,0
2020-04-30,DZA,Algeria,Blida,2,0,2,0,0
2020-04-30,DZA,Algeria,Bordj Bou Arréridj,1,0,1,0,0
2020-04-30,DZA,Algeria,Bouira,2,0,2,0,0
2020-04-30,DZA,Algeria,Boumerdès,1,0,1,0,0
2020-04-30,DZA,Algeria,Constantine,5,0,5,15,0
2020-04-30,DZA,Algeria,Djelfa,1,0,1,0,0
2020-04-30,DZA,Algeria,El Oued,2,0,2,0,0
2020-04-30,DZA,Algeria,M'Sila,2,0,2,1,0
2020-04-30,DZA,Algeria,Mila,1,0,1,0,0
2020-04-30,DZA,Algeria,Oran,1,0,1,0,0
2020-04-30,DZA,Algeria,Ouargla,1,0,1,0,0
2020-04-30,DZA,Algeria,Oum el Bouaghi,1,0,1,0,0
2020-04-30,DZA,Algeria,Skikda,2,0,2,0,0
2020-04-30,ASM,American Samoa,-99,5,0,4,1,0
2020-04-30,ASM,American Samoa,Eastern,1,0,1,0,1
2020-04-30,ASM,American Samoa,Western,2,0,2,0,0
2020-04-30,AND,Andorra,-99,5,1,5,102,1
2020-04-30,AGO,Angola,-99,50,1,50,9,0
2020-04-30,AGO,Angola,Benguela,1,0,1,2,0
2020-04-30,AGO,Angola,Bié,1,0,1,0,0
2020-04-30,AGO,Angola,Huíla,1,0,1,1,0
2020-04-30,AGO,Angola,Luanda,5,0,5,0,0
