date,ISO3,country,region,count,cli,count_local_com,cli_local_com,anosmia
2020-06-19,AFG,Afghanistan,-99,48,5,48,266,7
2020-06-19,AFG,Afghanistan,Badakhshan,32,10,32,336.325,9
2020-06-19,AFG,Afghanistan,Badghis,5,3,4,113,3
2020-06-19,AFG,Afghanistan,Baghlan,3,1,3,104,1
2020-06-19,AFG,Afghanistan,Balkh,7,3,7,137,2
2020-06-19,AFG,Afghanistan,Bamyan,2,1,2,3,1
2020-06-19,AFG,Afghanistan,Daykundi,3,2,3,201,2
2020-06-19,AFG,Afghanistan,Farah,4,2,4,102,2
2020-06-19,AFG,Afghanistan,Faryab,1,0,1,10,1
2020-06-19,AFG,Afghanistan,Ghazni,6,1,6,14,1
2020-06-19,AFG,Afghanistan,Ghor,3,0,3,13,2
2020-06-19,AFG,Afghanistan,Hilmand,3,0,3,7,0
2020-06-19,AFG,Afghanistan,Hirat,12,2,12,200,2
2020-06-19,AFG,Afghanistan,Jawzjan,4,0,4,7,0
2020-06-19,AFG,Afghanistan,Kabul,86,8,86,1097,19
2020-06-19,AFG,Afghanistan,Kandahar,10,3,10,226,4
2020-06-19,AFG,Afghanistan,Kapisa,2,0,2,7,0
2020-06-19,AFG,Afghanistan,Khost,8,2,8,115,2
2020-06-19,AFG,Afghanistan,Kunar,2,0,2,6,0
2020-06-19,AFG,Afghanistan,Kunduz,3,1,3,1,0
2020-06-19,AFG,Afghanistan,Nangarhar,6,0,6,17,0
2020-06-19,AFG,Afghanistan,Nimroz,2,0,2,8,0
2020-06-19,AFG,Afghanistan,Paktya,2,0,2,100,0
2020-06-19,AFG,Afghanistan,Parwan,5,1,5,9,0
2020-06-19,AFG,Afghanistan,Samangan,1,0,1,15,1
2020-06-19,AFG,Afghanistan,Sari Pul,2,0,2,7,1
2020-06-19,AFG,Afghanistan,Wardak,1,1,1,98,1
2020-06-19,AFG,Afghanistan,Zabul,1,0,1,1,0
2020-06-19,ALA,Aland Islands,-99,2,0,2,0,0
2020-06-19,ALA,Aland Islands,Brändö,2,1,2,100,1
2020-06-19,ALA,Aland Islands,Eckerö,2,0,2,100,0
2020-06-19,ALA,Aland Islands,Finström,3,0,3,0,0
2020-06-19,ALA,Aland Islands,Hammarland,1,0,1,0,0
2020-06-19,ALA,Aland Islands,Jomala,2,0,2,5,0
2020-06-19,ALA,Aland Islands,Kökar,1,0,1,5,0
2020-06-19,ALB,Albania,-99,21,0,21,103,0
2020-06-19,ALB,Albania,Dibër,2,0,2,2,0
2020-06-19,ALB,Albania,Durrës,10,0,10,0,0
2020-06-19,ALB,Albania,Elbasan,7,0,7,0,0
2020-06-19,ALB,Albania,Fier,9,1,9,39,1
2020-06-19,ALB,Albania,Gjirokastër,3,0,3,40,0
2020-06-19,ALB,Albania,Korçë,10,1,10,0,1
2020-06-19,ALB,Albania,Kukës,2,1,2,0,1
2020-06-19,ALB,Albania,Lezhë,7,1,7,65,1
2020-06-19,ALB,Albania,Shkodër,8,0,8,0,1
2020-06-19,ALB,Albania,Tiranë,69,1,68,35,2
2020-06-19,ALB,Albania,Vlorë,19,0,19,100,0
2020-06-19,DZA,Algeria,-99,35,3,35,13,4
2020-06-19,DZA,Algeria,Aïn Defla,4,0,4,1,0
2020-06-19,DZA,Algeria,Aïn Témouchent,7,0,7,3,0
2020-06-19,DZA,Algeria,Adrar,12,0,12,106,0
2020-06-19,DZA,Algeria,Alger,164,2,164,196,5
2020-06-19,DZA,Algeria,Annaba,27,2,27,106,1
2020-06-19,DZA,Algeria,Béchar,5,0,5,0,0
2020-06-19,DZA,Algeria,Béjaïa,29,0,29,0,1
2020-06-19,DZA,Algeria,Batna,33,2,33,14,1
2020-06-19,DZA,Algeria,Biskra,14,1,14,15,1
2020-06-19,DZA,Algeria,Blida,17,2,17,14,1
2020-06-19,DZA,Algeria,Bordj Bou Arréridj,14,2,13,10,2
2020-06-19,DZA,Algeria,Bouira,13,0,13,4,1
2020-06-19,DZA,Algeria,Boumerdès,11,1,11,16,1
2020-06-19,DZA,Algeria,Chlef,10,1,10,0,2
2020-06-19,DZA,Algeria,Constantine,25,0,25,10,0
2020-06-19,DZA,Algeria,Djelfa,9,0,9,3,0
2020-06-19,DZA,Algeria,El Bayadh,3,1,3,3,1
2020-06-19,DZA,Algeria,El Oued,10,0,10,2,1
2020-06-19,DZA,Algeria,El Tarf,3,0,3,0,0
2020-06-19,DZA,Algeria,Ghardaïa,7,2,6,7,1
2020-06-19,DZA,Algeria,Guelma,5,0,5,0,0
2020-06-19,DZA,Algeria,Illizi,3,0,3,2,0
2020-06-19,DZA,Algeria,Jijel,10,0,10,1,1
2020-06-19,DZA,Algeria,Khenchela,6,1,6,6,1
2020-06-19,DZA,Algeria,Laghouat,5,0,5,11,0
2020-06-19,DZA,Algeria,M'Sila,14,1,14,25,1
2020-06-19,DZA,Algeria,Médéa,9,0,9,1,0
2020-06-19,DZA,Algeria,Mascara,6,0,6,0,0
