date,ISO3,country,region,count,cli,count_local_com,cli_local_com,anosmia
2020-12-06,-99,-99,-99,1,0,1,2,0
2020-12-06,AFG,Afghanistan,-99,88,17,38,30,22
2020-12-06,AFG,Afghanistan,Badakhshan,24,4,22,283,4
2020-12-06,AFG,Afghanistan,Badghis,5,3,5,109,3
2020-12-06,AFG,Afghanistan,Baghlan,1,0,1,1,0
2020-12-06,AFG,Afghanistan,Balkh,10,0,10,15,0
2020-12-06,AFG,Afghanistan,Bamyan,4,1,4,152,1
2020-12-06,AFG,Afghanistan,Daykundi,3,1,3,0,0
2020-12-06,AFG,Afghanistan,Farah,2,0,2,0,0
2020-12-06,AFG,Afghanistan,Ghazni,4,1,4,1,1
2020-12-06,AFG,Afghanistan,Ghor,1,0,1,1,0
2020-12-06,AFG,Afghanistan,Hilmand,3,2,3,8,2
2020-12-06,AFG,Afghanistan,Hirat,11,2,11,66,3
2020-12-06,AFG,Afghanistan,Kabul,29,3,29,42,1
2020-12-06,AFG,Afghanistan,Kandahar,3,0,3,3,0
2020-12-06,AFG,Afghanistan,Khost,1,0,1,1,0
2020-12-06,AFG,Afghanistan,Kunar,1,0,1,2,1
2020-12-06,AFG,Afghanistan,Laghman,3,1,3,1,0
2020-12-06,AFG,Afghanistan,Logar,1,1,1,12,0
2020-12-06,AFG,Afghanistan,Nangarhar,5,0,5,7,0
2020-12-06,AFG,Afghanistan,Nimroz,1,0,1,1,0
2020-12-06,AFG,Afghanistan,Paktika,1,0,1,100,0
2020-12-06,AFG,Afghanistan,Paktya,1,0,1,0,0
2020-12-06,AFG,Afghanistan,Panjshir,1,0,1,18,0
2020-12-06,AFG,Afghanistan,Parwan,2,0,2,0,1
2020-12-06,AFG,Afghanistan,Samangan,1,0,1,3,1
2020-12-06,AFG,Afghanistan,Takhar,2,1,2,14,1
2020-12-06,AFG,Afghanistan,Zabul,1,0,1,0,0
2020-12-06,ALA,Aland Islands,-99,8,3,3,0,2
2020-12-06,ALA,Aland Islands,Eckerö,1,1,1,1,1
2020-12-06,ALA,Aland Islands,Finström,1,0,1,0,0
2020-12-06,ALA,Aland Islands,Jomala,2,0,2,0,0
2020-12-06,ALA,Aland Islands,Mariehamn,4,0,4,0,0
2020-12-06,ALA,Aland Islands,Vårdö,1,0,1,0,0
2020-12-06,ALB,Albania,-99,35,3,14,11,4
2020-12-06,ALB,Albania,Berat,4,0,4,1,0
2020-12-06,ALB,Albania,Dibër,2,0,2,0,0
2020-12-06,ALB,Albania,Durrës,12,1,12,25,2
2020-12-06,ALB,Albania,Elbasan,5,1,5,3,1
2020-12-06,ALB,Albania,Fier,11,1,11,9,1
2020-12-06,ALB,Albania,Gjirokastër,5,1,5,14,1
2020-12-06,ALB,Albania,Korçë,1,0,1,0,0
2020-12-06,ALB,Albania,Lezhë,2,0,2,0,0
2020-12-06,ALB,Albania,Shkodër,6,0,6,23,0
2020-12-06,ALB,Albania,Tiranë,57,2,57,285,4
2020-12-06,ALB,Albania,Vlorë,5,0,5,4,1
2020-12-06,DZA,Algeria,-99,86,8,35,18,17
2020-12-06,DZA,Algeria,Aïn Defla,9,1,9,0,1
2020-12-06,DZA,Algeria,Aïn Témouchent,6,0,6,0,3
2020-12-06,DZA,Algeria,Alger,104,4,104,321,7
2020-12-06,DZA,Algeria,Annaba,11,0,11,17,1
2020-12-06,DZA,Algeria,Béchar,6,0,6,2,0
2020-12-06,DZA,Algeria,Béjaïa,17,0,17,20,0
2020-12-06,DZA,Algeria,Batna,19,3,19,24,3
2020-12-06,DZA,Algeria,Biskra,13,1,13,13,2
2020-12-06,DZA,Algeria,Blida,20,0,20,9,1
2020-12-06,DZA,Algeria,Bordj Bou Arréridj,10,0,10,22,0
2020-12-06,DZA,Algeria,Bouira,5,0,5,6,1
2020-12-06,DZA,Algeria,Boumerdès,9,1,9,11,3
2020-12-06,DZA,Algeria,Chlef,6,0,6,0,1
2020-12-06,DZA,Algeria,Constantine,18,0,18,67,1
2020-12-06,DZA,Algeria,Djelfa,2,0,2,0,0
2020-12-06,DZA,Algeria,El Bayadh,2,0,2,0,0
2020-12-06,DZA,Algeria,El Oued,5,0,5,11,1
2020-12-06,DZA,Algeria,El Tarf,3,0,3,0,1
2020-12-06,DZA,Algeria,Guelma,4,0,4,0,0
2020-12-06,DZA,Algeria,Jijel,7,1,7,7,1
2020-12-06,DZA,Algeria,Khenchela,4,1,4,27,1
2020-12-06,DZA,Algeria,Laghouat,4,0,4,0,0
2020-12-06,DZA,Algeria,M'Sila,9,0,9,9,1
2020-12-06,DZA,Algeria,Médéa,3,0,3,58,0
2020-12-06,DZA,Algeria,Mascara,7,0,7,0,0
2020-12-06,DZA,Algeria,Mila,12,0,11,9,2
2020-12-06,DZA,Algeria,Mostaganem,6,1,6,1,1
2020-12-06,DZA,Algeria,Naâma,2,0,2,0,1
2020-12-06,DZA,Algeria,Oran,31,1,30,41,3
2020-12-06,DZA,Algeria,Ouargla,9,0,9,6,0
2020-12-06,DZA,Algeria,Oum el Bouaghi,8,1,8,34,0
2020-12-06,DZA,Algeria,Relizane,6,1,6,1,0
2020-12-06,DZA,Algeria,Sétif,13,1,13,34,2
2020-12-06,DZA,Algeria,Saïda,3,0,3,6,1
2020-12-06,DZA,Algeria,Sidi Bel Abbès,5,0,4,6,1
2020-12-06,DZA,Algeria,Skikda,9,1,9,23,2
2020-12-06,DZA,Algeria,Souk Ahras,4,1,4,5,0
2020-12-06,DZA,Algeria,Tébessa,12,0,12,7,0
