date,ISO3,country,region,count,cli,count_local_com,cli_local_com,anosmia
2020-12-30,AFG,Afghanistan,-99,44,7,31,159,11
2020-12-30,AFG,Afghanistan,Badakhshan,38,16,23,348,17
2020-12-30,AFG,Afghanistan,Badghis,5,4,4,107,5
2020-12-30,AFG,Afghanistan,Balkh,7,0,4,32,1
2020-12-30,AFG,Afghanistan,Bamyan,4,1,2,1,0
2020-12-30,AFG,Afghanistan,Daykundi,3,0,3,3,1
2020-12-30,AFG,Afghanistan,Farah,4,3,3,74,2
2020-12-30,AFG,Afghanistan,Faryab,6,0,5,29,0
2020-12-30,AFG,Afghanistan,Ghazni,1,0,1,0,0
2020-12-30,AFG,Afghanistan,Ghor,2,1,2,15,1
2020-12-30,AFG,Afghanistan,Hirat,7,2,6,1,1
2020-12-30,AFG,Afghanistan,Jawzjan,2,0,1,1,0
2020-12-30,AFG,Afghanistan,Kabul,35,3,32,125,4
2020-12-30,AFG,Afghanistan,Kandahar,1,0,1,6,1
2020-12-30,AFG,Afghanistan,Kapisa,1,1,0,0,0
2020-12-30,AFG,Afghanistan,Khost,6,0,6,102,1
2020-12-30,AFG,Afghanistan,Kunduz,3,0,3,2,1
2020-12-30,AFG,Afghanistan,Laghman,1,0,1,0,0
2020-12-30,AFG,Afghanistan,Nangarhar,6,0,4,5,2
2020-12-30,AFG,Afghanistan,Nimroz,1,0,1,1,0
2020-12-30,AFG,Afghanistan,Paktika,1,0,1,0,0
2020-12-30,AFG,Afghanistan,Paktya,3,0,3,1,1
2020-12-30,AFG,Afghanistan,Panjshir,1,1,1,1,1
2020-12-30,AFG,Afghanistan,Samangan,1,1,1,100,1
2020-12-30,AFG,Afghanistan,Sari Pul,1,0,1,0,0
2020-12-30,AFG,Afghanistan,Wardak,2,0,2,1,0
2020-12-30,AFG,Afghanistan,Zabul,1,0,1,0,0
2020-12-30,ALA,Aland Islands,-99,7,3,4,4,5
2020-12-30,ALA,Aland Islands,Brändö,3,0,1,0,0
2020-12-30,ALA,Aland Islands,Eckerö,2,2,0,0,2
2020-12-30,ALA,Aland Islands,Föglö,1,0,1,0,0
2020-12-30,ALA,Aland Islands,Finström,2,0,2,0,1
2020-12-30,ALA,Aland Islands,Geta,2,1,2,100,1
2020-12-30,ALA,Aland Islands,Jomala,4,1,3,3,1
2020-12-30,ALA,Aland Islands,Kumlinge,1,1,1,0,1
2020-12-30,ALA,Aland Islands,Mariehamn,1,0,1,0,0
2020-12-30,ALB,Albania,-99,13,4,9,201,5
2020-12-30,ALB,Albania,Berat,4,1,4,4,2
2020-12-30,ALB,Albania,Dibër,1,0,1,0,0
2020-12-30,ALB,Albania,Durrës,8,0,8,1,0
2020-12-30,ALB,Albania,Elbasan,6,0,5,8,1
2020-12-30,ALB,Albania,Fier,12,3,11,146,4
2020-12-30,ALB,Albania,Gjirokastër,3,1,3,1,1
2020-12-30,ALB,Albania,Korçë,3,0,3,0,0
2020-12-30,ALB,Albania,Kukës,2,1,1,1,1
2020-12-30,ALB,Albania,Lezhë,6,0,6,12,2
2020-12-30,ALB,Albania,Shkodër,5,0,5,4,0
2020-12-30,ALB,Albania,Tiranë,38,0,35,60,2
2020-12-30,ALB,Albania,Vlorë,2,0,2,7,0
2020-12-30,DZA,Algeria,-99,26,2,23,105,3
2020-12-30,DZA,Algeria,Aïn Defla,4,0,3,4,1
2020-12-30,DZA,Algeria,Aïn Témouchent,6,0,6,2,0
2020-12-30,DZA,Algeria,Adrar,1,0,1,1,1
2020-12-30,DZA,Algeria,Alger,104,6,92,115,10
2020-12-30,DZA,Algeria,Annaba,21,2,16,21,3
2020-12-30,DZA,Algeria,Béchar,3,1,1,0,1
2020-12-30,DZA,Algeria,Béjaïa,16,2,15,7,2
2020-12-30,DZA,Algeria,Batna,13,3,13,105,3
2020-12-30,DZA,Algeria,Biskra,8,0,8,0,0
2020-12-30,DZA,Algeria,Blida,16,3,12,5,2
2020-12-30,DZA,Algeria,Bordj Bou Arréridj,6,0,6,8,1
2020-12-30,DZA,Algeria,Bouira,4,1,4,4,1
2020-12-30,DZA,Algeria,Boumerdès,6,0,5,18,0
2020-12-30,DZA,Algeria,Chlef,11,2,10,19,0
2020-12-30,DZA,Algeria,Constantine,17,1,14,31,2
2020-12-30,DZA,Algeria,Djelfa,8,1,8,4,2
2020-12-30,DZA,Algeria,El Bayadh,3,0,3,3,0
2020-12-30,DZA,Algeria,El Oued,7,0,7,6,0
2020-12-30,DZA,Algeria,Ghardaïa,5,0,5,0,0
2020-12-30,DZA,Algeria,Guelma,6,0,5,2,0
2020-12-30,DZA,Algeria,Jijel,3,0,2,0,0
2020-12-30,DZA,Algeria,Khenchela,2,0,2,0,0
2020-12-30,DZA,Algeria,Laghouat,6,0,6,6,1
2020-12-30,DZA,Algeria,M'Sila,14,2,10,1,2
2020-12-30,DZA,Algeria,Médéa,1,0,1,0,0
2020-12-30,DZA,Algeria,Mascara,1,0,1,0,0
2020-12-30,DZA,Algeria,Mila,6,0,6,3,0
2020-12-30,DZA,Algeria,Mostaganem,6,0,5,1,1
2020-12-30,DZA,Algeria,Oran,35,2,31,31,2
2020-12-30,DZA,Algeria,Ouargla,5,1,5,4,1
2020-12-30,DZA,Algeria,Oum el Bouaghi,5,0,2,0,0
2020-12-30,DZA,Algeria,Relizane,2,0,2,3,0
2020-12-30,DZA,Algeria,Sétif,10,0,10,18,1
2020-12-30,DZA,Algeria,Saïda,6,0,5,0,1
2020-12-30,DZA,Algeria,Sidi Bel Abbès,8,0,8,2,0
2020-12-30,DZA,Algeria,Skikda,12,0,11,18,0
2020-12-30,DZA,Algeria,Souk Ahras,1,0,1,0,0
2020-12-30,DZA,Algeria,Tébessa,7,1,7,16,1
2020-12-30,DZA,Algeria,Tiaret,2,0,2,0,0
2020-12-30,DZA,Algeria,Tindouf,1,0,1,0,0
2020-12-30,DZA,Algeria,Tipaza,9,0,8,14,0
2020-12-30,DZA,Algeria,Tizi Ouzou,21,0,19,18,0
2020-12-30,DZA,Algeria,Tlemcen,9,0,9,14,0
2020-12-30,ASM,American Samoa,-99,8,1,4,1,2
2020-12-30,ASM,American Samoa,Eastern,10,1,8,20,3
2020-12-30,ASM,American Samoa,Manu'a,5,3,4,103,3
2020-12-30,ASM,American Samoa,Unorganized,3,2,3,100,1
2020-12-30,ASM,American Samoa,Western,2,2,2,104,1
2020-12-30,AND,Andorra,-99,6,1,3,1,1
2020-12-30,AND,Andorra,Andorra la Vella,6,0,4,0,0
2020-12-30,AND,Andorra,Canillo,1,0,1,0,0
2020-12-30,AND,Andorra,Escaldes-Engordany,3,0,3,0,0
2020-12-30,AND,Andorra,La Massana,4,2,4,200,2
2020-12-30,AND,Andorra,Ordino,2,0,1,0,0
2020-12-30,AND,Andorra,Sant Julià de Lòria,2,1,2,68,1
2020-12-30,AGO,Angola,-99,13,1,11,8,1
2020-12-30,AGO,Angola,Bengo,5,0,4,0,0
2020-12-30,AGO,Angola,Benguela,5,0,4,1,0
2020-12-30,AGO,Angola,Bié,3,1,3,14,1
2020-12-30,AGO,Angola,Cabinda,2,1,2,100,0
2020-12-30,AGO,Angola,Cuando Cubango,1,0,1,0,1
2020-12-30,AGO,Angola,Cuanza Norte,2,1,2,77,1
2020-12-30,AGO,Angola,Cuanza Sul,6,2,5,101,2
2020-12-30,AGO,Angola,Cunene,2,1,2,100,1
2020-12-30,AGO,Angola,Huíla,3,0,3,3,0
2020-12-30,AGO,Angola,Huambo,2,0,2,0,0
2020-12-30,AGO,Angola,Luanda,36,2,31,7,3
2020-12-30,AGO,Angola,Lunda Norte,4,1,3,1,1
2020-12-30,AGO,Angola,Lunda Sul,2,0,1,0,1
2020-12-30,AGO,Angola,Namibe,3,0,3,0,0
2020-12-30,AGO,Angola,Uíge,1,0,1,0,0
2020-12-30,AGO,Angola,Zaire,1,0,1,0,0
2020-12-30,AIA,Anguilla,-99,3,0,3,100,1
2020-12-30,AIA,Anguilla,Anguilla,5,2,5,16,2
2020-12-30,ATA,Antarctica,-99,14,3,13,203,5
2020-12-30,ATG,Antigua,-99,3,0,3,2,1
2020-12-30,ATG,Antigua,Barbuda,1,0,1,0,0
2020-12-30,ATG,Antigua,Redonda,2,0,1,0,0
2020-12-30,ATG,Antigua,Saint John,1,0,1,0,1
2020-12-30,ATG,Antigua,Saint Peter,1,0,1,0,0
2020-12-30,ATG,Antigua,Saint Philip,1,1,1,1,1
2020-12-30,ARG,Argentina,-99,129,4,107,89,4
2020-12-30,ARG,Argentina,Buenos Aires,868,11,825,536,19
2020-12-30,ARG,Argentina,Córdoba,292,1,268,104,3
2020-12-30,ARG,Argentina,Catamarca,29,0,28,9,1
2020-12-30,ARG,Argentina,Chaco,73,1,71,55,1
2020-12-30,ARG,Argentina,Chubut,69,3,66,70,5
2020-12-30,ARG,Argentina,Ciudad Autónoma de Buenos Aires,194,0,186,228,1
2020-12-30,ARG,Argentina,Corrientes,58,1,55,84,4
2020-12-30,ARG,Argentina,Entre Ríos,144,3,134,164,6
2020-12-30,ARG,Argentina,Formosa,24,3,24,3,3
2020-12-30,ARG,Argentina,Jujuy,39,1,36,14,2
2020-12-30,ARG,Argentina,La Pampa,44,1,41,149,3
2020-12-30,ARG,Argentina,La Rioja,18,1,18,101,1
2020-12-30,ARG,Argentina,Mendoza,113,3,106,86,5
2020-12-30,ARG,Argentina,Misiones,101,1,97,80,6
