"date","region","population","sample_size","reach","p_cases","p_cases_error"
"2020/04/13","PLDS",2899986,0,0,NA,NA
"2020/04/14","PLDS",2899986,0,0,NA,NA
"2020/04/15","PLDS",2899986,0,0,NA,NA
"2020/04/16","PLDS",2899986,0,0,NA,NA
"2020/04/17","PLDS",2899986,0,0,NA,NA
"2020/04/18","PLDS",2899986,0,0,NA,NA
"2020/04/19","PLDS",2899986,0,0,NA,NA
"2020/04/20","PLDS",2899986,0,0,NA,NA
"2020/04/21","PLDS",2899986,0,0,NA,NA
"2020/04/22","PLDS",2899986,0,0,NA,NA
"2020/04/23","PLDS",2899986,0,0,NA,NA
"2020/04/24","PLDS",2899986,0,0,NA,NA
"2020/04/25","PLDS",2899986,0,0,NA,NA
"2020/04/26","PLDS",2899986,0,0,NA,NA
"2020/04/27","PLDS",2899986,0,0,NA,NA
"2020/04/13","PLKP",2074517,0,0,NA,NA
"2020/04/14","PLKP",2074517,0,0,NA,NA
"2020/04/15","PLKP",2074517,0,0,NA,NA
"2020/04/16","PLKP",2074517,0,0,NA,NA
"2020/04/17","PLKP",2074517,0,0,NA,NA
"2020/04/18","PLKP",2074517,0,0,NA,NA
"2020/04/19","PLKP",2074517,0,0,NA,NA
"2020/04/20","PLKP",2074517,0,0,NA,NA
"2020/04/21","PLKP",2074517,0,0,NA,NA
"2020/04/22","PLKP",2074517,0,0,NA,NA
"2020/04/23","PLKP",2074517,0,0,NA,NA
"2020/04/24","PLKP",2074517,0,0,NA,NA
"2020/04/25","PLKP",2074517,0,0,NA,NA
"2020/04/26","PLKP",2074517,0,0,NA,NA
"2020/04/27","PLKP",2074517,0,0,NA,NA
"2020/04/13","PLLB",1013031,0,0,NA,NA
"2020/04/14","PLLB",1013031,0,0,NA,NA
"2020/04/15","PLLB",1013031,0,0,NA,NA
"2020/04/16","PLLB",1013031,0,0,NA,NA
"2020/04/17","PLLB",1013031,0,0,NA,NA
"2020/04/18","PLLB",1013031,0,0,NA,NA
"2020/04/19","PLLB",1013031,0,0,NA,NA
"2020/04/20","PLLB",1013031,0,0,NA,NA
"2020/04/21","PLLB",1013031,0,0,NA,NA
"2020/04/22","PLLB",1013031,0,0,NA,NA
"2020/04/23","PLLB",1013031,0,0,NA,NA
"2020/04/24","PLLB",1013031,0,0,NA,NA
"2020/04/25","PLLB",1013031,0,0,NA,NA
"2020/04/26","PLLB",1013031,0,0,NA,NA
"2020/04/27","PLLB",1013031,0,0,NA,NA
"2020/04/13","PLLD",2460170,0,0,NA,NA
"2020/04/14","PLLD",2460170,0,0,NA,NA
"2020/04/15","PLLD",2460170,0,0,NA,NA
"2020/04/16","PLLD",2460170,0,0,NA,NA
"2020/04/17","PLLD",2460170,0,0,NA,NA
"2020/04/18","PLLD",2460170,0,0,NA,NA
"2020/04/19","PLLD",2460170,0,0,NA,NA
"2020/04/20","PLLD",2460170,0,0,NA,NA
"2020/04/21","PLLD",2460170,0,0,NA,NA
"2020/04/22","PLLD",2460170,0,0,NA,NA
"2020/04/23","PLLD",2460170,0,0,NA,NA
"2020/04/24","PLLD",2460170,0,0,NA,NA
"2020/04/25","PLLD",2460170,0,0,NA,NA
"2020/04/26","PLLD",2460170,0,0,NA,NA
"2020/04/27","PLLD",2460170,0,0,NA,NA
