ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,date
ARG,Argentina,2,791,6,791,226,2020-06-21
ARG,Argentina,3,665,2,665,145,2020-06-21
ARG,Argentina,4,532,3,531,135,2020-06-21
ARG,Argentina,5,380,1,378,51,2020-06-21
ARG,Argentina,6,167,0,167,19,2020-06-21
ARG,Argentina,7,40,1,39,100,2020-06-21
ARM,Armenia,1,23,0,23,70,2020-06-21
ARM,Armenia,2,36,1,36,35,2020-06-21
ARM,Armenia,3,35,1,35,63,2020-06-21
ARM,Armenia,4,26,1,26,8,2020-06-21
ARM,Armenia,5,19,1,19,18,2020-06-21
ARM,Armenia,6,4,1,4,100,2020-06-21
ARM,Armenia,7,2,0,2,2,2020-06-21
ABW,Aruba,1,5,2,5,116,2020-06-21
ABW,Aruba,2,1,0,1,0,2020-06-21
ABW,Aruba,3,5,1,4,2,2020-06-21
ABW,Aruba,5,3,0,3,1,2020-06-21
ABW,Aruba,7,2,0,2,0,2020-06-21
AUS,Australia,-99,5,0,5,1,2020-06-21
AUS,Australia,1,252,4,252,211,2020-06-21
AUS,Australia,2,413,4,413,71,2020-06-21
AUS,Australia,3,374,3,374,160,2020-06-21
AUS,Australia,4,331,1,331,75,2020-06-21
AUS,Australia,5,323,1,323,23,2020-06-21
AUS,Australia,6,196,0,194,9,2020-06-21
AUS,Australia,7,59,1,59,2,2020-06-21
AUT,Austria,-99,3,0,3,0,2020-06-21
AUT,Austria,1,90,0,90,4,2020-06-21
AUT,Austria,2,220,0,220,24,2020-06-21
AUT,Austria,3,169,2,169,17,2020-06-21
AUT,Austria,4,177,0,177,24,2020-06-21
AUT,Austria,5,120,0,120,17,2020-06-21
AUT,Austria,6,62,0,62,2,2020-06-21
AUT,Austria,7,19,1,19,7,2020-06-21
AZE,Azerbaijan,-99,1,0,1,0,2020-06-21
AZE,Azerbaijan,1,39,0,39,9,2020-06-21
AZE,Azerbaijan,2,73,0,73,62,2020-06-21
AZE,Azerbaijan,3,49,1,49,115,2020-06-21
AZE,Azerbaijan,4,38,0,38,5,2020-06-21
AZE,Azerbaijan,5,29,1,29,16,2020-06-21
AZE,Azerbaijan,6,13,0,12,0,2020-06-21
AZE,Azerbaijan,7,2,0,2,1,2020-06-21
BHS,Bahamas,1,1,0,1,1,2020-06-21
BHS,Bahamas,2,2,0,2,0,2020-06-21
BHS,Bahamas,3,2,0,2,0,2020-06-21
BHS,Bahamas,4,1,1,1,12,2020-06-21
BHR,Bahrain,2,2,0,2,0,2020-06-21
BHR,Bahrain,3,1,0,1,0,2020-06-21
BHR,Bahrain,4,1,0,1,0,2020-06-21
BHR,Bahrain,5,2,0,2,0,2020-06-21
BGD,Bangladesh,-99,3,0,3,100,2020-06-21
BGD,Bangladesh,1,251,16,251,772,2020-06-21
BGD,Bangladesh,2,397,7,397,1085,2020-06-21
BGD,Bangladesh,3,133,4,133,419,2020-06-21
BGD,Bangladesh,4,46,3,46,108,2020-06-21
BGD,Bangladesh,5,7,0,7,10,2020-06-21
BGD,Bangladesh,6,1,0,1,0,2020-06-21
BGD,Bangladesh,7,1,0,1,0,2020-06-21
BRB,Barbados,2,1,0,1,0,2020-06-21
BRB,Barbados,5,1,0,1,0,2020-06-21
BLR,Belarus,-99,5,1,5,13,2020-06-21
BLR,Belarus,1,21,2,21,15,2020-06-21
BLR,Belarus,2,100,2,100,233,2020-06-21
BLR,Belarus,3,145,5,145,122,2020-06-21
BLR,Belarus,4,90,4,90,255,2020-06-21
BLR,Belarus,5,38,0,38,59,2020-06-21
BLR,Belarus,6,9,0,9,5,2020-06-21
BEL,Belgium,1,84,1,84,33,2020-06-21
BEL,Belgium,2,128,1,128,6,2020-06-21
BEL,Belgium,3,132,0,132,22,2020-06-21
BEL,Belgium,4,157,0,157,7,2020-06-21
BEL,Belgium,5,112,0,111,7,2020-06-21
BEL,Belgium,6,62,0,62,2,2020-06-21
BEL,Belgium,7,26,0,26,4,2020-06-21
BLZ,Belize,1,1,1,1,1,2020-06-21
BLZ,Belize,2,2,0,2,0,2020-06-21
BLZ,Belize,3,1,0,1,0,2020-06-21
BLZ,Belize,4,1,0,1,0,2020-06-21
BLZ,Belize,7,1,0,1,0,2020-06-21
BEN,Benin,1,5,0,5,0,2020-06-21
BEN,Benin,2,10,1,10,56,2020-06-21
BEN,Benin,3,3,0,3,0,2020-06-21
BEN,Benin,4,3,0,3,0,2020-06-21
BEN,Benin,5,1,0,1,5,2020-06-21
BMU,Bermuda,1,1,0,1,0,2020-06-21
BTN,Bhutan,1,1,0,1,0,2020-06-21
BTN,Bhutan,2,3,0,3,4,2020-06-21
BTN,Bhutan,5,1,0,1,0,2020-06-21
BOL,Bolivia,-99,3,1,3,2,2020-06-21
BOL,Bolivia,1,399,25,399,428,2020-06-21
BOL,Bolivia,2,528,32,527,803,2020-06-21
BOL,Bolivia,3,315,18,315,640,2020-06-21
BOL,Bolivia,4,151,6,151,254,2020-06-21
BOL,Bolivia,5,82,0,82,169,2020-06-21
BOL,Bolivia,6,24,0,24,2,2020-06-21
BOL,Bolivia,7,6,0,6,100,2020-06-21
BIH,Bosnia and Herzegovina,1,29,0,29,4,2020-06-21
BIH,Bosnia and Herzegovina,2,57,0,57,19,2020-06-21
BIH,Bosnia and Herzegovina,3,45,0,45,11,2020-06-21
BIH,Bosnia and Herzegovina,4,27,0,27,1,2020-06-21
BIH,Bosnia and Herzegovina,5,27,0,27,1,2020-06-21
BIH,Bosnia and Herzegovina,6,7,0,7,0,2020-06-21
BIH,Bosnia and Herzegovina,7,2,0,2,0,2020-06-21
BWA,Botswana,-99,1,0,1,0,2020-06-21
BWA,Botswana,1,1,0,1,0,2020-06-21
BWA,Botswana,2,1,0,1,0,2020-06-21
BRA,Brazil,-99,48,1,48,61,2020-06-21
BRA,Brazil,1,2037,41,2036,1753,2020-06-21
BRA,Brazil,2,3559,90,3558,4768,2020-06-21
BRA,Brazil,3,3375,67,3371,4852,2020-06-21
BRA,Brazil,4,2279,55,2275,3045,2020-06-21
BRA,Brazil,5,1535,20,1533,1641,2020-06-21
BRA,Brazil,6,453,3,452,202,2020-06-21
BRA,Brazil,7,77,2,77,66,2020-06-21
IOT,British Indian Ocean Territory,1,1,0,1,0,2020-06-21
IOT,British Indian Ocean Territory,3,1,0,1,0,2020-06-21
IOT,British Indian Ocean Territory,4,1,0,1,0,2020-06-21
VGB,British Virgin Islands,3,1,0,1,0,2020-06-21
VGB,British Virgin Islands,4,2,0,2,0,2020-06-21
VGB,British Virgin Islands,5,1,0,1,0,2020-06-21
VGB,British Virgin Islands,6,2,0,2,0,2020-06-21
BRN,Brunei,-99,1,0,1,0,2020-06-21
BRN,Brunei,2,1,0,1,0,2020-06-21
BGR,Bulgaria,-99,2,0,2,0,2020-06-21
BGR,Bulgaria,1,71,0,71,2,2020-06-21
BGR,Bulgaria,2,104,0,104,13,2020-06-21
BGR,Bulgaria,3,136,1,136,14,2020-06-21
BGR,Bulgaria,4,133,0,133,2,2020-06-21
BGR,Bulgaria,5,121,0,121,1,2020-06-21
BGR,Bulgaria,6,59,0,59,0,2020-06-21
BGR,Bulgaria,7,6,1,6,1,2020-06-21
BFA,Burkina Faso,1,1,0,1,1,2020-06-21
BFA,Burkina Faso,2,10,1,10,2,2020-06-21
BFA,Burkina Faso,3,7,0,7,0,2020-06-21
BFA,Burkina Faso,4,5,1,5,1,2020-06-21
KHM,Cambodia,1,13,1,13,1,2020-06-21
KHM,Cambodia,2,35,3,34,6,2020-06-21
KHM,Cambodia,3,20,0,20,5,2020-06-21
KHM,Cambodia,4,7,0,7,2,2020-06-21
KHM,Cambodia,5,8,0,8,0,2020-06-21
KHM,Cambodia,6,5,0,5,0,2020-06-21
KHM,Cambodia,7,1,0,1,1,2020-06-21
CMR,Cameroon,1,10,0,10,4,2020-06-21
CMR,Cameroon,2,29,1,29,9,2020-06-21
CMR,Cameroon,3,19,0,19,3,2020-06-21
CMR,Cameroon,4,10,0,10,0,2020-06-21
CMR,Cameroon,5,1,0,1,0,2020-06-21
CMR,Cameroon,7,1,1,1,5,2020-06-21
CAN,Canada,-99,4,0,4,0,2020-06-21
CAN,Canada,1,221,2,221,33,2020-06-21
CAN,Canada,2,481,2,481,24,2020-06-21
CAN,Canada,3,396,4,396,12,2020-06-21
CAN,Canada,4,358,1,357,23,2020-06-21
CAN,Canada,5,351,0,351,128,2020-06-21
CAN,Canada,6,192,1,192,107,2020-06-21
CAN,Canada,7,63,0,63,0,2020-06-21
CYM,Cayman Islands,4,1,0,1,0,2020-06-21
CAF,Central African Republic,4,1,0,1,0,2020-06-21
CHL,Chile,-99,7,0,7,7,2020-06-21
CHL,Chile,1,253,5,253,120,2020-06-21
CHL,Chile,2,563,5,563,610,2020-06-21
CHL,Chile,3,446,5,446,309,2020-06-21
CHL,Chile,4,421,5,419,235,2020-06-21
CHL,Chile,5,275,3,275,172,2020-06-21
CHL,Chile,6,148,0,147,39,2020-06-21
CHL,Chile,7,15,0,15,2,2020-06-21
COL,Colombia,-99,4,0,4,0,2020-06-21
COL,Colombia,1,715,9,714,151,2020-06-21
COL,Colombia,2,841,16,841,353,2020-06-21
COL,Colombia,3,611,4,609,210,2020-06-21
COL,Colombia,4,398,2,397,45,2020-06-21
COL,Colombia,5,237,2,236,41,2020-06-21
COL,Colombia,6,70,0,69,4,2020-06-21
COL,Colombia,7,21,0,20,0,2020-06-21
COM,Comoros,3,1,0,1,0,2020-06-21
CRI,Costa Rica,-99,6,0,6,0,2020-06-21
CRI,Costa Rica,1,222,3,222,23,2020-06-21
CRI,Costa Rica,2,333,0,333,27,2020-06-21
CRI,Costa Rica,3,248,0,247,8,2020-06-21
CRI,Costa Rica,4,184,0,184,16,2020-06-21
CRI,Costa Rica,5,101,0,100,7,2020-06-21
CRI,Costa Rica,6,53,0,53,0,2020-06-21
CRI,Costa Rica,7,10,1,9,100,2020-06-21
CIV,Côte d'Ivoire,1,22,0,22,0,2020-06-21
CIV,Côte d'Ivoire,2,56,2,56,10,2020-06-21
CIV,Côte d'Ivoire,3,50,1,50,0,2020-06-21
CIV,Côte d'Ivoire,4,22,0,22,5,2020-06-21
CIV,Côte d'Ivoire,5,3,0,3,2,2020-06-21
CIV,Côte d'Ivoire,6,1,0,1,0,2020-06-21
CIV,Côte d'Ivoire,7,1,0,1,0,2020-06-21
HRV,Croatia,-99,1,0,1,0,2020-06-21
HRV,Croatia,1,69,1,69,42,2020-06-21
HRV,Croatia,2,139,4,139,12,2020-06-21
HRV,Croatia,3,120,3,120,111,2020-06-21
HRV,Croatia,4,110,1,110,10,2020-06-21
HRV,Croatia,5,74,1,74,3,2020-06-21
HRV,Croatia,6,47,0,47,1,2020-06-21
HRV,Croatia,7,5,1,5,100,2020-06-21
CYP,Cyprus,1,1,0,1,0,2020-06-21
CYP,Cyprus,3,1,0,1,0,2020-06-21
CYP,Cyprus,4,1,0,1,0,2020-06-21
CZE,Czech Republic,-99,4,0,4,0,2020-06-21
CZE,Czech Republic,1,131,0,131,15,2020-06-21
CZE,Czech Republic,2,252,0,252,20,2020-06-21
CZE,Czech Republic,3,220,0,220,9,2020-06-21
CZE,Czech Republic,4,188,0,188,60,2020-06-21
CZE,Czech Republic,5,169,0,169,2,2020-06-21
CZE,Czech Republic,6,87,1,87,2,2020-06-21
CZE,Czech Republic,7,18,1,18,51,2020-06-21
COD,Democratic Republic of the Congo,1,1,0,1,0,2020-06-21
COD,Democratic Republic of the Congo,2,10,1,10,102,2020-06-21
COD,Democratic Republic of the Congo,3,13,0,13,2,2020-06-21
COD,Democratic Republic of the Congo,4,2,0,2,0,2020-06-21
COD,Democratic Republic of the Congo,5,3,0,3,0,2020-06-21
COD,Democratic Republic of the Congo,6,1,0,1,0,2020-06-21
DNK,Denmark,-99,7,0,7,1,2020-06-21
DNK,Denmark,1,102,2,102,31,2020-06-21
DNK,Denmark,2,201,2,201,32,2020-06-21
DNK,Denmark,3,265,1,265,24,2020-06-21
DNK,Denmark,4,367,1,367,22,2020-06-21
DNK,Denmark,5,361,0,361,29,2020-06-21
DNK,Denmark,6,297,2,296,125,2020-06-21
DNK,Denmark,7,73,0,70,0,2020-06-21
DJI,Djibouti,3,1,0,1,0,2020-06-21
DMA,Dominica,1,2,0,2,0,2020-06-21
DMA,Dominica,2,1,0,1,0,2020-06-21
DMA,Dominica,3,2,1,2,2,2020-06-21
DMA,Dominica,4,2,0,2,0,2020-06-21
DOM,Dominican Republic,-99,1,0,1,0,2020-06-21
DOM,Dominican Republic,1,112,1,112,42,2020-06-21
DOM,Dominican Republic,2,209,11,209,210,2020-06-21
DOM,Dominican Republic,3,162,6,162,56,2020-06-21
DOM,Dominican Republic,4,78,1,78,54,2020-06-21
DOM,Dominican Republic,5,50,0,50,19,2020-06-21
DOM,Dominican Republic,6,14,0,14,1,2020-06-21
DOM,Dominican Republic,7,7,0,7,0,2020-06-21
ECU,Ecuador,-99,2,0,2,3,2020-06-21
ECU,Ecuador,1,443,9,443,366,2020-06-21
ECU,Ecuador,2,454,18,454,537,2020-06-21
ECU,Ecuador,3,287,6,287,293,2020-06-21
ECU,Ecuador,4,163,1,162,157,2020-06-21
ECU,Ecuador,5,94,2,93,36,2020-06-21
ECU,Ecuador,6,38,0,38,100,2020-06-21
ECU,Ecuador,7,6,1,6,4,2020-06-21
EGY,Egypt,-99,4,0,4,0,2020-06-21
EGY,Egypt,1,555,17,555,1179,2020-06-21
EGY,Egypt,2,814,13,813,1852,2020-06-21
EGY,Egypt,3,488,5,487,813,2020-06-21
EGY,Egypt,4,179,2,179,473,2020-06-21
EGY,Egypt,5,72,0,71,82,2020-06-21
EGY,Egypt,6,16,0,16,16,2020-06-21
EGY,Egypt,7,9,1,9,6,2020-06-21
SLV,El Salvador,-99,4,0,4,1,2020-06-21
SLV,El Salvador,1,285,17,285,219,2020-06-21
SLV,El Salvador,2,369,11,368,246,2020-06-21
SLV,El Salvador,3,220,15,220,228,2020-06-21
SLV,El Salvador,4,135,5,135,142,2020-06-21
SLV,El Salvador,5,49,2,49,11,2020-06-21
SLV,El Salvador,6,14,0,14,0,2020-06-21
SLV,El Salvador,7,3,0,3,5,2020-06-21
ERI,Eritrea,5,1,0,1,0,2020-06-21
EST,Estonia,2,1,0,1,0,2020-06-21
ETH,Ethiopia,1,3,0,3,1,2020-06-21
ETH,Ethiopia,2,49,0,49,11,2020-06-21
ETH,Ethiopia,3,32,0,32,11,2020-06-21
ETH,Ethiopia,4,1,0,1,0,2020-06-21
ETH,Ethiopia,5,1,0,1,0,2020-06-21
FLK,Falkland Islands,2,1,1,1,1,2020-06-21
FRO,Faroe Islands,1,1,0,1,1,2020-06-21
FRO,Faroe Islands,2,1,0,1,0,2020-06-21
FSM,Federated States of Micronesia,7,1,0,1,100,2020-06-21
FIN,Finland,1,62,0,62,11,2020-06-21
FIN,Finland,2,135,0,135,9,2020-06-21
FIN,Finland,3,125,0,125,11,2020-06-21
FIN,Finland,4,141,1,141,42,2020-06-21
FIN,Finland,5,145,0,145,113,2020-06-21
FIN,Finland,6,132,0,132,7,2020-06-21
FIN,Finland,7,32,0,32,0,2020-06-21
FRA,France,-99,6,0,5,0,2020-06-21
FRA,France,1,372,3,372,26,2020-06-21
FRA,France,2,632,3,631,112,2020-06-21
FRA,France,3,594,1,594,109,2020-06-21
FRA,France,4,599,8,599,75,2020-06-21
FRA,France,5,440,5,439,22,2020-06-21
FRA,France,6,324,0,324,6,2020-06-21
FRA,France,7,85,2,84,5,2020-06-21
ATF,French Southern Territories,-99,1,1,1,11,2020-06-21
GAB,Gabon,4,2,0,2,0,2020-06-21
GAB,Gabon,5,1,0,1,0,2020-06-21
GMB,Gambia,5,1,0,1,1,2020-06-21
GEO,Georgia,1,1,0,1,0,2020-06-21
GEO,Georgia,3,1,0,1,0,2020-06-21
DEU,Germany,-99,8,0,8,3,2020-06-21
DEU,Germany,1,285,0,285,25,2020-06-21
DEU,Germany,2,848,3,848,180,2020-06-21
DEU,Germany,3,997,1,997,101,2020-06-21
DEU,Germany,4,828,1,828,56,2020-06-21
DEU,Germany,5,607,1,606,37,2020-06-21
DEU,Germany,6,302,0,301,13,2020-06-21
DEU,Germany,7,56,1,56,89,2020-06-21
GHA,Ghana,-99,1,0,1,0,2020-06-21
GHA,Ghana,1,36,2,36,10,2020-06-21
GHA,Ghana,2,120,3,120,20,2020-06-21
GHA,Ghana,3,56,0,56,6,2020-06-21
GHA,Ghana,4,6,0,6,0,2020-06-21
GHA,Ghana,5,1,0,1,0,2020-06-21
GHA,Ghana,6,1,0,1,0,2020-06-21
GRC,Greece,-99,4,0,4,0,2020-06-21
GRC,Greece,1,103,0,103,4,2020-06-21
GRC,Greece,2,202,0,202,7,2020-06-21
GRC,Greece,3,286,0,286,15,2020-06-21
GRC,Greece,4,273,0,272,106,2020-06-21
GRC,Greece,5,152,0,150,0,2020-06-21
GRC,Greece,6,51,0,51,2,2020-06-21
GRC,Greece,7,9,0,9,0,2020-06-21
GRL,Greenland,6,1,0,1,0,2020-06-21
GLP,Guadeloupe,2,2,0,2,0,2020-06-21
GTM,Guatemala,-99,2,0,2,0,2020-06-21
GTM,Guatemala,1,334,4,334,131,2020-06-21
GTM,Guatemala,2,379,5,378,167,2020-06-21
GTM,Guatemala,3,191,5,191,147,2020-06-21
GTM,Guatemala,4,106,1,106,167,2020-06-21
GTM,Guatemala,5,48,1,48,29,2020-06-21
GTM,Guatemala,6,16,0,16,16,2020-06-21
GTM,Guatemala,7,2,0,2,0,2020-06-21
GIN,Guinea,1,9,0,9,9,2020-06-21
GIN,Guinea,2,15,0,15,0,2020-06-21
GIN,Guinea,3,8,0,8,0,2020-06-21
GIN,Guinea,4,4,0,3,0,2020-06-21
GIN,Guinea,5,2,0,2,5,2020-06-21
HTI,Haiti,-99,1,0,1,0,2020-06-21
HTI,Haiti,1,5,0,5,7,2020-06-21
HTI,Haiti,2,23,0,23,37,2020-06-21
HTI,Haiti,3,9,0,9,60,2020-06-21
HTI,Haiti,4,3,0,3,2,2020-06-21
HTI,Haiti,5,2,0,2,1,2020-06-21
HMD,Heard Island and McDonald Islands,3,1,0,1,1,2020-06-21
HMD,Heard Island and McDonald Islands,5,1,0,1,0,2020-06-21
HND,Honduras,-99,3,0,3,0,2020-06-21
HND,Honduras,1,193,5,193,358,2020-06-21
HND,Honduras,2,267,10,266,240,2020-06-21
HND,Honduras,3,149,3,148,137,2020-06-21
HND,Honduras,4,74,3,74,66,2020-06-21
HND,Honduras,5,38,1,38,15,2020-06-21
HND,Honduras,6,14,0,14,12,2020-06-21
HND,Honduras,7,5,1,5,0,2020-06-21
HKG,Hong Kong,1,37,1,37,5,2020-06-21
HKG,Hong Kong,2,97,1,97,4,2020-06-21
HKG,Hong Kong,3,103,0,102,11,2020-06-21
HKG,Hong Kong,4,100,0,100,61,2020-06-21
HKG,Hong Kong,5,74,0,74,10,2020-06-21
HKG,Hong Kong,6,30,0,30,3,2020-06-21
HUN,Hungary,-99,10,0,10,0,2020-06-21
HUN,Hungary,1,105,1,105,4,2020-06-21
HUN,Hungary,2,226,0,226,10,2020-06-21
HUN,Hungary,3,318,1,318,4,2020-06-21
HUN,Hungary,4,311,2,311,120,2020-06-21
HUN,Hungary,5,259,0,258,31,2020-06-21
HUN,Hungary,6,225,0,225,8,2020-06-21
HUN,Hungary,7,52,0,52,0,2020-06-21
ISL,Iceland,2,1,0,1,0,2020-06-21
ISL,Iceland,4,2,0,2,0,2020-06-21
IND,India,-99,10,1,10,4,2020-06-21
IND,India,1,1218,17,1216,643,2020-06-21
IND,India,2,2472,14,2471,811,2020-06-21
IND,India,3,887,5,886,212,2020-06-21
IND,India,4,280,2,279,35,2020-06-21
IND,India,5,116,0,116,5,2020-06-21
IND,India,6,37,0,37,4,2020-06-21
IND,India,7,11,1,11,200,2020-06-21
IDN,Indonesia,-99,11,0,11,5,2020-06-21
IDN,Indonesia,1,540,15,539,196,2020-06-21
IDN,Indonesia,2,965,18,965,487,2020-06-21
IDN,Indonesia,3,693,8,692,343,2020-06-21
IDN,Indonesia,4,338,5,337,41,2020-06-21
IDN,Indonesia,5,133,0,132,11,2020-06-21
IDN,Indonesia,6,21,0,21,7,2020-06-21
IDN,Indonesia,7,2,1,2,100,2020-06-21
IRQ,Iraq,-99,2,0,2,0,2020-06-21
IRQ,Iraq,1,290,6,290,531,2020-06-21
IRQ,Iraq,2,477,14,477,980,2020-06-21
IRQ,Iraq,3,248,8,248,379,2020-06-21
IRQ,Iraq,4,140,1,140,153,2020-06-21
IRQ,Iraq,5,48,1,48,92,2020-06-21
IRQ,Iraq,6,9,1,9,71,2020-06-21
IRQ,Iraq,7,1,0,0,0,2020-06-21
IRL,Ireland,-99,5,0,5,0,2020-06-21
IRL,Ireland,1,86,1,86,11,2020-06-21
IRL,Ireland,2,189,0,189,14,2020-06-21
IRL,Ireland,3,210,0,210,8,2020-06-21
IRL,Ireland,4,195,1,195,21,2020-06-21
IRL,Ireland,5,144,1,144,11,2020-06-21
IRL,Ireland,6,57,0,57,2,2020-06-21
IRL,Ireland,7,14,0,14,0,2020-06-21
ISR,Israel,-99,6,0,6,5,2020-06-21
ISR,Israel,1,123,2,123,35,2020-06-21
ISR,Israel,2,213,0,212,31,2020-06-21
ISR,Israel,3,211,0,211,75,2020-06-21
ISR,Israel,4,204,0,203,24,2020-06-21
ISR,Israel,5,201,1,201,8,2020-06-21
ISR,Israel,6,190,0,190,7,2020-06-21
ISR,Israel,7,55,1,55,102,2020-06-21
ITA,Italy,-99,15,0,15,0,2020-06-21
ITA,Italy,1,396,0,396,18,2020-06-21
ITA,Italy,2,1058,3,1057,313,2020-06-21
ITA,Italy,3,1163,2,1163,149,2020-06-21
ITA,Italy,4,1048,0,1045,44,2020-06-21
ITA,Italy,5,730,1,729,49,2020-06-21
ITA,Italy,6,402,0,402,8,2020-06-21
ITA,Italy,7,102,0,102,2,2020-06-21
JAM,Jamaica,2,1,0,1,1,2020-06-21
JAM,Jamaica,6,1,0,1,0,2020-06-21
JAM,Jamaica,7,1,1,1,100,2020-06-21
JPN,Japan,-99,10,0,10,0,2020-06-21
JPN,Japan,1,103,1,103,3,2020-06-21
JPN,Japan,2,549,3,549,122,2020-06-21
JPN,Japan,3,1375,7,1373,52,2020-06-21
JPN,Japan,4,2445,4,2441,91,2020-06-21
JPN,Japan,5,2268,5,2263,68,2020-06-21
JPN,Japan,6,1061,0,1057,21,2020-06-21
JPN,Japan,7,208,0,207,2,2020-06-21
JEY,Jersey,1,1,0,1,3,2020-06-21
JEY,Jersey,4,1,0,1,0,2020-06-21
JOR,Jordan,-99,1,0,1,0,2020-06-21
JOR,Jordan,1,102,3,102,5,2020-06-21
JOR,Jordan,2,186,4,186,112,2020-06-21
JOR,Jordan,3,139,0,139,9,2020-06-21
JOR,Jordan,4,77,1,77,21,2020-06-21
JOR,Jordan,5,39,0,38,3,2020-06-21
JOR,Jordan,6,9,0,9,0,2020-06-21
JOR,Jordan,7,2,0,2,0,2020-06-21
KAZ,Kazakhstan,-99,6,1,6,1,2020-06-21
KAZ,Kazakhstan,1,20,1,20,10,2020-06-21
KAZ,Kazakhstan,2,123,9,123,308,2020-06-21
KAZ,Kazakhstan,3,169,7,169,219,2020-06-21
KAZ,Kazakhstan,4,102,2,102,64,2020-06-21
KAZ,Kazakhstan,5,39,1,39,5,2020-06-21
KAZ,Kazakhstan,6,9,2,9,7,2020-06-21
KAZ,Kazakhstan,7,1,0,1,0,2020-06-21
KEN,Kenya,1,35,2,35,26,2020-06-21
KEN,Kenya,2,198,4,198,19,2020-06-21
KEN,Kenya,3,126,2,126,5,2020-06-21
KEN,Kenya,4,55,0,55,5,2020-06-21
KEN,Kenya,5,13,0,13,1,2020-06-21
KEN,Kenya,6,3,0,3,0,2020-06-21
KIR,Kiribati,5,1,0,1,0,2020-06-21
RKS,Kosovo,1,1,0,1,0,2020-06-21
RKS,Kosovo,6,1,0,1,0,2020-06-21
KWT,Kuwait,-99,1,0,1,0,2020-06-21
KWT,Kuwait,1,6,0,6,0,2020-06-21
KWT,Kuwait,2,69,0,69,89,2020-06-21
KWT,Kuwait,3,52,0,52,132,2020-06-21
KWT,Kuwait,4,23,0,23,30,2020-06-21
