date,ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,anosmia
2020-12-21,-99,-99,1,1,1,1,3,1
2020-12-21,AFG,Afghanistan,-99,104,28,58,441,36
2020-12-21,AFG,Afghanistan,-77,2,0,2,0,0
2020-12-21,AFG,Afghanistan,1,16,3,15,135,4
2020-12-21,AFG,Afghanistan,2,31,1,31,59,2
2020-12-21,AFG,Afghanistan,3,14,1,14,16,1
2020-12-21,AFG,Afghanistan,4,5,0,5,2,0
2020-12-21,AFG,Afghanistan,5,3,0,3,1,0
2020-12-21,AFG,Afghanistan,6,5,0,5,2,0
2020-12-21,AFG,Afghanistan,7,5,4,5,116,3
2020-12-21,ALA,Aland Islands,-99,18,5,11,110,6
2020-12-21,ALA,Aland Islands,2,1,0,1,0,0
2020-12-21,ALA,Aland Islands,3,3,0,3,0,0
2020-12-21,ALA,Aland Islands,5,3,0,3,1,0
2020-12-21,ALA,Aland Islands,6,2,0,2,0,0
2020-12-21,ALA,Aland Islands,7,1,1,1,15,1
2020-12-21,ALB,Albania,-99,34,5,26,30,6
2020-12-21,ALB,Albania,1,7,0,7,0,0
2020-12-21,ALB,Albania,2,28,2,27,146,3
2020-12-21,ALB,Albania,3,18,1,18,59,0
2020-12-21,ALB,Albania,4,14,0,14,17,0
2020-12-21,ALB,Albania,5,9,0,9,30,0
2020-12-21,ALB,Albania,6,3,0,3,0,0
2020-12-21,ALB,Albania,7,4,2,4,100,2
2020-12-21,DZA,Algeria,-99,247,17,170,354,31
2020-12-21,DZA,Algeria,-77,2,1,1,0,1
2020-12-21,DZA,Algeria,1,32,1,32,25,2
2020-12-21,DZA,Algeria,2,58,2,58,51,5
2020-12-21,DZA,Algeria,3,65,2,65,195,3
2020-12-21,DZA,Algeria,4,43,1,43,40,1
2020-12-21,DZA,Algeria,5,37,0,37,151,0
2020-12-21,DZA,Algeria,6,20,1,20,18,0
2020-12-21,DZA,Algeria,7,1,0,1,0,0
2020-12-21,ASM,American Samoa,-99,12,2,9,55,2
2020-12-21,ASM,American Samoa,1,3,0,3,0,0
2020-12-21,ASM,American Samoa,2,4,0,4,5,0
2020-12-21,ASM,American Samoa,3,4,1,4,4,1
2020-12-21,ASM,American Samoa,5,1,0,1,0,0
2020-12-21,ASM,American Samoa,7,2,1,2,100,1
2020-12-21,AND,Andorra,-99,14,2,10,12,3
2020-12-21,AND,Andorra,1,2,1,2,102,1
2020-12-21,AND,Andorra,2,1,0,1,0,1
2020-12-21,AND,Andorra,3,3,0,3,1,0
2020-12-21,AND,Andorra,4,2,0,2,1,0
2020-12-21,AND,Andorra,5,3,1,3,10,1
2020-12-21,AND,Andorra,6,3,1,3,3,1
2020-12-21,AND,Andorra,7,1,0,1,0,0
2020-12-21,AGO,Angola,-99,26,2,19,102,2
2020-12-21,AGO,Angola,1,5,0,5,100,0
2020-12-21,AGO,Angola,2,7,0,7,0,1
2020-12-21,AGO,Angola,3,4,0,4,6,1
2020-12-21,AGO,Angola,4,5,0,5,0,0
2020-12-21,AGO,Angola,5,1,0,1,0,0
2020-12-21,AGO,Angola,6,1,0,1,0,0
2020-12-21,AGO,Angola,7,1,0,1,100,1
2020-12-21,AIA,Anguilla,-99,6,2,3,12,3
2020-12-21,AIA,Anguilla,1,1,0,1,2,0
2020-12-21,AIA,Anguilla,5,2,1,2,30,1
2020-12-21,ATA,Antarctica,-99,7,1,6,1,1
2020-12-21,ATA,Antarctica,1,1,0,1,0,0
2020-12-21,ATA,Antarctica,2,1,1,1,4,1
2020-12-21,ATA,Antarctica,3,1,0,1,0,0
2020-12-21,ATA,Antarctica,4,3,0,3,2,0
2020-12-21,ATA,Antarctica,7,2,2,2,200,2
2020-12-21,ATG,Antigua,-99,5,2,3,1,3
2020-12-21,ATG,Antigua,-77,1,0,1,0,0
2020-12-21,ATG,Antigua,1,1,0,1,0,0
2020-12-21,ATG,Antigua,2,1,0,1,0,0
2020-12-21,ARG,Argentina,-99,735,11,564,556,29
2020-12-21,ARG,Argentina,-77,4,0,4,1,0
2020-12-21,ARG,Argentina,1,228,2,227,186,8
2020-12-21,ARG,Argentina,2,466,6,466,617,13
2020-12-21,ARG,Argentina,3,418,3,416,388,13
2020-12-21,ARG,Argentina,4,431,7,430,291,11
2020-12-21,ARG,Argentina,5,366,3,365,321,7
2020-12-21,ARG,Argentina,6,204,1,203,95,1
2020-12-21,ARG,Argentina,7,57,0,55,31,2
2020-12-21,ARM,Armenia,-99,17,0,12,7,2
2020-12-21,ARM,Armenia,1,2,0,2,0,0
2020-12-21,ARM,Armenia,2,11,0,11,15,0
2020-12-21,ARM,Armenia,3,4,0,4,1,0
2020-12-21,ARM,Armenia,4,6,1,6,12,2
2020-12-21,ARM,Armenia,5,1,0,1,0,0
2020-12-21,ARM,Armenia,6,2,0,2,0,0
2020-12-21,ARM,Armenia,7,1,0,1,5,0
2020-12-21,ABW,Aruba,-99,9,0,6,100,0
2020-12-21,ABW,Aruba,1,1,1,1,0,1
2020-12-21,ABW,Aruba,2,2,1,2,2,0
2020-12-21,ABW,Aruba,3,1,0,1,1,0
2020-12-21,ABW,Aruba,4,2,1,1,90,1
2020-12-21,ABW,Aruba,5,1,0,1,0,0
2020-12-21,ABW,Aruba,6,1,0,1,0,0
2020-12-21,AUS,Australia,-99,338,7,286,77,8
2020-12-21,AUS,Australia,-77,1,0,1,0,0
2020-12-21,AUS,Australia,1,162,2,162,72,2
2020-12-21,AUS,Australia,2,332,3,332,223,4
2020-12-21,AUS,Australia,3,269,4,268,23,5
2020-12-21,AUS,Australia,4,308,1,307,133,7
2020-12-21,AUS,Australia,5,285,2,285,14,1
2020-12-21,AUS,Australia,6,187,1,186,5,0
2020-12-21,AUS,Australia,7,76,3,75,251,4
2020-12-21,AUT,Austria,-99,125,2,104,28,3
2020-12-21,AUT,Austria,-77,2,0,2,0,0
2020-12-21,AUT,Austria,1,56,1,56,12,2
2020-12-21,AUT,Austria,2,154,1,154,49,2
2020-12-21,AUT,Austria,3,143,1,143,115,3
2020-12-21,AUT,Austria,4,139,1,139,84,3
2020-12-21,AUT,Austria,5,130,0,130,54,1
2020-12-21,AUT,Austria,6,80,1,80,12,1
2020-12-21,AUT,Austria,7,22,0,22,6,0
2020-12-21,AZE,Azerbaijan,-99,57,2,45,19,5
2020-12-21,AZE,Azerbaijan,1,19,1,19,21,3
2020-12-21,AZE,Azerbaijan,2,21,0,20,26,2
2020-12-21,AZE,Azerbaijan,3,25,3,25,64,2
2020-12-21,AZE,Azerbaijan,4,17,0,17,30,0
