date,ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,anosmia
2020-07-14,AFG,Afghanistan,-99,69,11,62,377,12
2020-07-14,AFG,Afghanistan,1,38,8,38,205,6
2020-07-14,AFG,Afghanistan,2,40,2,40,47,2
2020-07-14,AFG,Afghanistan,3,25,2,25,150,2
2020-07-14,AFG,Afghanistan,4,8,1,8,40,0
2020-07-14,AFG,Afghanistan,5,4,1,4,50,1
2020-07-14,AFG,Afghanistan,7,2,1,2,88,1
2020-07-14,ALA,Aland Islands,-99,6,0,6,104,0
2020-07-14,ALA,Aland Islands,1,2,1,2,1,1
2020-07-14,ALA,Aland Islands,2,1,1,1,100,1
2020-07-14,ALA,Aland Islands,3,2,0,2,0,0
2020-07-14,ALA,Aland Islands,4,2,0,2,0,0
2020-07-14,ALA,Aland Islands,6,1,0,1,0,0
2020-07-14,ALB,Albania,-99,28,3,27,17,2
2020-07-14,ALB,Albania,1,18,1,18,103,1
2020-07-14,ALB,Albania,2,42,0,42,21,3
2020-07-14,ALB,Albania,3,48,0,48,18,0
2020-07-14,ALB,Albania,4,19,0,19,8,0
2020-07-14,ALB,Albania,5,7,0,7,0,0
2020-07-14,ALB,Albania,6,3,0,3,0,0
2020-07-14,ALB,Albania,7,4,1,4,100,1
2020-07-14,DZA,Algeria,-99,281,13,271,456,17
2020-07-14,DZA,Algeria,1,105,3,105,146,6
2020-07-14,DZA,Algeria,2,219,5,219,351,21
2020-07-14,DZA,Algeria,3,151,6,151,166,11
2020-07-14,DZA,Algeria,4,107,4,106,229,9
2020-07-14,DZA,Algeria,5,55,1,55,44,1
2020-07-14,DZA,Algeria,6,20,0,19,30,0
2020-07-14,DZA,Algeria,7,2,0,2,0,0
2020-07-14,ASM,American Samoa,-99,13,4,13,109,4
2020-07-14,ASM,American Samoa,1,2,1,2,1,1
2020-07-14,ASM,American Samoa,2,8,1,8,113,1
2020-07-14,ASM,American Samoa,4,1,0,1,0,0
2020-07-14,ASM,American Samoa,7,3,1,3,73,1
2020-07-14,AND,Andorra,-99,12,2,12,102,2
2020-07-14,AND,Andorra,1,4,2,4,5,2
2020-07-14,AND,Andorra,2,1,0,1,0,0
2020-07-14,AND,Andorra,3,2,0,2,0,0
2020-07-14,AND,Andorra,4,2,0,2,0,0
2020-07-14,AND,Andorra,5,2,0,2,0,0
2020-07-14,AND,Andorra,6,2,0,2,0,0
2020-07-14,AND,Andorra,7,1,0,1,1,0
2020-07-14,AGO,Angola,-99,36,2,35,7,4
2020-07-14,AGO,Angola,1,8,0,8,1,0
