ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,date
CAN,Canada,6,233,1,233,13,2020-05-11
CAN,Canada,7,56,0,56,0,2020-05-11
CPV,Cape Verde,1,1,0,1,0,2020-05-11
CPV,Cape Verde,7,1,0,1,0,2020-05-11
CYM,Cayman Islands,2,1,0,1,0,2020-05-11
CAF,Central African Republic,1,3,0,3,0,2020-05-11
CAF,Central African Republic,2,1,0,1,0,2020-05-11
CAF,Central African Republic,3,3,0,3,0,2020-05-11
CAF,Central African Republic,6,1,0,1,0,2020-05-11
TCD,Chad,1,1,0,1,0,2020-05-11
CHL,Chile,-99,1,0,1,0,2020-05-11
CHL,Chile,1,321,4,321,126,2020-05-11
CHL,Chile,2,706,5,704,255,2020-05-11
CHL,Chile,3,455,3,455,128,2020-05-11
CHL,Chile,4,340,2,340,55,2020-05-11
CHL,Chile,5,260,0,260,41,2020-05-11
CHL,Chile,6,115,0,115,6,2020-05-11
CHL,Chile,7,17,0,17,0,2020-05-11
CXR,Christmas Island,4,1,0,1,0,2020-05-11
CCK,Cocos (Keeling) Islands,1,1,1,1,0,2020-05-11
COL,Colombia,-99,7,0,7,0,2020-05-11
COL,Colombia,1,1147,19,1146,132,2020-05-11
COL,Colombia,2,1297,7,1297,106,2020-05-11
COL,Colombia,3,812,9,811,33,2020-05-11
COL,Colombia,4,455,1,455,36,2020-05-11
COL,Colombia,5,279,2,275,11,2020-05-11
COL,Colombia,6,92,0,90,2,2020-05-11
COL,Colombia,7,10,0,10,0,2020-05-11
COM,Comoros,1,1,0,1,0,2020-05-11
COM,Comoros,2,1,0,1,0,2020-05-11
COM,Comoros,4,1,0,1,0,2020-05-11
CRI,Costa Rica,-99,3,0,3,0,2020-05-11
CRI,Costa Rica,1,272,1,272,16,2020-05-11
CRI,Costa Rica,2,357,1,357,3,2020-05-11
CRI,Costa Rica,3,271,1,270,18,2020-05-11
CRI,Costa Rica,4,170,2,170,14,2020-05-11
CRI,Costa Rica,5,83,0,83,2,2020-05-11
CRI,Costa Rica,6,37,0,36,0,2020-05-11
CRI,Costa Rica,7,4,0,4,0,2020-05-11
CIV,Côte d'Ivoire,-99,1,0,1,0,2020-05-11
CIV,Côte d'Ivoire,1,25,1,25,1,2020-05-11
CIV,Côte d'Ivoire,2,89,0,89,13,2020-05-11
CIV,Côte d'Ivoire,3,52,0,52,4,2020-05-11
CIV,Côte d'Ivoire,4,46,0,46,1,2020-05-11
CIV,Côte d'Ivoire,5,15,0,15,0,2020-05-11
CIV,Côte d'Ivoire,6,1,0,1,0,2020-05-11
HRV,Croatia,-99,1,0,1,0,2020-05-11
HRV,Croatia,1,55,0,55,3,2020-05-11
HRV,Croatia,2,138,0,138,23,2020-05-11
HRV,Croatia,3,139,0,139,10,2020-05-11
HRV,Croatia,4,98,1,98,5,2020-05-11
HRV,Croatia,5,81,1,81,4,2020-05-11
HRV,Croatia,6,26,0,26,8,2020-05-11
HRV,Croatia,7,8,0,8,0,2020-05-11
CUW,Curaçao,1,1,0,1,0,2020-05-11
CYP,Cyprus,1,3,0,3,0,2020-05-11
CYP,Cyprus,2,1,1,1,3,2020-05-11
CYP,Cyprus,3,1,0,1,0,2020-05-11
CYP,Cyprus,5,1,0,1,0,2020-05-11
CZE,Czech Republic,-99,4,0,4,0,2020-05-11
CZE,Czech Republic,1,182,1,182,11,2020-05-11
CZE,Czech Republic,2,389,3,389,53,2020-05-11
CZE,Czech Republic,3,324,1,324,25,2020-05-11
CZE,Czech Republic,4,331,0,331,49,2020-05-11
CZE,Czech Republic,5,203,0,202,3,2020-05-11
CZE,Czech Republic,6,120,0,120,1,2020-05-11
CZE,Czech Republic,7,29,0,29,0,2020-05-11
COD,Democratic Republic of the Congo,1,2,0,2,0,2020-05-11
COD,Democratic Republic of the Congo,2,10,0,10,6,2020-05-11
COD,Democratic Republic of the Congo,3,10,1,10,0,2020-05-11
COD,Democratic Republic of the Congo,4,1,0,1,1,2020-05-11
COD,Democratic Republic of the Congo,5,1,0,1,0,2020-05-11
COD,Democratic Republic of the Congo,6,1,0,1,0,2020-05-11
DNK,Denmark,-99,13,0,13,2,2020-05-11
DNK,Denmark,1,193,3,193,55,2020-05-11
DNK,Denmark,2,333,2,333,77,2020-05-11
DNK,Denmark,3,314,2,314,60,2020-05-11
DNK,Denmark,4,462,3,462,52,2020-05-11
DNK,Denmark,5,455,0,455,104,2020-05-11
DNK,Denmark,6,315,3,313,24,2020-05-11
DNK,Denmark,7,109,0,109,5,2020-05-11
DJI,Djibouti,3,1,0,1,0,2020-05-11
DMA,Dominica,1,2,0,2,0,2020-05-11
DMA,Dominica,2,1,0,1,0,2020-05-11
DMA,Dominica,4,2,0,2,14,2020-05-11
DMA,Dominica,5,1,0,1,0,2020-05-11
DOM,Dominican Republic,-99,1,0,1,0,2020-05-11
DOM,Dominican Republic,1,175,0,175,56,2020-05-11
DOM,Dominican Republic,2,284,2,283,56,2020-05-11
DOM,Dominican Republic,3,192,0,192,73,2020-05-11
DOM,Dominican Republic,4,115,0,115,47,2020-05-11
DOM,Dominican Republic,5,63,1,63,18,2020-05-11
DOM,Dominican Republic,6,25,0,25,11,2020-05-11
DOM,Dominican Republic,7,7,0,7,0,2020-05-11
ECU,Ecuador,-99,8,0,8,5,2020-05-11
ECU,Ecuador,1,616,16,615,539,2020-05-11
ECU,Ecuador,2,609,19,609,561,2020-05-11
ECU,Ecuador,3,352,12,351,465,2020-05-11
ECU,Ecuador,4,185,3,184,231,2020-05-11
ECU,Ecuador,5,104,0,104,94,2020-05-11
ECU,Ecuador,6,36,1,36,9,2020-05-11
ECU,Ecuador,7,10,0,10,104,2020-05-11
EGY,Egypt,-99,7,0,7,3,2020-05-11
EGY,Egypt,1,786,15,785,317,2020-05-11
EGY,Egypt,2,1086,6,1082,615,2020-05-11
EGY,Egypt,3,606,2,606,237,2020-05-11
EGY,Egypt,4,242,0,242,35,2020-05-11
EGY,Egypt,5,78,0,78,17,2020-05-11
EGY,Egypt,6,19,0,19,4,2020-05-11
EGY,Egypt,7,3,0,3,1,2020-05-11
SLV,El Salvador,-99,2,0,2,0,2020-05-11
SLV,El Salvador,1,453,6,453,22,2020-05-11
SLV,El Salvador,2,482,5,482,72,2020-05-11
SLV,El Salvador,3,274,4,274,26,2020-05-11
SLV,El Salvador,4,141,0,141,40,2020-05-11
SLV,El Salvador,5,63,0,63,5,2020-05-11
SLV,El Salvador,6,19,0,19,0,2020-05-11
SLV,El Salvador,7,4,0,4,0,2020-05-11
GNQ,Equatorial Guinea,4,1,0,1,0,2020-05-11
ERI,Eritrea,1,1,0,1,0,2020-05-11
ERI,Eritrea,3,1,0,1,0,2020-05-11
ERI,Eritrea,5,1,1,1,0,2020-05-11
EST,Estonia,3,1,0,1,0,2020-05-11
EST,Estonia,5,2,0,2,0,2020-05-11
EST,Estonia,6,1,0,1,0,2020-05-11
SWZ,Eswatini,1,1,0,1,0,2020-05-11
SWZ,Eswatini,4,1,0,1,10,2020-05-11
ETH,Ethiopia,-99,2,0,2,0,2020-05-11
ETH,Ethiopia,1,10,0,10,1,2020-05-11
ETH,Ethiopia,2,76,2,76,5,2020-05-11
ETH,Ethiopia,3,45,0,45,1,2020-05-11
ETH,Ethiopia,4,4,0,4,4,2020-05-11
ETH,Ethiopia,6,3,0,3,0,2020-05-11
FRO,Faroe Islands,3,1,0,1,0,2020-05-11
FSM,Federated States of Micronesia,2,1,0,1,0,2020-05-11
FJI,Fiji,2,2,0,2,0,2020-05-11
FIN,Finland,-99,2,0,2,0,2020-05-11
FIN,Finland,1,128,1,128,25,2020-05-11
FIN,Finland,2,248,4,248,139,2020-05-11
FIN,Finland,3,228,1,228,67,2020-05-11
FIN,Finland,4,200,2,200,32,2020-05-11
FIN,Finland,5,196,1,196,29,2020-05-11
FIN,Finland,6,172,0,171,16,2020-05-11
FIN,Finland,7,42,0,41,1,2020-05-11
FRA,France,-99,3,1,3,0,2020-05-11
FRA,France,1,769,6,769,248,2020-05-11
FRA,France,2,1262,7,1262,288,2020-05-11
FRA,France,3,904,7,904,174,2020-05-11
FRA,France,4,842,2,840,76,2020-05-11
FRA,France,5,625,3,624,85,2020-05-11
FRA,France,6,371,2,370,14,2020-05-11
FRA,France,7,97,0,97,4,2020-05-11
GAB,Gabon,4,1,0,1,0,2020-05-11
GMB,Gambia,2,1,0,1,0,2020-05-11
GMB,Gambia,3,1,0,1,0,2020-05-11
GEO,Georgia,2,3,0,3,0,2020-05-11
GEO,Georgia,4,1,0,1,0,2020-05-11
DEU,Germany,-99,11,0,11,0,2020-05-11
DEU,Germany,1,414,0,414,64,2020-05-11
DEU,Germany,2,1344,3,1344,237,2020-05-11
DEU,Germany,3,1145,4,1145,101,2020-05-11
DEU,Germany,4,989,1,988,74,2020-05-11
DEU,Germany,5,651,2,650,84,2020-05-11
DEU,Germany,6,305,0,305,14,2020-05-11
DEU,Germany,7,81,0,81,2,2020-05-11
GHA,Ghana,-99,2,0,2,0,2020-05-11
GHA,Ghana,1,110,5,110,136,2020-05-11
GHA,Ghana,2,235,3,235,17,2020-05-11
GHA,Ghana,3,88,1,88,13,2020-05-11
GHA,Ghana,4,38,1,38,6,2020-05-11
GHA,Ghana,5,18,0,18,2,2020-05-11
GHA,Ghana,6,9,0,9,0,2020-05-11
GHA,Ghana,7,4,0,4,0,2020-05-11
GRC,Greece,-99,1,0,1,0,2020-05-11
GRC,Greece,1,122,0,122,5,2020-05-11
GRC,Greece,2,249,1,249,35,2020-05-11
GRC,Greece,3,266,0,266,14,2020-05-11
GRC,Greece,4,279,0,279,11,2020-05-11
GRC,Greece,5,143,1,143,2,2020-05-11
GRC,Greece,6,52,0,52,0,2020-05-11
GRC,Greece,7,9,0,9,0,2020-05-11
GRD,Grenada,1,1,0,1,0,2020-05-11
GRD,Grenada,3,1,0,1,0,2020-05-11
GRD,Grenada,4,1,0,1,0,2020-05-11
GRD,Grenada,6,1,0,1,0,2020-05-11
GLP,Guadeloupe,1,1,0,1,0,2020-05-11
GLP,Guadeloupe,4,1,0,1,0,2020-05-11
GUM,Guam,1,1,0,1,0,2020-05-11
GTM,Guatemala,1,464,5,463,46,2020-05-11
GTM,Guatemala,2,466,2,465,10,2020-05-11
GTM,Guatemala,3,171,1,171,3,2020-05-11
GTM,Guatemala,4,78,1,77,0,2020-05-11
GTM,Guatemala,5,38,0,38,1,2020-05-11
GTM,Guatemala,6,16,0,16,0,2020-05-11
GTM,Guatemala,7,4,1,4,20,2020-05-11
GGY,Guernsey,2,1,0,1,0,2020-05-11
GGY,Guernsey,3,1,0,1,2,2020-05-11
GIN,Guinea,1,13,1,13,0,2020-05-11
GIN,Guinea,2,21,0,21,2,2020-05-11
GIN,Guinea,3,11,0,11,0,2020-05-11
GIN,Guinea,4,3,0,3,0,2020-05-11
GIN,Guinea,6,1,0,1,0,2020-05-11
GNB,Guinea-Bissau,3,1,0,1,0,2020-05-11
GNB,Guinea-Bissau,6,1,0,1,0,2020-05-11
GUY,Guyana,1,1,0,1,0,2020-05-11
HTI,Haiti,1,3,0,3,0,2020-05-11
HTI,Haiti,2,7,0,7,0,2020-05-11
HTI,Haiti,3,11,0,11,0,2020-05-11
HTI,Haiti,4,2,0,2,0,2020-05-11
HMD,Heard Island and McDonald Islands,4,1,0,1,0,2020-05-11
HND,Honduras,1,245,4,245,81,2020-05-11
HND,Honduras,2,307,2,307,144,2020-05-11
HND,Honduras,3,153,1,153,12,2020-05-11
HND,Honduras,4,66,0,66,11,2020-05-11
HND,Honduras,5,36,0,35,3,2020-05-11
HND,Honduras,6,11,0,11,0,2020-05-11
HND,Honduras,7,1,0,1,0,2020-05-11
HKG,Hong Kong,-99,1,0,1,1,2020-05-11
HKG,Hong Kong,1,15,0,15,1,2020-05-11
HKG,Hong Kong,2,49,0,49,2,2020-05-11
HKG,Hong Kong,3,48,0,48,8,2020-05-11
HKG,Hong Kong,4,19,0,19,0,2020-05-11
HKG,Hong Kong,5,16,0,16,40,2020-05-11
HKG,Hong Kong,6,10,0,10,0,2020-05-11
HUN,Hungary,-99,11,0,11,0,2020-05-11
HUN,Hungary,1,220,3,220,4,2020-05-11
HUN,Hungary,2,485,2,485,123,2020-05-11
HUN,Hungary,3,638,0,638,35,2020-05-11
HUN,Hungary,4,607,0,607,31,2020-05-11
HUN,Hungary,5,490,0,489,16,2020-05-11
HUN,Hungary,6,430,0,428,10,2020-05-11
HUN,Hungary,7,69,0,69,0,2020-05-11
ISL,Iceland,4,1,0,1,0,2020-05-11
ISL,Iceland,6,1,0,1,0,2020-05-11
IND,India,-99,11,0,11,2,2020-05-11
IND,India,1,1428,12,1428,468,2020-05-11
IND,India,2,2382,12,2379,486,2020-05-11
IND,India,3,795,2,795,209,2020-05-11
IND,India,4,200,0,200,6,2020-05-11
IND,India,5,67,0,67,0,2020-05-11
IND,India,6,33,1,33,1,2020-05-11
IND,India,7,9,0,9,0,2020-05-11
IDN,Indonesia,-99,20,0,20,2,2020-05-11
IDN,Indonesia,1,979,19,978,391,2020-05-11
IDN,Indonesia,2,1581,26,1579,376,2020-05-11
IDN,Indonesia,3,953,8,953,103,2020-05-11
IDN,Indonesia,4,424,0,423,150,2020-05-11
IDN,Indonesia,5,111,0,110,11,2020-05-11
IDN,Indonesia,6,22,0,22,0,2020-05-11
IDN,Indonesia,7,8,1,8,2,2020-05-11
IRQ,Iraq,-99,2,0,2,0,2020-05-11
IRQ,Iraq,1,116,5,115,35,2020-05-11
IRQ,Iraq,2,225,3,223,136,2020-05-11
IRQ,Iraq,3,102,0,101,107,2020-05-11
IRQ,Iraq,4,56,0,56,0,2020-05-11
IRQ,Iraq,5,17,0,17,100,2020-05-11
IRQ,Iraq,6,3,0,3,0,2020-05-11
IRL,Ireland,-99,5,0,5,1,2020-05-11
IRL,Ireland,1,133,2,133,60,2020-05-11
IRL,Ireland,2,277,2,277,65,2020-05-11
IRL,Ireland,3,268,1,268,60,2020-05-11
IRL,Ireland,4,226,3,226,33,2020-05-11
IRL,Ireland,5,146,0,146,30,2020-05-11
IRL,Ireland,6,50,0,50,11,2020-05-11
IRL,Ireland,7,13,0,13,0,2020-05-11
ISR,Israel,-99,5,0,5,1,2020-05-11
ISR,Israel,1,115,2,115,44,2020-05-11
ISR,Israel,2,198,2,198,50,2020-05-11
ISR,Israel,3,173,1,172,5,2020-05-11
ISR,Israel,4,190,1,190,29,2020-05-11
ISR,Israel,5,149,0,149,9,2020-05-11
ISR,Israel,6,125,0,124,5,2020-05-11
ISR,Israel,7,33,0,33,1,2020-05-11
ITA,Italy,-99,11,0,11,1,2020-05-11
ITA,Italy,1,556,3,556,101,2020-05-11
ITA,Italy,2,1315,1,1315,352,2020-05-11
ITA,Italy,3,1219,1,1219,147,2020-05-11
ITA,Italy,4,1018,3,1018,132,2020-05-11
ITA,Italy,5,778,0,778,99,2020-05-11
ITA,Italy,6,353,0,353,29,2020-05-11
ITA,Italy,7,96,0,96,4,2020-05-11
JAM,Jamaica,3,1,1,1,100,2020-05-11
JPN,Japan,-99,13,1,13,0,2020-05-11
JPN,Japan,1,146,4,146,108,2020-05-11
JPN,Japan,2,749,9,748,69,2020-05-11
JPN,Japan,3,1553,8,1548,195,2020-05-11
JPN,Japan,4,2405,8,2401,129,2020-05-11
JPN,Japan,5,1923,8,1919,62,2020-05-11
JPN,Japan,6,849,1,849,13,2020-05-11
JPN,Japan,7,154,1,154,2,2020-05-11
JEY,Jersey,3,1,0,1,0,2020-05-11
JOR,Jordan,-99,3,0,3,0,2020-05-11
JOR,Jordan,1,191,4,191,18,2020-05-11
JOR,Jordan,2,315,0,315,16,2020-05-11
JOR,Jordan,3,185,1,185,6,2020-05-11
JOR,Jordan,4,91,0,90,2,2020-05-11
JOR,Jordan,5,33,0,32,1,2020-05-11
JOR,Jordan,6,8,0,7,2,2020-05-11
JOR,Jordan,7,2,0,2,0,2020-05-11
