ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,date
AFG,Afghanistan,-99,1,0,1,0,2020-04-28
AFG,Afghanistan,1,31,3,31,62,2020-04-28
AFG,Afghanistan,2,37,1,37,148,2020-04-28
AFG,Afghanistan,3,16,1,16,2,2020-04-28
AFG,Afghanistan,4,2,0,2,1,2020-04-28
AFG,Afghanistan,6,1,0,1,0,2020-04-28
AFG,Afghanistan,7,1,1,1,100,2020-04-28
ALA,Aland Islands,1,1,0,1,0,2020-04-28
ALA,Aland Islands,3,1,1,1,27,2020-04-28
ALA,Aland Islands,4,3,0,3,0,2020-04-28
ALA,Aland Islands,7,1,1,1,50,2020-04-28
ALB,Albania,1,14,0,14,0,2020-04-28
ALB,Albania,2,32,0,32,9,2020-04-28
ALB,Albania,3,16,0,16,0,2020-04-28
ALB,Albania,4,14,0,14,0,2020-04-28
ALB,Albania,5,5,0,5,5,2020-04-28
ALB,Albania,6,1,0,1,0,2020-04-28
DZA,Algeria,-99,1,0,1,0,2020-04-28
DZA,Algeria,1,93,4,93,29,2020-04-28
DZA,Algeria,2,161,1,161,26,2020-04-28
DZA,Algeria,3,109,1,109,28,2020-04-28
DZA,Algeria,4,64,0,64,13,2020-04-28
DZA,Algeria,5,34,0,34,14,2020-04-28
DZA,Algeria,6,11,0,11,3,2020-04-28
DZA,Algeria,7,1,0,1,0,2020-04-28
AND,Andorra,2,1,0,1,0,2020-04-28
AND,Andorra,3,1,0,1,100,2020-04-28
AND,Andorra,4,1,0,1,0,2020-04-28
AND,Andorra,7,1,0,1,0,2020-04-28
AGO,Angola,1,5,1,5,100,2020-04-28
AGO,Angola,2,24,0,24,0,2020-04-28
AGO,Angola,3,5,0,5,0,2020-04-28
AGO,Angola,4,2,0,1,0,2020-04-28
AGO,Angola,5,3,0,3,0,2020-04-28
AIA,Anguilla,3,1,0,1,0,2020-04-28
AIA,Anguilla,5,1,0,1,0,2020-04-28
ATA,Antarctica,2,1,0,1,0,2020-04-28
ATA,Antarctica,4,1,0,1,0,2020-04-28
ATA,Antarctica,5,1,0,1,0,2020-04-28
ARG,Argentina,-99,7,1,7,3,2020-04-28
ARG,Argentina,1,477,3,477,55,2020-04-28
ARG,Argentina,2,798,3,798,125,2020-04-28
ARG,Argentina,3,621,1,620,62,2020-04-28
ARG,Argentina,4,468,1,468,61,2020-04-28
ARG,Argentina,5,292,1,292,12,2020-04-28
ARG,Argentina,6,102,1,102,13,2020-04-28
ARG,Argentina,7,22,0,22,3,2020-04-28
ARM,Armenia,1,12,0,12,0,2020-04-28
ARM,Armenia,2,19,0,19,0,2020-04-28
ARM,Armenia,3,10,0,10,3,2020-04-28
ARM,Armenia,4,5,0,5,0,2020-04-28
ARM,Armenia,5,4,0,4,2,2020-04-28
ARM,Armenia,6,2,0,2,0,2020-04-28
ARM,Armenia,7,1,0,1,0,2020-04-28
ABW,Aruba,1,1,1,1,0,2020-04-28
ABW,Aruba,2,4,0,4,3,2020-04-28
ABW,Aruba,3,2,0,2,0,2020-04-28
ABW,Aruba,4,3,0,3,0,2020-04-28
ABW,Aruba,5,1,0,1,0,2020-04-28
ABW,Aruba,7,1,1,1,100,2020-04-28
AUS,Australia,-99,4,0,4,0,2020-04-28
AUS,Australia,1,140,4,140,31,2020-04-28
AUS,Australia,2,215,1,215,19,2020-04-28
AUS,Australia,3,161,2,160,8,2020-04-28
AUS,Australia,4,150,2,150,107,2020-04-28
AUS,Australia,5,151,1,150,2,2020-04-28
AUS,Australia,6,90,0,90,2,2020-04-28
AUS,Australia,7,21,0,21,0,2020-04-28
AUT,Austria,1,46,0,46,11,2020-04-28
AUT,Austria,2,116,0,116,33,2020-04-28
AUT,Austria,3,86,1,86,9,2020-04-28
AUT,Austria,4,73,0,73,4,2020-04-28
AUT,Austria,5,66,1,66,7,2020-04-28
AUT,Austria,6,22,0,22,6,2020-04-28
AUT,Austria,7,3,0,3,0,2020-04-28
AZE,Azerbaijan,-99,1,0,1,0,2020-04-28
AZE,Azerbaijan,1,12,0,12,6,2020-04-28
AZE,Azerbaijan,2,27,1,27,18,2020-04-28
AZE,Azerbaijan,3,11,0,11,1,2020-04-28
AZE,Azerbaijan,4,14,0,14,6,2020-04-28
AZE,Azerbaijan,5,3,0,3,0,2020-04-28
AZE,Azerbaijan,6,1,0,1,0,2020-04-28
BHS,Bahamas,2,1,0,1,0,2020-04-28
BHS,Bahamas,4,1,1,1,100,2020-04-28
BHR,Bahrain,2,1,0,1,0,2020-04-28
BGD,Bangladesh,1,194,6,194,206,2020-04-28
BGD,Bangladesh,2,246,7,246,192,2020-04-28
BGD,Bangladesh,3,74,1,74,49,2020-04-28
BGD,Bangladesh,4,16,0,16,1,2020-04-28
BGD,Bangladesh,5,3,0,3,6,2020-04-28
BGD,Bangladesh,6,1,0,1,0,2020-04-28
BGD,Bangladesh,7,1,1,1,100,2020-04-28
BRB,Barbados,3,2,0,2,0,2020-04-28
BLR,Belarus,-99,1,0,1,0,2020-04-28
BLR,Belarus,1,7,0,7,7,2020-04-28
BLR,Belarus,2,61,1,61,73,2020-04-28
BLR,Belarus,3,76,2,76,49,2020-04-28
BLR,Belarus,4,47,2,47,109,2020-04-28
BLR,Belarus,5,16,1,16,14,2020-04-28
BLR,Belarus,6,6,0,6,0,2020-04-28
BLR,Belarus,7,1,0,1,1,2020-04-28
BEL,Belgium,-99,2,0,2,4,2020-04-28
BEL,Belgium,1,71,2,71,28,2020-04-28
BEL,Belgium,2,147,3,147,92,2020-04-28
BEL,Belgium,3,145,0,145,49,2020-04-28
BEL,Belgium,4,139,1,139,84,2020-04-28
BEL,Belgium,5,144,0,144,70,2020-04-28
BEL,Belgium,6,68,1,67,5,2020-04-28
BEL,Belgium,7,11,0,11,1,2020-04-28
BLZ,Belize,5,1,0,1,0,2020-04-28
BEN,Benin,-99,1,0,1,0,2020-04-28
BEN,Benin,1,4,0,4,1,2020-04-28
BEN,Benin,2,9,1,9,1,2020-04-28
BEN,Benin,3,6,0,6,0,2020-04-28
BEN,Benin,4,4,0,4,4,2020-04-28
BEN,Benin,6,1,0,1,0,2020-04-28
BMU,Bermuda,3,1,0,1,0,2020-04-28
BTN,Bhutan,2,1,0,1,0,2020-04-28
BOL,Bolivia,-99,4,0,4,0,2020-04-28
BOL,Bolivia,1,273,4,273,158,2020-04-28
BOL,Bolivia,2,264,3,264,52,2020-04-28
BOL,Bolivia,3,154,1,154,40,2020-04-28
BOL,Bolivia,4,66,1,66,10,2020-04-28
BOL,Bolivia,5,37,0,37,13,2020-04-28
BOL,Bolivia,6,10,0,10,0,2020-04-28
BOL,Bolivia,7,1,0,1,0,2020-04-28
BES,"Bonaire, Sint Eustatius and Saba",4,1,0,1,0,2020-04-28
BIH,Bosnia and Herzegovina,1,16,0,16,3,2020-04-28
BIH,Bosnia and Herzegovina,2,24,0,24,4,2020-04-28
BIH,Bosnia and Herzegovina,3,17,0,17,2,2020-04-28
BIH,Bosnia and Herzegovina,4,14,1,14,19,2020-04-28
BIH,Bosnia and Herzegovina,5,6,0,6,1,2020-04-28
BRA,Brazil,-99,21,1,21,14,2020-04-28
BRA,Brazil,1,1760,39,1760,1163,2020-04-28
BRA,Brazil,2,3084,82,3082,2569,2020-04-28
BRA,Brazil,3,2838,62,2836,2281.3,2020-04-28
BRA,Brazil,4,1849,36,1847,1220,2020-04-28
BRA,Brazil,5,1122,11,1120,446,2020-04-28
BRA,Brazil,6,349,1,349,112,2020-04-28
BRA,Brazil,7,58,0,58,1,2020-04-28
