date,ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,anosmia
2020-08-15,AFG,Afghanistan,-99,54,8,49,565.3,12
2020-08-15,AFG,Afghanistan,1,21,2,21,172,3
2020-08-15,AFG,Afghanistan,2,41,1,41,128,4
2020-08-15,AFG,Afghanistan,3,17,0,17,109,1
2020-08-15,AFG,Afghanistan,4,8,2,8,56,2
2020-08-15,AFG,Afghanistan,5,5,0,5,3,0
2020-08-15,AFG,Afghanistan,6,3,0,3,0,0
2020-08-15,AFG,Afghanistan,7,5,3,5,207,3
2020-08-15,ALA,Aland Islands,-99,6,1,6,2,1
2020-08-15,ALA,Aland Islands,1,1,1,1,100,1
2020-08-15,ALA,Aland Islands,2,1,1,1,2,0
2020-08-15,ALA,Aland Islands,3,3,0,3,0,1
2020-08-15,ALA,Aland Islands,4,2,0,2,0,0
2020-08-15,ALA,Aland Islands,5,1,0,1,0,0
2020-08-15,ALA,Aland Islands,6,1,0,1,0,0
2020-08-15,ALB,Albania,-99,16,1,16,203,2
2020-08-15,ALB,Albania,1,21,3,21,35,3
2020-08-15,ALB,Albania,2,41,2,41,120,3
2020-08-15,ALB,Albania,3,27,0,27,64,0
2020-08-15,ALB,Albania,4,8,1,8,1,1
2020-08-15,ALB,Albania,5,8,0,8,10,0
2020-08-15,ALB,Albania,6,1,0,1,1,0
2020-08-15,ALB,Albania,7,2,2,2,200,2
2020-08-15,DZA,Algeria,-99,155,7,150,225,6
2020-08-15,DZA,Algeria,1,41,1,41,167,6
2020-08-15,DZA,Algeria,2,95,6,95,208,11
2020-08-15,DZA,Algeria,3,92,2,92,197,7
2020-08-15,DZA,Algeria,4,60,3,60,56,5
2020-08-15,DZA,Algeria,5,47,0,47,60,0
2020-08-15,DZA,Algeria,6,18,1,18,35,1
2020-08-15,ASM,American Samoa,-99,4,1,4,8,0
2020-08-15,ASM,American Samoa,1,1,1,1,0,0
2020-08-15,ASM,American Samoa,2,2,0,2,0,0
2020-08-15,ASM,American Samoa,3,1,0,1,0,0
2020-08-15,ASM,American Samoa,4,2,1,2,100,1
2020-08-15,ASM,American Samoa,5,4,1,4,0,1
2020-08-15,ASM,American Samoa,6,1,0,1,0,0
2020-08-15,AND,Andorra,-99,8,2,7,5,2
2020-08-15,AND,Andorra,1,3,0,3,2,0
2020-08-15,AND,Andorra,2,2,0,2,0,0
2020-08-15,AND,Andorra,3,1,0,1,1,0
2020-08-15,AND,Andorra,5,3,1,3,5,2
2020-08-15,AND,Andorra,6,1,0,1,0,0
2020-08-15,AND,Andorra,7,2,2,2,200,2
2020-08-15,AGO,Angola,-99,22,1,20,1,2
2020-08-15,AGO,Angola,1,15,0,15,100,2
2020-08-15,AGO,Angola,2,17,0,17,10,0
2020-08-15,AGO,Angola,3,8,1,8,12,1
2020-08-15,AGO,Angola,4,3,0,3,20,1
2020-08-15,AGO,Angola,7,1,1,1,1,1
2020-08-15,AIA,Anguilla,-99,3,0,3,0,0
2020-08-15,AIA,Anguilla,2,1,0,1,0,0
2020-08-15,AIA,Anguilla,6,1,0,1,0,0
2020-08-15,ATA,Antarctica,-99,2,0,2,0,0
2020-08-15,ATA,Antarctica,1,1,0,1,0,0
2020-08-15,ATA,Antarctica,3,1,0,1,0,0
2020-08-15,ATA,Antarctica,4,1,0,1,0,0
2020-08-15,ATA,Antarctica,5,1,1,1,100,1
2020-08-15,ATG,Antigua,-99,2,0,2,0,0
2020-08-15,ATG,Antigua,1,3,0,3,0,0
2020-08-15,ATG,Antigua,2,1,0,1,0,0
2020-08-15,ATG,Antigua,3,2,0,2,7,0
2020-08-15,ATG,Antigua,4,1,0,1,0,0
2020-08-15,ARG,Argentina,-99,494,5,474,165,16
2020-08-15,ARG,Argentina,1,392,10,392,184,11
2020-08-15,ARG,Argentina,2,717,10,716,272,21
2020-08-15,ARG,Argentina,3,641,4,640,566,13
2020-08-15,ARG,Argentina,4,505,2,505,375,7
2020-08-15,ARG,Argentina,5,367,2,365,261,2
2020-08-15,ARG,Argentina,6,187,2,187,44,2
2020-08-15,ARG,Argentina,7,44,0,44,4,1
2020-08-15,ARM,Armenia,-99,14,0,14,5,0
2020-08-15,ARM,Armenia,1,7,1,7,8,1
2020-08-15,ARM,Armenia,2,18,2,18,51,3
2020-08-15,ARM,Armenia,3,10,0,10,0,0
2020-08-15,ARM,Armenia,4,6,0,6,1,1
