date,ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,anosmia
2020-06-29,AFG,Afghanistan,-99,68,9,65,700,10
2020-06-29,AFG,Afghanistan,1,24,3,24,203,4
2020-06-29,AFG,Afghanistan,2,70,12,70,713,14
2020-06-29,AFG,Afghanistan,3,25,1,25,166,1
2020-06-29,AFG,Afghanistan,4,9,0,8,25,0
2020-06-29,AFG,Afghanistan,5,4,0,4,0,0
2020-06-29,AFG,Afghanistan,6,4,1,4,200,2
2020-06-29,AFG,Afghanistan,7,4,2,4,201,2
2020-06-29,ALA,Aland Islands,-99,5,0,5,2,0
2020-06-29,ALA,Aland Islands,2,2,1,2,1,1
2020-06-29,ALA,Aland Islands,3,1,0,1,0,0
2020-06-29,ALA,Aland Islands,4,1,1,1,40,1
2020-06-29,ALA,Aland Islands,5,1,0,1,0,0
2020-06-29,ALB,Albania,-99,32,1,28,12,1
2020-06-29,ALB,Albania,1,26,2,26,106,1
2020-06-29,ALB,Albania,2,50,0,49,35,0
2020-06-29,ALB,Albania,3,39,0,39,9,1
2020-06-29,ALB,Albania,4,19,0,19,11,1
2020-06-29,ALB,Albania,5,10,1,10,100,1
2020-06-29,ALB,Albania,6,6,0,6,2,0
2020-06-29,ALB,Albania,7,2,1,2,104,1
2020-06-29,DZA,Algeria,-99,270,12,259,131,16
2020-06-29,DZA,Algeria,1,117,5,117,75,13
2020-06-29,DZA,Algeria,2,203,8,202,256,16
2020-06-29,DZA,Algeria,3,150,1,150,134,7
2020-06-29,DZA,Algeria,4,92,0,91,47,5
2020-06-29,DZA,Algeria,5,48,0,47,57,2
2020-06-29,DZA,Algeria,6,11,0,10,3,0
2020-06-29,DZA,Algeria,7,2,0,2,0,0
2020-06-29,ASM,American Samoa,-99,9,3,7,101,3
2020-06-29,ASM,American Samoa,1,3,0,3,0,0
2020-06-29,ASM,American Samoa,2,2,0,2,0,0
2020-06-29,ASM,American Samoa,3,1,0,1,0,0
2020-06-29,ASM,American Samoa,4,1,0,1,0,0
2020-06-29,ASM,American Samoa,5,2,0,2,0,0
2020-06-29,ASM,American Samoa,6,1,0,1,0,0
2020-06-29,ASM,American Samoa,7,1,1,1,54,1
2020-06-29,AND,Andorra,-99,9,1,8,200,1
2020-06-29,AND,Andorra,1,2,1,2,100,1
2020-06-29,AND,Andorra,3,4,0,4,4,0
2020-06-29,AND,Andorra,4,1,0,1,0,0
2020-06-29,AND,Andorra,5,3,0,3,0,0
2020-06-29,AND,Andorra,7,1,0,1,0,0
2020-06-29,AGO,Angola,-99,41,2,40,107,2
2020-06-29,AGO,Angola,1,16,0,16,0,0
2020-06-29,AGO,Angola,2,40,2,39,9,3
2020-06-29,AGO,Angola,3,17,0,17,0,0
2020-06-29,AGO,Angola,4,11,0,11,100,0
2020-06-29,AGO,Angola,5,4,0,4,0,0
2020-06-29,AGO,Angola,6,1,0,1,1,0
2020-06-29,AGO,Angola,7,1,0,1,0,0
2020-06-29,AIA,Anguilla,-99,3,1,2,0,1
2020-06-29,AIA,Anguilla,1,1,0,1,0,0
2020-06-29,AIA,Anguilla,5,1,0,1,0,0
2020-06-29,AIA,Anguilla,6,1,0,1,0,0
2020-06-29,ATA,Antarctica,-99,2,1,1,100,1
2020-06-29,ATA,Antarctica,1,1,0,1,0,1
2020-06-29,ATA,Antarctica,2,2,1,2,101,1
2020-06-29,ATA,Antarctica,7,3,1,3,0,1
2020-06-29,ATG,Antigua,-99,1,0,1,0,0
2020-06-29,ATG,Antigua,1,2,1,2,100,2
2020-06-29,ATG,Antigua,2,1,0,1,0,1
2020-06-29,ATG,Antigua,3,1,0,1,0,0
2020-06-29,ARG,Argentina,-99,523,5,508,75,8
2020-06-29,ARG,Argentina,1,538,6,538,101,17
2020-06-29,ARG,Argentina,2,930,6,930,138,16
2020-06-29,ARG,Argentina,3,762,2,762,90,3
2020-06-29,ARG,Argentina,4,499,2,499,67,3
2020-06-29,ARG,Argentina,5,357,0,357,39,2
2020-06-29,ARG,Argentina,6,176,0,176,65,3
2020-06-29,ARG,Argentina,7,43,1,43,30,1
2020-06-29,ARM,Armenia,-99,28,0,26,29,1
2020-06-29,ARM,Armenia,1,21,0,21,17,0
2020-06-29,ARM,Armenia,2,47,3,47,68,2
2020-06-29,ARM,Armenia,3,35,1,35,65,2
2020-06-29,ARM,Armenia,4,26,1,26,16,1
2020-06-29,ARM,Armenia,5,11,0,11,2,0
2020-06-29,ARM,Armenia,6,4,0,4,2,0
2020-06-29,ABW,Aruba,-99,7,1,6,1,1
2020-06-29,ABW,Aruba,1,6,1,6,9,1
2020-06-29,ABW,Aruba,2,2,0,2,2,0
2020-06-29,ABW,Aruba,3,4,0,4,0,0
2020-06-29,ABW,Aruba,4,1,1,1,7,1
2020-06-29,ABW,Aruba,5,1,0,1,0,0
2020-06-29,ABW,Aruba,6,1,0,1,0,0
2020-06-29,AUS,Australia,-99,258,3,246,44,7
2020-06-29,AUS,Australia,1,249,5,249,76,8
2020-06-29,AUS,Australia,2,475,8,475,189,13
2020-06-29,AUS,Australia,3,398,5,398,81,4
2020-06-29,AUS,Australia,4,350,5,350,149,10
2020-06-29,AUS,Australia,5,283,1,281,36,2
2020-06-29,AUS,Australia,6,214,0,214,9,3
2020-06-29,AUS,Australia,7,51,0,51,2,0
2020-06-29,AUT,Austria,-99,82,0,76,5,4
2020-06-29,AUT,Austria,1,80,1,80,4,1
2020-06-29,AUT,Austria,2,203,4,203,43,5
2020-06-29,AUT,Austria,3,208,1,208,50,2
2020-06-29,AUT,Austria,4,138,1,138,6,2
2020-06-29,AUT,Austria,5,110,0,109,8,1
2020-06-29,AUT,Austria,6,68,0,68,0,0
2020-06-29,AUT,Austria,7,26,0,25,0,0
2020-06-29,AZE,Azerbaijan,-99,37,3,37,127,6
2020-06-29,AZE,Azerbaijan,1,14,0,14,36,1
2020-06-29,AZE,Azerbaijan,2,62,2,62,41,3
2020-06-29,AZE,Azerbaijan,3,50,0,50,36,2
2020-06-29,AZE,Azerbaijan,4,25,0,25,19,0
2020-06-29,AZE,Azerbaijan,5,15,1,15,22,1
2020-06-29,AZE,Azerbaijan,6,8,0,8,3,0
2020-06-29,AZE,Azerbaijan,7,1,0,1,0,0
2020-06-29,BHS,Bahamas,-99,2,1,2,0,1
2020-06-29,BHS,Bahamas,2,1,1,1,100,1
2020-06-29,BHS,Bahamas,5,1,0,1,0,0
2020-06-29,BHR,Bahrain,-99,1,0,1,0,0
2020-06-29,BHR,Bahrain,1,1,0,1,0,0
2020-06-29,BHR,Bahrain,2,1,0,1,0,0
2020-06-29,BHR,Bahrain,3,1,0,1,0,0
2020-06-29,BGD,Bangladesh,-99,217,19,212,594,23
2020-06-29,BGD,Bangladesh,1,237,8,237,646.5,10
2020-06-29,BGD,Bangladesh,2,329,12,329,878,19
2020-06-29,BGD,Bangladesh,3,93,2,93,242,5
2020-06-29,BGD,Bangladesh,4,24,0,24,58,2
2020-06-29,BGD,Bangladesh,5,13,1,13,43,1
2020-06-29,BGD,Bangladesh,6,2,0,2,0,0
2020-06-29,BLR,Belarus,-99,48,2,45,66,1
2020-06-29,BLR,Belarus,1,18,0,18,3,0
2020-06-29,BLR,Belarus,2,86,0,86,104,1
2020-06-29,BLR,Belarus,3,145,3,145,138,9
2020-06-29,BLR,Belarus,4,84,0,84,103,0
2020-06-29,BLR,Belarus,5,29,0,29,25,1
2020-06-29,BLR,Belarus,6,11,0,11,25,0
2020-06-29,BEL,Belgium,-99,67,0,63,4,1
2020-06-29,BEL,Belgium,1,62,1,62,69,1
2020-06-29,BEL,Belgium,2,131,0,131,119,1
2020-06-29,BEL,Belgium,3,107,1,106,11,1
2020-06-29,BEL,Belgium,4,116,2,116,15,3
2020-06-29,BEL,Belgium,5,97,0,97,19,0
2020-06-29,BEL,Belgium,6,63,0,62,8,1
2020-06-29,BEL,Belgium,7,12,0,12,1,0
2020-06-29,BLZ,Belize,-99,4,0,4,15,0
2020-06-29,BLZ,Belize,1,2,0,2,0,0
2020-06-29,BLZ,Belize,2,3,0,3,0,1
2020-06-29,BLZ,Belize,5,1,0,1,0,0
2020-06-29,BEN,Benin,-99,12,0,12,2,0
