date,ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,anosmia
2020-08-04,AFG,Afghanistan,-99,60,15,53,390,15
2020-08-04,AFG,Afghanistan,1,28,3,28,257,4
2020-08-04,AFG,Afghanistan,2,45,2,45,190,3
2020-08-04,AFG,Afghanistan,3,16,0,16,26,2
2020-08-04,AFG,Afghanistan,5,4,1,4,100,1
2020-08-04,AFG,Afghanistan,7,4,2,4,200,2
2020-08-04,ALA,Aland Islands,-99,7,0,7,2,0
2020-08-04,ALA,Aland Islands,2,3,0,3,4,0
2020-08-04,ALA,Aland Islands,3,3,0,3,0,0
2020-08-04,ALA,Aland Islands,4,2,0,2,1,0
2020-08-04,ALA,Aland Islands,5,4,1,4,38,1
2020-08-04,ALA,Aland Islands,7,2,0,2,0,0
2020-08-04,ALB,Albania,-99,31,5,27,121,3
2020-08-04,ALB,Albania,1,31,1,31,16,1
2020-08-04,ALB,Albania,2,55,1,55,209,5
2020-08-04,ALB,Albania,3,37,1,37,42,1
2020-08-04,ALB,Albania,4,12,0,12,7,0
2020-08-04,ALB,Albania,5,11,0,11,1,1
2020-08-04,ALB,Albania,6,4,0,4,10,0
2020-08-04,ALB,Albania,7,3,1,3,0,1
2020-08-04,DZA,Algeria,-99,203,10,193,439,19
2020-08-04,DZA,Algeria,1,82,0,82,204,6
2020-08-04,DZA,Algeria,2,125,4,125,257,10
2020-08-04,DZA,Algeria,3,143,4,143,277,16
2020-08-04,DZA,Algeria,4,98,3,97,197,11
2020-08-04,DZA,Algeria,5,49,0,49,82,0
2020-08-04,DZA,Algeria,6,14,0,14,15,1
2020-08-04,DZA,Algeria,7,4,0,4,4,0
2020-08-04,ASM,American Samoa,-99,9,1,9,129,2
2020-08-04,ASM,American Samoa,2,4,0,4,3,1
2020-08-04,ASM,American Samoa,3,1,1,1,14,1
2020-08-04,ASM,American Samoa,4,2,0,2,1,0
2020-08-04,ASM,American Samoa,5,4,0,4,0,0
2020-08-04,ASM,American Samoa,7,2,1,2,153,1
2020-08-04,AND,Andorra,-99,13,3,12,70,3
2020-08-04,AND,Andorra,1,2,0,2,0,0
2020-08-04,AND,Andorra,2,3,1,3,100,1
2020-08-04,AND,Andorra,3,1,0,1,0,0
2020-08-04,AND,Andorra,4,3,0,3,0,0
2020-08-04,AND,Andorra,7,1,0,1,0,0
2020-08-04,AGO,Angola,-99,34,1,33,3,2
2020-08-04,AGO,Angola,1,12,0,12,0,0
2020-08-04,AGO,Angola,2,25,2,25,102,2
2020-08-04,AGO,Angola,3,19,0,19,5,0
2020-08-04,AGO,Angola,4,6,0,6,0,1
2020-08-04,AGO,Angola,5,3,0,3,1,1
2020-08-04,AGO,Angola,6,1,0,1,0,0
2020-08-04,AIA,Anguilla,1,2,0,2,100,0
2020-08-04,AIA,Anguilla,2,1,0,1,0,0
2020-08-04,AIA,Anguilla,4,1,0,1,0,0
2020-08-04,AIA,Anguilla,5,1,0,1,0,0
2020-08-04,AIA,Anguilla,7,2,0,2,100,0
2020-08-04,ATA,Antarctica,-99,2,1,2,3,1
2020-08-04,ATA,Antarctica,3,2,2,2,20,2
2020-08-04,ATA,Antarctica,6,1,1,1,0,1
2020-08-04,ATG,Antigua,-99,3,0,3,98,0
2020-08-04,ATG,Antigua,2,3,0,3,0,1
2020-08-04,ATG,Antigua,3,1,0,1,0,0
2020-08-04,ATG,Antigua,4,2,0,2,2,0
2020-08-04,ATG,Antigua,5,1,1,1,0,0
2020-08-04,ATG,Antigua,7,1,0,1,0,0
2020-08-04,ARG,Argentina,-99,545,11,520,282,16
2020-08-04,ARG,Argentina,1,437,2,437,170,10
2020-08-04,ARG,Argentina,2,763,6,762,500,16
2020-08-04,ARG,Argentina,3,695,6,695,324,19
2020-08-04,ARG,Argentina,4,559,4,559,222,2
2020-08-04,ARG,Argentina,5,357,2,357,45,1
2020-08-04,ARG,Argentina,6,198,1,197,20,2
2020-08-04,ARG,Argentina,7,46,0,46,1,0
2020-08-04,ARM,Armenia,-99,14,1,14,111,1
2020-08-04,ARM,Armenia,1,11,0,11,3,0
2020-08-04,ARM,Armenia,2,21,0,21,17,0
2020-08-04,ARM,Armenia,3,15,1,15,10,0
2020-08-04,ARM,Armenia,4,9,0,9,0,0
2020-08-04,ARM,Armenia,5,9,0,9,15,0
2020-08-04,ARM,Armenia,6,2,0,2,1,0
2020-08-04,ABW,Aruba,-99,6,1,6,101,1
2020-08-04,ABW,Aruba,1,3,1,3,10,0
2020-08-04,ABW,Aruba,2,4,0,4,10,0
2020-08-04,ABW,Aruba,3,1,0,1,0,0
2020-08-04,ABW,Aruba,4,2,0,2,0,0
2020-08-04,AUS,Australia,-99,293,6,279,68,7
2020-08-04,AUS,Australia,1,283,4,283,74,7
2020-08-04,AUS,Australia,2,481,5,480,61,7
2020-08-04,AUS,Australia,3,377,4,376,68,6
2020-08-04,AUS,Australia,4,356,1,356,150,5
2020-08-04,AUS,Australia,5,350,3,350,33,10
2020-08-04,AUS,Australia,6,202,2,201,12,2
2020-08-04,AUS,Australia,7,49,1,49,103,4
2020-08-04,AUT,Austria,-99,65,1,65,16,2
2020-08-04,AUT,Austria,1,63,0,63,7,2
2020-08-04,AUT,Austria,2,154,1,154,118,2
2020-08-04,AUT,Austria,3,122,1,122,102,4
2020-08-04,AUT,Austria,4,130,2,129,11,2
2020-08-04,AUT,Austria,5,97,1,97,12,0
2020-08-04,AUT,Austria,6,47,0,47,2,1
2020-08-04,AUT,Austria,7,13,0,13,0,0
2020-08-04,AZE,Azerbaijan,-99,24,0,22,8,1
2020-08-04,AZE,Azerbaijan,1,12,0,12,2,0
2020-08-04,AZE,Azerbaijan,2,19,0,19,1,0
2020-08-04,AZE,Azerbaijan,3,17,0,17,8,0
2020-08-04,AZE,Azerbaijan,4,13,0,13,5,0
2020-08-04,AZE,Azerbaijan,5,10,0,9,2,1
2020-08-04,AZE,Azerbaijan,6,3,0,3,0,0
2020-08-04,BHS,Bahamas,2,2,0,2,0,0
2020-08-04,BHS,Bahamas,5,2,0,2,0,0
2020-08-04,BHR,Bahrain,-99,2,1,2,1,1
2020-08-04,BHR,Bahrain,1,1,0,1,0,0
2020-08-04,BHR,Bahrain,2,1,0,1,0,0
2020-08-04,BHR,Bahrain,5,1,0,1,0,0
2020-08-04,BHR,Bahrain,6,1,0,1,0,0
2020-08-04,BGD,Bangladesh,-99,129,7,124,279,11
2020-08-04,BGD,Bangladesh,1,161,8,160,278,13
2020-08-04,BGD,Bangladesh,2,211,5,211,751,11
2020-08-04,BGD,Bangladesh,3,82,2,82,93,7
2020-08-04,BGD,Bangladesh,4,27,0,27,28,0
2020-08-04,BGD,Bangladesh,5,12,1,12,26,1
2020-08-04,BGD,Bangladesh,6,3,0,3,25,0
2020-08-04,BRB,Barbados,5,1,1,1,100,1
2020-08-04,BLR,Belarus,-99,35,1,31,25,2
2020-08-04,BLR,Belarus,1,24,0,24,10,0
2020-08-04,BLR,Belarus,2,78,2,78,62,3
2020-08-04,BLR,Belarus,3,81,3,81,105,3
2020-08-04,BLR,Belarus,4,52,0,52,106,0
2020-08-04,BLR,Belarus,5,25,0,25,7,0
2020-08-04,BLR,Belarus,6,14,0,14,8,0
2020-08-04,BLR,Belarus,7,1,0,1,1,0
2020-08-04,BEL,Belgium,-99,146,0,142,12,3
2020-08-04,BEL,Belgium,1,96,1,96,16,1
2020-08-04,BEL,Belgium,2,176,1,176,19,4
2020-08-04,BEL,Belgium,3,164,1,164,18,4
2020-08-04,BEL,Belgium,4,129,1,129,11,1
2020-08-04,BEL,Belgium,5,108,0,108,10,1
2020-08-04,BEL,Belgium,6,63,1,62,2,1
2020-08-04,BEL,Belgium,7,10,0,10,4,0
2020-08-04,BLZ,Belize,-99,3,1,3,1,0
2020-08-04,BLZ,Belize,2,1,0,1,8,0
2020-08-04,BLZ,Belize,5,1,0,1,10,0
2020-08-04,BEN,Benin,-99,15,0,15,0,0
2020-08-04,BEN,Benin,1,2,0,2,0,0
2020-08-04,BEN,Benin,2,5,0,5,0,0
2020-08-04,BEN,Benin,3,3,0,3,0,0
2020-08-04,BEN,Benin,4,2,0,2,0,0
2020-08-04,BEN,Benin,5,3,0,3,0,0
2020-08-04,BEN,Benin,6,1,0,1,0,0
2020-08-04,BMU,Bermuda,3,2,0,1,0,1
2020-08-04,BMU,Bermuda,4,1,0,1,0,0
2020-08-04,BMU,Bermuda,6,1,0,1,0,0
2020-08-04,BTN,Bhutan,-99,1,1,1,1,1
2020-08-04,BTN,Bhutan,3,1,0,1,1,0
2020-08-04,BOL,Bolivia,-99,157,23,142,269,24
2020-08-04,BOL,Bolivia,1,231,19,231,506,25
2020-08-04,BOL,Bolivia,2,282,28,282,674,46
2020-08-04,BOL,Bolivia,3,191,21,191,508,25
2020-08-04,BOL,Bolivia,4,121,2,121,363,5
2020-08-04,BOL,Bolivia,5,71,8,71,187,5
2020-08-04,BOL,Bolivia,6,17,0,17,10,1
2020-08-04,BOL,Bolivia,7,4,0,4,2,0
2020-08-04,BES,"Bonaire, Sint Eustatius and Saba",-99,1,0,1,20,0
2020-08-04,BES,"Bonaire, Sint Eustatius and Saba",1,1,0,1,0,0
2020-08-04,BES,"Bonaire, Sint Eustatius and Saba",2,1,0,1,0,0
2020-08-04,BIH,Bosnia and Herzegovina,-99,30,1,28,62,1
2020-08-04,BIH,Bosnia and Herzegovina,1,26,0,26,25,0
2020-08-04,BIH,Bosnia and Herzegovina,2,38,2,38,34,2
2020-08-04,BIH,Bosnia and Herzegovina,3,47,0,47,15,1
2020-08-04,BIH,Bosnia and Herzegovina,4,29,0,29,17,0
2020-08-04,BIH,Bosnia and Herzegovina,5,14,0,14,1,0
2020-08-04,BIH,Bosnia and Herzegovina,6,9,0,9,0,0
2020-08-04,BIH,Bosnia and Herzegovina,7,1,0,1,0,0
2020-08-04,BWA,Botswana,-99,1,0,1,0,0
2020-08-04,BWA,Botswana,3,1,0,1,0,0
2020-08-04,BWA,Botswana,5,1,0,1,1,0
2020-08-04,BRA,Brazil,-99,2099,46,1985,1904,113
2020-08-04,BRA,Brazil,1,1706,34,1706,1661,106
2020-08-04,BRA,Brazil,2,2843,65,2842,3431,162
2020-08-04,BRA,Brazil,3,2753,55,2752,3417,141
2020-08-04,BRA,Brazil,4,1907,33,1906,2274,85
2020-08-04,BRA,Brazil,5,1200,12,1198,956,21
2020-08-04,BRA,Brazil,6,357,1,356,162,4
2020-08-04,BRA,Brazil,7,61,1,61,42,1
2020-08-04,IOT,British Indian Ocean Territory,-99,3,0,3,0,0
2020-08-04,IOT,British Indian Ocean Territory,1,1,0,1,0,0
2020-08-04,VGB,British Virgin Islands,5,1,1,1,100,1
2020-08-04,BRN,Brunei,1,1,1,1,1,1
2020-08-04,BRN,Brunei,3,1,1,1,1,1
2020-08-04,BGR,Bulgaria,-99,61,2,60,4,2
2020-08-04,BGR,Bulgaria,1,41,0,41,3,2
2020-08-04,BGR,Bulgaria,2,73,0,73,92,0
2020-08-04,BGR,Bulgaria,3,82,0,82,4,0
2020-08-04,BGR,Bulgaria,4,116,1,116,117,3
2020-08-04,BGR,Bulgaria,5,74,0,74,11,2
2020-08-04,BGR,Bulgaria,6,56,0,56,2,0
2020-08-04,BGR,Bulgaria,7,10,0,10,0,0
2020-08-04,BFA,Burkina Faso,-99,9,0,9,2,0
2020-08-04,BFA,Burkina Faso,1,2,0,2,1,1
2020-08-04,BFA,Burkina Faso,2,7,0,7,2,0
2020-08-04,BFA,Burkina Faso,3,3,0,3,0,0
