ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,date
BEL,Belgium,-99,4,0,4,3,2020-04-25
BEL,Belgium,1,75,1,75,26,2020-04-25
BEL,Belgium,2,169,4,169,146,2020-04-25
BEL,Belgium,3,135,3,135,58,2020-04-25
BEL,Belgium,4,139,0,139,84,2020-04-25
BEL,Belgium,5,137,0,137,46,2020-04-25
BEL,Belgium,6,62,0,61,10,2020-04-25
BEL,Belgium,7,15,1,15,2,2020-04-25
BLZ,Belize,3,1,0,1,0,2020-04-25
BEN,Benin,-99,1,0,1,0,2020-04-25
BEN,Benin,1,4,0,4,2,2020-04-25
BEN,Benin,2,7,0,7,1,2020-04-25
BEN,Benin,3,1,0,1,0,2020-04-25
BEN,Benin,4,1,0,1,0,2020-04-25
BTN,Bhutan,2,1,0,1,0,2020-04-25
BTN,Bhutan,3,1,0,1,0,2020-04-25
BTN,Bhutan,4,1,0,1,0,2020-04-25
BOL,Bolivia,-99,3,0,3,0,2020-04-25
BOL,Bolivia,1,193,3,193,34,2020-04-25
BOL,Bolivia,2,250,2,250,121,2020-04-25
BOL,Bolivia,3,131,1,131,124,2020-04-25
BOL,Bolivia,4,56,1,56,6,2020-04-25
BOL,Bolivia,5,18,0,18,1,2020-04-25
BOL,Bolivia,6,9,0,9,0,2020-04-25
BOL,Bolivia,7,1,0,1,0,2020-04-25
BIH,Bosnia and Herzegovina,-99,1,0,1,0,2020-04-25
BIH,Bosnia and Herzegovina,1,16,0,16,0,2020-04-25
BIH,Bosnia and Herzegovina,2,25,0,25,2,2020-04-25
BIH,Bosnia and Herzegovina,3,22,0,22,0,2020-04-25
BIH,Bosnia and Herzegovina,4,17,0,17,0,2020-04-25
BIH,Bosnia and Herzegovina,5,11,0,11,1,2020-04-25
BIH,Bosnia and Herzegovina,6,1,0,1,0,2020-04-25
BIH,Bosnia and Herzegovina,7,1,0,1,0,2020-04-25
BWA,Botswana,4,1,0,1,0,2020-04-25
BRA,Brazil,-99,112,5,111,97,2020-04-25
BRA,Brazil,1,1422,36,1422,1013,2020-04-25
BRA,Brazil,2,2662,55,2660,2467,2020-04-25
BRA,Brazil,3,2376,51,2374,1652,2020-04-25
BRA,Brazil,4,1747,31,1745,1287,2020-04-25
BRA,Brazil,5,1035,8,1034,421,2020-04-25
BRA,Brazil,6,340,3,340,103,2020-04-25
BRA,Brazil,7,47,2,47,109,2020-04-25
IOT,British Indian Ocean Territory,1,1,0,1,60,2020-04-25
VGB,British Virgin Islands,2,3,0,3,0,2020-04-25
VGB,British Virgin Islands,3,2,0,2,0,2020-04-25
VGB,British Virgin Islands,4,1,0,1,0,2020-04-25
VGB,British Virgin Islands,6,1,0,1,0,2020-04-25
BGR,Bulgaria,-99,7,0,7,0,2020-04-25
BGR,Bulgaria,1,42,0,42,5,2020-04-25
BGR,Bulgaria,2,73,0,73,109,2020-04-25
BGR,Bulgaria,3,109,0,109,5,2020-04-25
BGR,Bulgaria,4,102,1,102,5,2020-04-25
BGR,Bulgaria,5,72,1,72,2,2020-04-25
BGR,Bulgaria,6,31,0,31,2,2020-04-25
BGR,Bulgaria,7,1,0,1,0,2020-04-25
BFA,Burkina Faso,-99,3,0,3,0,2020-04-25
BFA,Burkina Faso,1,5,0,5,0,2020-04-25
BFA,Burkina Faso,2,13,0,13,3,2020-04-25
BFA,Burkina Faso,3,7,0,7,0,2020-04-25
BFA,Burkina Faso,4,5,0,5,1,2020-04-25
BFA,Burkina Faso,6,1,0,1,0,2020-04-25
BFA,Burkina Faso,7,1,0,1,0,2020-04-25
KHM,Cambodia,1,3,0,3,5,2020-04-25
KHM,Cambodia,2,7,1,7,0,2020-04-25
KHM,Cambodia,3,2,0,2,0,2020-04-25
KHM,Cambodia,4,2,0,2,0,2020-04-25
KHM,Cambodia,5,3,0,3,0,2020-04-25
CMR,Cameroon,-99,1,0,1,0,2020-04-25
CMR,Cameroon,1,23,0,23,5,2020-04-25
CMR,Cameroon,2,43,3,43,23,2020-04-25
CMR,Cameroon,3,12,0,12,1,2020-04-25
CMR,Cameroon,4,9,1,9,0,2020-04-25
CMR,Cameroon,5,1,0,1,0,2020-04-25
CAN,Canada,-99,3,0,3,0,2020-04-25
CAN,Canada,1,256,2,256,127,2020-04-25
CAN,Canada,2,501,3,501,105,2020-04-25
CAN,Canada,3,423,6,423,73,2020-04-25
CAN,Canada,4,323,2,323,84,2020-04-25
CAN,Canada,5,272,2,272,45,2020-04-25
CAN,Canada,6,122,0,122,9,2020-04-25
CAN,Canada,7,37,0,37,5,2020-04-25
CPV,Cape Verde,2,1,0,1,0,2020-04-25
CHL,Chile,-99,5,0,5,1,2020-04-25
CHL,Chile,1,157,2,157,33,2020-04-25
CHL,Chile,2,322,5,322,57,2020-04-25
CHL,Chile,3,202,1,202,46,2020-04-25
CHL,Chile,4,164,1,164,17,2020-04-25
CHL,Chile,5,113,0,113,22,2020-04-25
CHL,Chile,6,40,0,40,3,2020-04-25
CHL,Chile,7,6,0,6,4,2020-04-25
CCK,Cocos (Keeling) Islands,4,1,0,1,0,2020-04-25
COL,Colombia,-99,16,1,15,5,2020-04-25
COL,Colombia,1,449,8,448,72,2020-04-25
COL,Colombia,2,625,4,625,102,2020-04-25
COL,Colombia,3,451,4,449,58,2020-04-25
COL,Colombia,4,242,1,242,13,2020-04-25
COL,Colombia,5,123,0,123,8,2020-04-25
COL,Colombia,6,34,1,34,1,2020-04-25
COL,Colombia,7,12,0,12,0,2020-04-25
CRI,Costa Rica,-99,1,0,1,0,2020-04-25
CRI,Costa Rica,1,100,3,100,10,2020-04-25
CRI,Costa Rica,2,158,1,158,16,2020-04-25
CRI,Costa Rica,3,117,1,116,7,2020-04-25
CRI,Costa Rica,4,76,0,76,13,2020-04-25
CRI,Costa Rica,5,41,0,41,0,2020-04-25
CRI,Costa Rica,6,8,1,8,0,2020-04-25
CRI,Costa Rica,7,1,0,1,0,2020-04-25
CIV,Côte d'Ivoire,1,6,0,6,0,2020-04-25
CIV,Côte d'Ivoire,2,23,0,23,1,2020-04-25
CIV,Côte d'Ivoire,3,24,0,24,19,2020-04-25
CIV,Côte d'Ivoire,4,8,0,8,0,2020-04-25
CIV,Côte d'Ivoire,5,3,0,3,0,2020-04-25
HRV,Croatia,-99,2,0,2,0,2020-04-25
HRV,Croatia,1,33,2,33,6,2020-04-25
HRV,Croatia,2,69,1,68,26,2020-04-25
HRV,Croatia,3,63,0,63,5,2020-04-25
HRV,Croatia,4,54,2,54,8,2020-04-25
HRV,Croatia,5,38,0,38,7,2020-04-25
HRV,Croatia,6,11,0,11,0,2020-04-25
HRV,Croatia,7,7,0,7,0,2020-04-25
CYP,Cyprus,2,1,0,1,0,2020-04-25
CYP,Cyprus,3,2,0,2,0,2020-04-25
CZE,Czech Republic,-99,5,0,5,0,2020-04-25
CZE,Czech Republic,1,96,0,96,9,2020-04-25
CZE,Czech Republic,2,216,1,216,133,2020-04-25
CZE,Czech Republic,3,205,0,205,7,2020-04-25
CZE,Czech Republic,4,171,0,171,11,2020-04-25
CZE,Czech Republic,5,111,1,111,7,2020-04-25
CZE,Czech Republic,6,55,0,55,2,2020-04-25
CZE,Czech Republic,7,13,0,13,0,2020-04-25
COD,Democratic Republic of the Congo,1,1,0,1,0,2020-04-25
COD,Democratic Republic of the Congo,2,4,1,4,2,2020-04-25
COD,Democratic Republic of the Congo,3,3,0,3,0,2020-04-25
COD,Democratic Republic of the Congo,4,1,0,1,0,2020-04-25
COD,Democratic Republic of the Congo,6,1,0,1,0,2020-04-25
DNK,Denmark,-99,8,0,8,5,2020-04-25
DNK,Denmark,1,62,0,62,25,2020-04-25
DNK,Denmark,2,106,1,106,42,2020-04-25
DNK,Denmark,3,119,0,119,35,2020-04-25
DNK,Denmark,4,176,0,176,43,2020-04-25
DNK,Denmark,5,175,1,175,44,2020-04-25
DNK,Denmark,6,120,0,120,32,2020-04-25
DNK,Denmark,7,34,0,34,2,2020-04-25
DMA,Dominica,1,2,0,2,0,2020-04-25
DMA,Dominica,2,4,1,4,1,2020-04-25
DMA,Dominica,3,3,0,3,0,2020-04-25
DMA,Dominica,4,3,0,3,0,2020-04-25
DMA,Dominica,5,1,0,1,0,2020-04-25
DOM,Dominican Republic,-99,3,0,3,3,2020-04-25
DOM,Dominican Republic,1,70,0,70,40,2020-04-25
DOM,Dominican Republic,2,114,2,114,48,2020-04-25
DOM,Dominican Republic,3,99,1,99,46,2020-04-25
DOM,Dominican Republic,4,53,2,52,23,2020-04-25
DOM,Dominican Republic,5,16,0,16,14,2020-04-25
DOM,Dominican Republic,6,10,0,10,26,2020-04-25
DOM,Dominican Republic,7,1,0,1,0,2020-04-25
ECU,Ecuador,-99,6,0,5,3,2020-04-25
ECU,Ecuador,1,268,4,268,158,2020-04-25
ECU,Ecuador,2,320,10,320,431,2020-04-25
ECU,Ecuador,3,207,4,207,336,2020-04-25
ECU,Ecuador,4,93,5,92,80,2020-04-25
ECU,Ecuador,5,50,0,50,74,2020-04-25
ECU,Ecuador,6,15,1,15,24,2020-04-25
ECU,Ecuador,7,4,0,4,2,2020-04-25
EGY,Egypt,-99,12,0,11,52,2020-04-25
EGY,Egypt,1,350,5,349,85,2020-04-25
EGY,Egypt,2,500,2,498,178,2020-04-25
EGY,Egypt,3,289,0,289,58,2020-04-25
EGY,Egypt,4,116,0,116,17,2020-04-25
EGY,Egypt,5,38,0,38,6,2020-04-25
EGY,Egypt,6,10,0,10,0,2020-04-25
EGY,Egypt,7,2,0,2,0,2020-04-25
SLV,El Salvador,-99,5,0,4,0,2020-04-25
SLV,El Salvador,1,184,2,184,23,2020-04-25
SLV,El Salvador,2,227,2,227,17,2020-04-25
SLV,El Salvador,3,122,1,122,2,2020-04-25
SLV,El Salvador,4,65,0,64,2,2020-04-25
SLV,El Salvador,5,24,0,24,2,2020-04-25
SLV,El Salvador,6,10,0,10,1,2020-04-25
SLV,El Salvador,7,2,0,2,0,2020-04-25
ERI,Eritrea,4,1,1,1,0,2020-04-25
EST,Estonia,2,1,0,1,0,2020-04-25
EST,Estonia,3,1,0,1,0,2020-04-25
ETH,Ethiopia,-99,1,0,1,0,2020-04-25
ETH,Ethiopia,1,1,0,1,1,2020-04-25
ETH,Ethiopia,2,28,0,28,4,2020-04-25
ETH,Ethiopia,3,17,0,17,0,2020-04-25
ETH,Ethiopia,4,1,0,1,0,2020-04-25
FRO,Faroe Islands,4,1,0,1,0,2020-04-25
FSM,Federated States of Micronesia,2,1,0,1,0,2020-04-25
FIN,Finland,-99,2,0,2,0,2020-04-25
FIN,Finland,1,49,0,49,5,2020-04-25
FIN,Finland,2,95,1,95,15,2020-04-25
FIN,Finland,3,106,3,106,27,2020-04-25
FIN,Finland,4,105,0,105,21,2020-04-25
FIN,Finland,5,92,0,92,6,2020-04-25
FIN,Finland,6,74,0,74,21,2020-04-25
FIN,Finland,7,22,0,22,3,2020-04-25
FRA,France,-99,21,0,20,5,2020-04-25
FRA,France,1,352,3,352,205,2020-04-25
FRA,France,2,649,3,649,300,2020-04-25
FRA,France,3,628,6,628,247,2020-04-25
FRA,France,4,599,6,597,172,2020-04-25
FRA,France,5,435,5,435,120,2020-04-25
FRA,France,6,221,1,220,22,2020-04-25
FRA,France,7,45,0,45,3,2020-04-25
PYF,French Polynesia,7,1,1,1,1,2020-04-25
ATF,French Southern Territories,2,1,0,1,0,2020-04-25
ATF,French Southern Territories,4,1,0,1,0,2020-04-25
GMB,Gambia,2,1,0,1,0,2020-04-25
GEO,Georgia,1,1,0,1,0,2020-04-25
GEO,Georgia,2,2,0,2,0,2020-04-25
GEO,Georgia,3,1,0,1,0,2020-04-25
DEU,Germany,-99,20,0,20,3,2020-04-25
DEU,Germany,1,294,2,294,37,2020-04-25
DEU,Germany,2,794,2,793,265,2020-04-25
DEU,Germany,3,805,4,805,167,2020-04-25
DEU,Germany,4,709,1,708,96,2020-04-25
DEU,Germany,5,448,1,448,26,2020-04-25
DEU,Germany,6,212,1,212,111,2020-04-25
DEU,Germany,7,42,1,41,101,2020-04-25
GHA,Ghana,-99,1,0,1,0,2020-04-25
GHA,Ghana,1,26,0,26,5,2020-04-25
GHA,Ghana,2,87,2,87,8,2020-04-25
GHA,Ghana,3,41,1,41,2,2020-04-25
GHA,Ghana,4,5,0,5,0,2020-04-25
GHA,Ghana,7,1,0,1,0,2020-04-25
GIB,Gibraltar,2,1,1,1,0,2020-04-25
GIB,Gibraltar,4,1,0,1,0,2020-04-25
GRC,Greece,-99,4,0,4,0,2020-04-25
GRC,Greece,1,63,0,63,9,2020-04-25
GRC,Greece,2,139,1,139,8,2020-04-25
GRC,Greece,3,218,1,218,15,2020-04-25
GRC,Greece,4,184,0,184,12,2020-04-25
GRC,Greece,5,93,0,93,7,2020-04-25
GRC,Greece,6,31,0,31,0,2020-04-25
GRC,Greece,7,5,0,5,0,2020-04-25
GRL,Greenland,1,2,0,2,0,2020-04-25
GRL,Greenland,4,1,0,1,0,2020-04-25
GRD,Grenada,3,2,0,2,10,2020-04-25
GTM,Guatemala,-99,5,0,5,4,2020-04-25
GTM,Guatemala,1,259,3,258,23,2020-04-25
GTM,Guatemala,2,292,3,291,26,2020-04-25
GTM,Guatemala,3,155,0,155,15,2020-04-25
GTM,Guatemala,4,63,0,63,3,2020-04-25
GTM,Guatemala,5,17,0,17,1,2020-04-25
GTM,Guatemala,6,15,0,15,0,2020-04-25
GTM,Guatemala,7,5,0,5,0,2020-04-25
GGY,Guernsey,4,1,0,1,0,2020-04-25
GGY,Guernsey,6,1,0,1,0,2020-04-25
GIN,Guinea,1,9,0,9,1,2020-04-25
GIN,Guinea,2,16,1,16,13,2020-04-25
GIN,Guinea,3,5,0,5,0,2020-04-25
GIN,Guinea,4,1,0,1,0,2020-04-25
GIN,Guinea,5,1,0,1,0,2020-04-25
HTI,Haiti,1,16,0,16,1,2020-04-25
HTI,Haiti,2,33,0,33,69,2020-04-25
HTI,Haiti,3,12,0,12,1,2020-04-25
HTI,Haiti,4,3,0,3,0,2020-04-25
HTI,Haiti,5,1,0,1,0,2020-04-25
HND,Honduras,-99,1,0,1,0,2020-04-25
HND,Honduras,1,119,0,119,123,2020-04-25
HND,Honduras,2,168,1,168,29,2020-04-25
HND,Honduras,3,97,1,97,7,2020-04-25
HND,Honduras,4,46,0,45,3,2020-04-25
HND,Honduras,5,14,0,14,0,2020-04-25
HND,Honduras,6,6,0,6,2,2020-04-25
HKG,Hong Kong,1,6,2,6,100,2020-04-25
HKG,Hong Kong,2,9,0,9,1,2020-04-25
HKG,Hong Kong,3,16,0,16,1,2020-04-25
HKG,Hong Kong,4,6,0,6,1,2020-04-25
HKG,Hong Kong,5,6,0,6,1,2020-04-25
HUN,Hungary,-99,12,0,11,1,2020-04-25
HUN,Hungary,1,96,0,95,29,2020-04-25
HUN,Hungary,2,232,0,232,64,2020-04-25
HUN,Hungary,3,252,0,251,122,2020-04-25
HUN,Hungary,4,273,0,273,49,2020-04-25
HUN,Hungary,5,192,0,192,16,2020-04-25
HUN,Hungary,6,150,0,149,11,2020-04-25
HUN,Hungary,7,32,0,32,2,2020-04-25
ISL,Iceland,1,1,1,1,5,2020-04-25
IND,India,-99,11,0,11,6,2020-04-25
IND,India,1,633,9,632,461,2020-04-25
IND,India,2,1082,5,1080,72,2020-04-25
IND,India,3,353,3,352,22,2020-04-25
IND,India,4,79,0,79,10,2020-04-25
IND,India,5,35,0,35,1,2020-04-25
IND,India,6,5,0,5,0,2020-04-25
IND,India,7,3,0,3,0,2020-04-25
IDN,Indonesia,-99,17,0,17,4,2020-04-25
IDN,Indonesia,1,643,8,641,306,2020-04-25
IDN,Indonesia,2,912,13,909,380,2020-04-25
IDN,Indonesia,3,523,6,522,64,2020-04-25
IDN,Indonesia,4,217,3,217,15,2020-04-25
IDN,Indonesia,5,56,0,56,32,2020-04-25
IDN,Indonesia,6,7,0,7,1,2020-04-25
IDN,Indonesia,7,1,0,1,0,2020-04-25
IRQ,Iraq,-99,5,0,5,10,2020-04-25
IRQ,Iraq,1,149,3,149,90,2020-04-25
IRQ,Iraq,2,233,2,233,53,2020-04-25
IRQ,Iraq,3,123,0,123,8,2020-04-25
IRQ,Iraq,4,72,0,72,10,2020-04-25
IRQ,Iraq,5,21,1,21,18,2020-04-25
IRQ,Iraq,6,4,0,4,0,2020-04-25
IRL,Ireland,-99,2,0,2,0,2020-04-25
IRL,Ireland,1,71,0,71,12,2020-04-25
IRL,Ireland,2,130,0,130,75,2020-04-25
IRL,Ireland,3,132,2,132,55,2020-04-25
IRL,Ireland,4,121,2,121,39,2020-04-25
IRL,Ireland,5,76,1,76,10,2020-04-25
IRL,Ireland,6,28,0,28,6,2020-04-25
IRL,Ireland,7,7,0,7,1,2020-04-25
IMN,Isle Of Man,1,1,0,1,0,2020-04-25
ISR,Israel,-99,2,0,2,0,2020-04-25
ISR,Israel,1,72,2,72,50,2020-04-25
ISR,Israel,2,127,0,127,20,2020-04-25
ISR,Israel,3,128,1,128,117,2020-04-25
ISR,Israel,4,138,0,138,16,2020-04-25
ISR,Israel,5,121,0,121,4,2020-04-25
ISR,Israel,6,89,0,89,3,2020-04-25
ISR,Israel,7,22,0,22,0,2020-04-25
ITA,Italy,-99,11,0,11,1,2020-04-25
ITA,Italy,1,294,0,294,209,2020-04-25
ITA,Italy,2,737,2,737,464,2020-04-25
ITA,Italy,3,786,4,786,234,2020-04-25
ITA,Italy,4,642,2,642,303,2020-04-25
ITA,Italy,5,428,0,428,124,2020-04-25
ITA,Italy,6,231,1,229,39,2020-04-25
ITA,Italy,7,47,0,46,79,2020-04-25
JAM,Jamaica,1,1,0,1,0,2020-04-25
JPN,Japan,-99,7,0,7,0,2020-04-25
JPN,Japan,1,31,0,31,0,2020-04-25
JPN,Japan,2,151,1,151,126,2020-04-25
JPN,Japan,3,182,1,182,27,2020-04-25
JPN,Japan,4,223,0,223,65,2020-04-25
JPN,Japan,5,165,0,164,29,2020-04-25
JPN,Japan,6,62,1,61,0,2020-04-25
JPN,Japan,7,8,0,8,0,2020-04-25
JEY,Jersey,3,1,0,1,1,2020-04-25
JEY,Jersey,6,1,0,1,0,2020-04-25
JOR,Jordan,-99,2,0,2,3,2020-04-25
JOR,Jordan,1,60,1,60,26,2020-04-25
JOR,Jordan,2,102,0,102,9,2020-04-25
JOR,Jordan,3,68,1,68,1,2020-04-25
JOR,Jordan,4,34,0,33,3,2020-04-25
JOR,Jordan,5,15,0,15,0,2020-04-25
JOR,Jordan,6,5,0,5,0,2020-04-25
JOR,Jordan,7,1,0,1,0,2020-04-25
KAZ,Kazakhstan,-99,2,0,2,1,2020-04-25
KAZ,Kazakhstan,1,14,0,14,0,2020-04-25
KAZ,Kazakhstan,2,101,2,101,43,2020-04-25
KAZ,Kazakhstan,3,154,0,154,2,2020-04-25
KAZ,Kazakhstan,4,86,0,86,2,2020-04-25
KAZ,Kazakhstan,5,37,0,37,0,2020-04-25
KAZ,Kazakhstan,6,6,0,6,2,2020-04-25
KEN,Kenya,-99,1,0,1,0,2020-04-25
KEN,Kenya,1,45,0,45,4,2020-04-25
KEN,Kenya,2,108,1,108,24,2020-04-25
KEN,Kenya,3,45,0,44,2,2020-04-25
KEN,Kenya,4,19,1,19,5,2020-04-25
KEN,Kenya,5,10,0,10,0,2020-04-25
KEN,Kenya,6,1,0,1,0,2020-04-25
RKS,Kosovo,4,1,0,1,0,2020-04-25
RKS,Kosovo,5,1,0,1,0,2020-04-25
KWT,Kuwait,1,4,0,4,15,2020-04-25
KWT,Kuwait,2,59,0,59,113,2020-04-25
KWT,Kuwait,3,34,0,34,16,2020-04-25
KWT,Kuwait,4,12,0,12,3,2020-04-25
KWT,Kuwait,5,5,0,5,0,2020-04-25
KGZ,Kyrgyzstan,1,16,0,16,2,2020-04-25
KGZ,Kyrgyzstan,2,58,0,58,1,2020-04-25
KGZ,Kyrgyzstan,3,33,0,33,1,2020-04-25
KGZ,Kyrgyzstan,4,22,0,22,0,2020-04-25
KGZ,Kyrgyzstan,5,10,0,10,0,2020-04-25
KGZ,Kyrgyzstan,6,3,0,3,37,2020-04-25
LAO,Laos,1,19,0,19,7,2020-04-25
LAO,Laos,2,15,0,15,1,2020-04-25
LAO,Laos,3,6,0,6,2,2020-04-25
LAO,Laos,4,5,0,5,1,2020-04-25
LAO,Laos,5,2,0,2,0,2020-04-25
LAO,Laos,6,1,0,1,1,2020-04-25
LBN,Lebanon,-99,1,0,1,0,2020-04-25
LBN,Lebanon,1,20,1,20,57,2020-04-25
LBN,Lebanon,2,38,0,38,15,2020-04-25
LBN,Lebanon,3,24,0,24,2,2020-04-25
LBN,Lebanon,4,26,0,26,3,2020-04-25
LBN,Lebanon,5,6,0,6,0,2020-04-25
LBN,Lebanon,6,5,0,5,0,2020-04-25
LBN,Lebanon,7,3,0,3,0,2020-04-25
LSO,Lesotho,2,2,0,2,0,2020-04-25
LSO,Lesotho,3,1,0,1,0,2020-04-25
LBY,Libya,-99,5,0,5,2,2020-04-25
LBY,Libya,1,62,0,62,121,2020-04-25
LBY,Libya,2,140,1,140,124,2020-04-25
LBY,Libya,3,86,0,86,10,2020-04-25
LBY,Libya,4,40,0,40,0,2020-04-25
LBY,Libya,5,7,0,7,0,2020-04-25
LBY,Libya,6,2,0,2,0,2020-04-25
LIE,Liechtenstein,1,1,0,1,0,2020-04-25
LUX,Luxembourg,1,2,0,2,0,2020-04-25
LUX,Luxembourg,4,1,0,1,0,2020-04-25
MAC,Macau,4,1,0,1,0,2020-04-25
MDG,Madagascar,1,2,0,2,1,2020-04-25
MDG,Madagascar,2,9,0,9,0,2020-04-25
MDG,Madagascar,3,3,0,3,0,2020-04-25
MDG,Madagascar,4,3,0,3,0,2020-04-25
MDG,Madagascar,5,2,0,2,0,2020-04-25
MWI,Malawi,-99,1,0,1,0,2020-04-25
MYS,Malaysia,-99,1,0,1,0,2020-04-25
MYS,Malaysia,1,110,0,110,17,2020-04-25
MYS,Malaysia,2,159,0,159,27,2020-04-25
MYS,Malaysia,3,141,0,141,13,2020-04-25
MYS,Malaysia,4,61,0,61,7,2020-04-25
MYS,Malaysia,5,30,0,29,1,2020-04-25
MYS,Malaysia,6,7,0,7,0,2020-04-25
