date,ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,anosmia
2021-04-12,AFG,Afghanistan,-99,84,24,54,353,23
2021-04-12,AFG,Afghanistan,1,15,4,15,205,3
2021-04-12,AFG,Afghanistan,2,38,3,38,323.2,2
2021-04-12,AFG,Afghanistan,3,8,1,8,3,0
2021-04-12,AFG,Afghanistan,4,4,0,4,0,0
2021-04-12,AFG,Afghanistan,5,1,1,1,100,1
2021-04-12,AFG,Afghanistan,6,1,1,1,13,1
2021-04-12,AFG,Afghanistan,7,3,3,3,300,3
2021-04-12,ALA,Aland Islands,-99,8,3,6,201,3
2021-04-12,ALA,Aland Islands,1,2,0,2,0,0
2021-04-12,ALA,Aland Islands,2,1,0,1,0,0
2021-04-12,ALA,Aland Islands,3,1,0,1,0,0
2021-04-12,ALA,Aland Islands,4,2,0,2,0,0
2021-04-12,ALA,Aland Islands,5,1,0,1,0,0
2021-04-12,ALA,Aland Islands,6,1,0,1,0,0
2021-04-12,ALA,Aland Islands,7,1,0,1,0,0
2021-04-12,ALB,Albania,-99,27,3,21,104,5
2021-04-12,ALB,Albania,1,2,0,2,0,0
2021-04-12,ALB,Albania,2,11,0,11,5,1
2021-04-12,ALB,Albania,3,16,0,16,96,1
2021-04-12,ALB,Albania,4,10,0,10,5,0
2021-04-12,ALB,Albania,5,6,0,6,11,0
2021-04-12,ALB,Albania,6,3,0,3,1,0
2021-04-12,ALB,Albania,7,2,0,2,100,1
2021-04-12,DZA,Algeria,-99,228,19,182,212,24
2021-04-12,DZA,Algeria,-77,2,0,2,0,0
2021-04-12,DZA,Algeria,1,19,0,19,6,1
2021-04-12,DZA,Algeria,2,50,2,50,35,4
2021-04-12,DZA,Algeria,3,48,2,48,45,8
2021-04-12,DZA,Algeria,4,31,0,31,113,0
2021-04-12,DZA,Algeria,5,24,0,24,12,0
2021-04-12,DZA,Algeria,6,14,0,14,2,0
2021-04-12,ASM,American Samoa,-99,11,0,8,17,2
2021-04-12,ASM,American Samoa,1,2,1,2,12,1
2021-04-12,ASM,American Samoa,2,1,1,1,100,1
2021-04-12,ASM,American Samoa,3,1,0,1,0,0
2021-04-12,AND,Andorra,-99,16,5,12,110,6
2021-04-12,AND,Andorra,-77,1,1,1,1,1
2021-04-12,AND,Andorra,2,2,0,2,7,0
2021-04-12,AND,Andorra,3,3,3,3,134,2
2021-04-12,AND,Andorra,4,2,0,2,0,0
2021-04-12,AGO,Angola,-99,28,3,26,110,3
2021-04-12,AGO,Angola,1,2,0,2,0,0
2021-04-12,AGO,Angola,2,11,2,11,111,1
2021-04-12,AGO,Angola,3,10,0,10,0,0
2021-04-12,AGO,Angola,4,8,0,8,2,0
2021-04-12,AGO,Angola,5,1,0,1,0,0
2021-04-12,AGO,Angola,6,1,0,1,0,0
2021-04-12,AGO,Angola,7,1,0,1,2,0
2021-04-12,AIA,Anguilla,-99,4,0,3,1,0
2021-04-12,AIA,Anguilla,7,1,1,1,100,1
2021-04-12,ATG,Antigua,-99,4,1,4,100,1
2021-04-12,ATG,Antigua,-77,2,0,0,0,1
2021-04-12,ATG,Antigua,2,1,0,1,0,0
2021-04-12,ARG,Argentina,-99,979,30,802,559,53
2021-04-12,ARG,Argentina,-77,4,0,4,0,0
2021-04-12,ARG,Argentina,1,270,8,270,288,14
2021-04-12,ARG,Argentina,2,587,19,586,697,29
2021-04-12,ARG,Argentina,3,634,13,633,958,19
2021-04-12,ARG,Argentina,4,537,5,537,517,12
2021-04-12,ARG,Argentina,5,466,3,464,391,7
2021-04-12,ARG,Argentina,6,293,0,293,214,4
2021-04-12,ARG,Argentina,7,81,0,81,21,0
2021-04-12,ARM,Armenia,-99,15,1,12,16,1
2021-04-12,ARM,Armenia,1,2,0,2,1,0
2021-04-12,ARM,Armenia,2,6,0,6,4,1
2021-04-12,ARM,Armenia,3,4,1,4,8,0
2021-04-12,ARM,Armenia,4,3,0,3,2,0
2021-04-12,ARM,Armenia,5,3,0,3,6,0
2021-04-12,ARM,Armenia,6,2,0,2,0,0
2021-04-12,AUS,Australia,-99,218,7,177,180,12
2021-04-12,AUS,Australia,-77,5,0,5,2,0
2021-04-12,AUS,Australia,1,94,2,94,24,2
2021-04-12,AUS,Australia,2,187,4,187,45,5
2021-04-12,AUS,Australia,3,195,2,195,153,4
2021-04-12,AUS,Australia,4,180,1,180,15,4
2021-04-12,AUS,Australia,5,175,4,175,14,6
2021-04-12,AUS,Australia,6,139,1,138,6,3
2021-04-12,AUS,Australia,7,55,0,54,3,3
2021-04-12,AUT,Austria,-99,113,2,99,26,5
2021-04-12,AUT,Austria,-77,2,0,2,4,1
2021-04-12,AUT,Austria,1,68,0,68,19,1
2021-04-12,AUT,Austria,2,119,1,119,50,2
2021-04-12,AUT,Austria,3,148,1,148,68,3
2021-04-12,AUT,Austria,4,133,3,133,246,1
2021-04-12,AUT,Austria,5,156,0,155,22,1
2021-04-12,AUT,Austria,6,108,0,107,18,0
2021-04-12,AUT,Austria,7,23,0,22,4,1
2021-04-12,AZE,Azerbaijan,-99,40,3,34,14,1
2021-04-12,AZE,Azerbaijan,-77,1,0,1,0,0
2021-04-12,AZE,Azerbaijan,1,8,0,8,1,1
2021-04-12,AZE,Azerbaijan,2,17,0,17,29,0
2021-04-12,AZE,Azerbaijan,3,24,1,24,5,1
2021-04-12,AZE,Azerbaijan,4,7,0,7,7,0
2021-04-12,AZE,Azerbaijan,5,11,0,11,10,0
2021-04-12,AZE,Azerbaijan,6,3,0,3,1,1
2021-04-12,BHS,Bahamas,-99,2,2,1,100,2
2021-04-12,BHS,Bahamas,2,1,1,1,32,1
2021-04-12,BHS,Bahamas,3,1,0,1,0,0
2021-04-12,BHR,Bahrain,-99,2,0,1,0,0
2021-04-12,BHR,Bahrain,2,2,0,2,0,0
2021-04-12,BHR,Bahrain,7,1,1,1,100,1
2021-04-12,BGD,Bangladesh,-99,341,37,249,846,53
2021-04-12,BGD,Bangladesh,-77,1,0,1,0,0
2021-04-12,BGD,Bangladesh,1,120,3,120,417,11
2021-04-12,BGD,Bangladesh,2,184,10,184,594,18
2021-04-12,BGD,Bangladesh,3,88,2,88,92,2
2021-04-12,BGD,Bangladesh,4,33,1,33,146,1
2021-04-12,BGD,Bangladesh,5,15,0,15,10,0
2021-04-12,BGD,Bangladesh,6,4,0,4,2,0
2021-04-12,BGD,Bangladesh,7,1,1,1,100,1
2021-04-12,BRB,Barbados,1,1,0,1,1,0
2021-04-12,BLR,Belarus,-99,44,2,34,23,2
2021-04-12,BLR,Belarus,1,4,0,4,0,0
2021-04-12,BLR,Belarus,2,25,0,25,12,0
2021-04-12,BLR,Belarus,3,42,2,42,26,4
2021-04-12,BLR,Belarus,4,46,1,46,172,2
2021-04-12,BLR,Belarus,5,21,0,21,21,1
2021-04-12,BLR,Belarus,6,4,0,4,1,0
2021-04-12,BLR,Belarus,7,1,1,1,5,0
2021-04-12,BEL,Belgium,-99,184,1,135,28,3
2021-04-12,BEL,Belgium,-77,1,0,1,1,0
2021-04-12,BEL,Belgium,1,55,2,55,30,1
2021-04-12,BEL,Belgium,2,102,1,102,21,2
2021-04-12,BEL,Belgium,3,110,0,110,29,1
2021-04-12,BEL,Belgium,4,100,1,100,23,1
2021-04-12,BEL,Belgium,5,104,0,103,18,2
2021-04-12,BEL,Belgium,6,88,0,87,18,1
2021-04-12,BEL,Belgium,7,31,0,31,1,1
2021-04-12,BLZ,Belize,-99,1,0,0,0,0
2021-04-12,BLZ,Belize,2,1,0,1,0,0
2021-04-12,BLZ,Belize,3,1,0,1,0,0
2021-04-12,BEN,Benin,-99,12,1,11,5,1
