date,ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,anosmia
2021-03-26,AFG,Afghanistan,-99,73,21,50,1010,24
2021-03-26,AFG,Afghanistan,1,17,0,17,24,0
2021-03-26,AFG,Afghanistan,2,25,1,25,28,1
2021-03-26,AFG,Afghanistan,3,11,0,11,8,1
2021-03-26,AFG,Afghanistan,4,6,1,6,2,1
2021-03-26,AFG,Afghanistan,5,1,0,1,0,0
2021-03-26,AFG,Afghanistan,7,1,1,1,100,1
2021-03-26,ALA,Aland Islands,-99,8,2,5,6,1
2021-03-26,ALA,Aland Islands,2,3,0,3,0,0
2021-03-26,ALA,Aland Islands,4,2,0,2,0,0
2021-03-26,ALA,Aland Islands,5,2,0,2,0,0
2021-03-26,ALA,Aland Islands,6,2,0,2,0,0
2021-03-26,ALA,Aland Islands,7,1,1,1,56,1
2021-03-26,ALB,Albania,-99,34,1,29,49,2
2021-03-26,ALB,Albania,-77,1,0,1,0,0
2021-03-26,ALB,Albania,1,7,1,7,8,0
2021-03-26,ALB,Albania,2,16,2,16,96,1
2021-03-26,ALB,Albania,3,16,1,16,203,1
2021-03-26,ALB,Albania,4,7,0,7,11,1
2021-03-26,ALB,Albania,5,12,0,12,10,0
2021-03-26,ALB,Albania,6,3,0,3,5,0
2021-03-26,ALB,Albania,7,4,2,4,3,1
2021-03-26,DZA,Algeria,-99,194,14,140,217,14
2021-03-26,DZA,Algeria,-77,1,0,1,0,0
2021-03-26,DZA,Algeria,1,33,2,33,113,3
2021-03-26,DZA,Algeria,2,53,1,53,27,1
2021-03-26,DZA,Algeria,3,28,0,28,18,0
2021-03-26,DZA,Algeria,4,32,0,32,9,0
2021-03-26,DZA,Algeria,5,29,0,29,6,1
2021-03-26,DZA,Algeria,6,10,0,10,2,0
2021-03-26,DZA,Algeria,7,3,0,3,0,1
2021-03-26,ASM,American Samoa,-99,13,2,9,4,1
2021-03-26,ASM,American Samoa,1,1,0,1,0,0
2021-03-26,ASM,American Samoa,2,2,0,2,0,0
2021-03-26,ASM,American Samoa,3,1,0,1,0,0
2021-03-26,ASM,American Samoa,5,1,0,1,2,0
2021-03-26,ASM,American Samoa,6,1,1,1,21,1
2021-03-26,ASM,American Samoa,7,1,0,1,0,0
2021-03-26,AND,Andorra,-99,17,10,12,17,9
2021-03-26,AND,Andorra,1,3,1,3,100,2
2021-03-26,AND,Andorra,3,2,0,2,0,0
2021-03-26,AND,Andorra,4,1,0,1,0,0
2021-03-26,AND,Andorra,5,1,0,1,0,0
2021-03-26,AGO,Angola,-99,35,4,30,107,5
2021-03-26,AGO,Angola,1,7,0,7,0,0
2021-03-26,AGO,Angola,2,9,1,9,0,0
2021-03-26,AGO,Angola,3,13,4,13,23,5
2021-03-26,AGO,Angola,4,5,1,5,100,1
2021-03-26,AGO,Angola,5,5,0,5,3,0
2021-03-26,AGO,Angola,6,1,1,1,1,0
2021-03-26,AIA,Anguilla,-99,2,1,2,1,1
2021-03-26,AIA,Anguilla,-77,1,0,1,0,0
2021-03-26,AIA,Anguilla,1,1,0,1,1,1
2021-03-26,ATG,Antigua,-99,4,1,4,1,1
2021-03-26,ATG,Antigua,1,1,0,0,0,0
2021-03-26,ATG,Antigua,2,2,0,2,0,1
2021-03-26,ATG,Antigua,3,2,0,2,100,0
2021-03-26,ATG,Antigua,4,1,0,1,0,0
2021-03-26,ARG,Argentina,-99,747,13,606,311,25
2021-03-26,ARG,Argentina,-77,3,1,3,2,1
2021-03-26,ARG,Argentina,1,199,2,199,86,6
2021-03-26,ARG,Argentina,2,428,2,428,326,7
2021-03-26,ARG,Argentina,3,488,6,488,612,10
2021-03-26,ARG,Argentina,4,399,4,398,231,11
2021-03-26,ARG,Argentina,5,338,1,338,214,4
2021-03-26,ARG,Argentina,6,211,0,211,81,2
2021-03-26,ARG,Argentina,7,58,0,58,11,0
2021-03-26,ARM,Armenia,-99,18,2,12,11,1
2021-03-26,ARM,Armenia,1,4,1,4,20,0
2021-03-26,ARM,Armenia,2,6,0,6,19,1
2021-03-26,ARM,Armenia,3,5,0,5,7,0
2021-03-26,ARM,Armenia,4,3,1,3,1,0
2021-03-26,ARM,Armenia,5,2,0,2,0,0
2021-03-26,ARM,Armenia,6,1,0,1,0,0
2021-03-26,ARM,Armenia,7,1,1,1,1,1
2021-03-26,AUS,Australia,-99,215,9,180,45,6
