date,ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,anosmia
2021-01-21,AFG,Afghanistan,-99,99,25,64,671,29
2021-01-21,AFG,Afghanistan,1,17,5,17,142,4
2021-01-21,AFG,Afghanistan,2,31,1,31,233,4
2021-01-21,AFG,Afghanistan,3,17,3,17,173,4
2021-01-21,AFG,Afghanistan,4,9,1,9,16,2
2021-01-21,AFG,Afghanistan,5,6,0,6,0,0
2021-01-21,AFG,Afghanistan,6,5,0,5,39,0
2021-01-21,AFG,Afghanistan,7,2,1,2,101,1
2021-01-21,ALA,Aland Islands,-99,11,3,7,1,4
2021-01-21,ALA,Aland Islands,3,1,0,1,0,0
2021-01-21,ALA,Aland Islands,5,1,0,1,0,1
2021-01-21,ALA,Aland Islands,7,1,0,1,0,0
2021-01-21,ALB,Albania,-99,36,4,25,178,6
2021-01-21,ALB,Albania,-77,1,0,1,1,0
2021-01-21,ALB,Albania,1,5,1,5,0,0
2021-01-21,ALB,Albania,2,21,0,21,66,0
2021-01-21,ALB,Albania,3,16,1,16,19,1
2021-01-21,ALB,Albania,4,9,1,9,25,1
2021-01-21,ALB,Albania,5,7,0,7,1,0
2021-01-21,ALB,Albania,6,3,1,3,0,0
2021-01-21,ALB,Albania,7,2,1,1,1,1
2021-01-21,DZA,Algeria,-99,229,13,164,529,24
2021-01-21,DZA,Algeria,1,23,0,22,21,2
2021-01-21,DZA,Algeria,2,55,4,55,36,4
2021-01-21,DZA,Algeria,3,46,1,46,28,1
2021-01-21,DZA,Algeria,4,36,1,36,29,0
2021-01-21,DZA,Algeria,5,22,0,22,14,2
2021-01-21,DZA,Algeria,6,9,0,9,11,0
2021-01-21,ASM,American Samoa,-99,23,8,15,104,7
2021-01-21,ASM,American Samoa,1,2,1,2,70,1
2021-01-21,ASM,American Samoa,2,2,0,2,0,0
2021-01-21,ASM,American Samoa,3,3,0,3,1,1
2021-01-21,ASM,American Samoa,4,1,0,1,3,1
2021-01-21,ASM,American Samoa,7,2,2,2,0,2
