date,ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,anosmia
2020-08-16,AFG,Afghanistan,-99,47,10,45,619,10
2020-08-16,AFG,Afghanistan,1,27,2,27,156,3
2020-08-16,AFG,Afghanistan,2,29,4,29,83,7
2020-08-16,AFG,Afghanistan,3,14,0,14,10,0
2020-08-16,AFG,Afghanistan,4,3,1,3,102,1
2020-08-16,AFG,Afghanistan,5,2,0,2,0,0
2020-08-16,AFG,Afghanistan,6,2,0,2,0,0
2020-08-16,AFG,Afghanistan,7,4,3,4,150,3
2020-08-16,ALA,Aland Islands,-99,6,1,5,0,1
2020-08-16,ALA,Aland Islands,1,1,0,1,0,0
2020-08-16,ALA,Aland Islands,2,7,0,7,1,1
2020-08-16,ALA,Aland Islands,3,1,0,1,12,1
2020-08-16,ALA,Aland Islands,4,3,0,3,5,0
2020-08-16,ALA,Aland Islands,6,1,0,1,0,0
2020-08-16,ALB,Albania,-99,25,1,22,17,1
2020-08-16,ALB,Albania,1,11,1,11,6,1
2020-08-16,ALB,Albania,2,29,0,29,51,1
2020-08-16,ALB,Albania,3,36,1,35,138,1
2020-08-16,ALB,Albania,4,15,1,15,21,2
2020-08-16,ALB,Albania,5,7,0,7,1,0
2020-08-16,ALB,Albania,6,6,0,6,6,0
2020-08-16,ALB,Albania,7,4,1,4,100,1
2020-08-16,DZA,Algeria,-99,176,6,169,392,9
2020-08-16,DZA,Algeria,1,45,4,45,150,6
2020-08-16,DZA,Algeria,2,107,6,107,127,7
2020-08-16,DZA,Algeria,3,83,1,83,135,5
2020-08-16,DZA,Algeria,4,39,2,38,28,3
2020-08-16,DZA,Algeria,5,31,1,31,70,1
2020-08-16,DZA,Algeria,6,20,1,20,37,2
2020-08-16,DZA,Algeria,7,4,1,4,101,1
2020-08-16,ASM,American Samoa,-99,6,1,6,6,1
2020-08-16,ASM,American Samoa,1,2,0,2,0,0
2020-08-16,ASM,American Samoa,5,1,0,1,0,0
2020-08-16,ASM,American Samoa,6,1,0,1,0,0
2020-08-16,ASM,American Samoa,7,1,1,1,100,1
2020-08-16,AND,Andorra,-99,6,1,5,2,1
2020-08-16,AND,Andorra,2,1,0,1,0,0
2020-08-16,AND,Andorra,3,4,0,4,0,0
2020-08-16,AND,Andorra,4,1,0,1,0,0
2020-08-16,AND,Andorra,5,2,0,2,0,0
2020-08-16,AND,Andorra,6,1,0,1,0,0
2020-08-16,AND,Andorra,7,1,0,1,0,0
2020-08-16,AGO,Angola,-99,29,2,26,107,2
2020-08-16,AGO,Angola,1,10,1,10,2,1
2020-08-16,AGO,Angola,2,19,0,19,5,1
2020-08-16,AGO,Angola,3,30,2,30,6,3
2020-08-16,AGO,Angola,4,8,0,8,0,0
2020-08-16,AGO,Angola,5,5,1,5,9,1
2020-08-16,AGO,Angola,7,1,0,1,0,0
2020-08-16,AIA,Anguilla,-99,2,0,1,0,0
2020-08-16,AIA,Anguilla,4,2,0,2,0,0
2020-08-16,AIA,Anguilla,6,1,0,1,0,0
2020-08-16,ATA,Antarctica,-99,2,0,2,0,0
2020-08-16,ATA,Antarctica,1,1,0,1,0,0
2020-08-16,ATA,Antarctica,2,1,1,1,100,1
2020-08-16,ATA,Antarctica,3,1,1,1,39,1
2020-08-16,ATA,Antarctica,4,2,1,2,14,1
2020-08-16,ATA,Antarctica,5,2,0,2,1,0
