date,ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,anosmia
2020-05-09,AFG,Afghanistan,-99,37,7,34,693,7
2020-05-09,AFG,Afghanistan,1,47,5,47,131,5
2020-05-09,AFG,Afghanistan,2,56,2,56,62,4
2020-05-09,AFG,Afghanistan,3,30,3,30,125,3
2020-05-09,AFG,Afghanistan,4,3,0,3,1,0
2020-05-09,AFG,Afghanistan,5,2,1,2,66,2
2020-05-09,AFG,Afghanistan,7,5,2,5,125,2
2020-05-09,ALA,Aland Islands,-99,1,0,1,0,0
2020-05-09,ALA,Aland Islands,1,1,0,1,100,0
2020-05-09,ALA,Aland Islands,2,1,1,1,100,1
2020-05-09,ALA,Aland Islands,3,3,0,3,0,0
2020-05-09,ALA,Aland Islands,4,4,0,4,0,0
2020-05-09,ALA,Aland Islands,5,2,0,2,0,0
2020-05-09,ALA,Aland Islands,6,2,0,2,0,0
2020-05-09,ALA,Aland Islands,7,2,1,2,0,1
2020-05-09,ALB,Albania,-99,20,1,19,210,1
2020-05-09,ALB,Albania,1,32,0,32,3,0
2020-05-09,ALB,Albania,2,75,2,75,18,4
2020-05-09,ALB,Albania,3,46,0,46,5,3
2020-05-09,ALB,Albania,4,26,0,26,4,0
2020-05-09,ALB,Albania,5,17,0,17,5,1
2020-05-09,ALB,Albania,6,7,0,7,0,1
2020-05-09,ALB,Albania,7,3,2,3,2,2
2020-05-09,DZA,Algeria,-99,128,3,124,124,9
2020-05-09,DZA,Algeria,1,157,4,157,149,9
2020-05-09,DZA,Algeria,2,308,2,308,63,6
2020-05-09,DZA,Algeria,3,176,1,176,55,2
2020-05-09,DZA,Algeria,4,131,1,130,7,0
2020-05-09,DZA,Algeria,5,74,0,73,36,1
2020-05-09,DZA,Algeria,6,34,0,34,3,0
2020-05-09,DZA,Algeria,7,3,0,3,0,0
2020-05-09,ASM,American Samoa,-99,9,2,9,2,2
2020-05-09,ASM,American Samoa,1,3,2,3,4,2
2020-05-09,ASM,American Samoa,2,4,1,4,2,1
2020-05-09,ASM,American Samoa,3,4,1,4,2,1
2020-05-09,ASM,American Samoa,4,5,1,5,0,1
2020-05-09,ASM,American Samoa,5,6,0,6,2,0
2020-05-09,ASM,American Samoa,6,5,0,5,0,0
2020-05-09,AND,Andorra,-99,7,1,7,3,1
2020-05-09,AND,Andorra,1,2,0,2,0,0
2020-05-09,AND,Andorra,2,2,0,2,1,0
2020-05-09,AND,Andorra,4,4,0,4,2,0
2020-05-09,AND,Andorra,7,1,1,1,100,1
