ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,date
AND,Andorra,6,1,0,1,0,2020-06-02
AND,Andorra,7,2,1,2,1,2020-06-02
AGO,Angola,-99,2,0,2,0,2020-06-02
AGO,Angola,1,29,1,29,2,2020-06-02
AGO,Angola,2,67,1,67,2,2020-06-02
AGO,Angola,3,42,0,42,1,2020-06-02
AGO,Angola,4,8,0,8,0,2020-06-02
AGO,Angola,5,6,0,6,0,2020-06-02
AIA,Anguilla,1,1,0,1,0,2020-06-02
AIA,Anguilla,3,2,0,2,0,2020-06-02
AIA,Anguilla,4,1,0,1,0,2020-06-02
AIA,Anguilla,6,1,0,1,0,2020-06-02
ATA,Antarctica,-99,1,0,1,0,2020-06-02
ATA,Antarctica,1,1,0,1,1,2020-06-02
ATA,Antarctica,2,1,0,1,0,2020-06-02
ATA,Antarctica,4,1,0,1,0,2020-06-02
ATA,Antarctica,5,1,0,1,0,2020-06-02
ATA,Antarctica,7,1,0,1,19,2020-06-02
ATG,Antigua,1,1,0,1,0,2020-06-02
ATG,Antigua,2,2,0,2,7,2020-06-02
ATG,Antigua,3,1,0,1,0,2020-06-02
ARG,Argentina,-99,14,0,14,0,2020-06-02
ARG,Argentina,1,736,6,735,61,2020-06-02
ARG,Argentina,2,1177,1,1176,78,2020-06-02
ARG,Argentina,3,891,2,890,74,2020-06-02
ARG,Argentina,4,618,0,617,169,2020-06-02
ARG,Argentina,5,381,1,380,105,2020-06-02
ARG,Argentina,6,176,1,176,133,2020-06-02
ARG,Argentina,7,41,1,41,101,2020-06-02
ARM,Armenia,1,14,1,14,19,2020-06-02
ARM,Armenia,2,59,1,59,21,2020-06-02
ARM,Armenia,3,25,1,25,18,2020-06-02
ARM,Armenia,4,21,0,21,16,2020-06-02
ARM,Armenia,5,19,0,19,4,2020-06-02
ARM,Armenia,6,2,0,2,0,2020-06-02
ARM,Armenia,7,1,1,1,100,2020-06-02
ABW,Aruba,1,5,1,5,2,2020-06-02
ABW,Aruba,2,4,0,4,2,2020-06-02
ABW,Aruba,3,3,0,3,0,2020-06-02
ABW,Aruba,4,1,0,1,0,2020-06-02
ABW,Aruba,6,1,0,1,0,2020-06-02
AUS,Australia,-99,1,0,1,0,2020-06-02
AUS,Australia,1,233,2,233,138,2020-06-02
AUS,Australia,2,371,8,371,122,2020-06-02
AUS,Australia,3,310,6,310,35,2020-06-02
AUS,Australia,4,283,4,283,28,2020-06-02
AUS,Australia,5,259,3,259,30,2020-06-02
AUS,Australia,6,175,0,175,2,2020-06-02
AUS,Australia,7,47,2,47,100,2020-06-02
AUT,Austria,-99,4,0,4,0,2020-06-02
AUT,Austria,1,82,0,82,8,2020-06-02
AUT,Austria,2,208,0,208,18,2020-06-02
AUT,Austria,3,155,1,155,21,2020-06-02
AUT,Austria,4,164,0,164,42,2020-06-02
AUT,Austria,5,127,0,127,3,2020-06-02
AUT,Austria,6,48,0,48,4,2020-06-02
AUT,Austria,7,7,0,7,0,2020-06-02
AZE,Azerbaijan,1,27,1,27,1,2020-06-02
AZE,Azerbaijan,2,44,0,44,6,2020-06-02
AZE,Azerbaijan,3,34,1,33,11,2020-06-02
AZE,Azerbaijan,4,20,1,20,3,2020-06-02
AZE,Azerbaijan,5,12,0,12,0,2020-06-02
AZE,Azerbaijan,6,4,0,4,0,2020-06-02
BHS,Bahamas,2,1,0,1,0,2020-06-02
BHS,Bahamas,4,1,0,1,0,2020-06-02
BHS,Bahamas,7,1,0,1,0,2020-06-02
BHR,Bahrain,3,1,0,1,0,2020-06-02
BHR,Bahrain,5,2,0,2,0,2020-06-02
BGD,Bangladesh,-99,3,2,3,1,2020-06-02
BGD,Bangladesh,1,358,13,358,695,2020-06-02
BGD,Bangladesh,2,491,17,491,931,2020-06-02
BGD,Bangladesh,3,164,4,164,454,2020-06-02
BGD,Bangladesh,4,36,1,36,100,2020-06-02
BGD,Bangladesh,5,8,0,8,2,2020-06-02
BGD,Bangladesh,6,8,2,8,107,2020-06-02
BGD,Bangladesh,7,2,0,2,1,2020-06-02
BRB,Barbados,2,1,0,1,19,2020-06-02
BLR,Belarus,-99,2,0,2,0,2020-06-02
BLR,Belarus,1,23,1,23,32,2020-06-02
BLR,Belarus,2,78,1,78,58,2020-06-02
BLR,Belarus,3,151,7,151,350,2020-06-02
BLR,Belarus,4,100,2,100,122,2020-06-02
BLR,Belarus,5,34,2,34,38,2020-06-02
BLR,Belarus,6,13,0,13,0,2020-06-02
BEL,Belgium,1,81,0,81,11,2020-06-02
BEL,Belgium,2,149,0,149,13,2020-06-02
BEL,Belgium,3,131,0,131,2,2020-06-02
BEL,Belgium,4,146,0,146,11,2020-06-02
BEL,Belgium,5,123,0,123,12,2020-06-02
BEL,Belgium,6,79,0,79,7,2020-06-02
BEL,Belgium,7,12,0,12,0,2020-06-02
BLZ,Belize,1,3,1,3,100,2020-06-02
BLZ,Belize,3,1,0,1,0,2020-06-02
BLZ,Belize,4,1,0,1,0,2020-06-02
BEN,Benin,1,2,0,2,0,2020-06-02
BEN,Benin,2,6,0,6,0,2020-06-02
BEN,Benin,3,5,0,5,0,2020-06-02
BEN,Benin,4,2,0,2,0,2020-06-02
BEN,Benin,5,2,0,2,0,2020-06-02
BEN,Benin,6,2,0,2,0,2020-06-02
BMU,Bermuda,-99,1,1,1,1,2020-06-02
BMU,Bermuda,4,1,0,1,0,2020-06-02
BMU,Bermuda,7,1,0,1,0,2020-06-02
BTN,Bhutan,3,1,0,1,3,2020-06-02
BTN,Bhutan,4,1,0,1,0,2020-06-02
BTN,Bhutan,7,1,1,1,99,2020-06-02
BOL,Bolivia,-99,1,0,1,0,2020-06-02
BOL,Bolivia,1,480,14,480,183,2020-06-02
BOL,Bolivia,2,567,13,567,338,2020-06-02
BOL,Bolivia,3,320,7,320,324,2020-06-02
BOL,Bolivia,4,189,2,189,113,2020-06-02
BOL,Bolivia,5,83,0,83,28,2020-06-02
BOL,Bolivia,6,29,0,29,7,2020-06-02
BOL,Bolivia,7,5,1,5,102,2020-06-02
BES,"Bonaire, Sint Eustatius and Saba",2,1,0,1,0,2020-06-02
BES,"Bonaire, Sint Eustatius and Saba",4,1,0,1,0,2020-06-02
BIH,Bosnia and Herzegovina,1,23,1,23,100,2020-06-02
BIH,Bosnia and Herzegovina,2,33,0,33,2,2020-06-02
BIH,Bosnia and Herzegovina,3,41,1,41,0,2020-06-02
BIH,Bosnia and Herzegovina,4,22,0,22,1,2020-06-02
BIH,Bosnia and Herzegovina,5,17,0,17,4,2020-06-02
BIH,Bosnia and Herzegovina,6,7,1,7,0,2020-06-02
BIH,Bosnia and Herzegovina,7,2,0,2,0,2020-06-02
BWA,Botswana,3,1,0,1,0,2020-06-02
BRA,Brazil,-99,21,2,19,13,2020-06-02
BRA,Brazil,1,2662,64,2660,2413,2020-06-02
BRA,Brazil,2,4527,131,4527,5358,2020-06-02
BRA,Brazil,3,3911,71,3911,4864,2020-06-02
BRA,Brazil,4,2590,47,2586,2720,2020-06-02
BRA,Brazil,5,1469,17,1468,1089,2020-06-02
BRA,Brazil,6,471,0,469,157,2020-06-02
BRA,Brazil,7,54,2,52,149,2020-06-02
IOT,British Indian Ocean Territory,1,1,0,1,0,2020-06-02
IOT,British Indian Ocean Territory,2,1,0,1,0,2020-06-02
VGB,British Virgin Islands,1,1,1,1,0,2020-06-02
BRN,Brunei,4,1,0,1,0,2020-06-02
BGR,Bulgaria,-99,2,0,2,0,2020-06-02
BGR,Bulgaria,1,52,0,52,4,2020-06-02
BGR,Bulgaria,2,106,0,106,4,2020-06-02
BGR,Bulgaria,3,115,0,115,2,2020-06-02
BGR,Bulgaria,4,119,0,119,1,2020-06-02
BGR,Bulgaria,5,105,0,105,6,2020-06-02
BGR,Bulgaria,6,49,0,49,0,2020-06-02
BGR,Bulgaria,7,10,1,10,100,2020-06-02
BFA,Burkina Faso,-99,1,0,0,0,2020-06-02
BFA,Burkina Faso,1,4,0,4,0,2020-06-02
BFA,Burkina Faso,2,13,0,13,0,2020-06-02
BFA,Burkina Faso,3,12,0,12,0,2020-06-02
BFA,Burkina Faso,4,5,0,5,0,2020-06-02
BFA,Burkina Faso,5,3,0,3,0,2020-06-02
KHM,Cambodia,1,21,0,21,0,2020-06-02
KHM,Cambodia,2,39,1,38,110,2020-06-02
KHM,Cambodia,3,30,1,30,2,2020-06-02
KHM,Cambodia,4,10,0,10,0,2020-06-02
KHM,Cambodia,5,6,0,6,0,2020-06-02
KHM,Cambodia,6,2,0,2,0,2020-06-02
KHM,Cambodia,7,2,0,2,0,2020-06-02
CMR,Cameroon,1,54,0,54,13,2020-06-02
CMR,Cameroon,2,79,7,79,32,2020-06-02
CMR,Cameroon,3,41,2,41,11,2020-06-02
CMR,Cameroon,4,24,0,24,13,2020-06-02
CMR,Cameroon,5,7,0,7,3,2020-06-02
CMR,Cameroon,6,4,0,4,2,2020-06-02
CAN,Canada,-99,8,0,8,0,2020-06-02
CAN,Canada,1,307,5,307,28,2020-06-02
CAN,Canada,2,627,2,627,58,2020-06-02
CAN,Canada,3,528,8,528,29,2020-06-02
CAN,Canada,4,399,0,398,128,2020-06-02
CAN,Canada,5,378,1,378,116,2020-06-02
CAN,Canada,6,199,2,199,17,2020-06-02
CAN,Canada,7,66,0,66,3,2020-06-02
CPV,Cape Verde,1,1,0,1,0,2020-06-02
CPV,Cape Verde,2,1,0,1,0,2020-06-02
TCD,Chad,3,1,0,1,1,2020-06-02
TCD,Chad,7,1,0,1,0,2020-06-02
CHL,Chile,-99,3,0,3,0,2020-06-02
CHL,Chile,1,329,4,329,125,2020-06-02
CHL,Chile,2,745,9,745,370,2020-06-02
CHL,Chile,3,586,5,586,268,2020-06-02
CHL,Chile,4,373,4,372,183,2020-06-02
CHL,Chile,5,295,3,294,100,2020-06-02
CHL,Chile,6,120,0,118,24,2020-06-02
CHL,Chile,7,30,0,30,2,2020-06-02
COL,Colombia,-99,2,0,2,0,2020-06-02
COL,Colombia,1,936,17,936,131,2020-06-02
COL,Colombia,2,1134,13,1132,86,2020-06-02
COL,Colombia,3,805,4,804,42,2020-06-02
COL,Colombia,4,464,1,464,22,2020-06-02
COL,Colombia,5,245,1,244,55,2020-06-02
COL,Colombia,6,92,0,91,1,2020-06-02
COL,Colombia,7,17,0,17,0,2020-06-02
COM,Comoros,2,2,0,2,0,2020-06-02
COM,Comoros,4,1,0,1,0,2020-06-02
COK,Cook Islands,5,1,0,1,0,2020-06-02
COK,Cook Islands,6,1,0,1,0,2020-06-02
CRI,Costa Rica,-99,3,0,3,0,2020-06-02
CRI,Costa Rica,1,230,4,230,14,2020-06-02
CRI,Costa Rica,2,346,4,346,45,2020-06-02
CRI,Costa Rica,3,278,2,277,16,2020-06-02
CRI,Costa Rica,4,177,0,177,13,2020-06-02
CRI,Costa Rica,5,105,1,105,3,2020-06-02
CRI,Costa Rica,6,38,0,38,1,2020-06-02
CRI,Costa Rica,7,6,0,6,0,2020-06-02
CIV,Côte d'Ivoire,1,22,0,22,1,2020-06-02
CIV,Côte d'Ivoire,2,69,0,69,3,2020-06-02
CIV,Côte d'Ivoire,3,74,1,74,2,2020-06-02
CIV,Côte d'Ivoire,4,26,0,26,3,2020-06-02
CIV,Côte d'Ivoire,5,12,0,12,1,2020-06-02
CIV,Côte d'Ivoire,6,1,0,1,0,2020-06-02
CIV,Côte d'Ivoire,7,1,0,1,0,2020-06-02
HRV,Croatia,-99,1,0,1,1,2020-06-02
HRV,Croatia,1,33,1,33,7,2020-06-02
HRV,Croatia,2,105,1,105,24,2020-06-02
HRV,Croatia,3,90,0,90,9,2020-06-02
HRV,Croatia,4,94,0,94,5,2020-06-02
HRV,Croatia,5,61,0,61,2,2020-06-02
HRV,Croatia,6,29,0,28,1,2020-06-02
HRV,Croatia,7,3,0,3,1,2020-06-02
CYP,Cyprus,-99,1,0,1,0,2020-06-02
CYP,Cyprus,1,1,0,1,0,2020-06-02
CYP,Cyprus,6,1,0,1,0,2020-06-02
CZE,Czech Republic,-99,3,0,3,0,2020-06-02
CZE,Czech Republic,1,119,0,119,6,2020-06-02
CZE,Czech Republic,2,237,1,237,11,2020-06-02
CZE,Czech Republic,3,248,0,248,7,2020-06-02
CZE,Czech Republic,4,203,0,203,18,2020-06-02
CZE,Czech Republic,5,156,0,156,9,2020-06-02
CZE,Czech Republic,6,106,0,106,2,2020-06-02
CZE,Czech Republic,7,24,0,24,0,2020-06-02
COD,Democratic Republic of the Congo,1,4,0,4,1,2020-06-02
COD,Democratic Republic of the Congo,2,33,3,33,11,2020-06-02
COD,Democratic Republic of the Congo,3,22,1,22,6,2020-06-02
COD,Democratic Republic of the Congo,4,6,1,6,0,2020-06-02
COD,Democratic Republic of the Congo,5,3,0,3,1,2020-06-02
COD,Democratic Republic of the Congo,6,2,0,2,2,2020-06-02
DNK,Denmark,-99,9,0,9,1,2020-06-02
DNK,Denmark,1,116,1,116,20,2020-06-02
DNK,Denmark,2,225,1,225,25,2020-06-02
DNK,Denmark,3,243,1,243,7,2020-06-02
DNK,Denmark,4,385,3,385,80,2020-06-02
DNK,Denmark,5,363,1,359,23,2020-06-02
DNK,Denmark,6,302,0,301,7,2020-06-02
DNK,Denmark,7,84,1,84,4,2020-06-02
DJI,Djibouti,2,1,0,1,0,2020-06-02
DMA,Dominica,1,3,0,3,0,2020-06-02
DMA,Dominica,2,3,0,3,0,2020-06-02
DMA,Dominica,3,1,0,1,0,2020-06-02
DMA,Dominica,5,1,0,1,0,2020-06-02
DOM,Dominican Republic,-99,3,0,3,1,2020-06-02
DOM,Dominican Republic,1,142,4,142,53,2020-06-02
DOM,Dominican Republic,2,237,6,237,89,2020-06-02
DOM,Dominican Republic,3,174,3,174,37,2020-06-02
DOM,Dominican Republic,4,101,0,101,30,2020-06-02
DOM,Dominican Republic,5,59,0,59,18,2020-06-02
DOM,Dominican Republic,6,14,0,14,102,2020-06-02
DOM,Dominican Republic,7,3,0,3,0,2020-06-02
ECU,Ecuador,1,556,23,556,332,2020-06-02
ECU,Ecuador,2,582,19,581,534,2020-06-02
ECU,Ecuador,3,306,5,306,350,2020-06-02
ECU,Ecuador,4,179,4,178,157,2020-06-02
ECU,Ecuador,5,84,1,84,40,2020-06-02
ECU,Ecuador,6,27,0,27,8,2020-06-02
ECU,Ecuador,7,6,0,6,0,2020-06-02
EGY,Egypt,-99,8,1,8,0,2020-06-02
EGY,Egypt,1,1036,28,1036,1238,2020-06-02
EGY,Egypt,2,1278,18,1277,1596,2020-06-02
EGY,Egypt,3,738,12,738,1162,2020-06-02
EGY,Egypt,4,249,3,248,208,2020-06-02
EGY,Egypt,5,82,0,82,145,2020-06-02
EGY,Egypt,6,18,0,18,5,2020-06-02
EGY,Egypt,7,4,1,4,1,2020-06-02
SLV,El Salvador,-99,3,0,3,0,2020-06-02
SLV,El Salvador,1,357,6,357,75,2020-06-02
SLV,El Salvador,2,390,10,390,51,2020-06-02
SLV,El Salvador,3,204,3,204,30,2020-06-02
SLV,El Salvador,4,110,3,110,20,2020-06-02
SLV,El Salvador,5,42,0,42,4,2020-06-02
SLV,El Salvador,6,18,0,18,1,2020-06-02
SLV,El Salvador,7,3,0,3,0,2020-06-02
GNQ,Equatorial Guinea,6,1,0,1,0,2020-06-02
ERI,Eritrea,1,2,0,2,0,2020-06-02
ERI,Eritrea,2,1,0,1,0,2020-06-02
ERI,Eritrea,5,1,0,1,0,2020-06-02
EST,Estonia,2,2,0,2,0,2020-06-02
SWZ,Eswatini,2,1,0,1,0,2020-06-02
SWZ,Eswatini,5,1,0,1,0,2020-06-02
SWZ,Eswatini,7,1,0,1,0,2020-06-02
ETH,Ethiopia,1,12,1,12,22,2020-06-02
ETH,Ethiopia,2,128,4,128,122,2020-06-02
ETH,Ethiopia,3,54,0,54,2,2020-06-02
ETH,Ethiopia,4,11,0,11,1,2020-06-02
ETH,Ethiopia,5,2,0,2,0,2020-06-02
FRO,Faroe Islands,3,1,0,1,0,2020-06-02
FSM,Federated States of Micronesia,2,2,1,2,7,2020-06-02
FSM,Federated States of Micronesia,3,1,0,1,0,2020-06-02
FJI,Fiji,2,3,1,3,20,2020-06-02
FIN,Finland,-99,1,0,1,0,2020-06-02
FIN,Finland,1,84,2,84,12,2020-06-02
FIN,Finland,2,198,0,198,22,2020-06-02
FIN,Finland,3,172,1,172,22,2020-06-02
FIN,Finland,4,153,0,153,19,2020-06-02
FIN,Finland,5,176,2,175,107,2020-06-02
FIN,Finland,6,150,0,147,4,2020-06-02
FIN,Finland,7,54,0,54,3,2020-06-02
FRA,France,-99,9,1,9,1,2020-06-02
FRA,France,1,420,3,420,76,2020-06-02
FRA,France,2,793,5,791,94,2020-06-02
FRA,France,3,612,1,612,60,2020-06-02
FRA,France,4,589,1,589,42,2020-06-02
FRA,France,5,505,1,505,52,2020-06-02
FRA,France,6,339,1,339,18,2020-06-02
FRA,France,7,86,1,86,5,2020-06-02
GUF,French Guiana,5,1,0,1,0,2020-06-02
GAB,Gabon,4,1,0,1,0,2020-06-02
GAB,Gabon,6,4,0,4,0,2020-06-02
GEO,Georgia,1,1,0,1,0,2020-06-02
GEO,Georgia,2,1,0,1,0,2020-06-02
GEO,Georgia,3,1,0,1,0,2020-06-02
GEO,Georgia,5,1,0,1,0,2020-06-02
DEU,Germany,-99,7,0,7,4,2020-06-02
DEU,Germany,1,395,1,394,57,2020-06-02
DEU,Germany,2,1196,4,1196,120,2020-06-02
DEU,Germany,3,1117,5,1117,86,2020-06-02
DEU,Germany,4,952,2,952,63,2020-06-02
DEU,Germany,5,713,1,711,59,2020-06-02
DEU,Germany,6,302,0,302,16,2020-06-02
DEU,Germany,7,65,0,65,2,2020-06-02
GHA,Ghana,1,74,2,74,18,2020-06-02
GHA,Ghana,2,174,3,174,14,2020-06-02
GHA,Ghana,3,64,1,64,1,2020-06-02
GHA,Ghana,4,5,0,5,0,2020-06-02
GHA,Ghana,5,1,0,1,0,2020-06-02
GHA,Ghana,6,2,0,2,0,2020-06-02
GRC,Greece,-99,3,0,3,0,2020-06-02
GRC,Greece,1,108,0,107,10,2020-06-02
GRC,Greece,2,193,0,192,10,2020-06-02
GRC,Greece,3,266,1,266,11,2020-06-02
GRC,Greece,4,216,0,216,2,2020-06-02
GRC,Greece,5,145,0,145,4,2020-06-02
GRC,Greece,6,54,0,54,0,2020-06-02
GRC,Greece,7,9,0,9,0,2020-06-02
GRL,Greenland,2,1,0,1,0,2020-06-02
GRL,Greenland,3,1,0,1,0,2020-06-02
GRL,Greenland,5,1,0,1,0,2020-06-02
GTM,Guatemala,1,393,6,393,49,2020-06-02
GTM,Guatemala,2,367,4,367,140,2020-06-02
GTM,Guatemala,3,212,1,212,13,2020-06-02
GTM,Guatemala,4,94,0,94,11,2020-06-02
GTM,Guatemala,5,38,0,38,1,2020-06-02
GTM,Guatemala,6,10,0,10,0,2020-06-02
GTM,Guatemala,7,3,0,3,0,2020-06-02
GIN,Guinea,1,14,3,14,20,2020-06-02
GIN,Guinea,2,13,0,13,0,2020-06-02
GIN,Guinea,3,6,0,6,0,2020-06-02
GIN,Guinea,4,1,0,1,0,2020-06-02
HTI,Haiti,1,13,1,13,3,2020-06-02
HTI,Haiti,2,51,0,51,86,2020-06-02
HTI,Haiti,3,26,0,26,55,2020-06-02
HTI,Haiti,4,7,0,7,2,2020-06-02
HTI,Haiti,5,2,0,2,1,2020-06-02
HTI,Haiti,6,2,0,2,6,2020-06-02
HND,Honduras,1,201,2,201,86,2020-06-02
HND,Honduras,2,275,4,274,60,2020-06-02
HND,Honduras,3,156,2,156,49,2020-06-02
HND,Honduras,4,78,1,78,68,2020-06-02
HND,Honduras,5,43,1,42,8,2020-06-02
HND,Honduras,6,13,0,13,7,2020-06-02
HND,Honduras,7,1,0,1,0,2020-06-02
HKG,Hong Kong,-99,2,0,2,0,2020-06-02
HKG,Hong Kong,1,55,0,55,2,2020-06-02
HKG,Hong Kong,2,143,0,143,15,2020-06-02
HKG,Hong Kong,3,138,0,138,15,2020-06-02
HKG,Hong Kong,4,128,0,128,10,2020-06-02
HKG,Hong Kong,5,77,0,77,6,2020-06-02
HKG,Hong Kong,6,24,0,24,2,2020-06-02
HKG,Hong Kong,7,3,0,3,0,2020-06-02
HUN,Hungary,-99,8,0,8,0,2020-06-02
HUN,Hungary,1,142,1,142,5,2020-06-02
HUN,Hungary,2,290,0,290,11,2020-06-02
HUN,Hungary,3,293,0,293,6,2020-06-02
HUN,Hungary,4,395,0,394,16,2020-06-02
HUN,Hungary,5,385,0,383,11,2020-06-02
HUN,Hungary,6,362,0,362,3,2020-06-02
HUN,Hungary,7,66,0,65,1,2020-06-02
ISL,Iceland,7,1,0,1,0,2020-06-02
IND,India,-99,15,1,15,103,2020-06-02
IND,India,1,1823,9,1822,778,2020-06-02
IND,India,2,3034,18,3031,977,2020-06-02
IND,India,3,1023,1,1021,102,2020-06-02
IND,India,4,296,1,295,49,2020-06-02
IND,India,5,107,0,107,11,2020-06-02
IND,India,6,51,0,51,5,2020-06-02
IND,India,7,17,2,17,29,2020-06-02
IDN,Indonesia,-99,16,0,16,2,2020-06-02
IDN,Indonesia,1,1231,35,1231,521,2020-06-02
IDN,Indonesia,2,1583,27,1580,769,2020-06-02
IDN,Indonesia,3,907,5,904,179,2020-06-02
IDN,Indonesia,4,446,3,446,26,2020-06-02
IDN,Indonesia,5,157,0,156,18,2020-06-02
IDN,Indonesia,6,23,0,23,0,2020-06-02
IDN,Indonesia,7,6,1,6,1,2020-06-02
IRQ,Iraq,-99,3,0,3,0,2020-06-02
IRQ,Iraq,1,326,12,326,205,2020-06-02
IRQ,Iraq,2,522,8,521,388,2020-06-02
IRQ,Iraq,3,288,1,288,61,2020-06-02
IRQ,Iraq,4,140,0,140,25,2020-06-02
IRQ,Iraq,5,54,0,54,8,2020-06-02
IRQ,Iraq,6,10,0,10,0,2020-06-02
IRQ,Iraq,7,1,0,1,0,2020-06-02
IRL,Ireland,-99,3,0,3,0,2020-06-02
IRL,Ireland,1,103,3,103,44,2020-06-02
IRL,Ireland,2,224,2,224,19,2020-06-02
IRL,Ireland,3,256,0,256,32,2020-06-02
IRL,Ireland,4,205,0,205,38,2020-06-02
IRL,Ireland,5,149,1,149,14,2020-06-02
IRL,Ireland,6,75,0,75,6,2020-06-02
IRL,Ireland,7,6,0,6,0,2020-06-02
IMN,Isle Of Man,3,2,0,2,0,2020-06-02
IMN,Isle Of Man,4,1,0,1,0,2020-06-02
ISR,Israel,-99,1,0,1,0,2020-06-02
ISR,Israel,1,144,2,144,124,2020-06-02
ISR,Israel,2,224,0,224,116,2020-06-02
ISR,Israel,3,201,1,201,20,2020-06-02
ISR,Israel,4,196,1,196,2,2020-06-02
ISR,Israel,5,172,0,172,4,2020-06-02
ISR,Israel,6,139,0,139,3,2020-06-02
ISR,Israel,7,43,0,42,1,2020-06-02
ITA,Italy,-99,6,0,6,0,2020-06-02
ITA,Italy,1,492,1,492,55,2020-06-02
ITA,Italy,2,1335,3,1335,159,2020-06-02
ITA,Italy,3,1331,2,1330,156,2020-06-02
ITA,Italy,4,1193,3,1193,146,2020-06-02
ITA,Italy,5,814,1,812,99,2020-06-02
ITA,Italy,6,402,0,402,2,2020-06-02
ITA,Italy,7,91,0,91,3,2020-06-02
JAM,Jamaica,1,1,1,1,0,2020-06-02
JAM,Jamaica,2,2,0,2,0,2020-06-02
JAM,Jamaica,3,1,0,1,0,2020-06-02
JAM,Jamaica,5,1,0,1,0,2020-06-02
JPN,Japan,-99,14,0,14,0,2020-06-02
JPN,Japan,1,151,3,151,13,2020-06-02
JPN,Japan,2,713,3,711,129,2020-06-02
JPN,Japan,3,1642,4,1640,54,2020-06-02
JPN,Japan,4,2639,5,2636,209,2020-06-02
JPN,Japan,5,2280,5,2271,26,2020-06-02
JPN,Japan,6,990,0,986,9,2020-06-02
JPN,Japan,7,196,1,195,27,2020-06-02
JEY,Jersey,7,1,0,1,0,2020-06-02
JOR,Jordan,-99,2,0,2,0,2020-06-02
JOR,Jordan,1,135,4,134,15,2020-06-02
JOR,Jordan,2,225,2,225,11,2020-06-02
JOR,Jordan,3,176,0,176,9,2020-06-02
JOR,Jordan,4,82,0,82,1,2020-06-02
JOR,Jordan,5,43,0,43,3,2020-06-02
JOR,Jordan,6,8,0,8,0,2020-06-02
JOR,Jordan,7,3,0,3,1,2020-06-02
KAZ,Kazakhstan,1,15,0,15,8,2020-06-02
KAZ,Kazakhstan,2,69,1,69,8,2020-06-02
KAZ,Kazakhstan,3,101,1,100,0,2020-06-02
KAZ,Kazakhstan,4,55,0,55,0,2020-06-02
KAZ,Kazakhstan,5,34,0,34,0,2020-06-02
KAZ,Kazakhstan,6,3,0,3,0,2020-06-02
KEN,Kenya,-99,2,0,1,0,2020-06-02
KEN,Kenya,1,110,2,110,21,2020-06-02
KEN,Kenya,2,339,5,338,86,2020-06-02
KEN,Kenya,3,175,0,175,34,2020-06-02
KEN,Kenya,4,72,0,72,8,2020-06-02
KEN,Kenya,5,31,0,31,0,2020-06-02
KEN,Kenya,6,7,1,7,11,2020-06-02
KEN,Kenya,7,2,0,2,0,2020-06-02
RKS,Kosovo,1,1,1,1,0,2020-06-02
RKS,Kosovo,3,1,0,1,0,2020-06-02
KWT,Kuwait,1,15,2,15,14,2020-06-02
KWT,Kuwait,2,99,1,99,61,2020-06-02
KWT,Kuwait,3,72,3,72,85,2020-06-02
KWT,Kuwait,4,27,0,27,13,2020-06-02
