date,ISO3,country,age_E4,count,cli,count_local_com,cli_local_com,anosmia
2020-04-29,AFG,Afghanistan,-99,2,1,2,100,1
2020-04-29,AFG,Afghanistan,1,33,2,33,140,2
2020-04-29,AFG,Afghanistan,2,44,1,44,23,2
2020-04-29,AFG,Afghanistan,3,13,1,13,15,0
2020-04-29,AFG,Afghanistan,4,5,0,5,0,0
2020-04-29,AFG,Afghanistan,5,3,1,3,0,1
2020-04-29,AFG,Afghanistan,6,1,0,1,0,0
2020-04-29,AFG,Afghanistan,7,3,1,3,2,1
2020-04-29,ALA,Aland Islands,2,1,1,1,1,0
2020-04-29,ALA,Aland Islands,4,2,0,2,0,0
2020-04-29,ALB,Albania,1,18,0,18,6,0
2020-04-29,ALB,Albania,2,30,0,30,32,1
2020-04-29,ALB,Albania,3,13,0,13,5,0
2020-04-29,ALB,Albania,4,7,0,7,0,0
2020-04-29,ALB,Albania,5,5,0,5,0,0
2020-04-29,ALB,Albania,6,4,1,4,0,1
2020-04-29,ALB,Albania,7,1,0,1,0,1
2020-04-29,DZA,Algeria,-99,4,0,4,0,0
2020-04-29,DZA,Algeria,1,99,5,99,24,5
2020-04-29,DZA,Algeria,2,149,3,149,56,5
2020-04-29,DZA,Algeria,3,94,0,94,26,1
2020-04-29,DZA,Algeria,4,72,0,72,31,0
2020-04-29,DZA,Algeria,5,34,1,34,18,3
2020-04-29,DZA,Algeria,6,12,0,12,3,0
2020-04-29,DZA,Algeria,7,1,0,1,0,0
2020-04-29,ASM,American Samoa,6,1,0,1,0,0
2020-04-29,AND,Andorra,1,3,0,3,3,0
2020-04-29,AND,Andorra,5,2,1,2,20,1
2020-04-29,AGO,Angola,1,3,0,3,0,0
2020-04-29,AGO,Angola,2,12,0,12,1,0
2020-04-29,AGO,Angola,3,13,0,13,8,0
2020-04-29,AGO,Angola,4,5,0,5,0,0
2020-04-29,AGO,Angola,5,3,0,3,0,0
2020-04-29,AGO,Angola,7,1,1,1,100,1
2020-04-29,AIA,Anguilla,1,1,0,1,0,0
2020-04-29,AIA,Anguilla,3,1,0,1,0,0
2020-04-29,AIA,Anguilla,4,1,0,1,0,0
2020-04-29,ATA,Antarctica,1,2,0,2,0,0
2020-04-29,ATA,Antarctica,3,1,0,1,0,0
2020-04-29,ATA,Antarctica,4,1,0,1,0,0
2020-04-29,ATA,Antarctica,5,1,1,1,0,1
2020-04-29,ATA,Antarctica,7,1,1,1,0,1
2020-04-29,ATG,Antigua,1,1,1,1,39,1
2020-04-29,ARG,Argentina,-99,11,0,10,0,0
2020-04-29,ARG,Argentina,1,434,3,434,61,11
2020-04-29,ARG,Argentina,2,731,3,730,133,8
2020-04-29,ARG,Argentina,3,535,1,535,66,4
2020-04-29,ARG,Argentina,4,371,1,370,57,3
2020-04-29,ARG,Argentina,5,229,0,229,18,3
2020-04-29,ARG,Argentina,6,111,2,111,164,2
2020-04-29,ARG,Argentina,7,15,0,15,0,0
2020-04-29,ARM,Armenia,-99,1,0,1,0,0
2020-04-29,ARM,Armenia,1,7,0,7,0,0
2020-04-29,ARM,Armenia,2,18,0,18,0,1
2020-04-29,ARM,Armenia,3,12,0,12,1,0
2020-04-29,ARM,Armenia,4,6,0,6,0,0
2020-04-29,ARM,Armenia,5,9,0,9,1,0
2020-04-29,ABW,Aruba,1,1,0,1,0,0
2020-04-29,ABW,Aruba,2,2,0,2,0,0
2020-04-29,ABW,Aruba,4,1,0,1,0,0
2020-04-29,AUS,Australia,1,136,2,136,12,3
2020-04-29,AUS,Australia,2,251,3,251,24,3
2020-04-29,AUS,Australia,3,173,0,173,19,3
2020-04-29,AUS,Australia,4,148,1,148,7,3
2020-04-29,AUS,Australia,5,131,2,131,105,2
2020-04-29,AUS,Australia,6,96,0,96,0,3
2020-04-29,AUS,Australia,7,24,0,24,0,0
2020-04-29,AUT,Austria,1,53,0,53,2,0
2020-04-29,AUT,Austria,2,103,1,103,114,1
2020-04-29,AUT,Austria,3,84,0,84,26,1
