"date","region","population","sample_size","reach","sample_size_recent","reach_recent","p_infected","p_infected_low","p_infected_high","p_fatalities","p_fatalities_low","p_fatalities_high","p_recent","p_recent_low","p_recent_high","p_daily","p_daily_low","p_daily_high","p_active","p_active_low","p_active_high"
"2022/07/01","ESV",2565124,9,201,9,201,0.472636815920398,0.403617803595128,0.541655828245668,0.00497512437810945,0,0.0147019023533006,0.0199004975124378,0.000593394505307657,0.039207600519568,0.00284292821606254,0,0.0102035549728573,0.00995024875621891,0,0.023671557639104
"2022/07/02","ESV",2565124,17,556,17,556,0.379496402877698,0.339160974021195,0.4198318317342,0.00539568345323741,0,0.0114848674407173,0.0143884892086331,0.00448994843415623,0.02428702998311,0.00205549845837616,0,0.00582012992313785,0.012589928057554,0.00332224664738642,0.0218576094677215
"2022/07/03","ESV",2565124,17,556,17,556,0.379496402877698,0.339160974021195,0.4198318317342,0.00539568345323741,0,0.0114848674407173,0.0143884892086331,0.00448994843415623,0.02428702998311,0.00205549845837616,0,0.00582012992313785,0.012589928057554,0.00332224664738642,0.0218576094677215
"2022/07/04","ESV",2565124,17,556,17,556,0.379496402877698,0.339160974021195,0.4198318317342,0.00539568345323741,0,0.0114848674407173,0.0143884892086331,0.00448994843415623,0.02428702998311,0.00205549845837616,0,0.00582012992313785,0.012589928057554,0.00332224664738642,0.0218576094677215
"2022/07/05","ESV",2565124,17,556,17,556,0.379496402877698,0.339160974021195,0.4198318317342,0.00539568345323741,0,0.0114848674407173,0.0143884892086331,0.00448994843415623,0.02428702998311,0.00205549845837616,0,0.00582012992313785,0.012589928057554,0.00332224664738642,0.0218576094677215
"2022/07/06","ESV",2565124,22,726,22,726,0.415977961432507,0.380124626372666,0.451831296492348,0.00413223140495868,0,0.00879853440802995,0.0206611570247934,0.0103139392449111,0.0310083748046757,0.00295159386068477,0,0.00689767673235804,0.012396694214876,0.00434802660402256,0.0204453618257295
"2022/07/07","ESV",2565124,22,726,15,580,0.415977961432507,0.380124626372666,0.451831296492348,0.00413223140495868,0,0.00879853440802995,0.0206896551724138,0.00910532594904706,0.0322739843957805,0.00295566502463054,0,0.00737359609480235,0.0137931034482759,0.00430129186766809,0.0232849150288836
"2022/07/08","ESV",2565124,22,726,15,580,0.415977961432507,0.380124626372666,0.451831296492348,0.00413223140495868,0,0.00879853440802995,0.0206896551724138,0.00910532594904706,0.0322739843957805,0.00295566502463054,0,0.00737359609480235,0.0137931034482759,0.00430129186766809,0.0232849150288836
"2022/07/09","ESV",2565124,22,726,15,580,0.415977961432507,0.380124626372666,0.451831296492348,0.00413223140495868,0,0.00879853440802995,0.0206896551724138,0.00910532594904706,0.0322739843957805,0.00295566502463054,0,0.00737359609480235,0.0137931034482759,0.00430129186766809,0.0232849150288836
"2022/07/10","ESV",2565124,31,1144,24,998,0.402097902097902,0.37368497212017,0.430510832075634,0.00279329608938547,0,0.0059497324074833,0.0170340681362725,0.00900599641997719,0.0250621398525679,0.00243343830518179,0,0.00549021653746668,0.0100200400801603,0.00384086143251728,0.0161992187278034
"2022/07/11","ESV",2565124,31,1144,24,998,0.402097902097902,0.37368497212017,0.430510832075634,0.00279329608938547,0,0.0059497324074833,0.0170340681362725,0.00900599641997719,0.0250621398525679,0.00243343830518179,0,0.00549021653746668,0.0100200400801603,0.00384086143251728,0.0161992187278034
"2022/07/12","ESV",2565124,31,1144,24,998,0.402097902097902,0.37368497212017,0.430510832075634,0.00279329608938547,0,0.0059497324074833,0.0170340681362725,0.00900599641997719,0.0250621398525679,0.00243343830518179,0,0.00549021653746668,0.0100200400801603,0.00384086143251728,0.0161992187278034
