"date","ISO2","ISO3","country","Confirmed","Deaths","Recovered","Active"
2020-02-26,"GE","GEO","Georgia",1,0,0,NA
2020-02-27,"GE","GEO","Georgia",1,0,0,NA
2020-02-28,"GE","GEO","Georgia",1,0,0,NA
2020-02-29,"GE","GEO","Georgia",1,0,0,NA
2020-03-01,"GE","GEO","Georgia",3,0,0,NA
2020-03-02,"GE","GEO","Georgia",3,0,0,NA
2020-03-03,"GE","GEO","Georgia",3,0,0,NA
2020-03-04,"GE","GEO","Georgia",3,0,0,NA
2020-03-05,"GE","GEO","Georgia",4,0,0,NA
2020-03-06,"GE","GEO","Georgia",4,0,0,NA
2020-03-07,"GE","GEO","Georgia",4,0,0,NA
2020-03-08,"GE","GEO","Georgia",13,0,0,NA
2020-03-09,"GE","GEO","Georgia",15,0,0,NA
2020-03-10,"GE","GEO","Georgia",15,0,0,NA
2020-03-11,"GE","GEO","Georgia",24,0,0,NA
2020-03-12,"GE","GEO","Georgia",24,0,0,NA
2020-03-13,"GE","GEO","Georgia",25,0,0,NA
2020-03-14,"GE","GEO","Georgia",30,0,0,NA
2020-03-15,"GE","GEO","Georgia",33,0,0,NA
2020-03-16,"GE","GEO","Georgia",33,0,1,NA
2020-03-17,"GE","GEO","Georgia",34,0,1,NA
2020-03-18,"GE","GEO","Georgia",38,0,1,NA
2020-03-19,"GE","GEO","Georgia",40,0,1,NA
2020-03-20,"GE","GEO","Georgia",43,0,1,NA
2020-03-21,"GE","GEO","Georgia",49,0,1,NA
2020-03-22,"GE","GEO","Georgia",54,0,1,53
2020-03-23,"GE","GEO","Georgia",61,0,8,53
2020-03-24,"GE","GEO","Georgia",70,0,9,61
2020-03-25,"GE","GEO","Georgia",75,0,10,65
2020-03-26,"GE","GEO","Georgia",79,0,11,68
2020-03-27,"GE","GEO","Georgia",83,0,14,69
2020-03-28,"GE","GEO","Georgia",90,0,14,76
2020-03-29,"GE","GEO","Georgia",91,0,18,73
2020-03-30,"GE","GEO","Georgia",103,0,20,83
2020-03-31,"GE","GEO","Georgia",110,0,21,89
2020-04-01,"GE","GEO","Georgia",117,0,23,94
2020-04-02,"GE","GEO","Georgia",134,0,26,108
2020-04-03,"GE","GEO","Georgia",155,0,28,127
2020-04-04,"GE","GEO","Georgia",162,1,36,125
2020-04-05,"GE","GEO","Georgia",174,2,36,136
2020-04-06,"GE","GEO","Georgia",188,2,39,147
2020-04-07,"GE","GEO","Georgia",196,3,46,147
2020-04-08,"GE","GEO","Georgia",211,3,50,158
2020-04-09,"GE","GEO","Georgia",218,3,51,164
2020-04-10,"GE","GEO","Georgia",234,3,54,177
2020-04-11,"GE","GEO","Georgia",242,3,60,179
2020-04-12,"GE","GEO","Georgia",257,3,67,187
2020-04-13,"GE","GEO","Georgia",272,3,68,201
2020-04-14,"GE","GEO","Georgia",300,3,69,228
2020-04-15,"GE","GEO","Georgia",306,3,71,232
2020-04-16,"GE","GEO","Georgia",348,3,76,269
2020-04-17,"GE","GEO","Georgia",370,3,79,288
2020-04-18,"GE","GEO","Georgia",388,4,86,298
2020-04-19,"GE","GEO","Georgia",394,4,93,297
2020-04-20,"GE","GEO","Georgia",402,4,95,303
2020-04-21,"GE","GEO","Georgia",408,4,97,307
2020-04-22,"GE","GEO","Georgia",416,5,107,304
2020-04-23,"GE","GEO","Georgia",425,5,111,309
2020-04-24,"GE","GEO","Georgia",444,5,132,307
2020-04-25,"GE","GEO","Georgia",456,5,139,312
2020-04-26,"GE","GEO","Georgia",486,6,149,331
2020-04-27,"GE","GEO","Georgia",497,6,156,335
2020-04-28,"GE","GEO","Georgia",511,6,168,337
2020-04-29,"GE","GEO","Georgia",517,6,178,333
2020-04-30,"GE","GEO","Georgia",539,6,184,349
2020-05-01,"GE","GEO","Georgia",566,7,207,352
2020-05-02,"GE","GEO","Georgia",582,8,207,367
2020-05-03,"GE","GEO","Georgia",589,9,223,357
2020-05-04,"GE","GEO","Georgia",593,9,223,361
2020-05-05,"GE","GEO","Georgia",604,9,240,355
2020-05-06,"GE","GEO","Georgia",610,9,269,332
2020-05-07,"GE","GEO","Georgia",615,9,275,331
2020-05-08,"GE","GEO","Georgia",623,10,288,325
2020-05-09,"GE","GEO","Georgia",626,10,297,319
2020-05-10,"GE","GEO","Georgia",635,10,309,316
2020-05-11,"GE","GEO","Georgia",638,11,317,310
2020-05-12,"GE","GEO","Georgia",642,11,349,282
2020-05-13,"GE","GEO","Georgia",647,11,372,264
2020-05-14,"GE","GEO","Georgia",667,12,383,272
2020-05-15,"GE","GEO","Georgia",671,12,393,266
2020-05-16,"GE","GEO","Georgia",683,12,419,252
2020-05-17,"GE","GEO","Georgia",695,12,425,258
2020-05-18,"GE","GEO","Georgia",701,12,432,257
2020-05-19,"GE","GEO","Georgia",707,12,456,239
2020-05-20,"GE","GEO","Georgia",713,12,475,226
2020-05-21,"GE","GEO","Georgia",721,12,485,224
2020-05-22,"GE","GEO","Georgia",723,12,495,216
2020-05-23,"GE","GEO","Georgia",728,12,509,207
2020-05-24,"GE","GEO","Georgia",730,12,522,196
2020-05-25,"GE","GEO","Georgia",731,12,526,193
2020-05-26,"GE","GEO","Georgia",732,12,537,183
2020-05-27,"GE","GEO","Georgia",735,12,557,166
2020-05-28,"GE","GEO","Georgia",738,12,573,153
2020-05-29,"GE","GEO","Georgia",746,12,576,158
2020-05-30,"GE","GEO","Georgia",757,12,600,145
2020-05-31,"GE","GEO","Georgia",783,12,605,166
2020-06-01,"GE","GEO","Georgia",794,12,624,158
2020-06-02,"GE","GEO","Georgia",796,13,634,149
2020-06-03,"GE","GEO","Georgia",800,13,640,147
2020-06-04,"GE","GEO","Georgia",801,13,644,144
2020-06-05,"GE","GEO","Georgia",805,13,650,142
2020-06-06,"GE","GEO","Georgia",808,13,663,132
2020-06-07,"GE","GEO","Georgia",809,13,674,122
2020-06-08,"GE","GEO","Georgia",812,13,683,116
2020-06-09,"GE","GEO","Georgia",818,13,686,119
2020-06-10,"GE","GEO","Georgia",827,13,690,124
2020-06-11,"GE","GEO","Georgia",831,13,694,124
2020-06-12,"GE","GEO","Georgia",843,13,697,133
2020-06-13,"GE","GEO","Georgia",851,14,702,135
2020-06-14,"GE","GEO","Georgia",864,14,703,147
2020-06-15,"GE","GEO","Georgia",879,14,704,161
2020-06-16,"GE","GEO","Georgia",879,14,724,141
2020-06-17,"GE","GEO","Georgia",888,14,731,143
2020-06-18,"GE","GEO","Georgia",893,14,739,140
2020-06-19,"GE","GEO","Georgia",896,14,741,141
2020-06-20,"GE","GEO","Georgia",898,14,752,132
2020-06-21,"GE","GEO","Georgia",906,14,755,137
2020-06-22,"GE","GEO","Georgia",908,14,761,133
2020-06-23,"GE","GEO","Georgia",911,14,768,129
2020-06-24,"GE","GEO","Georgia",914,14,771,129
2020-06-25,"GE","GEO","Georgia",917,14,776,127
2020-06-26,"GE","GEO","Georgia",919,14,780,125
2020-06-27,"GE","GEO","Georgia",921,14,781,126
2020-06-28,"GE","GEO","Georgia",924,15,785,124
2020-06-29,"GE","GEO","Georgia",926,15,791,120
2020-06-30,"GE","GEO","Georgia",928,15,794,119
2020-07-01,"GE","GEO","Georgia",931,15,794,122
2020-07-02,"GE","GEO","Georgia",939,15,817,107
2020-07-03,"GE","GEO","Georgia",943,15,821,107
2020-07-04,"GE","GEO","Georgia",948,15,825,108
2020-07-05,"GE","GEO","Georgia",951,15,828,108
2020-07-06,"GE","GEO","Georgia",953,15,830,108
2020-07-07,"GE","GEO","Georgia",958,15,838,105
2020-07-08,"GE","GEO","Georgia",963,15,841,107
2020-07-09,"GE","GEO","Georgia",968,15,844,109
2020-07-10,"GE","GEO","Georgia",973,15,846,112
2020-07-11,"GE","GEO","Georgia",981,15,851,115
2020-07-12,"GE","GEO","Georgia",986,15,857,114
2020-07-13,"GE","GEO","Georgia",995,15,857,123
2020-07-14,"GE","GEO","Georgia",999,15,870,114
2020-07-15,"GE","GEO","Georgia",1004,15,873,116
2020-07-16,"GE","GEO","Georgia",1006,15,883,108
2020-07-17,"GE","GEO","Georgia",1010,15,885,110
2020-07-18,"GE","GEO","Georgia",1018,15,895,108
2020-07-19,"GE","GEO","Georgia",1028,15,899,114
2020-07-20,"GE","GEO","Georgia",1039,16,900,123
2020-07-21,"GE","GEO","Georgia",1049,16,903,130
2020-07-22,"GE","GEO","Georgia",1073,16,907,150
2020-07-23,"GE","GEO","Georgia",1085,16,911,158
2020-07-24,"GE","GEO","Georgia",1104,16,912,176
2020-07-25,"GE","GEO","Georgia",1117,16,917,184
2020-07-26,"GE","GEO","Georgia",1131,16,920,195
2020-07-27,"GE","GEO","Georgia",1137,16,922,199
2020-07-28,"GE","GEO","Georgia",1145,16,927,202
2020-07-29,"GE","GEO","Georgia",1155,17,929,209
2020-07-30,"GE","GEO","Georgia",1160,17,935,208
2020-07-31,"GE","GEO","Georgia",1168,17,940,211
2020-08-01,"GE","GEO","Georgia",1171,17,947,207
2020-08-02,"GE","GEO","Georgia",1177,17,955,205
2020-08-03,"GE","GEO","Georgia",1179,17,959,203
2020-08-04,"GE","GEO","Georgia",1182,17,962,203
2020-08-05,"GE","GEO","Georgia",1197,17,974,206
2020-08-06,"GE","GEO","Georgia",1206,17,987,202
2020-08-07,"GE","GEO","Georgia",1213,17,994,202
2020-08-08,"GE","GEO","Georgia",1216,17,996,203
2020-08-09,"GE","GEO","Georgia",1225,17,1000,208
2020-08-10,"GE","GEO","Georgia",1250,17,1010,223
2020-08-11,"GE","GEO","Georgia",1264,17,1054,193
2020-08-12,"GE","GEO","Georgia",1278,17,1058,203
2020-08-13,"GE","GEO","Georgia",1283,17,1068,198
2020-08-14,"GE","GEO","Georgia",1306,17,1085,204
2020-08-15,"GE","GEO","Georgia",1321,17,1088,216
2020-08-16,"GE","GEO","Georgia",1336,17,1088,231
2020-08-17,"GE","GEO","Georgia",1341,17,1092,232
2020-08-18,"GE","GEO","Georgia",1351,17,1092,242
2020-08-19,"GE","GEO","Georgia",1361,17,1098,246
2020-08-20,"GE","GEO","Georgia",1370,17,1108,245
2020-08-21,"GE","GEO","Georgia",1385,17,1128,240
2020-08-22,"GE","GEO","Georgia",1394,17,1132,245
2020-08-23,"GE","GEO","Georgia",1411,17,1132,262
2020-08-24,"GE","GEO","Georgia",1421,18,1137,266
2020-08-25,"GE","GEO","Georgia",1429,19,1150,260
2020-08-26,"GE","GEO","Georgia",1436,19,1150,267
2020-08-27,"GE","GEO","Georgia",1447,19,1190,238
2020-08-28,"GE","GEO","Georgia",1455,19,1196,240
2020-08-29,"GE","GEO","Georgia",1462,19,1196,247
2020-08-30,"GE","GEO","Georgia",1469,19,1221,229
2020-08-31,"GE","GEO","Georgia",1487,19,1240,228
2020-09-01,"GE","GEO","Georgia",1510,19,1253,238
2020-09-02,"GE","GEO","Georgia",1548,19,1270,259
2020-09-03,"GE","GEO","Georgia",1568,19,1279,270
