"date","ISO2","ISO3","country","Confirmed","Deaths","Recovered","Active"
2020-02-21,"IL","ISR","Israel",1,0,0,NA
2020-02-22,"IL","ISR","Israel",1,0,0,NA
2020-02-23,"IL","ISR","Israel",1,0,0,NA
2020-02-24,"IL","ISR","Israel",1,0,0,NA
2020-02-25,"IL","ISR","Israel",1,0,0,NA
2020-02-26,"IL","ISR","Israel",2,0,0,NA
2020-02-27,"IL","ISR","Israel",3,0,0,NA
2020-02-28,"IL","ISR","Israel",6,0,0,NA
2020-02-29,"IL","ISR","Israel",6,0,0,NA
2020-03-01,"IL","ISR","Israel",7,0,0,NA
2020-03-02,"IL","ISR","Israel",12,0,0,NA
2020-03-03,"IL","ISR","Israel",15,0,0,NA
2020-03-04,"IL","ISR","Israel",15,0,0,NA
2020-03-05,"IL","ISR","Israel",17,0,0,NA
2020-03-06,"IL","ISR","Israel",21,0,0,NA
2020-03-07,"IL","ISR","Israel",25,0,0,NA
2020-03-08,"IL","ISR","Israel",34,0,0,NA
2020-03-09,"IL","ISR","Israel",38,0,0,NA
2020-03-10,"IL","ISR","Israel",71,0,0,NA
2020-03-11,"IL","ISR","Israel",90,0,0,NA
2020-03-12,"IL","ISR","Israel",112,0,0,NA
2020-03-13,"IL","ISR","Israel",147,0,1,NA
2020-03-14,"IL","ISR","Israel",176,0,1,NA
2020-03-15,"IL","ISR","Israel",215,0,1,NA
2020-03-16,"IL","ISR","Israel",288,0,1,NA
2020-03-17,"IL","ISR","Israel",382,0,3,NA
2020-03-18,"IL","ISR","Israel",500,0,6,NA
2020-03-19,"IL","ISR","Israel",636,0,11,NA
2020-03-20,"IL","ISR","Israel",804,1,13,NA
2020-03-21,"IL","ISR","Israel",1014,1,14,NA
2020-03-22,"IL","ISR","Israel",1268,1,19,1248
2020-03-23,"IL","ISR","Israel",1620,1,26,1593
2020-03-24,"IL","ISR","Israel",2043,4,31,2008
2020-03-25,"IL","ISR","Israel",2468,5,37,2426
2020-03-26,"IL","ISR","Israel",2988,10,49,2929
2020-03-27,"IL","ISR","Israel",3421,12,69,3340
2020-03-28,"IL","ISR","Israel",3901,13,84,3804
2020-03-29,"IL","ISR","Israel",4433,16,105,4312
2020-03-30,"IL","ISR","Israel",4979,17,147,4815
2020-03-31,"IL","ISR","Israel",5717,21,210,5486
2020-04-01,"IL","ISR","Israel",6413,29,495,5889
2020-04-02,"IL","ISR","Israel",7132,38,597,6497
2020-04-03,"IL","ISR","Israel",7729,43,667,7019
2020-04-04,"IL","ISR","Israel",8157,49,717,7391
2020-04-05,"IL","ISR","Israel",8740,56,820,7864
2020-04-06,"IL","ISR","Israel",9191,64,939,8188
2020-04-07,"IL","ISR","Israel",9568,72,1059,8437
2020-04-08,"IL","ISR","Israel",9906,80,1191,8635
2020-04-09,"IL","ISR","Israel",10249,89,1306,8854
2020-04-10,"IL","ISR","Israel",10607,97,1460,9050
2020-04-11,"IL","ISR","Israel",10952,103,1611,9238
2020-04-12,"IL","ISR","Israel",11504,109,1909,9486
2020-04-13,"IL","ISR","Israel",11942,118,2228,9596
2020-04-14,"IL","ISR","Israel",12341,126,2551,9664
2020-04-15,"IL","ISR","Israel",12652,139,2823,9690
2020-04-16,"IL","ISR","Israel",12948,146,3174,9628
2020-04-17,"IL","ISR","Israel",13246,155,3550,9541
2020-04-18,"IL","ISR","Israel",13537,166,3820,9551
2020-04-19,"IL","ISR","Israel",13813,174,4228,9411
2020-04-20,"IL","ISR","Israel",14112,180,4687,9245
2020-04-21,"IL","ISR","Israel",14394,189,5103,9102
2020-04-22,"IL","ISR","Israel",14619,192,5514,8913
2020-04-23,"IL","ISR","Israel",14895,196,5866,8833
2020-04-24,"IL","ISR","Israel",15143,199,6291,8653
2020-04-25,"IL","ISR","Israel",15302,202,6655,8445
2020-04-26,"IL","ISR","Israel",15385,204,7087,8094
2020-04-27,"IL","ISR","Israel",15513,208,7635,7670
2020-04-28,"IL","ISR","Israel",15672,213,8118,7341
2020-04-29,"IL","ISR","Israel",15754,219,8471,7064
2020-04-30,"IL","ISR","Israel",15896,225,8924,6747
2020-05-01,"IL","ISR","Israel",16012,229,9393,6390
2020-05-02,"IL","ISR","Israel",16069,232,9611,6226
2020-05-03,"IL","ISR","Israel",16096,235,9945,5916
2020-05-04,"IL","ISR","Israel",16149,238,10233,5678
2020-05-05,"IL","ISR","Israel",16181,240,10561,5380
2020-05-06,"IL","ISR","Israel",16246,241,10843,5162
2020-05-07,"IL","ISR","Israel",16307,242,11103,4962
