"date","ISO2","ISO3","country","Confirmed","Deaths","Recovered","Active"
2020-03-12,"GY","GUY","Guyana",1,1,0,NA
2020-03-13,"GY","GUY","Guyana",1,1,0,NA
2020-03-14,"GY","GUY","Guyana",1,1,0,NA
2020-03-15,"GY","GUY","Guyana",4,1,0,NA
2020-03-16,"GY","GUY","Guyana",4,1,0,NA
2020-03-17,"GY","GUY","Guyana",7,1,0,NA
2020-03-18,"GY","GUY","Guyana",7,1,0,NA
2020-03-19,"GY","GUY","Guyana",7,1,0,NA
2020-03-20,"GY","GUY","Guyana",7,1,0,NA
2020-03-21,"GY","GUY","Guyana",7,1,0,NA
2020-03-22,"GY","GUY","Guyana",18,1,0,17
2020-03-23,"GY","GUY","Guyana",20,1,0,19
2020-03-24,"GY","GUY","Guyana",5,1,0,4
2020-03-25,"GY","GUY","Guyana",5,1,0,4
2020-03-26,"GY","GUY","Guyana",5,1,0,4
2020-03-27,"GY","GUY","Guyana",5,1,0,4
2020-03-28,"GY","GUY","Guyana",8,1,0,7
2020-03-29,"GY","GUY","Guyana",8,1,0,7
2020-03-30,"GY","GUY","Guyana",8,1,0,7
2020-03-31,"GY","GUY","Guyana",12,2,0,10
2020-04-01,"GY","GUY","Guyana",19,2,0,17
2020-04-02,"GY","GUY","Guyana",19,4,0,15
2020-04-03,"GY","GUY","Guyana",23,4,0,19
2020-04-04,"GY","GUY","Guyana",23,4,0,19
2020-04-05,"GY","GUY","Guyana",24,4,0,20
2020-04-06,"GY","GUY","Guyana",31,4,8,19
2020-04-07,"GY","GUY","Guyana",33,5,8,20
2020-04-08,"GY","GUY","Guyana",37,6,8,23
2020-04-09,"GY","GUY","Guyana",37,6,8,23
2020-04-10,"GY","GUY","Guyana",37,6,8,23
2020-04-11,"GY","GUY","Guyana",45,6,8,31
2020-04-12,"GY","GUY","Guyana",45,6,8,31
2020-04-13,"GY","GUY","Guyana",45,6,8,31
2020-04-14,"GY","GUY","Guyana",47,6,8,33
2020-04-15,"GY","GUY","Guyana",55,6,8,41
2020-04-16,"GY","GUY","Guyana",55,6,8,41
2020-04-17,"GY","GUY","Guyana",63,6,9,48
2020-04-18,"GY","GUY","Guyana",63,6,9,48
2020-04-19,"GY","GUY","Guyana",65,7,9,49
2020-04-20,"GY","GUY","Guyana",65,7,9,49
2020-04-21,"GY","GUY","Guyana",66,7,9,50
2020-04-22,"GY","GUY","Guyana",67,7,9,51
2020-04-23,"GY","GUY","Guyana",70,7,9,54
2020-04-24,"GY","GUY","Guyana",73,7,12,54
2020-04-25,"GY","GUY","Guyana",73,7,12,54
2020-04-26,"GY","GUY","Guyana",74,8,12,54
2020-04-27,"GY","GUY","Guyana",74,8,15,51
2020-04-28,"GY","GUY","Guyana",74,8,15,51
2020-04-29,"GY","GUY","Guyana",78,8,18,52
2020-04-30,"GY","GUY","Guyana",82,9,22,51
2020-05-01,"GY","GUY","Guyana",82,9,22,51
2020-05-02,"GY","GUY","Guyana",82,9,22,51
2020-05-03,"GY","GUY","Guyana",82,9,22,51
2020-05-04,"GY","GUY","Guyana",92,9,27,56
2020-05-05,"GY","GUY","Guyana",93,10,27,56
2020-05-06,"GY","GUY","Guyana",93,10,27,56
2020-05-07,"GY","GUY","Guyana",93,10,27,56
2020-05-08,"GY","GUY","Guyana",94,10,35,49
2020-05-09,"GY","GUY","Guyana",94,10,35,49
2020-05-10,"GY","GUY","Guyana",104,10,35,59
2020-05-11,"GY","GUY","Guyana",109,10,36,63
2020-05-12,"GY","GUY","Guyana",113,10,36,67
2020-05-13,"GY","GUY","Guyana",113,10,41,62
2020-05-14,"GY","GUY","Guyana",113,10,42,61
2020-05-15,"GY","GUY","Guyana",116,10,43,63
2020-05-16,"GY","GUY","Guyana",117,10,43,64
2020-05-17,"GY","GUY","Guyana",117,10,43,64
2020-05-18,"GY","GUY","Guyana",124,10,44,70
2020-05-19,"GY","GUY","Guyana",125,10,46,69
2020-05-20,"GY","GUY","Guyana",125,10,47,68
2020-05-21,"GY","GUY","Guyana",127,10,57,60
2020-05-22,"GY","GUY","Guyana",127,10,57,60
2020-05-23,"GY","GUY","Guyana",127,10,58,59
2020-05-24,"GY","GUY","Guyana",135,10,62,63
2020-05-25,"GY","GUY","Guyana",137,11,62,64
2020-05-26,"GY","GUY","Guyana",139,11,62,66
2020-05-27,"GY","GUY","Guyana",139,11,67,61
2020-05-28,"GY","GUY","Guyana",150,11,67,72
2020-05-29,"GY","GUY","Guyana",150,11,67,72
2020-05-30,"GY","GUY","Guyana",152,12,67,73
2020-05-31,"GY","GUY","Guyana",153,12,70,71
2020-06-01,"GY","GUY","Guyana",153,12,70,71
2020-06-02,"GY","GUY","Guyana",153,12,70,71
2020-06-03,"GY","GUY","Guyana",153,12,70,71
2020-06-04,"GY","GUY","Guyana",153,12,77,64
2020-06-05,"GY","GUY","Guyana",153,12,77,64
2020-06-06,"GY","GUY","Guyana",154,12,80,62
2020-06-07,"GY","GUY","Guyana",154,12,80,62
2020-06-08,"GY","GUY","Guyana",154,12,84,58
2020-06-09,"GY","GUY","Guyana",156,12,86,58
2020-06-10,"GY","GUY","Guyana",156,12,92,52
2020-06-11,"GY","GUY","Guyana",158,12,92,54
2020-06-12,"GY","GUY","Guyana",159,12,95,52
2020-06-13,"GY","GUY","Guyana",159,12,95,52
2020-06-14,"GY","GUY","Guyana",159,12,99,48
2020-06-15,"GY","GUY","Guyana",159,12,99,48
2020-06-16,"GY","GUY","Guyana",171,12,99,60
2020-06-17,"GY","GUY","Guyana",171,12,102,57
2020-06-18,"GY","GUY","Guyana",183,12,102,69
2020-06-19,"GY","GUY","Guyana",183,12,102,69
2020-06-20,"GY","GUY","Guyana",183,12,102,69
2020-06-21,"GY","GUY","Guyana",184,12,103,69
2020-06-22,"GY","GUY","Guyana",205,12,103,90
2020-06-23,"GY","GUY","Guyana",206,12,107,87
2020-06-24,"GY","GUY","Guyana",209,12,107,90
2020-06-25,"GY","GUY","Guyana",215,12,108,95
2020-06-26,"GY","GUY","Guyana",215,12,108,95
