"date","ISO2","ISO3","country","Confirmed","Deaths","Recovered","Active"
2020-03-24,"LY","LBY","Libya",1,0,0,1
2020-03-25,"LY","LBY","Libya",1,0,0,1
2020-03-26,"LY","LBY","Libya",1,0,0,1
2020-03-27,"LY","LBY","Libya",1,0,0,1
2020-03-28,"LY","LBY","Libya",3,0,0,3
2020-03-29,"LY","LBY","Libya",8,0,0,8
2020-03-30,"LY","LBY","Libya",8,0,0,8
2020-03-31,"LY","LBY","Libya",10,0,1,9
2020-04-01,"LY","LBY","Libya",10,0,0,10
2020-04-02,"LY","LBY","Libya",11,1,0,10
2020-04-03,"LY","LBY","Libya",11,1,0,10
2020-04-04,"LY","LBY","Libya",18,1,0,17
2020-04-05,"LY","LBY","Libya",18,1,0,17
2020-04-06,"LY","LBY","Libya",19,1,1,17
2020-04-07,"LY","LBY","Libya",20,1,1,18
2020-04-08,"LY","LBY","Libya",21,1,8,12
2020-04-09,"LY","LBY","Libya",24,1,8,15
2020-04-10,"LY","LBY","Libya",24,1,8,15
2020-04-11,"LY","LBY","Libya",24,1,8,15
2020-04-12,"LY","LBY","Libya",25,1,9,15
2020-04-13,"LY","LBY","Libya",26,1,9,16
2020-04-14,"LY","LBY","Libya",35,1,9,25
2020-04-15,"LY","LBY","Libya",48,1,9,38
2020-04-16,"LY","LBY","Libya",49,1,11,37
2020-04-17,"LY","LBY","Libya",49,1,11,37
2020-04-18,"LY","LBY","Libya",49,1,11,37
2020-04-19,"LY","LBY","Libya",51,1,11,39
2020-04-20,"LY","LBY","Libya",51,1,15,35
2020-04-21,"LY","LBY","Libya",51,1,15,35
2020-04-22,"LY","LBY","Libya",59,1,15,43
2020-04-23,"LY","LBY","Libya",60,2,15,43
2020-04-24,"LY","LBY","Libya",61,2,18,41
2020-04-25,"LY","LBY","Libya",61,2,18,41
2020-04-26,"LY","LBY","Libya",61,2,18,41
2020-04-27,"LY","LBY","Libya",61,2,18,41
2020-04-28,"LY","LBY","Libya",61,2,18,41
2020-04-29,"LY","LBY","Libya",61,2,18,41
2020-04-30,"LY","LBY","Libya",61,3,18,40
2020-05-01,"LY","LBY","Libya",63,3,18,42
2020-05-02,"LY","LBY","Libya",63,3,22,38
2020-05-03,"LY","LBY","Libya",63,3,22,38
2020-05-04,"LY","LBY","Libya",63,3,23,37
2020-05-05,"LY","LBY","Libya",63,3,23,37
2020-05-06,"LY","LBY","Libya",64,3,24,37
2020-05-07,"LY","LBY","Libya",64,3,24,37
2020-05-08,"LY","LBY","Libya",64,3,24,37
2020-05-09,"LY","LBY","Libya",64,3,24,37
2020-05-10,"LY","LBY","Libya",64,3,24,37
2020-05-11,"LY","LBY","Libya",64,3,28,33
2020-05-12,"LY","LBY","Libya",64,3,28,33
2020-05-13,"LY","LBY","Libya",64,3,28,33
2020-05-14,"LY","LBY","Libya",64,3,28,33
2020-05-15,"LY","LBY","Libya",64,3,28,33
2020-05-16,"LY","LBY","Libya",65,3,28,34
2020-05-17,"LY","LBY","Libya",65,3,35,27
2020-05-18,"LY","LBY","Libya",65,3,35,27
2020-05-19,"LY","LBY","Libya",68,3,35,30
2020-05-20,"LY","LBY","Libya",69,3,35,31
2020-05-21,"LY","LBY","Libya",71,3,35,33
2020-05-22,"LY","LBY","Libya",72,3,38,31
2020-05-23,"LY","LBY","Libya",75,3,39,33
2020-05-24,"LY","LBY","Libya",75,3,39,33
2020-05-25,"LY","LBY","Libya",75,3,40,32
2020-05-26,"LY","LBY","Libya",77,3,40,34
2020-05-27,"LY","LBY","Libya",99,4,40,55
2020-05-28,"LY","LBY","Libya",105,5,41,59
2020-05-29,"LY","LBY","Libya",118,5,41,72
2020-05-30,"LY","LBY","Libya",130,5,50,75
2020-05-31,"LY","LBY","Libya",156,5,52,99
2020-06-01,"LY","LBY","Libya",168,5,52,111
2020-06-02,"LY","LBY","Libya",182,5,52,125
2020-06-03,"LY","LBY","Libya",196,5,52,139
2020-06-04,"LY","LBY","Libya",209,5,52,152
2020-06-05,"LY","LBY","Libya",239,5,52,182
2020-06-06,"LY","LBY","Libya",256,5,52,199
2020-06-07,"LY","LBY","Libya",256,5,52,199
2020-06-08,"LY","LBY","Libya",332,5,57,270
2020-06-09,"LY","LBY","Libya",359,5,58,296
2020-06-10,"LY","LBY","Libya",378,5,59,314
2020-06-11,"LY","LBY","Libya",393,5,59,329
2020-06-12,"LY","LBY","Libya",409,6,59,344
2020-06-13,"LY","LBY","Libya",418,8,62,348
2020-06-14,"LY","LBY","Libya",454,10,63,381
2020-06-15,"LY","LBY","Libya",467,10,70,387
2020-06-16,"LY","LBY","Libya",484,10,76,398
2020-06-17,"LY","LBY","Libya",500,10,78,412
2020-06-18,"LY","LBY","Libya",510,10,81,419
2020-06-19,"LY","LBY","Libya",520,10,83,427
2020-06-20,"LY","LBY","Libya",544,10,98,436
2020-06-21,"LY","LBY","Libya",571,10,103,458
2020-06-22,"LY","LBY","Libya",595,10,116,469
2020-06-23,"LY","LBY","Libya",639,17,132,490
2020-06-24,"LY","LBY","Libya",670,18,138,514
2020-06-25,"LY","LBY","Libya",698,18,140,540
2020-06-26,"LY","LBY","Libya",713,18,142,553
2020-06-27,"LY","LBY","Libya",727,18,171,538
2020-06-28,"LY","LBY","Libya",762,21,196,545
2020-06-29,"LY","LBY","Libya",802,23,206,573
2020-06-30,"LY","LBY","Libya",824,24,209,591
2020-07-01,"LY","LBY","Libya",874,25,223,626
2020-07-02,"LY","LBY","Libya",891,26,224,641
2020-07-03,"LY","LBY","Libya",918,27,230,661
2020-07-04,"LY","LBY","Libya",989,27,258,704
2020-07-05,"LY","LBY","Libya",1046,32,261,753
2020-07-06,"LY","LBY","Libya",1117,34,269,814
2020-07-07,"LY","LBY","Libya",1182,35,295,852
2020-07-08,"LY","LBY","Libya",1268,36,306,926
2020-07-09,"LY","LBY","Libya",1342,38,307,997
2020-07-10,"LY","LBY","Libya",1342,38,307,997
2020-07-11,"LY","LBY","Libya",1389,38,340,1011
2020-07-12,"LY","LBY","Libya",1433,39,341,1053
2020-07-13,"LY","LBY","Libya",1512,40,367,1105
2020-07-14,"LY","LBY","Libya",1563,42,370,1151
2020-07-15,"LY","LBY","Libya",1589,43,373,1173
2020-07-16,"LY","LBY","Libya",1652,46,379,1227
2020-07-17,"LY","LBY","Libya",1704,47,380,1277
2020-07-18,"LY","LBY","Libya",1791,48,385,1358
2020-07-19,"LY","LBY","Libya",1866,48,418,1400
2020-07-20,"LY","LBY","Libya",1980,49,441,1490
2020-07-21,"LY","LBY","Libya",2088,50,479,1559
2020-07-22,"LY","LBY","Libya",2176,53,489,1634
2020-07-23,"LY","LBY","Libya",2314,56,501,1757
2020-07-24,"LY","LBY","Libya",2424,57,504,1863
2020-07-25,"LY","LBY","Libya",2547,58,510,1979
2020-07-26,"LY","LBY","Libya",2669,60,553,2056
2020-07-27,"LY","LBY","Libya",2827,64,577,2186
2020-07-28,"LY","LBY","Libya",3017,67,579,2371
2020-07-29,"LY","LBY","Libya",3222,76,596,2550
2020-07-30,"LY","LBY","Libya",3438,73,604,2761
2020-07-31,"LY","LBY","Libya",3621,74,618,2929
2020-08-01,"LY","LBY","Libya",3691,80,619,2992
2020-08-02,"LY","LBY","Libya",3837,83,623,3131
2020-08-03,"LY","LBY","Libya",4063,93,625,3345
2020-08-04,"LY","LBY","Libya",4224,96,633,3495
2020-08-05,"LY","LBY","Libya",4475,99,640,3736
2020-08-06,"LY","LBY","Libya",4879,107,652,4120
2020-08-07,"LY","LBY","Libya",5079,108,660,4311
2020-08-08,"LY","LBY","Libya",5232,113,691,4428
2020-08-09,"LY","LBY","Libya",5451,119,701,4631
2020-08-10,"LY","LBY","Libya",5929,125,724,5080
2020-08-11,"LY","LBY","Libya",6302,132,740,5430
2020-08-12,"LY","LBY","Libya",6611,132,778,5701
2020-08-13,"LY","LBY","Libya",7050,135,816,6099
2020-08-14,"LY","LBY","Libya",7327,139,848,6340
2020-08-15,"LY","LBY","Libya",7738,145,894,6699
2020-08-16,"LY","LBY","Libya",8172,153,933,7086
2020-08-17,"LY","LBY","Libya",8579,157,969,7453
2020-08-18,"LY","LBY","Libya",9068,164,1003,7901
2020-08-19,"LY","LBY","Libya",9463,169,1018,8276
2020-08-20,"LY","LBY","Libya",9707,173,1047,8487
2020-08-21,"LY","LBY","Libya",10121,180,1053,8888
2020-08-22,"LY","LBY","Libya",10437,188,1085,9164
2020-08-23,"LY","LBY","Libya",10437,188,1085,9164
2020-08-24,"LY","LBY","Libya",11009,199,1096,9714
2020-08-25,"LY","LBY","Libya",11281,203,1112,9966
2020-08-26,"LY","LBY","Libya",11834,210,1152,10472
2020-08-27,"LY","LBY","Libya",12274,219,1209,10846
2020-08-28,"LY","LBY","Libya",12629,226,1310,11093
2020-08-29,"LY","LBY","Libya",12958,231,1333,11394
2020-08-30,"LY","LBY","Libya",13423,232,1410,11781
2020-08-31,"LY","LBY","Libya",13966,237,1459,12270
2020-09-01,"LY","LBY","Libya",14624,242,1676,12706
2020-09-02,"LY","LBY","Libya",15156,250,1746,13160
2020-09-03,"LY","LBY","Libya",15773,254,1856,13663
2020-09-04,"LY","LBY","Libya",16445,262,1910,14273
2020-09-05,"LY","LBY","Libya",17094,272,2025,14797
2020-09-06,"LY","LBY","Libya",17749,285,2081,15383
2020-09-07,"LY","LBY","Libya",18834,296,2126,16412
2020-09-08,"LY","LBY","Libya",19583,314,2247,17022
2020-09-09,"LY","LBY","Libya",20462,324,2329,17809
2020-09-10,"LY","LBY","Libya",20939,339,2420,18180
2020-09-11,"LY","LBY","Libya",21908,352,2506,19050
2020-09-12,"LY","LBY","Libya",22348,354,12100,9894
2020-09-13,"LY","LBY","Libya",22781,362,12183,10236
2020-09-14,"LY","LBY","Libya",23515,368,12762,10385
2020-09-15,"LY","LBY","Libya",24144,383,13252,10509
2020-09-16,"LY","LBY","Libya",24936,394,13498,11044
2020-09-17,"LY","LBY","Libya",25822,409,13908,11505
2020-09-18,"LY","LBY","Libya",26438,418,14207,11813
2020-09-19,"LY","LBY","Libya",27234,436,14679,12119
2020-09-20,"LY","LBY","Libya",27949,444,15068,12437
2020-09-21,"LY","LBY","Libya",28796,450,15384,12962
2020-09-22,"LY","LBY","Libya",29446,460,15913,13073
2020-09-23,"LY","LBY","Libya",30097,469,16430,13198
2020-09-24,"LY","LBY","Libya",30632,474,16842,13316
2020-09-25,"LY","LBY","Libya",31290,491,17508,13291
2020-09-26,"LY","LBY","Libya",31828,499,17832,13497
2020-09-27,"LY","LBY","Libya",32364,520,18128,13716
2020-09-28,"LY","LBY","Libya",33213,527,18518,14168
2020-09-29,"LY","LBY","Libya",34014,540,18902,14572
2020-09-30,"LY","LBY","Libya",34525,551,19361,14613
2020-10-01,"LY","LBY","Libya",35208,559,19894,14755
2020-10-02,"LY","LBY","Libya",35717,570,20334,14813
2020-10-03,"LY","LBY","Libya",36087,578,20889,14620
2020-10-04,"LY","LBY","Libya",36809,592,21429,14788
2020-10-05,"LY","LBY","Libya",37437,596,22076,14765
2020-10-06,"LY","LBY","Libya",38468,602,22410,15456
2020-10-07,"LY","LBY","Libya",39513,608,22831,16074
2020-10-08,"LY","LBY","Libya",40292,616,23130,16546
2020-10-09,"LY","LBY","Libya",41368,621,23453,17294
2020-10-10,"LY","LBY","Libya",41686,623,23791,17272
2020-10-11,"LY","LBY","Libya",42712,631,24038,18043
2020-10-12,"LY","LBY","Libya",43821,644,24466,18711
2020-10-13,"LY","LBY","Libya",44985,656,25007,19322
2020-10-14,"LY","LBY","Libya",45821,669,25301,19851
2020-10-15,"LY","LBY","Libya",46676,681,25685,20310
2020-10-16,"LY","LBY","Libya",47845,699,26062,21084
2020-10-17,"LY","LBY","Libya",47845,699,26062,21084
2020-10-18,"LY","LBY","Libya",48790,725,26889,21176
2020-10-19,"LY","LBY","Libya",49949,732,27262,21955
2020-10-20,"LY","LBY","Libya",50906,746,27832,22328
2020-10-21,"LY","LBY","Libya",51625,765,28440,22420
2020-10-22,"LY","LBY","Libya",52620,768,29057,22795
2020-10-23,"LY","LBY","Libya",53384,774,29619,22991
2020-10-24,"LY","LBY","Libya",54374,790,29965,23619
2020-10-25,"LY","LBY","Libya",56013,795,30731,24487
2020-10-26,"LY","LBY","Libya",57223,801,31515,24907
2020-10-27,"LY","LBY","Libya",57975,812,32253,24910
2020-10-28,"LY","LBY","Libya",58874,823,32962,25089
2020-10-29,"LY","LBY","Libya",59656,831,33550,25275
2020-10-30,"LY","LBY","Libya",60628,847,34369,25412
2020-10-31,"LY","LBY","Libya",61095,857,35030,25208
2020-11-01,"LY","LBY","Libya",62045,871,35853,25321
2020-11-02,"LY","LBY","Libya",62907,880,36608,25419
2020-11-03,"LY","LBY","Libya",63688,893,36995,25800
2020-11-04,"LY","LBY","Libya",64587,900,37610,26077
2020-11-05,"LY","LBY","Libya",65440,907,38110,26423
2020-11-06,"LY","LBY","Libya",66444,915,38624,26905
2020-11-07,"LY","LBY","Libya",67039,920,39243,26876
2020-11-08,"LY","LBY","Libya",68117,929,40119,27069
2020-11-09,"LY","LBY","Libya",69040,944,40780,27316
2020-11-10,"LY","LBY","Libya",70010,957,41512,27541
2020-11-11,"LY","LBY","Libya",70885,970,42098,27817
2020-11-12,"LY","LBY","Libya",71804,985,42703,28116
2020-11-13,"LY","LBY","Libya",72628,995,43259,28374
2020-11-14,"LY","LBY","Libya",72628,995,43259,28374
2020-11-15,"LY","LBY","Libya",73602,1017,44133,28452
2020-11-16,"LY","LBY","Libya",74324,1025,44733,28566
2020-11-17,"LY","LBY","Libya",74936,1041,45371,28524
2020-11-18,"LY","LBY","Libya",75465,1053,46127,28285
2020-11-19,"LY","LBY","Libya",76006,1062,46793,28151
2020-11-20,"LY","LBY","Libya",76808,1068,47587,28153
2020-11-21,"LY","LBY","Libya",76808,1068,47587,28153
2020-11-22,"LY","LBY","Libya",77823,1089,48914,27820
2020-11-23,"LY","LBY","Libya",78473,1102,49592,27779
2020-11-24,"LY","LBY","Libya",79180,1110,50304,27766
2020-11-25,"LY","LBY","Libya",79797,1125,50914,27758
2020-11-26,"LY","LBY","Libya",80407,1140,51585,27682
2020-11-27,"LY","LBY","Libya",81273,1153,52299,27821
2020-11-28,"LY","LBY","Libya",81273,1153,52299,27821
2020-11-29,"LY","LBY","Libya",82430,1166,53266,27998
2020-11-30,"LY","LBY","Libya",82809,1183,53818,27808
2020-12-01,"LY","LBY","Libya",83417,1196,54209,28012
2020-12-02,"LY","LBY","Libya",84087,1200,54712,28175
2020-12-03,"LY","LBY","Libya",84849,1212,55304,28333
2020-12-04,"LY","LBY","Libya",85529,1219,56048,28262
2020-12-05,"LY","LBY","Libya",85529,1219,56048,28262
2020-12-06,"LY","LBY","Libya",86580,1231,56702,28647
2020-12-07,"LY","LBY","Libya",87097,1243,57380,28474
2020-12-08,"LY","LBY","Libya",87986,1255,57837,28894
2020-12-09,"LY","LBY","Libya",88522,1261,58578,28683
2020-12-10,"LY","LBY","Libya",89183,1273,59222,28688
2020-12-11,"LY","LBY","Libya",89880,1278,59839,28763
2020-12-12,"LY","LBY","Libya",89880,1278,59839,28763
2020-12-13,"LY","LBY","Libya",90779,1299,60895,28585
2020-12-14,"LY","LBY","Libya",91357,1314,61453,28590
2020-12-15,"LY","LBY","Libya",92017,1319,62144,28554
2020-12-16,"LY","LBY","Libya",92577,1324,62720,28533
2020-12-17,"LY","LBY","Libya",93283,1337,63231,28715
2020-12-18,"LY","LBY","Libya",93772,1346,63886,28540
2020-12-19,"LY","LBY","Libya",93772,1346,63886,28540
2020-12-20,"LY","LBY","Libya",94560,1353,64810,28397
2020-12-21,"LY","LBY","Libya",95200,1369,65532,28299
2020-12-22,"LY","LBY","Libya",95706,1385,66076,28245
2020-12-23,"LY","LBY","Libya",96346,1393,66756,28197
2020-12-24,"LY","LBY","Libya",97192,1399,67661,28132
2020-12-25,"LY","LBY","Libya",97653,1415,68289,27949
2020-12-26,"LY","LBY","Libya",97653,1415,68289,27949
2020-12-27,"LY","LBY","Libya",98381,1436,68990,27955
2020-12-28,"LY","LBY","Libya",98913,1440,69763,27710
2020-12-29,"LY","LBY","Libya",99350,1444,70412,27494
2020-12-30,"LY","LBY","Libya",99935,1459,71273,27203
2020-12-31,"LY","LBY","Libya",100277,1478,72107,26692
2021-01-01,"LY","LBY","Libya",100744,1487,73252,26005
2021-01-02,"LY","LBY","Libya",100744,1487,73252,26005
2021-01-03,"LY","LBY","Libya",101414,1510,74381,25523
2021-01-04,"LY","LBY","Libya",101975,1526,75288,25161
2021-01-05,"LY","LBY","Libya",102456,1536,76244,24676
2021-01-06,"LY","LBY","Libya",102880,1546,77435,23899
2021-01-07,"LY","LBY","Libya",103515,1558,78268,23689
2021-01-08,"LY","LBY","Libya",104002,1568,79193,23241
2021-01-09,"LY","LBY","Libya",104002,1568,79193,23241
2021-01-10,"LY","LBY","Libya",104745,1581,80292,22872
2021-01-11,"LY","LBY","Libya",105378,1589,81237,22552
2021-01-12,"LY","LBY","Libya",106030,1622,82229,22179
2021-01-13,"LY","LBY","Libya",106670,1629,83311,21730
2021-01-14,"LY","LBY","Libya",107434,1645,84245,21544
2021-01-15,"LY","LBY","Libya",108017,1651,85068,21298
2021-01-16,"LY","LBY","Libya",108017,1651,85068,21298
2021-01-17,"LY","LBY","Libya",109088,1665,86125,21298
2021-01-18,"LY","LBY","Libya",109869,1698,87197,20974
2021-01-19,"LY","LBY","Libya",110465,1700,88062,20703
2021-01-20,"LY","LBY","Libya",111124,1715,88930,20479
2021-01-21,"LY","LBY","Libya",111746,1716,89909,20121
2021-01-22,"LY","LBY","Libya",112540,1737,90952,19851
2021-01-23,"LY","LBY","Libya",112540,1737,90952,19851
2021-01-24,"LY","LBY","Libya",113688,1763,92250,19675
2021-01-25,"LY","LBY","Libya",114429,1782,93342,19305
2021-01-26,"LY","LBY","Libya",115299,1789,94287,19223
2021-01-27,"LY","LBY","Libya",116064,1802,95406,18856
2021-01-28,"LY","LBY","Libya",116779,1832,96293,18654
2021-01-29,"LY","LBY","Libya",117650,1842,97357,18451
2021-01-30,"LY","LBY","Libya",117650,1842,97357,18451
2021-01-31,"LY","LBY","Libya",118631,1877,98706,18048
2021-02-01,"LY","LBY","Libya",119402,1883,99586,17933
2021-02-02,"LY","LBY","Libya",120434,1896,100593,17945
2021-02-03,"LY","LBY","Libya",121243,1914,101348,17981
2021-02-04,"LY","LBY","Libya",122013,1919,102448,17646
2021-02-05,"LY","LBY","Libya",122894,1936,103312,17646
2021-02-06,"LY","LBY","Libya",122894,1936,103312,17646
2021-02-07,"LY","LBY","Libya",124026,1953,104539,17534
2021-02-08,"LY","LBY","Libya",124882,1974,105422,17486
2021-02-09,"LY","LBY","Libya",125561,1982,106377,17202
2021-02-10,"LY","LBY","Libya",126028,1989,107386,16653
2021-02-11,"LY","LBY","Libya",126361,2009,108434,15918
2021-02-12,"LY","LBY","Libya",126881,2014,109262,15605
2021-02-13,"LY","LBY","Libya",126881,2014,109262,15605
2021-02-14,"LY","LBY","Libya",127354,2018,110143,15193
2021-02-15,"LY","LBY","Libya",127705,2042,110965,14698
2021-02-16,"LY","LBY","Libya",128036,2051,111864,14121
2021-02-17,"LY","LBY","Libya",128348,2056,112731,13561
2021-02-18,"LY","LBY","Libya",128740,2061,113564,13115
2021-02-19,"LY","LBY","Libya",129325,2088,114305,12932
2021-02-20,"LY","LBY","Libya",129325,2088,114305,12932
2021-02-21,"LY","LBY","Libya",129797,2114,115357,12326
2021-02-22,"LY","LBY","Libya",130212,2116,116120,11976
2021-02-23,"LY","LBY","Libya",130701,2125,117017,11559
2021-02-24,"LY","LBY","Libya",131262,2151,117991,11120
2021-02-25,"LY","LBY","Libya",131833,2156,118791,10886
2021-02-26,"LY","LBY","Libya",132458,2174,119492,10792
2021-02-27,"LY","LBY","Libya",132458,2174,119492,10792
2021-02-28,"LY","LBY","Libya",133338,2179,120240,10919
2021-03-01,"LY","LBY","Libya",134127,2210,121116,10801
2021-03-02,"LY","LBY","Libya",134967,2216,122079,10672
2021-03-03,"LY","LBY","Libya",135585,2219,123003,10363
2021-03-04,"LY","LBY","Libya",136587,2233,123777,10577
2021-03-05,"LY","LBY","Libya",137482,2236,124712,10534
2021-03-06,"LY","LBY","Libya",137482,2236,124712,10534
2021-03-07,"LY","LBY","Libya",138640,2273,125842,10525
2021-03-08,"LY","LBY","Libya",139658,2288,126878,10492
2021-03-09,"LY","LBY","Libya",140688,2297,128002,10389
2021-03-10,"LY","LBY","Libya",141598,2330,128928,10340
2021-03-11,"LY","LBY","Libya",142671,2340,129706,10625
2021-03-12,"LY","LBY","Libya",143643,2348,130625,10670
2021-03-13,"LY","LBY","Libya",143643,2348,130625,10670
2021-03-14,"LY","LBY","Libya",144993,2386,131778,10829
2021-03-15,"LY","LBY","Libya",146080,2402,132697,10981
2021-03-16,"LY","LBY","Libya",147121,2406,133768,10947
2021-03-17,"LY","LBY","Libya",148175,2422,134923,10830
2021-03-18,"LY","LBY","Libya",149207,2435,136158,10614
2021-03-19,"LY","LBY","Libya",150341,2487,137073,10781
2021-03-20,"LY","LBY","Libya",150341,2487,137073,10781
2021-03-21,"LY","LBY","Libya",151605,2506,138312,10787
2021-03-22,"LY","LBY","Libya",152510,2513,139361,10636
2021-03-23,"LY","LBY","Libya",153411,2564,140420,10427
2021-03-24,"LY","LBY","Libya",154320,2582,141413,10325
2021-03-25,"LY","LBY","Libya",155232,2591,142633,10008
2021-03-26,"LY","LBY","Libya",156116,2602,143697,9817
2021-03-27,"LY","LBY","Libya",156116,2602,143697,9817
2021-03-28,"LY","LBY","Libya",156849,2618,144964,9267
2021-03-29,"LY","LBY","Libya",157545,2653,145882,9010
2021-03-30,"LY","LBY","Libya",158251,2658,146480,9113
2021-03-31,"LY","LBY","Libya",158957,2667,147147,9143
2021-04-01,"LY","LBY","Libya",159980,2680,147864,9436
2021-04-02,"LY","LBY","Libya",161088,2684,148288,10116
2021-04-03,"LY","LBY","Libya",161088,2684,148288,10116
2021-04-04,"LY","LBY","Libya",162294,2737,149238,10319
2021-04-05,"LY","LBY","Libya",163442,2757,149836,10849
2021-04-06,"LY","LBY","Libya",164318,2765,150478,11075
2021-04-07,"LY","LBY","Libya",165287,2772,151189,11326
2021-04-08,"LY","LBY","Libya",166156,2799,151853,11504
2021-04-09,"LY","LBY","Libya",166888,2807,152328,11753
2021-04-10,"LY","LBY","Libya",166888,2807,152328,11753
2021-04-11,"LY","LBY","Libya",167825,2823,152921,12081
2021-04-12,"LY","LBY","Libya",168676,2828,153644,12204
2021-04-13,"LY","LBY","Libya",169504,2830,154220,12454
2021-04-14,"LY","LBY","Libya",170045,2834,155117,12094
2021-04-15,"LY","LBY","Libya",170558,2873,155712,11973
2021-04-16,"LY","LBY","Libya",171131,2882,156344,11905
2021-04-17,"LY","LBY","Libya",171131,2882,156344,11905
2021-04-18,"LY","LBY","Libya",171880,2896,157010,11974
2021-04-19,"LY","LBY","Libya",172464,2908,157658,11898
2021-04-20,"LY","LBY","Libya",173089,2919,158352,11818
2021-04-21,"LY","LBY","Libya",173683,2924,158891,11868
2021-04-22,"LY","LBY","Libya",174216,2936,159630,11650
