"date","ISO2","ISO3","country","Confirmed","Deaths","Recovered","Active"
2020-03-03,"CL","CHL","Chile",1,0,0,NA
2020-03-04,"CL","CHL","Chile",1,0,0,NA
2020-03-05,"CL","CHL","Chile",4,0,0,NA
2020-03-06,"CL","CHL","Chile",4,0,0,NA
2020-03-07,"CL","CHL","Chile",4,0,0,NA
2020-03-08,"CL","CHL","Chile",8,0,0,NA
2020-03-09,"CL","CHL","Chile",8,0,0,NA
2020-03-10,"CL","CHL","Chile",13,0,0,NA
2020-03-11,"CL","CHL","Chile",23,0,0,NA
2020-03-12,"CL","CHL","Chile",23,0,0,NA
2020-03-13,"CL","CHL","Chile",43,0,0,NA
2020-03-14,"CL","CHL","Chile",61,0,0,NA
2020-03-15,"CL","CHL","Chile",74,0,0,NA
2020-03-16,"CL","CHL","Chile",155,0,0,NA
2020-03-17,"CL","CHL","Chile",201,0,0,NA
2020-03-18,"CL","CHL","Chile",238,0,0,NA
2020-03-19,"CL","CHL","Chile",238,0,0,NA
2020-03-20,"CL","CHL","Chile",434,0,6,NA
2020-03-21,"CL","CHL","Chile",537,0,6,NA
2020-03-22,"CL","CHL","Chile",632,1,8,623
2020-03-23,"CL","CHL","Chile",746,2,11,733
2020-03-24,"CL","CHL","Chile",922,2,17,903
2020-03-25,"CL","CHL","Chile",1142,3,22,1117
2020-03-26,"CL","CHL","Chile",1306,4,22,1280
2020-03-27,"CL","CHL","Chile",1610,5,43,1562
2020-03-28,"CL","CHL","Chile",1909,6,61,1842
2020-03-29,"CL","CHL","Chile",2139,7,75,2057
2020-03-30,"CL","CHL","Chile",2449,8,156,2285
2020-03-31,"CL","CHL","Chile",2738,12,156,2570
2020-04-01,"CL","CHL","Chile",3031,16,234,2781
2020-04-02,"CL","CHL","Chile",3404,18,335,3051
2020-04-03,"CL","CHL","Chile",3737,22,427,3288
2020-04-04,"CL","CHL","Chile",4161,27,528,3606
2020-04-05,"CL","CHL","Chile",4471,34,618,3819
2020-04-06,"CL","CHL","Chile",4815,37,728,4050
2020-04-07,"CL","CHL","Chile",5116,43,898,4175
2020-04-08,"CL","CHL","Chile",5546,48,1115,4383
2020-04-09,"CL","CHL","Chile",5972,57,1274,4641
2020-04-10,"CL","CHL","Chile",6501,65,1571,4865
2020-04-11,"CL","CHL","Chile",6927,73,1864,4990
2020-04-12,"CL","CHL","Chile",7213,80,2059,5074
2020-04-13,"CL","CHL","Chile",7525,82,2367,5076
2020-04-14,"CL","CHL","Chile",7917,92,2646,5179
2020-04-15,"CL","CHL","Chile",8273,94,2937,5242
2020-04-16,"CL","CHL","Chile",8807,105,3299,5403
2020-04-17,"CL","CHL","Chile",9252,116,3621,5515
2020-04-18,"CL","CHL","Chile",9730,126,4035,5569
2020-04-19,"CL","CHL","Chile",10088,133,4338,5617
2020-04-20,"CL","CHL","Chile",10507,139,4676,5692
2020-04-21,"CL","CHL","Chile",10832,147,4969,5716
2020-04-22,"CL","CHL","Chile",11296,160,5386,5750
2020-04-23,"CL","CHL","Chile",11812,168,5804,5840
2020-04-24,"CL","CHL","Chile",12306,174,6327,5805
2020-04-25,"CL","CHL","Chile",12858,181,6746,5931
2020-04-26,"CL","CHL","Chile",13331,189,7024,6118
2020-04-27,"CL","CHL","Chile",13813,198,7327,6288
2020-04-28,"CL","CHL","Chile",14365,207,7710,6448
2020-04-29,"CL","CHL","Chile",14885,216,8057,6612
2020-04-30,"CL","CHL","Chile",16023,227,8580,7216
2020-05-01,"CL","CHL","Chile",17008,234,9018,7756
2020-05-02,"CL","CHL","Chile",18435,247,9572,8616
2020-05-03,"CL","CHL","Chile",19663,260,10041,9362
2020-05-04,"CL","CHL","Chile",20643,270,10415,9958
2020-05-05,"CL","CHL","Chile",22016,275,10710,11031
2020-05-06,"CL","CHL","Chile",23048,281,11189,11578
2020-05-07,"CL","CHL","Chile",24581,285,11664,12632
2020-05-08,"CL","CHL","Chile",25972,294,12160,13518
2020-05-09,"CL","CHL","Chile",27219,304,12667,14248
2020-05-10,"CL","CHL","Chile",28866,312,13112,15442
2020-05-11,"CL","CHL","Chile",30063,323,13605,16135
2020-05-12,"CL","CHL","Chile",31721,335,14125,17261
2020-05-13,"CL","CHL","Chile",34381,346,14865,19170
2020-05-14,"CL","CHL","Chile",37040,368,15655,21017
2020-05-15,"CL","CHL","Chile",39542,394,16614,22534
2020-05-16,"CL","CHL","Chile",41428,421,18014,22993
2020-05-17,"CL","CHL","Chile",43781,450,19213,24118
2020-05-18,"CL","CHL","Chile",46059,478,20165,25416
2020-05-19,"CL","CHL","Chile",49579,509,21507,27563
2020-05-20,"CL","CHL","Chile",53617,544,22504,53073
2020-05-21,"CL","CHL","Chile",57581,589,23992,56992
2020-05-22,"CL","CHL","Chile",61857,630,25342,61227
2020-05-23,"CL","CHL","Chile",65393,673,26546,64720
2020-05-24,"CL","CHL","Chile",69102,718,28148,68384
2020-05-25,"CL","CHL","Chile",73997,761,29302,73236
2020-05-26,"CL","CHL","Chile",77961,806,30915,77155
2020-05-27,"CL","CHL","Chile",82289,841,33540,81448
2020-05-28,"CL","CHL","Chile",86943,890,36115,86053
2020-05-29,"CL","CHL","Chile",90638,944,38598,89694
2020-05-30,"CL","CHL","Chile",94858,997,40431,93861
2020-05-31,"CL","CHL","Chile",99688,1054,42727,98634
2020-06-01,"CL","CHL","Chile",105158,1113,44946,104045
2020-06-02,"CL","CHL","Chile",108686,1188,21325,108686
2020-06-03,"CL","CHL","Chile",113628,1275,21605,113628
2020-06-04,"CL","CHL","Chile",118292,1356,21305,116936
2020-06-05,"CL","CHL","Chile",122499,1448,99358,121051
2020-06-06,"CL","CHL","Chile",127745,1541,103817,126204
2020-06-07,"CL","CHL","Chile",134150,1637,108150,132513
2020-06-08,"CL","CHL","Chile",138846,2264,112248,136582
2020-06-09,"CL","CHL","Chile",142759,2283,117361,140476
2020-06-10,"CL","CHL","Chile",148456,2475,121780,145981
2020-06-11,"CL","CHL","Chile",154092,2648,126444,151444
2020-06-12,"CL","CHL","Chile",160846,2870,131358,157976
