"date","ISO2","ISO3","country","Confirmed","Deaths","Recovered","Active"
2020-10-12,"SB","SLB","Solomon Islands",2,0,0,2
2020-10-13,"SB","SLB","Solomon Islands",2,0,0,2
2020-10-14,"SB","SLB","Solomon Islands",2,0,0,2
2020-10-15,"SB","SLB","Solomon Islands",3,0,0,3
2020-10-16,"SB","SLB","Solomon Islands",3,0,0,3
2020-10-17,"SB","SLB","Solomon Islands",3,0,0,3
2020-10-18,"SB","SLB","Solomon Islands",3,0,0,3
2020-10-19,"SB","SLB","Solomon Islands",3,0,0,3
2020-10-20,"SB","SLB","Solomon Islands",3,0,0,3
2020-10-21,"SB","SLB","Solomon Islands",3,0,0,3
2020-10-22,"SB","SLB","Solomon Islands",4,0,3,1
2020-10-23,"SB","SLB","Solomon Islands",4,0,3,1
2020-10-24,"SB","SLB","Solomon Islands",4,0,3,1
2020-10-25,"SB","SLB","Solomon Islands",4,0,3,1
2020-10-26,"SB","SLB","Solomon Islands",4,0,4,0
2020-10-27,"SB","SLB","Solomon Islands",8,0,4,4
2020-10-28,"SB","SLB","Solomon Islands",8,0,4,4
2020-10-29,"SB","SLB","Solomon Islands",8,0,4,4
2020-10-30,"SB","SLB","Solomon Islands",8,0,4,4
2020-10-31,"SB","SLB","Solomon Islands",8,0,4,4
2020-11-01,"SB","SLB","Solomon Islands",8,0,4,4
2020-11-02,"SB","SLB","Solomon Islands",13,0,4,9
2020-11-03,"SB","SLB","Solomon Islands",13,0,4,9
2020-11-04,"SB","SLB","Solomon Islands",13,0,4,9
2020-11-05,"SB","SLB","Solomon Islands",13,0,4,9
2020-11-06,"SB","SLB","Solomon Islands",13,0,4,9
2020-11-07,"SB","SLB","Solomon Islands",13,0,4,9
2020-11-08,"SB","SLB","Solomon Islands",13,0,4,9
2020-11-09,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-10,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-11,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-12,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-13,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-14,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-15,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-16,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-17,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-18,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-19,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-20,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-21,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-22,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-23,"SB","SLB","Solomon Islands",16,0,5,11
2020-11-24,"SB","SLB","Solomon Islands",17,0,5,12
2020-11-25,"SB","SLB","Solomon Islands",17,0,5,12
2020-11-26,"SB","SLB","Solomon Islands",17,0,5,12
2020-11-27,"SB","SLB","Solomon Islands",17,0,5,12
2020-11-28,"SB","SLB","Solomon Islands",17,0,5,12
2020-11-29,"SB","SLB","Solomon Islands",17,0,5,12
2020-11-30,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-01,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-02,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-03,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-04,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-05,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-06,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-07,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-08,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-09,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-10,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-11,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-12,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-13,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-14,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-15,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-16,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-17,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-18,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-19,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-20,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-21,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-22,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-23,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-24,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-25,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-26,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-27,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-28,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-29,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-30,"SB","SLB","Solomon Islands",17,0,5,12
2020-12-31,"SB","SLB","Solomon Islands",17,0,5,12
2021-01-01,"SB","SLB","Solomon Islands",17,0,5,12
2021-01-02,"SB","SLB","Solomon Islands",17,0,5,12
2021-01-03,"SB","SLB","Solomon Islands",17,0,5,12
2021-01-04,"SB","SLB","Solomon Islands",17,0,5,12
2021-01-05,"SB","SLB","Solomon Islands",17,0,5,12
2021-01-06,"SB","SLB","Solomon Islands",17,0,5,12
2021-01-07,"SB","SLB","Solomon Islands",17,0,10,7
2021-01-08,"SB","SLB","Solomon Islands",17,0,10,7
2021-01-09,"SB","SLB","Solomon Islands",17,0,10,7
2021-01-10,"SB","SLB","Solomon Islands",17,0,10,7
2021-01-11,"SB","SLB","Solomon Islands",17,0,10,7
2021-01-12,"SB","SLB","Solomon Islands",17,0,10,7
2021-01-13,"SB","SLB","Solomon Islands",17,0,10,7
2021-01-14,"SB","SLB","Solomon Islands",17,0,10,7
