"date","ISO2","ISO3","country","Confirmed","Deaths","Recovered","Active"
2020-03-02,"SN","SEN","Senegal",1,0,0,NA
2020-03-03,"SN","SEN","Senegal",2,0,0,NA
2020-03-04,"SN","SEN","Senegal",4,0,0,NA
2020-03-05,"SN","SEN","Senegal",4,0,0,NA
2020-03-06,"SN","SEN","Senegal",4,0,0,NA
2020-03-07,"SN","SEN","Senegal",4,0,0,NA
2020-03-08,"SN","SEN","Senegal",4,0,1,NA
2020-03-09,"SN","SEN","Senegal",4,0,1,NA
2020-03-10,"SN","SEN","Senegal",4,0,1,NA
2020-03-11,"SN","SEN","Senegal",4,0,1,NA
2020-03-12,"SN","SEN","Senegal",4,0,1,NA
2020-03-13,"SN","SEN","Senegal",10,0,1,NA
2020-03-14,"SN","SEN","Senegal",10,0,1,NA
2020-03-15,"SN","SEN","Senegal",24,0,1,NA
2020-03-16,"SN","SEN","Senegal",24,0,2,NA
2020-03-17,"SN","SEN","Senegal",26,0,2,NA
2020-03-18,"SN","SEN","Senegal",31,0,2,NA
2020-03-19,"SN","SEN","Senegal",31,0,2,NA
2020-03-20,"SN","SEN","Senegal",38,0,2,NA
2020-03-21,"SN","SEN","Senegal",47,0,5,NA
2020-03-22,"SN","SEN","Senegal",67,0,5,62
2020-03-23,"SN","SEN","Senegal",79,0,8,71
2020-03-24,"SN","SEN","Senegal",86,0,8,78
2020-03-25,"SN","SEN","Senegal",99,0,9,90
2020-03-26,"SN","SEN","Senegal",105,0,9,96
2020-03-27,"SN","SEN","Senegal",119,0,11,108
2020-03-28,"SN","SEN","Senegal",130,0,18,112
2020-03-29,"SN","SEN","Senegal",142,0,27,115
2020-03-30,"SN","SEN","Senegal",162,0,27,135
2020-03-31,"SN","SEN","Senegal",175,0,40,135
2020-04-01,"SN","SEN","Senegal",190,1,45,144
2020-04-02,"SN","SEN","Senegal",195,1,55,139
2020-04-03,"SN","SEN","Senegal",207,1,66,140
2020-04-04,"SN","SEN","Senegal",219,2,72,145
2020-04-05,"SN","SEN","Senegal",222,2,82,138
2020-04-06,"SN","SEN","Senegal",226,2,92,132
2020-04-07,"SN","SEN","Senegal",237,2,105,130
2020-04-08,"SN","SEN","Senegal",244,2,113,129
2020-04-09,"SN","SEN","Senegal",250,2,123,125
2020-04-10,"SN","SEN","Senegal",265,2,137,126
2020-04-11,"SN","SEN","Senegal",278,2,152,124
2020-04-12,"SN","SEN","Senegal",280,2,171,107
2020-04-13,"SN","SEN","Senegal",291,2,178,111
2020-04-14,"SN","SEN","Senegal",299,2,183,114
2020-04-15,"SN","SEN","Senegal",314,2,190,122
2020-04-16,"SN","SEN","Senegal",335,2,194,139
2020-04-17,"SN","SEN","Senegal",342,2,198,142
2020-04-18,"SN","SEN","Senegal",350,3,211,136
2020-04-19,"SN","SEN","Senegal",367,3,220,144
2020-04-20,"SN","SEN","Senegal",377,5,235,137
2020-04-21,"SN","SEN","Senegal",412,5,242,165
2020-04-22,"SN","SEN","Senegal",442,6,253,183
2020-04-23,"SN","SEN","Senegal",479,6,257,216
2020-04-24,"SN","SEN","Senegal",545,7,262,276
2020-04-25,"SN","SEN","Senegal",614,7,276,331
2020-04-26,"SN","SEN","Senegal",671,9,283,379
2020-04-27,"SN","SEN","Senegal",736,9,284,443
2020-04-28,"SN","SEN","Senegal",823,9,296,518
2020-04-29,"SN","SEN","Senegal",882,9,315,558
2020-04-30,"SN","SEN","Senegal",933,9,334,590
2020-05-01,"SN","SEN","Senegal",1024,9,356,659
2020-05-02,"SN","SEN","Senegal",1115,9,368,738
2020-05-03,"SN","SEN","Senegal",1182,9,372,801
2020-05-04,"SN","SEN","Senegal",1271,10,415,846
2020-05-05,"SN","SEN","Senegal",1329,11,470,848
2020-05-06,"SN","SEN","Senegal",1433,12,493,928
2020-05-07,"SN","SEN","Senegal",1492,13,562,917
2020-05-08,"SN","SEN","Senegal",1551,13,611,927
2020-05-09,"SN","SEN","Senegal",1634,17,643,974
2020-05-10,"SN","SEN","Senegal",1709,19,650,1040
2020-05-11,"SN","SEN","Senegal",1886,19,715,1152
2020-05-12,"SN","SEN","Senegal",1995,19,742,1234
2020-05-13,"SN","SEN","Senegal",2105,21,782,1302
2020-05-14,"SN","SEN","Senegal",2189,23,842,1324
2020-05-15,"SN","SEN","Senegal",2310,25,890,1395
2020-05-16,"SN","SEN","Senegal",2429,25,949,1455
2020-05-17,"SN","SEN","Senegal",2480,25,973,1482
2020-05-18,"SN","SEN","Senegal",2544,26,1076,1442
2020-05-19,"SN","SEN","Senegal",2617,30,1133,1454
2020-05-20,"SN","SEN","Senegal",2714,30,1186,1498
2020-05-21,"SN","SEN","Senegal",2812,33,1251,1528
2020-05-22,"SN","SEN","Senegal",2909,33,1311,1565
2020-05-23,"SN","SEN","Senegal",2976,34,1416,1526
2020-05-24,"SN","SEN","Senegal",3047,35,1456,1556
2020-05-25,"SN","SEN","Senegal",3130,35,1515,1580
2020-05-26,"SN","SEN","Senegal",3161,36,1565,1560
2020-05-27,"SN","SEN","Senegal",3253,38,1586,1629
2020-05-28,"SN","SEN","Senegal",3348,39,1686,1623
2020-05-29,"SN","SEN","Senegal",3429,41,1738,1650
2020-05-30,"SN","SEN","Senegal",3535,42,1761,1732
2020-05-31,"SN","SEN","Senegal",3645,42,1801,1802
2020-06-01,"SN","SEN","Senegal",3739,42,1858,1839
2020-06-02,"SN","SEN","Senegal",3836,43,1954,1839
2020-06-03,"SN","SEN","Senegal",3932,45,2063,1824
2020-06-04,"SN","SEN","Senegal",4021,45,2162,1814
2020-06-05,"SN","SEN","Senegal",4155,45,2276,1834
2020-06-06,"SN","SEN","Senegal",4249,47,2512,1690
2020-06-07,"SN","SEN","Senegal",4328,49,2588,1691
2020-06-08,"SN","SEN","Senegal",4427,49,2699,1679
2020-06-09,"SN","SEN","Senegal",4516,52,2809,1655
2020-06-10,"SN","SEN","Senegal",4640,52,2885,1703
2020-06-11,"SN","SEN","Senegal",4759,55,2994,1710
2020-06-12,"SN","SEN","Senegal",4851,56,3100,1695
2020-06-13,"SN","SEN","Senegal",4996,60,3228,1708
2020-06-14,"SN","SEN","Senegal",5090,60,3344,1686
2020-06-15,"SN","SEN","Senegal",5173,64,3424,1685
2020-06-16,"SN","SEN","Senegal",5247,70,3525,1652
2020-06-17,"SN","SEN","Senegal",5369,73,3606,1690
2020-06-18,"SN","SEN","Senegal",5475,76,3716,1683
2020-06-19,"SN","SEN","Senegal",5639,79,3788,1772
2020-06-20,"SN","SEN","Senegal",5783,82,3859,1842
2020-06-21,"SN","SEN","Senegal",5888,84,3919,1885
2020-06-22,"SN","SEN","Senegal",5970,86,3953,1931
2020-06-23,"SN","SEN","Senegal",6034,89,4046,1899
2020-06-24,"SN","SEN","Senegal",6129,93,4072,1964
2020-06-25,"SN","SEN","Senegal",6233,94,4162,1977
2020-06-26,"SN","SEN","Senegal",6354,98,4193,2063
2020-06-27,"SN","SEN","Senegal",6459,102,4255,2102
2020-06-28,"SN","SEN","Senegal",6586,105,4291,2190
2020-06-29,"SN","SEN","Senegal",6698,108,4341,2249
2020-06-30,"SN","SEN","Senegal",6793,112,4431,2250
2020-07-01,"SN","SEN","Senegal",6925,116,4545,2264
2020-07-02,"SN","SEN","Senegal",7054,121,4599,2334
2020-07-03,"SN","SEN","Senegal",7164,125,4666,2373
2020-07-04,"SN","SEN","Senegal",7272,129,4713,2430
2020-07-05,"SN","SEN","Senegal",7400,133,4870,2397
2020-07-06,"SN","SEN","Senegal",7478,136,4870,2472
2020-07-07,"SN","SEN","Senegal",7547,137,5023,2387
2020-07-08,"SN","SEN","Senegal",7657,141,5097,2419
2020-07-09,"SN","SEN","Senegal",7784,143,5169,2472
2020-07-10,"SN","SEN","Senegal",7882,145,5311,2426
2020-07-11,"SN","SEN","Senegal",8014,145,5381,2488
2020-07-12,"SN","SEN","Senegal",8135,148,5446,2541
2020-07-13,"SN","SEN","Senegal",8198,150,5514,2534
2020-07-14,"SN","SEN","Senegal",8243,150,5580,2513
2020-07-15,"SN","SEN","Senegal",8369,153,5605,2611
2020-07-16,"SN","SEN","Senegal",8481,156,5735,2590
2020-07-17,"SN","SEN","Senegal",8544,160,5809,2575
2020-07-18,"SN","SEN","Senegal",8669,163,5859,2647
2020-07-19,"SN","SEN","Senegal",8810,167,5948,2695
2020-07-20,"SN","SEN","Senegal",8948,170,6002,2776
2020-07-21,"SN","SEN","Senegal",8985,174,6044,2767
2020-07-22,"SN","SEN","Senegal",9121,177,6108,2836
2020-07-23,"SN","SEN","Senegal",9266,178,6170,2918
2020-07-24,"SN","SEN","Senegal",9422,182,6291,2949
2020-07-25,"SN","SEN","Senegal",9552,187,6364,3001
2020-07-26,"SN","SEN","Senegal",9681,191,6409,3081
2020-07-27,"SN","SEN","Senegal",9764,194,6477,3093
2020-07-28,"SN","SEN","Senegal",9805,198,6591,3016
2020-07-29,"SN","SEN","Senegal",9961,200,6655,3106
2020-07-30,"SN","SEN","Senegal",10106,204,6725,3177
2020-07-31,"SN","SEN","Senegal",10232,205,6776,3251
2020-08-01,"SN","SEN","Senegal",10284,209,6822,3253
2020-08-02,"SN","SEN","Senegal",10344,209,6838,3297
2020-08-03,"SN","SEN","Senegal",10386,211,6901,3274
2020-08-04,"SN","SEN","Senegal",10432,214,6920,3298
2020-08-05,"SN","SEN","Senegal",10538,218,6988,3332
2020-08-06,"SN","SEN","Senegal",10715,223,7101,3391
2020-08-07,"SN","SEN","Senegal",10887,225,7186,3476
2020-08-08,"SN","SEN","Senegal",11003,229,7329,3445
2020-08-09,"SN","SEN","Senegal",11175,232,7352,3591
2020-08-10,"SN","SEN","Senegal",11312,236,7390,3686
2020-08-11,"SN","SEN","Senegal",11380,238,7449,3693
2020-08-12,"SN","SEN","Senegal",11587,242,7523,3822
2020-08-13,"SN","SEN","Senegal",11740,244,7572,3924
