"date","ISO2","ISO3","country","Confirmed","Deaths","Recovered","Active"
2020-03-14,"GH","GHA","Ghana",3,0,0,NA
2020-03-15,"GH","GHA","Ghana",6,0,0,NA
2020-03-16,"GH","GHA","Ghana",6,0,0,NA
2020-03-17,"GH","GHA","Ghana",7,0,0,NA
2020-03-18,"GH","GHA","Ghana",7,0,0,NA
2020-03-19,"GH","GHA","Ghana",11,0,0,NA
2020-03-20,"GH","GHA","Ghana",16,0,0,NA
2020-03-21,"GH","GHA","Ghana",19,1,0,NA
2020-03-22,"GH","GHA","Ghana",23,1,0,22
2020-03-23,"GH","GHA","Ghana",27,2,0,25
2020-03-24,"GH","GHA","Ghana",53,2,0,51
2020-03-25,"GH","GHA","Ghana",93,4,0,89
2020-03-26,"GH","GHA","Ghana",132,4,1,127
2020-03-27,"GH","GHA","Ghana",137,4,2,131
2020-03-28,"GH","GHA","Ghana",141,5,2,134
2020-03-29,"GH","GHA","Ghana",152,5,2,145
2020-03-30,"GH","GHA","Ghana",152,5,2,145
2020-03-31,"GH","GHA","Ghana",161,5,31,125
2020-04-01,"GH","GHA","Ghana",195,5,31,159
2020-04-02,"GH","GHA","Ghana",204,5,31,168
2020-04-03,"GH","GHA","Ghana",205,5,31,169
2020-04-04,"GH","GHA","Ghana",205,5,31,169
2020-04-05,"GH","GHA","Ghana",214,5,31,178
2020-04-06,"GH","GHA","Ghana",214,5,31,178
2020-04-07,"GH","GHA","Ghana",287,5,31,251
2020-04-08,"GH","GHA","Ghana",313,6,34,273
2020-04-09,"GH","GHA","Ghana",378,6,3,369
2020-04-10,"GH","GHA","Ghana",378,6,4,368
2020-04-11,"GH","GHA","Ghana",408,8,4,396
2020-04-12,"GH","GHA","Ghana",566,8,4,554
2020-04-13,"GH","GHA","Ghana",566,8,4,554
2020-04-14,"GH","GHA","Ghana",636,8,17,611
2020-04-15,"GH","GHA","Ghana",636,8,17,611
2020-04-16,"GH","GHA","Ghana",641,8,83,550
2020-04-17,"GH","GHA","Ghana",641,8,83,550
2020-04-18,"GH","GHA","Ghana",834,9,99,726
2020-04-19,"GH","GHA","Ghana",1042,9,99,934
2020-04-20,"GH","GHA","Ghana",1042,9,99,934
2020-04-21,"GH","GHA","Ghana",1042,9,99,934
2020-04-22,"GH","GHA","Ghana",1154,9,99,1046
2020-04-23,"GH","GHA","Ghana",1154,9,99,1046
2020-04-24,"GH","GHA","Ghana",1279,10,134,1135
2020-04-25,"GH","GHA","Ghana",1279,10,134,1135
2020-04-26,"GH","GHA","Ghana",1550,11,155,1384
2020-04-27,"GH","GHA","Ghana",1550,11,155,1384
2020-04-28,"GH","GHA","Ghana",1671,16,188,1467
2020-04-29,"GH","GHA","Ghana",1671,16,188,1467
2020-04-30,"GH","GHA","Ghana",2074,17,212,1845
2020-05-01,"GH","GHA","Ghana",2074,17,212,1845
2020-05-02,"GH","GHA","Ghana",2169,18,229,1922
2020-05-03,"GH","GHA","Ghana",2169,18,229,1922
2020-05-04,"GH","GHA","Ghana",2719,18,294,2407
2020-05-05,"GH","GHA","Ghana",2719,18,294,2407
2020-05-06,"GH","GHA","Ghana",3091,18,294,2779
2020-05-07,"GH","GHA","Ghana",3091,18,303,2770
2020-05-08,"GH","GHA","Ghana",4012,18,323,3671
2020-05-09,"GH","GHA","Ghana",4263,22,378,3863
2020-05-10,"GH","GHA","Ghana",4263,22,378,3863
2020-05-11,"GH","GHA","Ghana",4700,22,494,4184
2020-05-12,"GH","GHA","Ghana",5127,22,494,4611
