ISO2,ISO_3,country_agg,date,weight,Finished,B2,B4,E5,E6,E7,pos_RF,pos_RF_symp,pos_XGB,pos_XGB_symp,count,symptomatic,infected,not_infected,vaccinated,unvaccinated,vac1dose,vac2doses,cli,cli_weight,cli_vaccinated,cli_unvaccinated,cli_vac1dose,cli_vac2doses,cliWHO,cliWHO_weight,cli_local,count_local,reach,test_recent,tested_vaccinated,tested_unvaccinated,tested_vac1dose,tested_vac2doses,positive_recent,positive_vaccinated,positive_unvaccinated,positive_vac1dose,positive_vac2doses,positive_symptomatic,pos_RF_vaccinated,pos_RF_unvaccinated,pos_RF_vac1dose,pos_RF_vac2doses,pos_RF_symptomatic,positive_Fever_B1_1,positive_Cough_B1_2,positive_Difficulty_breathing_B1_3,positive_Fatigue_B1_4,positive_Stuffy_or_runny_nose_B1_5,positive_Aches_or_muscle_pain_B1_6,positive_Sore_throat_B1_7,positive_Chest_pain_B1_8,positive_Nausea_B1_9,positive_Loss_of_smell_or_taste_B1_10,positive_Headache_B1_12,positive_Chills_B1_13,pos_vaccinated_Fever_B1_1,pos_vaccinated_Cough_B1_2,pos_vaccinated_Difficulty_breathing_B1_3,pos_vaccinated_Fatigue_B1_4,pos_vaccinated_Stuffy_or_runny_nose_B1_5,pos_vaccinated_Aches_or_muscle_pain_B1_6,pos_vaccinated_Sore_throat_B1_7,pos_vaccinated_Chest_pain_B1_8,pos_vaccinated_Nausea_B1_9,pos_vaccinated_Loss_of_smell_or_taste_B1_10,pos_vaccinated_Headache_B1_12,pos_vaccinated_Chills_B1_13,pos_RF_Fever_B1_1,pos_RF_Cough_B1_2,pos_RF_Difficulty_breathing_B1_3,pos_RF_Fatigue_B1_4,pos_RF_Stuffy_or_runny_nose_B1_5,pos_RF_Aches_or_muscle_pain_B1_6,pos_RF_Sore_throat_B1_7,pos_RF_Chest_pain_B1_8,pos_RF_Nausea_B1_9,pos_RF_Loss_of_smell_or_taste_B1_10,pos_RF_Headache_B1_12,pos_RF_Chills_B1_13,pos_RF_vaccinated_Fever_B1_1,pos_RF_vaccinated_Cough_B1_2,pos_RF_vaccinated_Difficulty_breathing_B1_3,pos_RF_vaccinated_Fatigue_B1_4,pos_RF_vaccinated_Stuffy_or_runny_nose_B1_5,pos_RF_vaccinated_Aches_or_muscle_pain_B1_6,pos_RF_vaccinated_Sore_throat_B1_7,pos_RF_vaccinated_Chest_pain_B1_8,pos_RF_vaccinated_Nausea_B1_9,pos_RF_vaccinated_Loss_of_smell_or_taste_B1_10,pos_RF_vaccinated_Headache_B1_12,pos_RF_vaccinated_Chills_B1_13,C0_1.0,C0_1.1,C0_1.2,C0_1.NA,C0_2.0,C0_2.1,C0_2.2,C0_2.NA,C0_3.0,C0_3.1,C0_3.2,C0_3.NA,C0_4.0,C0_4.1,C0_4.2,C0_4.NA,C0_5.0,C0_5.1,C0_5.2,C0_5.NA,C0_6.0,C0_6.1,C0_6.2,C0_6.NA,C0a_7.0,C0a_7.1,C0a_7.NA,I6_1.1,I6_1.2,I6_1.3,I6_1.NA,I6_2.1,I6_2.2,I6_2.3,I6_2.NA,I6_3.1,I6_3.2,I6_3.3,I6_3.NA,I6_4.1,I6_4.2,I6_4.3,I6_4.NA,I6_5.1,I6_5.2,I6_5.3,I6_5.NA,I6_6.1,I6_6.2,I6_6.3,I6_6.NA,I6_7.1,I6_7.2,I6_7.3,I6_7.NA,I6_8.1,I6_8.2,I6_8.3,I6_8.NA,D1.1,D1.2,D1.3,D1.4,D1.5,D1.NA,D10.1,D10.10,D10.11,D10.12,D10.13,D10.14,D10.15,D10.2,D10.3,D10.4,D10.5,D10.6,D10.7,D10.8,D10.9,D10.NA,D2.1,D2.2,D2.3,D2.4,D2.5,D2.NA,D4.1,D4.2,D4.3,D4.4,D4.NA,D5.1,D5.2,D5.3,D5.4,D5.NA,first_date,day_count,days_aggregated,p_infected,p_infected_CI,p_rf,p_rf_CI,p_rf_symp,p_rf_symp_CI,p_XGB,p_XGB_CI,p_XGB_symp,p_XGB_symp_CI,p_cli,p_cli_CI,p_cli_weight,p_cli_weight_CI,p_cliWHO,p_cliWHO_CI,p_cliWHO_weight,p_cliWHO_weight_CI,p_cli_local,p_cli_local_CI
JP,JPN,Japan,2021-04-11,104491098.658891,4994,26566.85,214,9122,73666.46,11331,18,19,27,22,6105,2232,0,0,136,5625,52,81,24,519930.264833415,0,17,0,0,19,432069.750670898,220,5820,75056.1950774586,174,12,0,0,0,9,0,9,0,0,8,0,15,0,0,17,6,5,0,4,3,1,3,2,2,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,13,12,1,11,9,7,7,6,4,8,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,4137,618,0,4243,1278,584,0,2858,2638,609,0,2175,3323,607,0,459,5023,623,0,1431,4062,612,0,0,6105,0,0,0,6105,0,0,0,6105,0,0,0,6105,0,0,0,6105,0,0,0,6105,0,0,0,6105,0,0,0,6105,0,0,0,6105,89,110,631,970,3533,772,86,237,547,209,58,214,843,404,238,392,69,197,419,540,8,1644,64,133,595,1042,3494,777,85,506,2045,2641,828,399,1108,1891,1888,819,2021-04-11,6105,1,,,0.00294840294840295,0.0013600581962584,0.00311220311220311,0.00139721218065407,0.00442260442260442,0.00166449240775253,0.0036036036036036,0.00150310679205277,0.00393120393120393,0.00156968573375042,0.0049758330757983,1.3491435425873e-05,0.00311220311220311,0.00139721218065407,0.00413499098216374,1.23039898219802e-05,0.00293113712696145,0.00038675457884084
JP,JPN,Japan,2021-04-12,95261547.0370829,5182,26400.6,323,9333.2,75854.12,11803,20,18,21,15,6219,2207,0,0,127,5783,56,69,22,522482.872175722,1,17,1,0,17,308260.231145639,328,5967,76951.9443345696,178,10,0,0,0,11,0,11,0,0,10,0,19,0,0,19,2,5,0,6,4,4,3,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,7,12,3,12,10,8,8,3,2,10,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1849,3850,520,0,4150,1556,513,0,2503,3165,551,0,2391,3302,526,0,366,5303,550,0,1671,4012,536,0,0,6219,0,0,0,6219,0,0,0,6219,0,0,0,6219,0,0,0,6219,0,0,0,6219,0,0,0,6219,0,0,0,6219,0,0,0,6219,96,109,642,1044,3632,696,97,235,579,183,80,217,895,471,273,371,54,180,353,532,0,1699,88,133,641,1125,3536,696,115,578,2131,2640,755,483,1183,2002,1806,745,2021-04-12,6219,1,,,0.00321595111754301,0.00140715867304537,0.00289435600578871,0.0013351632623743,0.00337674867342016,0.0014417922578611,0.00241196333815726,0.0012191265233641,0.00353754622929732,0.00147560237067882,0.0054847195791638,1.48310609647967e-05,0.00273355844991156,0.00129765007878187,0.00323593559766189,1.14047402107219e-05,0.00426240042192996,0.000460296707736831
JP,JPN,Japan,2021-04-13,99457830.4491732,5435,29453.63,293,9718,79842,12356,13,8,15,15,6726,2328,0,0,129,6230,50,71,25,507682.122398574,2,19,0,2,18,397524.476254993,301,6440,83051.8722162944,201,8,0,0,0,12,1,11,1,0,3,1,11,1,0,6,2,1,1,2,1,2,1,0,1,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,4,3,1,4,3,4,2,0,1,5,3,4,0,0,0,0,0,0,1,0,0,1,0,0,0,2053,4032,641,0,4311,1777,638,0,2476,3573,677,0,2576,3489,661,0,354,5694,678,0,1777,4286,663,0,0,6726,0,0,0,6726,0,0,0,6726,0,0,0,6726,0,0,0,6726,0,0,0,6726,0,0,0,6726,0,0,0,6726,0,0,0,6726,85,121,745,1015,3878,882,74,248,600,204,65,233,997,509,281,377,73,211,395,513,3,1943,77,137,729,1150,3748,885,128,616,2291,2757,934,468,1297,2146,1883,932,2021-04-13,6726,1,,,0.00193279809693726,0.00104964585788217,0.00118941421349985,0.000823716546101319,0.00223015165031222,0.00112733254667217,0.00223015165031222,0.00112733254667217,0.00371691941718704,0.00145429533110809,0.00510449624836748,1.40053439491979e-05,0.00267618198037467,0.00123465487648915,0.00399691481766379,1.23999915295262e-05,0.00362424099502654,0.000408689507719983
JP,JPN,Japan,2021-04-14,99984213.8557646,5189,29179.1,341,9070,75784,11714,16,17,20,16,6449,2211,0,0,163,5928,52,100,32,561703.778958029,1,25,0,1,20,335430.93894417,347,6163,79479.6100107177,205,9,0,0,0,13,0,13,0,0,12,0,15,0,0,15,3,6,1,9,6,4,6,0,1,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,4,9,3,12,9,6,8,1,2,7,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2043,3771,635,0,4163,1678,608,0,2381,3411,657,0,2414,3399,636,0,294,5494,661,0,1710,4097,642,0,0,6449,0,0,0,6449,0,0,0,6449,0,0,0,6449,0,0,0,6449,0,0,0,6449,0,0,0,6449,0,0,0,6449,0,0,0,6449,91,108,700,1018,3700,832,54,244,572,221,67,216,924,520,257,370,69,200,409,477,4,1845,74,133,694,1084,3619,845,118,615,2187,2634,895,500,1236,2024,1800,889,2021-04-14,6449,1,,,0.00248100480694681,0.00121416103866726,0.00263606760738099,0.00125143127435455,0.00310125600868352,0.00135705120912614,0.00248100480694681,0.00121416103866726,0.00496200961389363,0.00171494633499572,0.00561792464326751,1.46503152879637e-05,0.00310125600868352,0.00135705120912614,0.0033548389891634,1.13341379694289e-05,0.00436589963077584,0.000458360286623594
JP,JPN,Japan,2021-04-15,100225272.758918,5154,26344.8,287,9184,75863.52,11645,22,22,19,17,6333,2054,0,0,139,5852,35,103,30,745243.304507788,1,24,0,1,20,382257.236864593,291,6045,77957.852103649,199,7,0,0,0,14,2,12,0,1,12,2,19,0,1,20,6,6,2,8,5,4,4,4,0,2,8,3,0,1,0,1,1,0,0,0,0,0,2,0,10,10,3,11,8,8,8,5,0,9,13,6,0,1,0,1,1,0,0,0,0,0,2,0,0,1987,3702,644,0,4079,1627,627,0,2366,3291,676,0,2352,3328,653,0,361,5286,686,0,1642,4036,655,0,0,6333,0,0,0,6333,0,0,0,6333,0,0,0,6333,0,0,0,6333,0,0,0,6333,0,0,0,6333,0,0,0,6333,0,0,0,6333,90,120,661,1010,3662,790,77,235,579,193,63,234,897,485,257,375,62,180,430,481,4,1781,73,131,621,1100,3618,790,122,566,2183,2626,836,437,1274,1932,1859,831,2021-04-15,6333,1,,,0.00347386704563398,0.00144908642989118,0.00347386704563398,0.00144908642989118,0.00300015790304753,0.00134698558550737,0.00268435180798989,0.00127432258528958,0.00473709142586452,0.00169109552342841,0.00743568247801527,1.68189629857177e-05,0.00315806095057635,0.00138186860936478,0.00381398050952752,1.20675449044902e-05,0.00373278627036954,0.000428077734672585
JP,JPN,Japan,2021-04-16,100780162.377322,5366,27944.4,316,9750,78332.24,12172,15,14,17,15,6679,2269,0,0,172,6151,57,111,20,497676.025048253,3,13,2,1,9,273419.919162019,326,6382,82303.8895162097,198,6,0,0,0,7,0,7,0,0,5,0,14,0,0,14,2,4,0,1,1,2,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,8,2,3,4,4,4,1,0,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2202,3834,643,0,4363,1679,637,0,2490,3512,677,0,2646,3378,655,0,319,5682,678,0,1798,4232,649,0,0,6679,0,0,0,6679,0,0,0,6679,0,0,0,6679,0,0,0,6679,0,0,0,6679,0,0,0,6679,0,0,0,6679,0,0,0,6679,96,120,722,1042,3809,890,97,211,583,225,50,250,900,494,247,395,70,230,403,601,10,1913,81,152,678,1133,3743,892,133,646,2264,2677,959,494,1194,2052,1984,955,2021-04-16,6679,1,,,0.00224584518640515,0.00113525663693059,0.00209612217397814,0.00109684439561218,0.00254529121125917,0.00120839160842483,0.00224584518640515,0.00113525663693059,0.0029944602485402,0.00131038958032802,0.00493823400665846,1.3685838687643e-05,0.00134750711184309,0.000879761793687324,0.00271303312787225,1.01554268970328e-05,0.00396093066702266,0.000429116010343613
JP,JPN,Japan,2021-04-17,99784191.6309067,5854,27485.2,349,10483,85603.64,13382,14,14,24,23,7219,2411,0,0,205,6645,65,130,28,394594.174067068,1,23,0,1,23,330394.879223232,356,6929,89358.1401532149,221,10,0,0,0,10,0,10,0,0,8,0,12,0,0,12,5,5,0,6,5,5,2,3,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,9,8,6,5,4,0,4,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,4537,669,0,4885,1681,653,0,3015,3507,697,0,2654,3893,672,0,466,6060,693,0,1796,4753,670,0,0,7219,0,0,0,7219,0,0,0,7219,0,0,0,7219,0,0,0,7219,0,0,0,7219,0,0,0,7219,0,0,0,7219,0,0,0,7219,88,121,777,1145,4193,895,91,215,667,284,57,250,978,483,270,460,84,239,512,673,5,1951,70,146,767,1262,4077,897,103,659,2495,2988,974,463,1407,2234,2148,967,2021-04-17,7219,1,,,0.00193932677656185,0.00101487730015214,0.00193932677656185,0.00101487730015214,0.00332456018839174,0.00132786385164516,0.00318603684720876,0.00129999602284409,0.0038786535531237,0.00143385814723833,0.0039544758304666,1.23140603080302e-05,0.00318603684720876,0.00129999602284409,0.00331109441108001,1.12715284992991e-05,0.00398396832554479,0.000413020999508576
JP,JPN,Japan,2021-04-18,101590622.608216,5820,25724.6,289,10559,85716,12842,20,16,22,20,7129,2282,0,0,193,6603,64,118,31,692431.779210435,1,27,0,1,21,414316.189150955,297,6886,88803.6012548762,216,6,0,0,0,13,0,13,0,0,11,1,15,0,1,18,4,8,2,8,6,7,5,4,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,9,12,4,13,11,12,8,4,5,8,9,7,1,1,1,1,1,1,1,0,0,1,1,1,0,1647,4825,657,0,5011,1509,609,0,3292,3179,658,0,2463,4023,643,0,546,5917,666,0,1663,4817,649,0,0,7129,0,0,0,7129,0,0,0,7129,0,0,0,7129,0,0,0,7129,0,0,0,7129,0,0,0,7129,0,0,0,7129,0,0,0,7129,115,119,770,1157,4126,842,76,222,668,215,68,250,1035,486,295,451,65,208,475,630,5,1980,96,151,743,1265,4033,841,137,702,2461,2919,910,526,1339,2272,2089,903,2021-04-18,7129,1,,,0.00280544255856361,0.00122779093871609,0.00224435404685089,0.00109847850892417,0.00308598681441997,0.0012875368483672,0.00280544255856361,0.00122779093871609,0.0043484359657736,0.00152740431570271,0.00681590250589166,1.59991843832768e-05,0.00294571468649179,0.00125802283965695,0.00407829166230001,1.23929021372717e-05,0.00334445896115831,0.000379724204009119
JP,JPN,Japan,2021-04-19,99718412.9346935,5561,26396.15,339,9885,81658,12598,13,10,15,11,6877,2296,0,0,213,6285,76,127,31,638792.224336691,1,27,0,0,20,432616.687856763,348,6594,85037.8952475536,165,13,0,0,0,6,0,6,0,0,4,0,12,0,0,11,3,1,0,3,1,1,0,0,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,7,4,4,5,2,4,8,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2086,4116,675,0,4517,1709,651,0,2688,3495,694,0,2623,3579,675,0,409,5768,700,0,1767,4433,677,0,0,6877,0,0,0,6877,0,0,0,6877,0,0,0,6877,0,0,0,6877,0,0,0,6877,0,0,0,6877,0,0,0,6877,0,0,0,6877,97,117,750,1085,3921,907,73,255,636,206,63,243,951,520,287,364,70,216,468,568,5,1952,71,163,708,1208,3820,907,112,663,2387,2748,967,480,1306,2194,1933,964,2021-04-19,6877,1,,,0.00189035916824197,0.0010266203484525,0.0014541224371092,0.000900602354858945,0.00218118365566381,0.00110260648102265,0.00159953468082013,0.00094449094067325,0.00450777955503853,0.00158324763813245,0.00640596059982465,1.565874790828e-05,0.00290824487421841,0.001272716360975,0.00433838320451497,1.28997189926733e-05,0.00409229319454507,0.000429076527309787
JP,JPN,Japan,2021-04-20,101399527.137943,5518,24597.3,372,10048.1,80608.5,12506,13,13,18,17,6875,2243,0,0,213,6284,97,106,27,526702.922537091,1,25,0,1,21,394086.620800927,380,6588,84960.5177268552,209,8,0,0,0,7,0,6,0,0,4,0,11,0,0,10,1,4,1,2,2,2,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,7,7,6,3,2,0,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2132,4046,697,0,4474,1730,671,0,2488,3670,717,0,2560,3610,705,0,375,5781,719,0,1755,4412,708,0,0,6875,0,0,0,6875,0,0,0,6875,0,0,0,6875,0,0,0,6875,0,0,0,6875,0,0,0,6875,0,0,0,6875,0,0,0,6875,100,131,736,1114,3867,927,71,260,598,189,57,252,1002,503,270,385,68,208,424,564,4,2020,83,157,706,1168,3834,927,109,671,2464,2640,991,526,1313,2155,1894,987,2021-04-20,6875,1,,,0.00189090909090909,0.00102691871874694,0.00189090909090909,0.00102691871874694,0.00261818181818182,0.00120793166065777,0.00247272727272727,0.00117398416302591,0.00392727272727273,0.00147843690579914,0.00519433312366999,1.39914959352158e-05,0.00305454545454545,0.00130442986870823,0.00388647395036483,1.21105097985763e-05,0.00447266577661033,0.000448693040679609
JP,JPN,Japan,2021-04-21,99762328.4230749,5424,26079,306,9666,79630.17,12082,10,8,15,17,6728,2272,0,0,200,6151,93,97,25,474449.229492399,2,21,1,1,17,359088.729311472,310,6425,82858.4284145483,191,12,0,0,0,7,0,6,0,0,6,0,7,0,0,9,1,3,1,4,3,0,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,3,6,6,0,1,2,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2119,3955,654,0,4398,1683,647,0,2491,3562,675,0,2636,3430,662,0,377,5670,681,0,1733,4337,658,0,0,6728,0,0,0,6728,0,0,0,6728,0,0,0,6728,0,0,0,6728,0,0,0,6728,0,0,0,6728,0,0,0,6728,0,0,0,6728,84,120,736,1107,3802,879,90,245,607,220,74,224,934,525,243,374,65,205,429,531,5,1957,67,134,706,1213,3730,878,111,713,2333,2639,932,516,1355,2020,1910,927,2021-04-21,6728,1,,,0.00148632580261593,0.000920532479710442,0.00118906064209275,0.000823471829621384,0.0022294887039239,0.00112699780438608,0.00252675386444709,0.001199602043588,0.00371581450653983,0.00145386382596373,0.00475579546901052,1.35002314949018e-05,0.00252675386444709,0.001199602043588,0.00359944214401892,1.17516644458634e-05,0.00374132126244347,0.000415698354178003
JP,JPN,Japan,2021-04-22,99078180.3797455,5377,25540.63,390,9554,79158,12061,22,16,22,22,6647,2240,0,0,262,6039,119,129,35,627253.29809388,2,31,0,2,24,448408.93597171,400,6386,82355.4745300087,210,13,0,0,0,13,0,13,0,0,11,1,18,0,1,20,4,5,2,8,6,8,4,3,0,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,9,12,6,13,10,10,7,8,3,9,8,7,1,1,1,1,0,1,1,1,1,1,1,1,0,2113,3893,641,0,4239,1773,635,0,2369,3612,666,0,2580,3413,654,0,353,5630,664,0,1717,4286,644,0,0,6647,0,0,0,6647,0,0,0,6647,0,0,0,6647,0,0,0,6647,0,0,0,6647,0,0,0,6647,0,0,0,6647,0,0,0,6647,84,113,717,1079,3791,863,79,253,581,194,76,211,945,488,247,380,70,239,459,539,3,1883,85,111,704,1150,3734,863,120,637,2383,2583,924,512,1275,2069,1871,920,2021-04-22,6647,1,,,0.0033097638032195,0.0013807461933685,0.002407100947796,0.00117803739895267,0.0033097638032195,0.0013807461933685,0.0033097638032195,0.0013807461933685,0.00526553332330375,0.00173984282897943,0.00633089238911889,1.56175332738124e-05,0.003610651421694,0.00144192466657035,0.00452580915649696,1.32166746970389e-05,0.00485699344558142,0.000474819296705729
JP,JPN,Japan,2021-04-23,101228823.4016,5329,27818.32,338,9579,78220,11966,16,14,20,20,6660,2209,0,0,269,6022,144,117,30,595046.372297677,2,22,0,2,21,419107.593288867,346,6383,82316.7857696594,226,17,0,0,0,12,0,12,0,0,8,0,12,0,0,14,5,6,1,4,3,4,2,3,0,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,9,11,2,7,7,6,4,3,1,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2303,3686,671,0,4359,1649,652,0,2466,3501,693,0,2641,3330,689,0,351,5603,706,0,1842,4140,678,0,0,6660,0,0,0,6660,0,0,0,6660,0,0,0,6660,0,0,0,6660,0,0,0,6660,0,0,0,6660,0,0,0,6660,0,0,0,6660,92,112,709,1046,3769,932,74,211,572,225,59,209,914,477,264,399,80,216,434,568,1,1957,82,139,646,1168,3682,943,130,656,2323,2550,1001,503,1273,2080,1815,989,2021-04-23,6660,1,,,0.0024024024024024,0.00117574069534282,0.0021021021021021,0.00109997023548069,0.003003003003003,0.00131412229897364,0.003003003003003,0.00131412229897364,0.00450450450450451,0.001608252143206,0.00587823064915987,1.4891522430797e-05,0.00315315315315315,0.00134647324729173,0.00414020018415272,1.25085153948289e-05,0.00420327393453122,0.00044196012049523
JP,JPN,Japan,2021-04-24,100165964.020176,6058,25533.65,397,10901.1,88597.5,13579,19,13,27,27,7442,2441,0,0,359,6730,185,165,33,599799.375063493,2,23,2,0,24,384636.24984471,404,7173,92504.8259949502,253,22,0,0,0,12,0,12,0,0,7,0,15,0,0,14,3,6,1,6,3,6,3,3,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,10,4,9,8,10,7,5,5,11,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2148,4619,675,0,5162,1629,651,0,3105,3632,705,0,2757,4003,682,0,468,6273,701,0,1810,4940,692,0,0,7442,0,0,0,7442,0,0,0,7442,0,0,0,7442,0,0,0,7442,0,0,0,7442,0,0,0,7442,0,0,0,7442,0,0,0,7442,119,121,820,1168,4301,913,84,227,650,301,74,274,990,565,293,473,80,239,510,668,4,2010,97,150,761,1289,4232,913,118,755,2661,2923,985,539,1419,2319,2188,977,2021-04-24,7442,1,,,0.00255307712980382,0.00114651600902076,0.00174684224670787,0.000948747070302651,0.00362805697393174,0.00136600111001314,0.00362805697393174,0.00136600111001314,0.00443429185702768,0.00150955993171801,0.0059880557326107,1.51086869183289e-05,0.00322493953238377,0.00128813869927884,0.0038399894975027,1.21120477283114e-05,0.0043673397107093,0.00042493641566313
JP,JPN,Japan,2021-04-25,100277550.30266,5785,25062.6,342,10352,85226,12916,21,13,13,14,7100,2357,0,0,275,6455,150,119,38,591193.868501461,1,32,0,1,25,351516.568648648,347,6805,87759.0047254477,249,13,0,0,0,18,0,18,0,0,10,0,21,0,0,14,4,7,2,5,6,6,4,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,7,10,2,7,9,8,7,1,0,4,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1584,4843,673,0,4933,1529,638,0,2947,3467,686,0,2357,4074,669,0,453,5962,685,0,1552,4874,674,0,0,7100,0,0,0,7100,0,0,0,7100,0,0,0,7100,0,0,0,7100,0,0,0,7100,0,0,0,7100,0,0,0,7100,0,0,0,7100,109,110,776,1122,4099,884,61,236,656,212,55,262,979,547,296,450,72,202,470,610,7,1985,69,139,727,1251,4031,883,142,681,2545,2769,963,562,1407,2204,1979,948,2021-04-25,7100,1,,,0.00295774647887324,0.00126315362128419,0.00183098591549296,0.000994405368977474,0.00183098591549296,0.000994405368977474,0.00197183098591549,0.00103187041240234,0.00535211267605634,0.00169713434685005,0.00589557549737809,1.49839163208263e-05,0.00352112676056338,0.00137782415551176,0.00350543633732269,1.15679057636116e-05,0.00395401020197965,0.000415203336529099
JP,JPN,Japan,2021-04-26,98306257.5766457,5285,24962.9,330,9629,76681.5,11909,17,13,17,19,6450,2186,0,0,282,5825,155,121,32,601056.873633167,0,27,0,0,19,397840.9934009,334,6183,79737.5350797124,231,19,0,0,0,10,0,10,0,0,7,0,14,0,0,14,2,5,1,2,2,3,3,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,6,10,3,9,6,8,8,4,2,7,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1977,3876,597,0,4260,1611,579,0,2339,3472,639,0,2402,3432,616,0,342,5471,637,0,1525,4308,617,0,0,6450,0,0,0,6450,0,0,0,6450,0,0,0,6450,0,0,0,6450,0,0,0,6450,0,0,0,6450,0,0,0,6450,0,0,0,6450,101,108,710,1054,3690,787,78,213,535,219,66,225,949,511,261,331,63,201,427,522,2,1847,79,112,696,1145,3631,787,103,694,2272,2523,858,544,1252,1997,1802,855,2021-04-26,6450,1,,,0.00263565891472868,0.00125123751036343,0.00201550387596899,0.00109451558460084,0.00263565891472868,0.00125123751036343,0.00294573643410853,0.00132258798890043,0.00496124031007752,0.00171468111468702,0.00611412628707328,1.54096569577262e-05,0.00294573643410853,0.00132258798890043,0.00404695492645235,1.25499248428377e-05,0.00418874247449592,0.000448277595747195
JP,JPN,Japan,2021-04-27,100172421.044727,5228,24127.595,343,9364,76189.28,11820,18,18,19,18,6524,2218,0,0,277,5860,161,108,44,941227.612457348,1,38,1,0,36,780006.752475143,350,6232,80369.4514987495,229,11,0,0,0,9,0,9,0,0,5,0,17,0,0,15,3,4,2,3,3,2,4,1,1,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,10,13,7,11,10,10,10,5,4,8,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,2034,3854,636,0,4218,1682,624,0,2206,3655,663,0,2423,3457,644,0,248,5612,664,0,1616,4261,647,0,0,6524,0,0,0,6524,0,0,0,6524,0,0,0,6524,0,0,0,6524,0,0,0,6524,0,0,0,6524,0,0,0,6524,0,0,0,6524,101,125,686,1049,3680,883,78,232,613,204,83,218,911,487,255,372,69,197,411,494,5,1895,102,143,645,1155,3592,887,121,575,2292,2582,954,537,1233,1942,1862,950,2021-04-27,6524,1,,,0.00275904353157572,0.00127283012197411,0.00275904353157572,0.00127283012197411,0.00291232372777437,0.00130760813381814,0.00275904353157572,0.00127283012197411,0.00674432863274065,0.00198605377608503,0.00939607531335487,1.88928411305081e-05,0.00551808706315144,0.00179756181299368,0.00778664171575599,1.72128045256093e-05,0.00435488849896464,0.000455243120601677
JP,JPN,Japan,2021-04-28,101802392.236729,6031,24492.7,497,10955.1,88741.14,13847,22,21,25,26,7347,2339,0,0,353,6587,184,164,31,664695.055767249,1,26,1,0,24,575216.301127541,511,7036,90738.0392723365,240,21,0,0,0,18,0,17,0,0,11,0,20,0,0,17,6,7,4,6,6,3,7,4,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,7,9,4,8,8,3,7,4,0,9,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,4269,702,0,4737,1917,693,0,2353,4250,744,0,2749,3869,729,0,321,6275,751,0,1785,4837,725,0,0,7347,0,0,0,7347,0,0,0,7347,0,0,0,7347,0,0,0,7347,0,0,0,7347,0,0,0,7347,0,0,0,7347,0,0,0,7347,110,127,799,1183,4224,904,86,212,679,264,64,247,1037,550,309,456,90,238,511,630,2,1972,83,147,788,1320,4101,908,131,713,2584,2953,966,571,1323,2390,2098,965,2021-04-28,7347,1,,,0.00299441949094869,0.00124939046203574,0.00285830951408738,0.00122074832142365,0.0034027494215326,0.00133158194488625,0.0035388593983939,0.00135785973003864,0.00421940928270042,0.00148217924171719,0.00652926754630268,1.56451189826669e-05,0.00326663944467129,0.00130476761627121,0.00565032204537932,1.45604658045522e-05,0.00563159623128191,0.000486903401592137
